Timestamp,Requests je Sekunde,Durchschnittliche Antwortzeitintervalle,i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_pod-pod-14,network_outgoing_pod-pod-15,network_outgoing_pod-pod-16,network_outgoing_pod-pod-17,network_outgoing_pod-pod-18,network_outgoing_pod-pod-19,network_outgoing_pod-pod-20,network_outgoing_pod-pod-21,network_outgoing_pod-pod-22,network_outgoing_pod-pod-23,network_outgoing_pod-pod-24,network_outgoing_pod-pod-25,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_pod-pod-14,cpu_pod-pod-15,cpu_pod-pod-16,cpu_pod-pod-17,cpu_pod-pod-18,cpu_pod-pod-19,cpu_pod-pod-20,cpu_pod-pod-21,cpu_pod-pod-22,cpu_pod-pod-23,cpu_pod-pod-24,cpu_pod-pod-25,cpu_system,pod-restart-count-pod-1,pod-restart-count-pod-2,pod-restart-count-pod-3,pod-restart-count-pod-4,pod-restart-count-pod-5,pod-restart-count-pod-6,pod-restart-count-pod-7,pod-restart-count-pod-8,pod-restart-count-pod-9,pod-restart-count-pod-10,pod-restart-count-pod-11,pod-restart-count-pod-12,pod-restart-count-pod-13,pod-restart-count-pod-14,pod-restart-count-pod-15,pod-restart-count-pod-16,pod-restart-count-pod-17,pod-restart-count-pod-18,pod-restart-count-pod-19,pod-restart-count-pod-20,pod-restart-count-pod-21,pod-restart-count-pod-22,pod-restart-count-pod-23,pod-restart-count-pod-24,pod-restart-count-pod-25,cpu_system_lag_1,cpu_system_lag_2,cpu_system_lag_3,cpu_system_lag_4,cpu_system_lag_5,Requests je Sekunde_lag_1,Requests je Sekunde_lag_2,Requests je Sekunde_lag_3,Requests je Sekunde_lag_4,Requests je Sekunde_lag_5,memory_lag_1,memory_lag_2,memory_lag_3,memory_lag_4,memory_lag_5,Requests je Sekunde_rolling_avg_5,cpu_system_rolling_avg_5,memory_rolling_avg_5,cpu_pod-pod-1_rolling_avg_5,cpu_pod-pod-11_rolling_avg_5,cpu_pod-pod-8_rolling_avg_5,cpu_system_cumsum,memory_cumsum,network_outgoing_system_log_scaled,memory_log_scaled,cpu_system_log_scaled
230,84,615.7380952380952,3868,0,12622544896,2486,,10513,,,2108,,11066,432,,,286431,342.0,16932.0,,,255,62953,,8537,,,3631.0,,2496,408184,0.0439,,0.0529,,,0.00362,,0.13,0.0023,,,0.0884,0.000671,0.0765,,,0.00548,0.0413,,0.0401,,,0.00533,,0.00616,0.0414,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0413,0.0399,0.0398,0.039,0.0393,82.0,89.0,104.0,115.0,85.0,12617904128.0,12616998912.0,12609114112.0,12601851904.0,12603097088.0,94.8,0.04028,12613682790.4,0.04518,,0.125,2.0132900000000005,1325657026560,12.919475781989908,23.258750329593376,0.04056596174666165
232,118,777.8813559322034,3809,0,12625616896,2503,,10537,,,2108,,11149,432,,,288376,333.0,17078.0,,,253,63381,,8595,,,3537.0,,2496,410780,0.0486,,0.0529,,,0.00362,,0.131,0.00232,,,0.089,0.000652,0.0772,,,0.00548,0.0402,,0.0401,,,0.00533,,0.00618,0.0419,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0414,0.0413,0.0399,0.0398,0.039,84.0,82.0,89.0,104.0,115.0,12622544896.0,12617904128.0,12616998912.0,12609114112.0,12601851904.0,95.4,0.04086,12618435788.8,0.0458,,0.128,2.0551900000000005,1338282643456,12.925815504749782,23.258993674042785,0.04104596943600097
234,86,831.3139534883721,3964,0,12628283392,2520,,11484,,,2108,,11228,432,,,290322,323.0,18076.0,,,262,68545,,8654,,,4087.0,,2496,420537,0.0486,,0.0529,,,0.00362,,0.131,0.00232,,,0.0949,0.000633,0.0779,,,0.00577,0.0445,,0.0401,,,0.00533,,0.00701,0.0429,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0419,0.0414,0.0413,0.0399,0.0398,118.0,84.0,82.0,89.0,104.0,12625616896.0,12622544896.0,12617904128.0,12616998912.0,12609114112.0,91.8,0.04148,12622269644.8,0.046419999999999996,,0.1292,2.0980900000000005,1350910926848,12.949290122920942,23.259204849027977,0.04200529414503013
236,131,907.6870229007634,3964,0,12629266432,2524,,11564,,,2038,,11307,432,,,312643,290.0,18229.0,,,252,69006,,8712,,,4097.0,,2496,443590,0.0486,,0.0552,,,0.00362,,0.131,0.00232,,,0.0959,0.000631,0.0785,,,0.00577,0.0448,,0.0386,,,0.00533,,0.00701,0.0431,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0429,0.0419,0.0414,0.0413,0.0399,86.0,118.0,84.0,82.0,89.0,12628283392.0,12625616896.0,12622544896.0,12617904128.0,12616998912.0,100.2,0.042120000000000005,12624723148.8,0.04704,,0.13040000000000002,2.1411900000000004,1363540193280,13.002658245704293,23.259282690307696,0.04219704869978835
238,92,568.6086956521739,3964,0,12629778432,2524,,11644,,,2284,,11386,443,,,314836,281.0,18382.0,,,270,69536,,8760,,,4097.0,,2496,446939,0.0486,,0.0552,,,0.00362,,0.131,0.00232,,,0.0966,0.000612,0.0792,,,0.00577,0.0451,,0.0441,,,0.0055,,0.00701,0.0437,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0431,0.0429,0.0419,0.0414,0.0413,131.0,86.0,118.0,84.0,82.0,12629266432.0,12628283392.0,12625616896.0,12622544896.0,12617904128.0,102.2,0.042600000000000006,12627098009.6,0.047659999999999994,,0.1308,2.18489,1376169971712,13.010179636398377,23.259323230241236,0.04277209184386899
240,97,695.5257731958762,3875,0,12629229568,2524,,11725,,,2284,,11938,443,,,317030,273.0,18535.0,,,270,70026,,8760,,,4173.0,,2605,450585,0.0486,,0.0535,,,0.00362,,0.135,0.00232,,,0.0972,0.000592,0.0799,,,0.00622,0.0455,,0.0441,,,0.0055,,0.00701,0.0441,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0437,0.0431,0.0429,0.0419,0.0414,92.0,131.0,86.0,118.0,84.0,12629778432.0,12629266432.0,12628283392.0,12625616896.0,12622544896.0,104.8,0.04314,12628434944.0,0.0486,,0.1318,2.22899,1388799201280,13.018304236812744,23.259279771369055,0.0431552703139276
242,88,792.9545454545455,3875,0,12636147712,2524,,11805,,,2362,,12020,443,,,319223,264.0,18688.0,,,270,70517,,8495,,,4202.0,,2623,453435,0.0486,,0.0531,,,0.00378,,0.135,0.00238,,,0.0979,0.000573,0.0805,,,0.00622,0.0458,,0.0441,,,0.0055,,0.00719,0.0442,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0441,0.0437,0.0431,0.0429,0.0419,97.0,92.0,131.0,86.0,118.0,12629229568.0,12629778432.0,12629266432.0,12628283392.0,12625616896.0,98.8,0.0436,12630541107.2,0.0486,,0.1326,2.27319,1401435348992,13.024609413991767,23.259827409672308,0.04325104199431494
244,116,1064.2241379310344,3875,0,12645511168,2684,,11885,,,2362,,12102,443,,,321416,256.0,18842.0,,,270,71007,,9641,,,4231.0,,2628,457765,0.0486,,0.0596,,,0.00378,,0.14,0.00236,,,0.0985,0.000553,0.0778,,,0.00622,0.0462,,0.0469,,,0.00531,,0.00724,0.0452,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0442,0.0441,0.0437,0.0431,0.0429,88.0,97.0,92.0,131.0,86.0,12636147712.0,12629229568.0,12629778432.0,12629266432.0,12628283392.0,104.8,0.04406,12633986662.4,0.0486,,0.13440000000000002,2.31839,1414080860160,13.034113415503175,23.26056814084599,0.044208254664320365
246,113,809.4690265486726,3875,0,12649394176,2783,,12571,,,2362,,12185,443,,,323609,247.0,18995.0,,,270,71497,,9707,,,4259.0,,2628,461554,0.0506,,0.0596,,,0.00415,,0.141,0.00237,,,0.103,0.000319,0.0876,,,0.00622,0.0465,,0.0469,,,0.00574,,0.00746,0.0467,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0452,0.0442,0.0441,0.0437,0.0431,116.0,88.0,97.0,92.0,131.0,12645511168.0,12636147712.0,12629229568.0,12629778432.0,12629266432.0,101.2,0.04478,12638012211.2,0.049,,0.13640000000000002,2.36509,1426730254336,13.042356502422127,23.260875159826877,0.04564235787870107
248,100,657.84,3950,0,12650553344,2802,,12655,,,2362,,12267,443,,,325803,239.0,19148.0,,,270,71988,,9772,,,4288.0,,2806,464841,0.049,,0.0611,,,0.00415,,0.142,0.00245,,,0.103,0.000374,0.0883,,,0.00622,0.0489,,0.049,,,0.00574,,0.00792,0.0473,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0467,0.0452,0.0442,0.0441,0.0437,113.0,116.0,88.0,97.0,92.0,12649394176.0,12645511168.0,12636147712.0,12629229568.0,12629778432.0,102.8,0.0455,12642167193.6,0.04908,,0.1386,2.41239,1439380807680,13.049452841883273,23.260966793851004,0.04621542379696299
250,83,932.1204819277108,3949,0,12649734144,2817,,12757,,,2552,,12349,443,,,327996,187.0,19301.0,,,276,70192,,9838,,,4301.0,,2806,465815,0.0506,,0.0611,,,0.00415,,0.142,0.00245,,,0.104,0.000359,0.089,,,0.00654,0.0492,,0.049,,,0.00574,,0.00792,0.0477,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0473,0.0467,0.0452,0.0442,0.0441,100.0,113.0,116.0,88.0,97.0,12650553344.0,12649394176.0,12645511168.0,12636147712.0,12629229568.0,100.0,0.046220000000000004,12646268108.8,0.049479999999999996,,0.13999999999999999,2.4600899999999997,1452030541824,13.051545985348673,23.26090203569356,0.046597285376782184
252,123,866.0487804878048,3949,0,12651548672,2817,,12847,,,2646,,12906,459,,,331004,180.0,18621.0,,,286,78479,,9864,,,4152.0,,2806,477068,0.0506,,0.0611,,,0.00415,,0.143,0.00245,,,0.105,0.000345,0.0897,,,0.00654,0.0496,,0.049,,,0.00574,,0.00792,0.0479,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0477,0.0473,0.0467,0.0452,0.0442,83.0,100.0,113.0,116.0,88.0,12649734144.0,12650553344.0,12649394176.0,12645511168.0,12636147712.0,107.0,0.04696,12649348300.8,0.049879999999999994,,0.1416,2.5079899999999995,1464682090496,13.075416413497134,23.261045469369726,0.046788161498758925
254,97,824.3917525773196,3949,0,12657270784,2817,,12937,,,2659,,12995,459,,,360752,174.0,20834.0,,,286,79006,,9864,,,4803.0,,2806,510391,0.0506,,0.0611,,,0.00415,,0.143,0.00245,,,0.106,0.000331,0.0905,,,0.00654,0.0499,,0.049,,,0.00588,,0.00792,0.0481,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0479,0.0477,0.0473,0.0467,0.0452,123.0,83.0,100.0,113.0,116.0,12651548672.0,12649734144.0,12650553344.0,12649394176.0,12645511168.0,103.2,0.04754,12651700224.0,0.050280000000000005,,0.1422,2.5560899999999993,1477339361280,13.142934336908688,23.2614976526181,0.046979001193994605
256,82,970.4756097560976,3885,0,12655181824,2817,,13027,,,2659,,13084,459,,,363229,167.0,20996.0,,,286,79621,,9864,,,4835.0,,2930,513975,0.0506,,0.0611,,,0.00432,,0.146,0.00245,,,0.106,0.000317,0.0912,,,0.00633,0.0503,,0.049,,,0.00588,,0.00792,0.0485,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0481,0.0479,0.0477,0.0473,0.0467,97.0,123.0,83.0,100.0,113.0,12657270784.0,12651548672.0,12649734144.0,12650553344.0,12649394176.0,97.0,0.047900000000000005,12652857753.6,0.050280000000000005,,0.1432,2.6045899999999995,1489994543104,13.149931850740165,23.261332598679083,0.04736057135983759
258,125,1348.024,3965,0,12655239168,2817,,13117,,,2659,,13174,459,,,365706,160.0,21159.0,,,286,80181,,10694,,,4868.0,,2950,518231,0.0525,,0.0611,,,0.0046,,0.146,0.00249,,,0.107,0.000303,0.0962,,,0.00629,0.0506,,0.0511,,,0.00588,,0.00792,0.0494,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0485,0.0481,0.0479,0.0477,0.0473,82.0,97.0,123.0,83.0,100.0,12655181824.0,12657270784.0,12651548672.0,12649734144.0,12650553344.0,102.0,0.04832,12653794918.4,0.050980000000000004,,0.144,2.6539899999999994,1502649782272,13.158178297422777,23.2613371299352,0.04821857227047433
260,129,1068.9767441860463,3839,0,12670283776,3098,,13208,,,2659,,13263,459,,,368184,153.0,21322.0,,,286,80742,,10768,,,4901.0,,2970,522013,0.0525,,0.0653,,,0.0046,,0.151,0.00249,,,0.112,0.000288,0.097,,,0.00705,0.0508,,0.0511,,,0.00604,,0.00792,0.0507,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0494,0.0485,0.0481,0.0479,0.0477,125.0,82.0,97.0,123.0,83.0,12655239168.0,12655181824.0,12657270784.0,12651548672.0,12649734144.0,111.2,0.048920000000000005,12657904844.8,0.05136,,0.14579999999999999,2.7046899999999994,1515320066048,13.1654496864285,23.262525228581914,0.049456608712592526
262,100,865.24,3839,0,12734156800,3107,,12832,,,2659,,13353,464,,,370661,146.0,21485.0,,,290,81303,,10842,,,4905.0,,3102,525148,0.0524,,0.0653,,,0.0046,,0.152,0.00249,,,0.113,0.000274,0.0977,,,0.00705,0.0514,,0.0534,,,0.00604,,0.00822,0.0511,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0507,0.0494,0.0485,0.0481,0.0479,129.0,125.0,82.0,97.0,123.0,12670283776.0,12655239168.0,12655181824.0,12657270784.0,12651548672.0,106.6,0.04956,12674426470.4,0.05172,,0.1476,2.7557899999999993,1528054222848,13.171437310831266,23.267553732035402,0.04983723484717165
264,81,942.493827160494,3839,0,12730925056,3107,,14413,,,2659,,13946,464,,,373831,140.0,21647.0,,,290,81863,,10916,,,4975.0,,3102,531354,0.0524,,0.0653,,,0.0046,,0.153,0.00245,,,0.114,0.00018,0.0985,,,0.00705,0.0501,,0.0534,,,0.00604,,0.00874,0.0513,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0511,0.0507,0.0494,0.0485,0.0481,100.0,129.0,125.0,82.0,97.0,12734156800.0,12670283776.0,12655239168.0,12655181824.0,12657270784.0,103.4,0.0502,12689157324.8,0.052079999999999994,,0.1496,2.807089999999999,1540785147904,13.18318562674998,23.26729991435397,0.050027493599648164
266,99,1112.6161616161617,3949,0,12740960256,3107,,14510,,,2779,,14070,464,,,376428,74.7,21810.0,,,290,82424,,10990,,,5010.0,,3102,535060,0.0524,,0.0653,,,0.0046,,0.154,0.00253,,,0.115,0.00017,0.0992,,,0.00742,0.0542,,0.0534,,,0.00624,,0.00874,0.0519,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0513,0.0511,0.0507,0.0494,0.0485,81.0,100.0,129.0,125.0,82.0,12730925056.0,12734156800.0,12670283776.0,12655239168.0,12655181824.0,106.8,0.05088,12706313011.2,0.05244,,0.1512,2.858989999999999,1553526108160,13.190136038070095,23.268087857640893,0.05059805276309138
268,123,1272.1869918699188,3949,0,12750942208,3107,,14570,,,3059,,14169,464,,,400688,71.0,21973.0,,,281,80204,,11064,,,5044.0,,3102,557796,0.0524,,0.0653,,,0.00483,,0.154,0.00253,,,0.115,0.00016,0.1,,,0.00742,0.0545,,0.0534,,,0.00624,,0.00874,0.0521,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0519,0.0513,0.0511,0.0507,0.0494,99.0,81.0,100.0,129.0,125.0,12740960256.0,12730925056.0,12734156800.0,12670283776.0,12655239168.0,106.4,0.05142,12725453619.2,0.05242,,0.1528,2.911089999999999,1566277050368,13.23175037588928,23.26887100456557,0.05078816683210506
270,127,1211.03937007874,3949,0,12767551488,3208,,14717,,,3080,,14267,457,,,403434,67.2,22136.0,,,279,88601,,11500,,,5400.0,,3102,570248,0.0538,,0.0669,,,0.00506,,0.154,0.00253,,,0.116,0.00015,0.105,,,0.00742,0.0549,,0.0534,,,0.00624,,0.00874,0.0529,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0521,0.0519,0.0513,0.0511,0.0507,123.0,99.0,81.0,100.0,129.0,12750942208.0,12740960256.0,12730925056.0,12734156800.0,12670283776.0,106.0,0.051859999999999996,12744907161.6,0.052680000000000005,,0.1534,2.963989999999999,1579044601856,13.253828386528262,23.270172749295643,0.0515482618805766
272,78,1010.5641025641024,3967,0,12774838272,3343,,14818,,,3100,,14365,460,,,406179,63.4,23535.0,,,303,89195,,11500,,,5437.0,,3102,575402,0.0542,,0.0711,,,0.00506,,0.154,0.00256,,,0.117,0.000141,0.105,,,0.00742,0.0553,,0.0534,,,0.00635,,0.00874,0.0534,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0529,0.0521,0.0519,0.0513,0.0511,127.0,123.0,99.0,81.0,100.0,12767551488.0,12750942208.0,12740960256.0,12730925056.0,12734156800.0,101.6,0.05232,12753043456.0,0.05304,,0.1538,3.017389999999999,1591819440128,13.26282594385033,23.270743313308294,0.052023028067151915
274,134,1268.6044776119404,3871,0,12776181760,3365,,14919,,,3110,,14464,474,,,408925,59.7,23707.0,,,303,89859,,11701,,,5473.0,,3199,579559,0.056,,0.0711,,,0.00506,,0.157,0.00256,,,0.121,0.000131,0.106,,,0.00782,0.0557,,0.0534,,,0.00635,,0.00918,0.0543,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0534,0.0529,0.0521,0.0519,0.0513,78.0,127.0,123.0,99.0,81.0,12774838272.0,12767551488.0,12750942208.0,12740960256.0,12730925056.0,112.2,0.05292,12762094796.8,0.053759999999999995,,0.1546,3.071689999999999,1604595621888,13.270024473934658,23.27084847451121,0.05287703960076692
276,109,1143.2385321100917,3871,0,12774354944,3382,,15020,,,3110,,15035,474,,,411671,55.9,23878.0,,,302,90477,,11780,,,5488.0,,3270,583943,0.056,,0.0711,,,0.00506,,0.162,0.00256,,,0.122,0.000121,0.107,,,0.00782,0.0559,,0.06,,,0.00635,,0.00949,0.0554,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0543,0.0534,0.0529,0.0521,0.0519,134.0,78.0,127.0,123.0,99.0,12776181760.0,12774838272.0,12767551488.0,12750942208.0,12740960256.0,114.2,0.05362,12768773734.4,0.054479999999999994,,0.1562,3.127089999999999,1617369976832,13.277560366801627,23.270705478219263,0.05391984198943043
278,102,870.1764705882352,3871,0,12775239680,3382,,15121,,,3110,,15137,459,,,415371,52.2,24050.0,,,312,91095,,11860,,,5488.0,,3430,588867,0.056,,0.0711,,,0.00506,,0.163,0.00256,,,0.123,0.000111,0.108,,,0.00782,0.0565,,0.06,,,0.00635,,0.00949,0.0557,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0554,0.0543,0.0534,0.0529,0.0521,109.0,134.0,78.0,127.0,123.0,12774354944.0,12776181760.0,12774838272.0,12767551488.0,12750942208.0,110.0,0.05434,12773633228.8,0.055200000000000006,,0.158,3.182789999999999,1630145216512,13.285957328858881,23.270774734582293,0.05420405401351211
280,90,1000.9555555555556,3871,0,12775612416,3382,,15147,,,3110,,15238,487,,,418278,,24222.0,,,312,94735,,11915,,,5592.0,,3453,595871,0.056,,0.0711,,,0.00506,,0.164,0.00256,,,0.123,,0.109,,,0.00782,0.0569,,0.06,,,0.00635,,0.00949,0.0559,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0557,0.0554,0.0543,0.0534,0.0529,102.0,109.0,134.0,78.0,127.0,12775239680.0,12774354944.0,12776181760.0,12774838272.0,12767551488.0,102.6,0.05494,12775245414.4,0.05564,,0.16,3.2386899999999987,1642920828928,13.29778115788149,23.27080391059557,0.054393483830331636
282,87,1215.0689655172414,3985,0,12772900864,3382,,16225,,,3110,,15251,487,,,442104,,24394.0,,,312,95373,,11915,,,5631.0,,3455,621639,0.056,,0.0711,,,0.00531,,0.164,0.0026,,,0.124,,0.112,,,0.00823,0.0588,,0.06,,,0.0066,,0.00949,0.0566,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0559,0.0557,0.0554,0.0543,0.0534,90.0,102.0,109.0,134.0,78.0,12775612416.0,12775239680.0,12774354944.0,12776181760.0,12774838272.0,104.4,0.05558,12774857932.8,0.056,,0.162,3.2952899999999987,1655693729792,13.340116426029548,23.270591643683577,0.0550562057480784
284,83,1255.0240963855422,3910,0,12768710656,3382,,16339,,,3236,,15473,487,,,445156,,25241.0,,,312,96082,,11915,,,5669.0,,3455,626746,0.056,,0.0731,,,0.00531,,0.164,0.0026,,,0.125,,0.113,,,0.00823,0.0592,,0.06,,,0.0066,,0.00949,0.0569,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0566,0.0559,0.0557,0.0554,0.0543,87.0,90.0,102.0,109.0,134.0,12772900864.0,12775612416.0,12775239680.0,12774354944.0,12776181760.0,94.2,0.0561,12773363712.0,0.056,,0.16340000000000002,3.352189999999999,1668462440448,13.348298229411558,23.270263535331136,0.05534009503316459
286,146,1593.849315068493,4003,0,12776005632,3494,,16453,,,3578,,15581,487,,,448207,,25418.0,,,326,96747,,11779,,,6006.0,,3455,631533,0.056,,0.0731,,,0.00573,,0.164,0.0026,,,0.126,,0.114,,,0.00823,0.0596,,0.0619,,,0.0066,,0.00949,0.0573,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0569,0.0566,0.0559,0.0557,0.0554,83.0,87.0,90.0,102.0,109.0,12768710656.0,12772900864.0,12775612416.0,12775239680.0,12774354944.0,101.6,0.056479999999999995,12773693849.6,0.056,,0.1638,3.409489999999999,1681238446080,13.3559070593867,23.27083468876385,0.05571848875634378
288,141,1161.212765957447,4003,0,12769267712,3425,,16567,,,3603,,16107,483,,,451259,,25594.0,,,326,97413,,12903,,,6047.0,,3455,637182,0.0563,,0.0731,,,0.00573,,0.164,0.00252,,,0.123,,0.115,,,0.00823,0.06,,0.0619,,,0.00638,,0.00991,0.0572,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0573,0.0569,0.0566,0.0559,0.0557,146.0,83.0,87.0,90.0,102.0,12776005632.0,12768710656.0,12772900864.0,12775612416.0,12775239680.0,109.4,0.05678,12772499456.0,0.05606,,0.164,3.466689999999999,1694007713792,13.36481217744054,23.27030716102398,0.05562390374799708
290,80,1114.05,3933,0,12773953536,3700,,16681,,,3627,,16219,500,,,454310,,25771.0,,,326,98078,,12991,,,6059.0,,3455,641717,0.0576,,0.0774,,,0.00573,,0.171,0.0025,,,0.131,,0.115,,,0.00795,0.0604,,0.0619,,,0.00676,,0.00995,0.059,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0572,0.0573,0.0569,0.0566,0.0559,141.0,146.0,83.0,87.0,90.0,12769267712.0,12776005632.0,12768710656.0,12772900864.0,12775612416.0,107.4,0.05739999999999999,12772167680.0,0.056380000000000006,,0.16540000000000002,3.525689999999999,1706781667328,13.371904233836082,23.27067405476903,0.0573250666192694
292,116,1139.3275862068965,3872,0,12775997440,3725,,16794,,,3646,,16330,500,,,457362,,25947.0,,,326,98744,,13080,,,6134.0,,3586,646173,0.058,,0.0774,,,0.00573,,0.172,0.00265,,,0.132,,0.116,,,0.00875,0.0609,,0.0619,,,0.00676,,0.0104,0.0594,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.059,0.0572,0.0573,0.0569,0.0566,80.0,141.0,146.0,83.0,87.0,12773953536.0,12769267712.0,12776005632.0,12768710656.0,12772900864.0,113.2,0.05796,12772786995.2,0.05678,,0.167,3.585089999999999,1719557664768,13.378824096341782,23.27083404756167,0.05770271012828925
294,87,1201.9195402298851,3872,0,12697198592,3750,,16908,,,3646,,16442,500,,,476198,,26124.0,,,335,103032,,13168,,,6176.0,,3468,669747,0.0599,,0.0774,,,0.00573,,0.173,0.00267,,,0.133,,0.117,,,0.00875,0.0613,,0.0641,,,0.00676,,0.0104,0.06,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0594,0.059,0.0572,0.0573,0.0569,116.0,80.0,141.0,146.0,83.0,12775997440.0,12773953536.0,12769267712.0,12776005632.0,12768710656.0,114.0,0.05858,12758484582.4,0.05756,,0.1688,3.6450899999999993,1732254863360,13.41465680121352,23.264647222850552,0.058268908123975775
296,111,1347.261261261261,3872,0,12697862144,3763,,17022,,,3646,,16553,482,,,479523,,26300.0,,,335,103749,,13257,,,6218.0,,3713,674562,0.0599,,0.0789,,,0.00573,,0.173,0.00276,,,0.134,,0.118,,,0.00875,0.0637,,0.0641,,,0.00676,,0.0104,0.0605,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.06,0.0594,0.059,0.0572,0.0573,87.0,116.0,80.0,141.0,146.0,12697198592.0,12775997440.0,12773953536.0,12769267712.0,12776005632.0,107.0,0.059219999999999995,12742855884.8,0.05834,,0.1706,3.705589999999999,1744952725504,13.42182035278859,23.264699481201653,0.058740495022600085
298,69,1497.8260869565215,3872,0,12690169856,3763,,17720,,,3646,,16665,500,,,482849,,26528.0,,,335,104466,,13265,,,6260.0,,3713,679710,0.0599,,0.0789,,,0.00601,,0.173,0.00276,,,0.135,,0.114,,,0.00875,0.0641,,0.0641,,,0.00702,,0.0104,0.0604,,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0605,0.06,0.0594,0.059,0.0572,111.0,87.0,116.0,80.0,141.0,12697862144.0,12697198592.0,12775997440.0,12773953536.0,12769267712.0,92.6,0.059860000000000003,12727036313.6,0.05906,,0.1724,3.765989999999999,1757642895360,13.429422986814192,23.264093503689512,0.058646195432733424
300,80,1865.5,3914,142,12689408000,3763,,17916,,,3741,,16730,500,,,486174,,26711.0,,,335,105182,,13265,,,6501.0,,3713,684532,0.0599,,0.0789,,,0.00601,,0.173,0.00276,,,0.136,,0.125,,,0.00902,0.0646,,0.0661,,,0.00711,,0.0104,0.0615,,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0604,0.0605,0.06,0.0594,0.059,69.0,111.0,87.0,116.0,80.0,12690169856.0,12697862144.0,12697198592.0,12775997440.0,12773953536.0,92.6,0.060360000000000004,12710127206.4,0.05952,,0.1728,3.827489999999999,1770332303360,13.436492132921092,23.264033466757102,0.05968300216117373
