Timestamp,Requests je Sekunde,Durchschnittliche Antwortzeitintervalle,i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_pod-pod-14,network_outgoing_pod-pod-15,network_outgoing_pod-pod-16,network_outgoing_pod-pod-17,network_outgoing_pod-pod-18,network_outgoing_pod-pod-19,network_outgoing_pod-pod-20,network_outgoing_pod-pod-21,network_outgoing_pod-pod-22,network_outgoing_pod-pod-23,network_outgoing_pod-pod-24,network_outgoing_pod-pod-25,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_pod-pod-14,cpu_pod-pod-15,cpu_pod-pod-16,cpu_pod-pod-17,cpu_pod-pod-18,cpu_pod-pod-19,cpu_pod-pod-20,cpu_pod-pod-21,cpu_pod-pod-22,cpu_pod-pod-23,cpu_pod-pod-24,cpu_pod-pod-25,cpu_system,pod-restart-count-pod-1,pod-restart-count-pod-2,pod-restart-count-pod-3,pod-restart-count-pod-4,pod-restart-count-pod-5,pod-restart-count-pod-6,pod-restart-count-pod-7,pod-restart-count-pod-8,pod-restart-count-pod-9,pod-restart-count-pod-10,pod-restart-count-pod-11,pod-restart-count-pod-12,pod-restart-count-pod-13,pod-restart-count-pod-14,pod-restart-count-pod-15,pod-restart-count-pod-16,pod-restart-count-pod-17,pod-restart-count-pod-18,pod-restart-count-pod-19,pod-restart-count-pod-20,pod-restart-count-pod-21,pod-restart-count-pod-22,pod-restart-count-pod-23,pod-restart-count-pod-24,pod-restart-count-pod-25,cpu_system_lag_1,cpu_system_lag_2,cpu_system_lag_3,cpu_system_lag_4,cpu_system_lag_5,Requests je Sekunde_lag_1,Requests je Sekunde_lag_2,Requests je Sekunde_lag_3,Requests je Sekunde_lag_4,Requests je Sekunde_lag_5,memory_lag_1,memory_lag_2,memory_lag_3,memory_lag_4,memory_lag_5,Requests je Sekunde_rolling_avg_5,cpu_system_rolling_avg_5,memory_rolling_avg_5,cpu_pod-pod-1_rolling_avg_5,cpu_pod-pod-11_rolling_avg_5,cpu_pod-pod-8_rolling_avg_5,cpu_system_cumsum,memory_cumsum,network_outgoing_system_log_scaled,memory_log_scaled,cpu_system_log_scaled
88,37,181.8108108108108,11453,0,12896976896,394,13.4,1324,,,399,,1545,333,,,24441,489.0,2520.0,5.27,,166,5274,,1312,,,480.0,,413,39108,0.014,0.000486,0.0214,,,0.000682,3.81e-05,0.0329,0.00431,,,0.0151,0.00581,0.0135,0.000109,,0.00205,0.00635,,0.00778,,,0.00286,,0.00112,0.0107,0.0,0,0.0,,0,0,0.0,0,0.0,,0,0.0,0,0,0.0,0.0,0,0.0,0,0,,0,0.0,,0,0.0103,0.0102,0.0101,0.0112,0.0103,46.0,39.0,38.0,35.0,34.0,12907081728.0,13006995456.0,13017788416.0,13011140608.0,13013762048.0,39.0,0.0105,12967996620.8,0.0167,,0.0324,0.26398999999999995,430062792704,10.574107898514463,23.280258771780236,0.010643160098479827
90,39,422.6923076923077,11440,0,12859527168,394,12.6,1333,,,399,,1555,335,,,24612,489.0,2576.0,5.07,,167,8598,,1321,,,483.0,,416,42697,0.0155,0.000462,0.0234,,,0.000682,4.82e-05,0.0331,0.00168,,,0.0152,0.00581,0.0139,0.000103,,0.00205,0.00639,,0.00955,,,0.00282,,0.00107,0.011,0.0,0,0.0,,0,0,0.0,0,0.0,,0,0.0,0,0,0.0,0.0,0,0.0,0,0,,0,0.0,,0,0.0107,0.0103,0.0102,0.0101,0.0112,37.0,46.0,39.0,38.0,35.0,12896976896.0,12907081728.0,13006995456.0,13017788416.0,13011140608.0,39.8,0.01046,12937673932.8,0.01422,,0.03264,0.27498999999999996,442922319872,10.66190735971227,23.27735078750607,0.010939940038334364
92,39,205.46153846153845,11440,0,12861276160,394,10.1,1342,,,399,,1566,338,,,24782,489.0,2632.0,4.86,,167,8658,,1330,,,487.0,,419,43018,0.0155,0.000438,0.0234,,,0.000741,4.47e-05,0.0333,0.00168,,,0.0153,0.00581,0.0142,9.84e-05,,0.00205,0.00642,,0.00741,,,0.00282,,0.00107,0.0109,0.0,0,0.0,,0,0,0.0,0,0.0,,0,0.0,0,0,0.0,0.0,0,,0,0,,0,0.0,,0,0.011,0.0107,0.0103,0.0102,0.0101,39.0,37.0,46.0,39.0,38.0,12859527168.0,12896976896.0,12907081728.0,13006995456.0,13017788416.0,40.0,0.010620000000000001,12906371481.6,0.014600000000000002,,0.03286,0.28589,455783596032,10.669397157549227,23.27748678574689,0.010841023177874857
94,39,243.0,9308,0,12859056128,414,9.45,1351,,,424,,1577,340,,,24953,489.0,2688.0,6.27,,167,8718,,1339,,,490.0,,407,43373,0.0155,0.000414,0.0234,,,0.000741,4.11e-05,0.0335,0.00168,,,0.0153,0.00581,0.0145,9.33e-05,,0.00205,0.00642,,0.00741,,,0.00295,,0.00136,0.0109,0.0,0,0.0,,0,0,0.0,0,0.0,,0,0.0,0,0,0.0,0.0,0,,0,0,,0,0.0,,0,0.0109,0.011,0.0107,0.0103,0.0102,39.0,39.0,37.0,46.0,39.0,12861276160.0,12859527168.0,12896976896.0,12907081728.0,13006995456.0,40.0,0.01076,12876783616.0,0.014900000000000002,,0.03308,0.29679,468642652160,10.677615462228353,23.277314157183582,0.010841023177874857
96,48,332.375,9233,0,12817432576,417,8.82,1363,,,424,,2074,340,,,41326,489.0,2744.0,6.0,,167,8778,,1348,,,490.0,,552,60526,0.0155,0.00039,0.0234,,,0.000741,3.76e-05,0.042,0.00168,,,0.0153,0.00581,0.0148,8.82e-05,,0.00205,0.00815,,0.00741,,,0.00295,,0.00136,0.0118,0.0,0,0.0,,0,0,0.0,0,0.0,,0,0.0,0,0,0.0,0.0,0,,0,0,,0,0.0,,0,0.0109,0.0109,0.011,0.0107,0.0103,39.0,39.0,39.0,37.0,46.0,12859056128.0,12861276160.0,12859527168.0,12896976896.0,12907081728.0,40.4,0.011059999999999999,12858853785.6,0.0152,,0.034960000000000005,0.30859,481460084736,11.010844825456925,23.27407200137814,0.011730922875698666
98,40,135.75,9222,0,12748541952,504,8.19,1372,,,424,,2088,340,,,41607,489.0,2800.0,5.72,,162,8838,,1357,,,490.0,,552,61036,0.0155,0.000319,0.0232,,,0.000757,3.4e-05,0.0422,0.00168,,,0.0157,0.00581,0.0151,9.16e-05,,0.00205,0.00815,,0.00741,,,0.00295,,0.00136,0.0119,0.0,0,0.0,,0,0,0.0,0,,,0,0.0,0,0,,,0,,0,0,,0,,,0,0.0118,0.0109,0.0109,0.011,0.0107,48.0,39.0,39.0,39.0,37.0,12817432576.0,12859056128.0,12861276160.0,12859527168.0,12896976896.0,41.0,0.011300000000000001,12829166796.8,0.0155,,0.036820000000000006,0.32049,494208626688,11.019235516650925,23.26868274538418,0.0118297517535772
100,39,194.94871794871796,8886,0,12760772608,505,7.57,1382,,,434,,2102,340,,,41888,489.0,3617.0,5.44,,170,8898,,1369,,,490.0,,552,62248,0.0129,0.000298,0.0232,,,0.000757,3.05e-05,0.0425,0.00168,,,0.0197,0.00581,0.017,8.6e-05,,0.00205,0.00815,,0.00741,,,0.00295,,0.00136,0.0122,0.0,0,0.0,,0,0,0.0,0,,,0,0.0,0,0,,,0,,0,0,,0,,,0,0.0119,0.0118,0.0109,0.0109,0.011,40.0,48.0,39.0,39.0,39.0,12748541952.0,12817432576.0,12859056128.0,12861276160.0,12859527168.0,41.0,0.01154,12809415884.8,0.014979999999999999,,0.0387,0.33269,506969399296,11.038897749940894,23.26964166232469,0.012126179797840565
102,46,219.6304347826087,8788,0,12762927104,505,,1339,,,434,,2117,339,,,42156,489.0,3688.0,5.17,,170,8958,,1332,,,504.0,,564,62598,0.0129,0.000277,0.0232,,,0.000757,,0.0413,0.00168,,,0.0198,0.00581,0.0173,8.04e-05,,0.00205,0.0084,,0.00741,,,0.00295,,0.00141,0.0121,0.0,0,0.0,,0,0,0.0,0,,,0,0.0,0,0,,,0,,0,0,,0,,,0,0.0122,0.0119,0.0118,0.0109,0.0109,39.0,40.0,48.0,39.0,39.0,12760772608.0,12748541952.0,12817432576.0,12859056128.0,12861276160.0,42.4,0.01178,12789746073.6,0.01446,,0.0403,0.34479,519732326400,11.044504582519703,23.26981048549917,0.012027380212718455
104,54,182.38888888888889,8788,0,12769726464,505,,2161,,,434,,2134,339,,,42531,489.0,3759.0,4.89,,170,12312,,1901,,,491.0,,568,67797,0.0156,0.000256,0.0232,,,0.000757,,0.0413,0.00168,,,0.0199,0.00581,0.0177,7.48e-05,,0.00205,0.00846,,0.00741,,,0.00295,,0.00141,0.0124,0.0,0,0.0,,0,0,0.0,0,,,0,0.0,0,0,,,0,,0,0,,0,,,0,0.0121,0.0122,0.0119,0.0118,0.0109,46.0,39.0,40.0,48.0,39.0,12762927104.0,12760772608.0,12748541952.0,12817432576.0,12859056128.0,45.4,0.01208,12771880140.8,0.014479999999999998,,0.04186,0.35719,532502052864,11.124287974968324,23.270343086636153,0.012323749688831936
106,56,276.0357142857143,8910,0,12768763904,505,,2175,,,434,,2606,339,,,42831,489.0,3829.0,4.61,,170,12398,,1914,,,491.0,,571,68757,0.0156,0.000236,0.0225,,,0.000735,,0.0413,0.00174,,,0.02,0.00581,0.018,6.91e-05,,0.00177,0.00851,,0.00718,,,0.00309,,0.00141,0.0123,0.0,0,0.0,,0,0,0.0,0,,,0,0.0,0,0,,,0,,0,0,,0,,,0,0.0124,0.0121,0.0122,0.0119,0.0118,54.0,46.0,39.0,40.0,48.0,12769726464.0,12762927104.0,12760772608.0,12748541952.0,12817432576.0,47.0,0.01218,12762146406.4,0.014499999999999999,,0.04172,0.36949,545270816768,11.138348372395459,23.270267705516396,0.01222496962256897
108,46,139.95652173913044,8648,0,12772225024,505,,2191,,,434,,2624,339,,,43131,489.0,3900.0,0.44,,170,12484,,1927,,,774.0,,672,69640,0.0156,0.000215,0.0271,,,0.00073,,0.0478,0.00174,,,0.02,0.00581,0.0184,6.35e-05,,0.00177,0.00856,,0.00743,,,0.00313,,0.00141,0.0133,0.0,0,0.0,,0,0,0.0,0,,,0,0.0,0,0,,,0,,0,0,,0,,,0,0.0123,0.0124,0.0121,0.0122,0.0119,56.0,54.0,46.0,39.0,40.0,12768763904.0,12769726464.0,12762927104.0,12760772608.0,12748541952.0,48.2,0.01246,12766883020.8,0.01452,,0.04284,0.38278999999999996,558043041792,11.151108753342497,23.270538730262594,0.013212331472134811
110,44,181.22727272727272,8603,0,12774821888,500,,2206,,,584,,2642,340,,,43430,489.0,3971.0,0.44,,170,12570,,1940,,,779.0,,672,70295,0.0156,,0.0271,,,0.00108,,0.0478,0.00174,,,0.0204,0.00581,0.0187,5.79e-05,,0.0021,0.00856,,0.0107,,,0.00313,,0.00141,0.0137,0.0,0,0.0,,0,0,0.0,0,,,0,0.0,0,0,,,0,,0,0,,0,,,0,0.0133,0.0123,0.0124,0.0121,0.0122,46.0,56.0,54.0,46.0,39.0,12772225024.0,12768763904.0,12769726464.0,12762927104.0,12760772608.0,49.2,0.012759999999999999,12769692876.8,0.015059999999999999,,0.04390000000000001,0.39648999999999995,570817863680,11.160470177175679,23.270742030786344,0.013607003406216902
112,33,122.45454545454544,8603,0,12740669440,504,,2221,,,604,,2659,340,,,60932,489.0,4042.0,0.559,,178,12656,,1952,,,781.0,,672,88032,0.0156,,0.028,,,0.00108,,0.0478,0.00174,,,0.0205,0.00581,0.019,,,0.0021,0.00828,,0.0107,,,0.00313,,0.00183,0.0138,0.0,0,0.0,,0,0,0.0,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0137,0.0133,0.0123,0.0124,0.0121,44.0,46.0,56.0,54.0,46.0,12774821888.0,12772225024.0,12768763904.0,12769726464.0,12762927104.0,46.6,0.0131,12765241344.0,0.0156,,0.045200000000000004,0.41028999999999993,583558533120,11.385467023165416,23.26806503209924,0.013705647056111932
114,58,208.0344827586207,8603,0,12746719232,649,,2236,,,604,,2677,340,,,61350,489.0,4113.0,0.516,,178,12742,,1952,,,781.0,,672,88785,0.0156,,0.028,,,0.0011,,0.0495,0.00174,,,0.0206,0.00581,0.0194,,,0.0021,0.00823,,0.0107,,,0.00313,,0.00186,0.014,0.0,0,0.0,,0,0,0.0,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0138,0.0137,0.0133,0.0123,0.0124,33.0,44.0,46.0,56.0,54.0,12740669440.0,12774821888.0,12772225024.0,12768763904.0,12769726464.0,47.4,0.013419999999999998,12760639897.6,0.0156,,0.04684000000000001,0.42428999999999994,596305252352,11.39398425889333,23.268539760380822,0.013902905168991422
116,44,408.72727272727275,8603,0,12665372672,654,,2776,,,604,,2700,350,,,61768,489.0,4184.0,0.473,,178,12828,,2293,,,781.0,,672,90277,0.0156,,0.028,,,0.0011,,0.0495,0.00168,,,0.0201,0.00581,0.018,,,0.0021,0.0122,,0.0107,,,0.00313,,0.00187,0.0141,0.0,0,0.0,,0,0,0.0,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.014,0.0138,0.0137,0.0133,0.0123,58.0,33.0,44.0,46.0,56.0,12746719232.0,12740669440.0,12774821888.0,12772225024.0,12768763904.0,45.0,0.01378,12739961651.2,0.0156,,0.04848,0.43838999999999995,608970625024,11.410649077385242,23.26213754539153,0.014001519635813609
118,62,235.0,8538,0,12666527744,658,,2794,,,604,,2719,350,,,62186,489.0,3886.0,0.43,,179,12956,,2309,,,801.0,,696,90629,0.0156,,0.028,,,0.0011,,0.0495,0.00169,,,0.0279,0.00581,0.0223,,,0.0021,0.0122,,0.0107,,,0.00313,,0.00194,0.0152,0.0,0,0.0,,0,0,0.0,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0141,0.014,0.0138,0.0137,0.0133,44.0,58.0,33.0,44.0,46.0,12665372672.0,12746719232.0,12740669440.0,12774821888.0,12772225024.0,48.2,0.01416,12718822195.2,0.0156,,0.04882,0.45358999999999994,621637152768,11.414540563048828,23.262228740444545,0.015085637418040853
120,61,235.0,8484,0,12673716224,683,,2815,,,647,,2738,350,,,62604,489.0,5087.0,0.387,,179,12612,,2324,,,807.0,,696,92032,0.0205,,0.028,,,0.0011,,0.0495,0.00174,,,0.0281,0.00581,0.0227,,,0.0021,0.0123,,0.0107,,,0.00313,,0.00194,0.0156,0.0,0,0.0,,0,0,0.0,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0152,0.0141,0.014,0.0138,0.0137,62.0,44.0,58.0,33.0,44.0,12666527744.0,12665372672.0,12746719232.0,12740669440.0,12774821888.0,51.6,0.01454,12698601062.4,0.01658,,0.04916,0.46918999999999994,634310868992,11.429902487367444,23.262796097270417,0.015479570848386318
122,38,157.1578947368421,8726,0,12670681088,683,,2835,,,647,,3526,349,,,63113,489.0,5170.0,0.344,,179,17674,,2340,,,812.0,,820,98638,0.0205,,0.028,,,0.0011,,0.0563,0.00168,,,0.0282,0.00581,0.0231,,,0.00228,0.0124,,0.0112,,,0.00317,,0.00194,0.0163,0.0,0,0.0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0156,0.0152,0.0141,0.014,0.0138,61.0,62.0,44.0,58.0,33.0,12673716224.0,12666527744.0,12665372672.0,12746719232.0,12740669440.0,52.6,0.015040000000000001,12684603392.0,0.01756,,0.05086,0.4854899999999999,646981550080,11.499221999911736,23.262556585872538,0.016168581161583706
124,61,333.9836065573771,8672,0,12552712192,683,,2855,,,647,,3550,349,,,63548,489.0,5254.0,,,183,17797,,2346,,,1050.0,,820,99569,0.0205,,0.0271,,,0.00132,,0.0583,0.00179,,,0.0282,0.00581,0.0235,,,0.00228,0.0124,,0.0112,,,0.00338,,0.00194,0.0165,0.0,0,0.0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0163,0.0156,0.0152,0.0141,0.014,38.0,61.0,62.0,44.0,58.0,12670681088.0,12673716224.0,12666527744.0,12665372672.0,12746719232.0,53.2,0.015539999999999998,12645801984.0,0.01854,,0.05262,0.5019899999999999,659534262272,11.50861619338213,23.253202590171604,0.016365354086264272
126,68,355.2352941176471,8719,0,12554162176,683,,2874,,,658,,3574,349,,,63983,489.0,5337.0,,,183,17920,,2664,,,1057.0,,820,100591,0.0205,,0.026,,,0.00132,,0.0583,0.00179,,,0.0287,0.00581,0.0239,,,0.00228,0.0124,,0.0135,,,0.00338,,0.00194,0.0167,0.0,0,0.0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0165,0.0163,0.0156,0.0152,0.0141,61.0,38.0,61.0,62.0,44.0,12552712192.0,12670681088.0,12673716224.0,12666527744.0,12665372672.0,58.0,0.016059999999999998,12623559884.8,0.019520000000000003,,0.054380000000000005,0.51869,672088424448,11.518828010622842,23.253318095111027,0.016562088298978293
128,61,214.63934426229508,8665,0,12558995456,813,,3366,,,663,,3598,349,,,64417,489.0,5421.0,,,183,18043,,2708,,,1057.0,,820,101927,0.0205,,0.03,,,0.00132,,0.0583,0.00179,,,0.0289,0.00581,0.0242,,,0.00228,0.0127,,0.0135,,,0.00338,,0.00188,0.0171,0.0,0,0.0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0167,0.0165,0.0163,0.0156,0.0152,68.0,61.0,38.0,61.0,62.0,12554162176.0,12552712192.0,12670681088.0,12673716224.0,12666527744.0,57.8,0.016440000000000003,12602053427.2,0.0205,,0.05614,0.53579,684647419904,11.532021960661217,23.253703015249712,0.016955440649413473
130,53,273.49056603773585,8610,0,12560265216,813,,3389,,,684,,3626,359,,,62456,489.0,5504.0,,,185,18166,,2726,,,1057.0,,849,100303,0.0205,,0.03,,,0.00132,,0.0583,0.00179,,,0.0291,0.00581,0.0246,,,0.00228,0.0124,,0.0135,,,0.00338,,0.00186,0.0171,0.0,0,0.0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0171,0.0167,0.0165,0.0163,0.0156,61.0,68.0,61.0,38.0,61.0,12558995456.0,12554162176.0,12552712192.0,12670681088.0,12673716224.0,56.2,0.016739999999999998,12579363225.6,0.0205,,0.05789999999999999,0.55289,697207685120,11.51596085351375,23.25380411376671,0.016955440649413473
132,52,207.8846153846154,8556,0,12561928192,813,,3412,,,684,,3651,359,,,88383,492.0,6237.0,,,185,18289,,2744,,,1057.0,,849,127154,0.0212,,0.03,,,0.00132,,0.0583,0.00179,,,0.0293,0.00581,0.0279,,,0.00228,0.0162,,0.0135,,,0.00338,,0.00243,0.0178,0.0,0,0.0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0171,0.0171,0.0167,0.0165,0.0163,53.0,61.0,68.0,61.0,38.0,12560265216.0,12558995456.0,12554162176.0,12552712192.0,12670681088.0,59.0,0.01704,12557612646.4,0.020640000000000002,,0.0583,0.57069,709769613312,11.753162093710616,23.253936504754652,0.017643435172595243
134,65,297.5846153846154,8421,0,12525023232,813,,3435,,,684,,3675,366,,,89005,492.0,6330.0,,,185,18412,,2749,,,1087.0,,849,128082,0.0212,,0.03,,,0.00132,,0.0643,0.00182,,,0.0285,0.00581,0.0283,,,0.00263,0.0163,,0.0141,,,0.00338,,0.00247,0.0183,0.0,0,0.0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0178,0.0171,0.0171,0.0167,0.0165,52.0,53.0,61.0,68.0,61.0,12561928192.0,12560265216.0,12558995456.0,12554162176.0,12552712192.0,59.8,0.017400000000000002,12552074854.4,0.02078,,0.0595,0.58899,722294636544,11.760433770256997,23.25099433884576,0.01813457019548269
136,61,274.1475409836066,8253,0,12525654016,845,,3437,,,858,,3700,366,,,89627,492.0,6423.0,,,185,22918,,2749,,,1094.0,,849,133542,0.0205,,0.03,,,0.00132,,0.0677,0.00182,,,0.0372,0.00578,0.0287,,,0.00263,0.0164,,0.0141,,,0.00338,,0.00257,0.0193,0.0,0,0.0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0183,0.0178,0.0171,0.0171,0.0167,65.0,52.0,53.0,61.0,68.0,12525023232.0,12561928192.0,12560265216.0,12558995456.0,12554162176.0,58.4,0.01792,12546373222.4,0.02078,,0.061380000000000004,0.60829,734820290560,11.802178802338494,23.251044699480232,0.01911611719223005
138,61,244.0,3853,0,12524732416,845,,3487,,,858,,3606,366,,,90248,492.0,6516.0,,,185,23078,,3256,,,1101.0,,821,134861,0.0204,,0.03,,,0.00132,,0.0677,0.00176,,,0.0376,0.00123,0.0291,,,0.00266,0.0165,,0.0141,,,0.00338,,0.00257,0.019,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0193,0.0183,0.0178,0.0171,0.0171,61.0,65.0,52.0,53.0,61.0,12525654016.0,12525023232.0,12561928192.0,12560265216.0,12558995456.0,58.4,0.0183,12539520614.4,0.02076,,0.06326,0.62729,747345022976,11.812007312372883,23.250971119776953,0.01882175424058776
140,46,505.7826086956522,4012,0,12524277760,968,,4181,,,858,,4632,366,,,90870,492.0,6609.0,,,179,23239,,3279,,,1102.0,,1032,137808,0.024,,0.03,,,0.00163,,0.0677,0.0019,,,0.0379,0.00121,0.0296,,,0.00275,0.0166,,0.0166,,,0.00354,,0.00257,0.0197,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.019,0.0193,0.0183,0.0178,0.0171,61.0,61.0,65.0,52.0,53.0,12524732416.0,12525654016.0,12525023232.0,12561928192.0,12560265216.0,57.0,0.018819999999999996,12532323123.2,0.02146,,0.06514,0.6469900000000001,759869300736,11.8336239474754,23.250934818462305,0.01950846638804296
142,67,652.4179104477612,4013,0,12521472000,968,,4210,,,858,,4679,368,,,91492,492.0,6702.0,,,189,23399,,3301,,,1061.0,,1032,138752,0.024,,0.03,,,0.00163,,0.0677,0.0019,,,0.0381,0.0012,0.03,,,0.00275,0.0194,,0.0166,,,0.00367,,0.00257,0.02,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0197,0.019,0.0193,0.0183,0.0178,46.0,61.0,61.0,65.0,52.0,12524277760.0,12524732416.0,12525654016.0,12525023232.0,12561928192.0,60.0,0.01926,12524231884.8,0.02202,,0.06702,0.6669900000000001,772390772736,11.840450652996559,23.250710767672178,0.019802627296179712
144,35,805.3142857142857,4013,0,12529733632,968,,4239,,,858,,4712,368,,,92113,492.0,6795.0,,,196,23560,,3323,,,1446.0,,1069,140139,0.024,,0.0297,,,0.00163,,0.0677,0.0019,,,0.0384,0.00118,0.0304,,,0.00275,0.0194,,0.0166,,,0.00367,,0.00257,0.02,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.02,0.0197,0.019,0.0193,0.0183,67.0,46.0,61.0,61.0,65.0,12521472000.0,12524277760.0,12524732416.0,12525654016.0,12525023232.0,54.0,0.0196,12525173964.8,0.02258,,0.0677,0.6869900000000001,784920506368,11.850397201924524,23.251370347288443,0.019802627296179712
146,90,540.7666666666667,4012,0,12532264960,968,,4267,,,904,,4744,368,,,92735,495.0,6888.0,,,196,23720,,3323,,,1446.0,,1069,141124,0.0251,,0.0295,,,0.00163,,0.0677,0.0019,,,0.0387,0.00117,0.0308,,,0.00275,0.0197,,0.0166,,,0.00367,,0.00291,0.0202,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.02,0.02,0.0197,0.019,0.0193,35.0,67.0,46.0,61.0,61.0,12529733632.0,12521472000.0,12524277760.0,12524732416.0,12525654016.0,59.8,0.01978,12526496153.6,0.0235,,0.0677,0.7071900000000001,797452771328,11.857401301451963,23.2515723525674,0.019998686506689126
148,68,283.0,3921,0,12526657536,968,,4296,,,998,,4777,368,,,90429,495.0,7641.0,,,196,27406,,3323,,,1485.0,,1069,143451,0.0251,,0.0338,,,0.00163,,0.0677,0.0019,,,0.0389,0.00115,0.0293,,,0.00299,0.0198,,0.0172,,,0.00367,,0.00291,0.0205,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0202,0.02,0.02,0.0197,0.019,90.0,35.0,67.0,46.0,61.0,12532264960.0,12529733632.0,12521472000.0,12524277760.0,12524732416.0,61.2,0.02008,12526881177.6,0.02444,,0.0677,0.7276900000000001,809979428864,11.873755763452438,23.251124813444836,0.020292703267762432
150,63,430.9365079365079,3922,0,12537688064,968,,4310,,,998,,4809,368,,,118274,495.0,7743.0,,,196,27590,,3399,,,1495.0,,1069,171715,0.028,,0.0338,,,0.00163,,0.0655,0.00192,,,0.0441,0.00124,0.0345,,,0.00299,0.0199,,0.0172,,,0.00367,,0.00291,0.0214,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0205,0.0202,0.02,0.02,0.0197,68.0,90.0,35.0,67.0,46.0,12526657536.0,12532264960.0,12529733632.0,12521472000.0,12524277760.0,64.6,0.02042,12529563238.4,0.025240000000000002,,0.06726,0.74909,822517116928,12.053597228333208,23.252004990321364,0.021174235231406484
152,85,429.05882352941177,3860,0,12538376192,1023,,4362,,,998,,4842,368,,,119091,495.0,7845.0,,,196,27799,,3908,,,1505.0,,1069,173500,0.028,,0.0338,,,0.00169,,0.065,0.00195,,,0.0444,0.00122,0.035,,,0.00299,0.0201,,0.0172,,,0.00367,,0.00291,0.0215,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0214,0.0205,0.0202,0.02,0.02,63.0,68.0,90.0,35.0,67.0,12537688064.0,12526657536.0,12532264960.0,12529733632.0,12521472000.0,68.2,0.02072,12532944076.8,0.02604,,0.06671999999999999,0.77059,835055493120,12.063938642041201,23.25205987357522,0.021272135275539696
154,58,249.36206896551724,3907,0,12542488576,1024,,4392,,,998,,4873,368,,,119908,495.0,7947.0,,,196,27995,,3935,,,1516.0,,1069,174715,0.028,,0.0338,,,0.0018,,0.0787,0.00195,,,0.0445,0.0012,0.0355,,,0.00299,0.0202,,0.0172,,,0.00382,,0.00307,0.0227,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0215,0.0214,0.0205,0.0202,0.02,85.0,63.0,68.0,90.0,35.0,12538376192.0,12537688064.0,12526657536.0,12532264960.0,12529733632.0,72.8,0.021259999999999998,12535495065.6,0.026840000000000003,,0.06892000000000001,0.79329,847597981696,12.070917077503717,23.252387803578795,0.022446188829830054
156,62,291.0,3997,0,12556259328,989,,4422,,,998,,4717,374,,,120725,495.0,8049.0,,,203,28190,,3962,,,1526.0,,1263,175911,0.028,,0.0348,,,0.0018,,0.0811,0.00195,,,0.045,0.00119,0.0359,,,0.00309,0.0226,,0.0198,,,0.00382,,0.00335,0.0235,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0227,0.0215,0.0214,0.0205,0.0202,58.0,85.0,63.0,68.0,90.0,12542488576.0,12538376192.0,12537688064.0,12526657536.0,12532264960.0,67.2,0.021920000000000002,12540293939.2,0.02742,,0.0716,0.81679,860154241024,12.077739148978607,23.253485129503847,0.023228126119207167
