high_i_o_read,high_i_o_write,high_memory,network_outgoing_pod_adservice,network_outgoing_pod_cartservice,network_outgoing_pod_checkoutservice,network_outgoing_pod_currencyservice,network_outgoing_pod_emailservice,network_outgoing_pod_frontend,network_outgoing_pod_loadgenerator,network_outgoing_pod_loadgenerator,network_outgoing_pod_paymentservice,network_outgoing_pod_productcatalogservice,network_outgoing_pod_recommendationservice,network_outgoing_pod_redis,network_outgoing_pod_shippingservice,network_outgoing_system,cpu_pod_adservice,cpu_pod_cartservice,cpu_pod_checkoutservice,cpu_pod_currencyservice,cpu_pod_emailservice,cpu_pod_frontend,cpu_pod_loadgenerator,cpu_pod_loadgenerator,cpu_pod_loadgenerator,cpu_pod_paymentservice,cpu_pod_productcatalogservice,cpu_pod_recommendationservice,cpu_pod_redis,cpu_pod_shippingservice,cpu_system,high_pod_restart
0,1103,12485758976.0,5928,18330,19756,25048,1563,516884,,33177.0,1620,117674,14381,4923,6011,765295,0.0173,0.0914,0.0258,0.198,0.00911,0.152,0.107,,,0.0477,0.0648,0.0585,0.00566,0.0133,0.0659,
0,1103,12484190208.0,6101,18330,19756,25048,1590,516884,,33177.0,1566,117674,14282,4923,6011,765341,0.0173,0.0932,0.0259,0.198,0.00911,0.152,0.107,,,0.0462,0.0648,0.06,0.00566,0.0133,0.066,
0,1103,12489826304.0,6101,18330,19756,25048,1590,516884,,33177.0,1613,117674,15308,4923,6011,766415,0.0173,0.0932,0.0259,0.198,0.00911,0.147,0.107,,,0.0476,0.0648,0.06,0.00548,0.0137,0.0657,
0,1076,12487139328.0,6101,18918,20236,25235,1590,516884,,33177.0,1721,120440,15732,4923,6108,771067,0.0173,0.0932,0.0259,0.192,0.00911,0.153,0.108,,,0.0476,0.0648,0.06,0.00545,0.0137,0.0658,
0,1076,12483252224.0,5889,18918,20236,25235,1622,527473,,33177.0,1721,120440,15732,5076,6096,781618,0.0173,0.0932,0.0265,0.198,0.00926,0.153,0.108,,,0.0489,0.0648,0.06,0.00566,0.0137,0.0666,
0,1120,12486279168.0,6258,18918,20236,25235,1622,527473,,33764.0,1721,120440,15732,5076,6301,782779,0.0173,0.0932,0.0265,0.198,0.00926,0.153,0.108,,,0.0489,0.0648,0.0605,0.00566,0.0137,0.0666,
0,1101,12484464640.0,6258,19327,20790,24837,1622,527473,,33764.0,1721,120440,15732,5076,6301,783343,0.0176,0.093,0.0265,0.198,0.00926,0.155,0.109,,,0.0489,0.0653,0.0605,0.00573,0.0137,0.0669,
0,1101,12486656000.0,6258,19327,20790,25735,1643,529206,,33764.0,1721,122989,15732,5180,6301,788648,0.0177,0.0926,0.0265,0.198,0.00926,0.155,0.109,,,0.0489,0.0653,0.0616,0.00573,0.0132,0.0669,
0,1101,12488040448.0,6448,19327,20790,25735,1643,545169,,34749.0,1737,122989,15732,5180,6374,805875,0.0177,0.0958,0.0265,0.198,0.00923,0.155,0.109,,,0.0489,0.0648,0.0616,0.00573,0.0138,0.0672,
0,1101,12490047488.0,6448,19327,20790,25907,1643,545169,,34749.0,1737,122989,15998,5180,6374,806314,0.0177,0.0958,0.0265,0.198,0.00923,0.156,0.108,,,0.0489,0.0671,0.0616,0.00573,0.0138,0.0674,
0,1101,12494258176.0,6448,19327,21124,25907,1669,545169,,35234.0,1776,122989,15958,5180,6374,807156,0.0177,0.0958,0.0269,0.198,0.00931,0.156,0.109,,,0.0474,0.0671,0.0616,0.00573,0.0138,0.0673,
0,1101,12493545472.0,6517,19671,21124,25907,1669,545169,,35234.0,1776,119240,16490,5175,6374,804347,0.0177,0.0958,0.0269,0.198,0.00931,0.156,0.112,,,0.049,0.0671,0.0617,0.00576,0.014,0.0678,
0,1081,12490752000.0,6517,19671,21124,25907,1687,527193,,35234.0,1776,125613,16490,5357,6374,792944,0.0175,0.0958,0.027,0.199,0.00931,0.158,0.112,,,0.0496,0.0671,0.0617,0.00576,0.014,0.068,
0,1088,12491313152.0,6517,19671,21222,25907,1687,558821,,35234.0,1776,128725,16490,5439,6364,827855,0.0181,0.0958,0.027,0.199,0.00931,0.158,0.112,,,0.0496,0.0671,0.0626,0.00583,0.014,0.0682,
0,1116,12496375808.0,6517,19023,21877,25907,1687,558821,,35234.0,1776,128725,16490,5439,6464,827961,0.0181,0.0958,0.027,0.199,0.00931,0.158,0.113,,,0.0496,0.065,0.0626,0.00583,0.014,0.0681,
0,1082,12491960320.0,6517,18892,21877,26238,1687,558821,,35234.0,1797,128725,16490,5439,6661,828379,0.0181,0.0958,0.027,0.199,0.00931,0.158,0.113,,,0.0496,0.0673,0.0626,0.00583,0.014,0.0683,
0,1082,12491960320.0,6675,20630,21877,26238,1735,570939,,36570.0,1797,128725,16490,5439,6661,843778,0.0181,0.0975,0.0273,0.199,0.00914,0.158,0.113,,,0.0496,0.0673,0.0626,0.00585,0.014,0.0684,
0,1082,12496244736.0,6675,20630,21877,25469,1735,570939,,36570.0,1797,128725,16827,5439,6661,843345,0.0181,0.0975,0.0273,0.199,0.00943,0.158,0.113,,,0.0503,0.0657,0.0626,0.00585,0.0142,0.0684,
0,1113,12495388672.0,6675,20630,21113,26500,1735,570939,,36570.0,1787,128725,16827,5439,6661,843603,0.0181,0.0975,0.0273,0.199,0.00943,0.156,0.113,,,0.0503,0.0662,0.0616,0.00585,0.0142,0.0681,
0,1113,12489629696.0,6465,20630,22306,26500,1735,580303,,36570.0,1853,131012,16737,5521,6661,856293,0.0181,0.0979,0.0274,0.199,0.00943,0.16,0.111,,,0.0508,0.0684,0.0598,0.00585,0.0142,0.0685,
0,1087,12491165696.0,6824,20630,22306,26500,1759,580303,,36570.0,1866,133610,16853,5495,6661,859376,0.0181,0.0979,0.0274,0.199,0.00943,0.16,0.115,,,0.0508,0.0684,0.0639,0.00567,0.0142,0.0692,
0,1117,12488781824.0,6824,20630,22306,26728,1759,580303,,37169.0,1866,133610,17396,5533,6466,860590,0.0179,0.0979,0.0274,0.199,0.00945,0.16,0.115,,,0.0508,0.0684,0.0639,0.0057,0.0142,0.0692,
0,1117,12486217728.0,6824,20630,22789,26728,1759,590778,,37169.0,1866,133610,17396,5700,6374,871624,0.0185,0.0979,0.0274,0.199,0.00945,0.155,0.115,,,0.0508,0.0684,0.0639,0.0059,0.0142,0.0688,
0,1100,12486823936.0,6824,20630,22789,26833,1738,590778,,37169.0,1866,133610,17396,5700,6955,872288,0.0185,0.0995,0.0276,0.199,0.00945,0.161,0.115,,,0.0508,0.066,0.0639,0.0059,0.0139,0.0692,
0,1082,12485296128.0,7040,21563,22789,26833,1794,590778,,36887.0,1866,133610,17396,5700,6955,873210,0.0185,0.0995,0.0276,0.199,0.00945,0.161,0.115,,,0.0508,0.0685,0.0639,0.0059,0.0145,0.0695,
0,1082,12485124096.0,7040,21563,22789,26833,1794,590778,,37142.0,1866,133610,17696,5700,6955,873765,0.0185,0.0995,0.0276,0.193,0.00947,0.161,0.115,,,0.051,0.0685,0.0639,0.0059,0.0145,0.069,
0,1082,12482760704.0,7040,21563,22789,26833,1794,590778,,38265.0,1866,136843,17696,5538,6955,877958,0.0184,0.0995,0.0268,0.199,0.00947,0.162,0.115,,,0.051,0.0685,0.0641,0.0059,0.0145,0.0696,
0,1100,12484546560.0,7124,21563,23246,27256,1794,613480,,38265.0,1899,138945,17696,5500,6955,903720,0.0184,0.0995,0.0267,0.199,0.00947,0.162,0.116,,,0.0495,0.0691,0.065,0.00592,0.0145,0.0696,
0,1089,12490858496.0,7124,21563,23246,27256,1735,613480,,38265.0,1934,138945,17696,5822,6955,904019,0.0184,0.0983,0.0276,0.199,0.00947,0.162,0.117,,,0.0511,0.0691,0.065,0.00592,0.0145,0.0698,
0,1109,12490670080.0,7124,21563,23587,27256,1836,613480,,36980.0,1934,138945,18158,5754,6955,903571,0.0184,0.0968,0.0278,0.199,0.00944,0.162,0.117,,,0.0511,0.0691,0.065,0.00592,0.0145,0.0697,
0,1109,12488843264.0,7124,21563,23587,27395,1836,613480,,39182.0,1934,138945,18158,5794,6955,905952,0.018,0.1,0.0278,0.199,0.00944,0.162,0.117,,,0.0511,0.0691,0.065,0.00597,0.0142,0.07,
0,1109,12493197312.0,7124,21952,23587,27395,1836,613480,,39182.0,1934,138945,18158,5991,6878,906461,0.0181,0.1,0.0278,0.199,0.00944,0.162,0.117,,,0.0511,0.0691,0.065,0.00597,0.0147,0.07,
0,1109,12491800576.0,7124,21952,23587,27395,1868,627037,,39182.0,1934,138945,18158,5991,7237,920409,0.0187,0.1,0.0278,0.199,0.00944,0.162,0.117,,,0.0518,0.0691,0.065,0.00597,0.0147,0.0701,
0,1089,12492181504.0,7262,21144,23587,27395,1868,634418,,39905.0,1893,141494,18438,5991,7237,930632,0.0187,0.1,0.0278,0.199,0.00955,0.162,0.114,,,0.0518,0.0697,0.065,0.00596,0.0142,0.0699,
0,1073,12490162176.0,7262,22412,24270,27395,1868,634418,,39905.0,1906,143780,18438,5991,7237,934882,0.0187,0.1,0.0278,0.192,0.00955,0.164,0.115,,,0.0518,0.0697,0.0635,0.00596,0.0146,0.0694,
0,1109,12487983104.0,7359,22412,24270,27583,1868,634418,,39905.0,1987,143780,18438,5991,7237,935248,0.0187,0.1,0.0278,0.193,0.00955,0.164,0.115,,,0.0518,0.0697,0.0661,0.00596,0.0146,0.0697,
0,1106,12488048640.0,7359,22412,24270,27583,1868,634418,,39905.0,1987,143780,18438,5796,7237,935053,0.0187,0.1,0.0278,0.199,0.00955,0.164,0.114,,,0.0514,0.0697,0.0661,0.00596,0.0146,0.0701,
0,1106,12487176192.0,7359,22814,24270,27741,1811,634418,,39905.0,1987,143780,18176,5756,7237,935254,0.0187,0.0999,0.0278,0.199,0.00927,0.164,0.119,,,0.0514,0.0697,0.0661,0.00598,0.0146,0.0704,
0,1106,12486000640.0,7359,22814,24270,27741,1899,634418,,38552.0,1987,143780,18513,6118,7237,934688,0.0187,0.0999,0.0278,0.199,0.00958,0.164,0.119,,,0.0517,0.0702,0.0661,0.00598,0.0146,0.0705,
0,1106,12484165632.0,7359,22814,24270,27741,1899,637380,,40649.0,1987,146692,19117,6199,7334,943442,0.0187,0.0997,0.0278,0.199,0.00958,0.164,0.119,,,0.0517,0.0702,0.0661,0.00598,0.0146,0.0705,
0,1106,12487520256.0,7273,22814,24828,27741,1923,657288,,40649.0,1987,146692,19117,6199,7093,963603,0.0188,0.0997,0.028,0.199,0.00935,0.164,0.119,,,0.0517,0.0701,0.0641,0.00599,0.0147,0.0704,
0,1106,12487942144.0,7535,22814,25134,27942,1923,657288,,41250.0,1987,146692,19117,6199,7044,964925,0.0189,0.0997,0.028,0.199,0.00966,0.164,0.119,,,0.0517,0.0701,0.0645,0.00599,0.0147,0.0705,
0,1088,12491223040.0,7535,22095,25134,27942,1923,657288,,41250.0,1957,146692,19117,6199,7430,964561,0.0189,0.0997,0.028,0.199,0.00966,0.164,0.119,,,0.0517,0.0701,0.0666,0.00601,0.0148,0.0707,
0,1070,12492644352.0,7535,21943,25134,27942,1923,657288,,41250.0,2038,141608,19117,6199,7430,959406,0.0189,0.0997,0.028,0.199,0.00966,0.164,0.12,,,0.0517,0.0701,0.0666,0.00601,0.0148,0.0707,
0,1078,12492226560.0,7263,23243,25134,27942,1923,657288,,41250.0,2038,149153,19117,6199,7430,967979,0.0189,0.0997,0.028,0.193,0.00966,0.164,0.12,,,0.0504,0.0701,0.0666,0.00601,0.0148,0.0701,
0,1097,12492845056.0,7628,23557,25134,27057,1923,657288,,41827.0,2038,149153,19117,6289,7536,968547,0.0189,0.0963,0.027,0.199,0.00966,0.164,0.12,,,0.05,0.0702,0.0666,0.00601,0.0148,0.0703,
0,1097,12499562496.0,7628,23557,25134,28153,1979,666308,,41827.0,2038,149153,18532,6083,7536,977927,0.0189,0.0984,0.0272,0.199,0.0096,0.16,0.12,,,0.0521,0.0702,0.0666,0.00601,0.0148,0.0702,
0,1097,12500099072.0,7628,23557,25134,28153,1979,666308,,42317.0,2038,149153,18632,6041,7536,978475,0.0182,0.0984,0.0274,0.199,0.0096,0.165,0.12,,,0.0521,0.0704,0.0666,0.00601,0.0148,0.0706,
0,1097,12498186240.0,7628,23557,25488,28336,1979,656649,,42317.0,2038,150952,19601,6401,7572,972519,0.0183,0.0984,0.0282,0.199,0.0096,0.165,0.12,,,0.0521,0.0704,0.0666,0.00583,0.0148,0.0707,
0,1097,12499554304.0,7739,23557,25785,28336,1979,661197,,42317.0,2038,150952,19601,6401,7572,977475,0.019,0.0984,0.0281,0.199,0.00962,0.165,0.12,,,0.0521,0.0704,0.0646,0.00602,0.0148,0.0706,
0,1124,12499431424.0,7797,23557,25785,28336,1979,682174,,42317.0,2055,150952,19601,6494,7572,998620,0.019,0.0984,0.0281,0.199,0.00962,0.165,0.12,,,0.0523,0.0704,0.0643,0.00602,0.0148,0.0706,
0,1124,12514615296.0,7797,23972,25785,28336,1979,682174,,42317.0,2075,150952,19601,6494,7572,999054,0.019,0.0984,0.0281,0.199,0.00962,0.165,0.12,,,0.0523,0.0704,0.0669,0.00602,0.0148,0.0708,
0,1093,12520173568.0,7797,23166,25785,28336,2000,689779,,43651.0,2075,150952,19883,6494,7572,1007491,0.019,0.0973,0.0281,0.199,0.00957,0.165,0.12,,,0.0523,0.0704,0.0669,0.00602,0.0148,0.0707,
0,1057,12524826624.0,7797,24302,25785,28336,2000,689779,,43651.0,2075,152746,19883,6562,7515,1010430,0.019,0.0973,0.0281,0.192,0.00957,0.165,0.12,,,0.0523,0.0704,0.0669,0.00602,0.0148,0.0702,
0,1079,12529950720.0,7797,24302,25785,27356,2022,689779,,43651.0,2075,150615,19883,6562,7770,1007596,0.019,0.0973,0.028,0.199,0.00957,0.165,0.12,,,0.0523,0.0704,0.0669,0.00602,0.0148,0.0708,
0,1079,12528119808.0,7797,24302,25318,28584,2022,689779,,43651.0,2075,156133,20112,6562,7770,1014104,0.0184,0.0946,0.0279,0.199,0.00914,0.165,0.12,,,0.0518,0.0707,0.0669,0.00602,0.0148,0.0704,
0,1079,12526010368.0,7797,24302,25493,28740,2022,689779,,43651.0,2075,156133,20112,6675,7770,1014548,0.019,0.0977,0.0279,0.199,0.00944,0.165,0.121,,,0.0518,0.0707,0.0648,0.00604,0.0148,0.0706,
0,1109,12528885760.0,7928,24302,26784,28740,2022,689779,,43651.0,2126,156133,20112,6675,7770,1016021,0.019,0.0977,0.0279,0.199,0.00944,0.165,0.121,,,0.0518,0.0707,0.0652,0.00603,0.0148,0.0706,
0,1086,12530012160.0,7928,24302,26784,28740,2022,703277,,43651.0,2126,156133,20112,6675,7770,1029519,0.019,0.097,0.0279,0.199,0.00944,0.165,0.121,,,0.0518,0.0707,0.0672,0.00603,0.0148,0.0707,
0,1105,12529754112.0,7985,24655,26784,28740,2089,711954,,44268.0,2126,156133,20372,6675,7770,1039550,0.019,0.097,0.0279,0.199,0.00947,0.166,0.121,,,0.0518,0.0707,0.067,0.00603,0.0148,0.0708,
0,1105,12524138496.0,7985,24906,26784,28740,2089,711954,,45054.0,2126,157951,20372,6675,7844,1042479,0.019,0.097,0.028,0.199,0.00947,0.166,0.121,,,0.0518,0.0704,0.067,0.00603,0.0148,0.0707,
0,1105,12530319360.0,7985,24906,26784,28740,2089,711954,,45054.0,2126,157951,20575,6750,7844,1042757,0.019,0.097,0.0277,0.199,0.00947,0.165,0.121,,,0.0518,0.0675,0.067,0.00603,0.0148,0.0704,
0,1645,12529258496.0,7985,24906,26784,29062,2089,711954,,45054.0,2126,157951,20575,6750,7712,1042947,0.0189,0.097,0.0277,0.199,0.00947,0.165,0.12,,,0.0518,0.068,0.067,0.00601,0.0148,0.0705,
0,1645,12527370240.0,7985,24906,26784,29062,2089,711954,,45054.0,2079,157951,20575,6750,7946,1043133,0.0189,0.097,0.0277,0.199,0.00947,0.165,0.12,,,0.052,0.0703,0.067,0.00601,0.0148,0.0707,
0,1645,12527157248.0,8093,24906,26784,29062,2089,711954,,45054.0,2174,160352,20575,6828,7946,1045817,0.0189,0.0963,0.0277,0.199,0.00943,0.165,0.12,,,0.0518,0.0703,0.067,0.00579,0.0148,0.0706,
0,2286,12528062464.0,8093,24906,27017,29062,2089,711954,,45054.0,2174,160352,20847,6828,7946,1046321,0.0189,0.0963,0.0277,0.199,0.00943,0.165,0.12,,,0.0518,0.0703,0.067,0.00599,0.0148,0.0706,
0,2286,12531658752.0,8093,25194,27274,29062,2089,702220,,45054.0,2174,160352,20847,6828,7974,1037161,0.0189,0.0963,0.0277,0.199,0.00945,0.165,0.12,,,0.0518,0.0703,0.0669,0.00599,0.0148,0.0706,
0,2286,12527710208.0,8138,25343,27274,29062,1964,735429,,45730.0,2174,160352,20847,6828,7974,1071115,0.0189,0.0928,0.0277,0.199,0.00945,0.165,0.12,,,0.0518,0.0703,0.0669,0.00599,0.0148,0.0703,
0,2237,,8138,25343,27274,29062,1964,735429,,46387.0,2174,160352,21043,6828,7974,1071968,,,,,,,,,,,,,,,,
0,2237,,8138,25343,27274,29062,2148,735429,,46387.0,2174,154373,21043,6667,7974,1066013,,,,,,,,,,,,,,,,
0,2303,,8138,25343,27274,29433,2148,735429,,46387.0,2174,162529,21043,6948,7817,1074664,,,,,,,,,,,,,,,,
0,2303,,8138,25343,27629,29433,2148,735429,,46387.0,2174,158728,21327,6948,7871,1071556,,,,,,,,,,,,,,,,
0,2249,,8205,25600,27629,29433,2148,735429,,46387.0,2209,159831,21327,6948,8100,1073245,,,,,,,,,,,,,,,,
0,2249,,8205,25760,27629,29433,2148,743170,,46870.0,2209,165362,21327,6948,8100,1087160,,,,,,,,,,,,,,,,
0,2262,,8205,25760,26681,29433,2156,743170,,46870.0,2209,165362,21327,6786,8135,1086093,,,,,,,,,,,,,,,,
0,2262,,8205,25760,27771,29433,2156,749150,,47617.0,2209,165362,21327,7044,8135,1094167,,,,,,,,,,,,,,,,
0,2262,,7923,25760,27771,29433,2156,749150,,47617.0,2209,165362,20681,7044,8135,1093239,,,,,,,,,,,,,,,,
0,2262,,8249,25760,28176,29578,2177,749150,,47617.0,2209,165362,20539,7102,8135,1094053,,,,,,,,,,,,,,,,
0,2262,,8306,25760,28176,29578,2177,749150,,47617.0,2234,166968,21582,7102,8135,1096785,,,,,,,,,,,,,,,,
0,2274,,8306,25760,28176,29721,2177,749150,,47617.0,2237,166968,21847,7102,8016,1097076,,,,,,,,,,,,,,,,
0,2274,,8306,26015,28176,29721,2177,749150,,47617.0,2237,166968,21847,7102,8252,1097568,,,,,,,,,,,,,,,,
0,2331,,8306,26015,28176,29721,2177,736408,,46192.0,2237,163573,21847,7102,8252,1080007,,,,,,,,,,,,,,,,
0,2331,,8306,25156,28176,29721,2109,731340,,48288.0,2237,169514,21847,7102,8252,1082049,,,,,,,,,,,,,,,,
0,2254,,8410,26241,28176,29721,2229,771296,,48851.0,2237,170618,21847,7102,8252,1124980,,,,,,,,,,,,,,,,
0,2254,,8410,26241,27591,29721,2229,771296,,48851.0,2265,170618,22006,7203,8252,1124682,,,,,,,,,,,,,,,,
0,2254,,8451,26241,28798,28765,2229,771296,,48851.0,2265,170618,22006,6972,8252,1124744,,,,,,,,,,,,,,,,
0,2199,,8451,26551,28798,28719,2229,771296,,48851.0,2265,170618,21452,6924,8252,1124405,,,,,,,,,,,,,,,,
0,2260,,8451,26551,28798,30105,2229,771296,,48851.0,2272,170618,21601,7245,8329,1126347,,,,,,,,,,,,,,,,
0,2260,,8451,26572,28798,30105,2229,778415,,48851.0,2272,171204,22318,7245,8329,1134790,,,,,,,,,,,,,,,,
0,2330,,8451,26572,28798,30105,2229,783223,,49408.0,2272,171204,22318,7245,8329,1140154,,,,,,,,,,,,,,,,
0,2330,,8451,26572,28798,30105,2249,783223,,47817.0,2272,171204,22318,7245,8329,1138584,,,,,,,,,,,,,,,,
0,2330,,8440,26572,28984,30105,2177,783223,,49945.0,2223,167388,22318,7245,8329,1136950,,,,,,,,,,,,,,,,
0,2263,,8495,26572,29051,30248,2162,783223,,49945.0,2303,173341,21576,7346,8329,1142592,,,,,,,,,,,,,,,,
0,2263,,8495,26572,29051,30389,2265,783223,,49945.0,2303,173341,22444,7346,8130,1143505,,,,,,,,,,,,,,,,
0,2261,,8495,26842,29051,30389,2265,769428,,49945.0,2308,173341,22444,7346,8152,1130008,,,,,,,,,,,,,,,,
0,2293,,8495,26842,29051,30389,2265,793495,,50407.0,2308,173341,22444,7346,8096,1154481,,,,,,,,,,,,,,,,
0,2260,,8495,26842,29051,30389,2265,793495,,50407.0,2308,174317,22592,7346,8390,1155898,,,,,,,,,,,,,,,,
0,2324,,8495,26866,29440,30389,2221,769643,,50407.0,2308,174317,22592,7346,8390,1132415,,,,,,,,,,,,,,,,
0,2279,,8595,26866,29443,30389,2296,764353,,50407.0,2308,174317,22592,7346,8390,1127302,,,,,,,,,,,,,,,,
0,2279,,8595,26866,29443,30389,2296,799724,,50880.0,2308,174317,22592,7346,8390,1163146,,,,,,,,,,,,,,,,
0,2279,,8595,26866,29443,30570,2296,799724,,49895.0,2313,176029,22592,7433,8390,1164146,,,,,,,,,,,,,,,,
0,2279,,8595,26866,29443,29630,2305,799724,,50241.0,2313,176029,22796,7169,8450,1163564,,,,,,,,,,,,,,,,
0,2279,,8595,27077,29443,29427,2305,799724,,51836.0,2313,176029,22895,7474,8450,1165568,,,,,,,,,,,,,,,,
0,2279,,8595,27077,29443,30776,2305,810923,,51836.0,2313,176029,22895,7474,8422,1178088,,,,,,,,,,,,,,,,
0,2273,,8595,27183,29443,30776,2305,810923,,51836.0,2313,176029,22895,7474,8422,1178194,,,,,,,,,,,,,,,,
0,2214,,8595,27183,29443,30776,2305,810923,,51836.0,2313,177456,22895,7474,8422,1179621,,,,,,,,,,,,,,,,
0,2275,,8368,27183,29537,30776,2310,817951,,51836.0,2313,177456,23139,7474,8422,1186765,,,,,,,,,,,,,,,,
0,2275,,8644,27363,28471,30890,2310,817951,,50218.0,2318,179087,23139,7474,8216,1186080,,,,,,,,,,,,,,,,
0,2275,,8644,27363,29572,30890,2310,817951,,52288.0,2328,179087,23226,7595,8450,1189703,,,,,,,,,,,,,,,,
0,2275,,8644,27363,29572,30890,2326,817951,,52288.0,2328,179087,23226,7595,8450,1189719,,,,,,,,,,,,,,,,
0,2275,,8644,27363,29572,30890,2326,817951,,52897.0,2328,179087,23226,7595,8450,1190329,,,,,,,,,,,,,,,,
0,2287,,8644,27363,29572,31114,2346,825048,,52897.0,2328,179917,23226,7595,8186,1198235,,,,,,,,,,,,,,,,
0,2287,,8644,27363,29572,31114,2346,825048,,52897.0,2328,179917,23226,7595,8463,1198512,,,,,,,,,,,,,,,,
0,2216,,8644,26684,29572,31114,2346,825048,,52897.0,2328,179917,23226,7595,8463,1197833,,,,,,,,,,,,,,,,
0,2263,,8371,27768,29572,31403,2346,800099,,52897.0,2328,181041,23226,7644,8463,1175157,,,,,,,,,,,,,,,,
0,2263,,8434,27768,29703,31403,2346,794598,,52897.0,2274,181041,23370,7730,8505,1170069,,,,,,,,,,,,,,,,
0,2263,,8734,27768,29711,31403,2346,814214,,51283.0,2258,181041,23370,7730,8505,1188362,,,,,,,,,,,,,,,,
0,2263,,8734,27768,29711,31403,2348,843967,,50930.0,2242,181041,23510,7730,8505,1217890,,,,,,,,,,,,,,,,
0,1690,,8734,27768,29711,31566,2348,843967,,52182.0,2336,181041,23510,7730,8505,1219398,,,,,,,,,,,,,,,,
0,1712,,8734,27768,29711,31566,2348,843967,,54048.0,2336,183609,23510,7730,8469,1223797,,,,,,,,,,,,,,,,
0,1182,,8734,27768,30093,31566,2374,843967,,54048.0,2336,183609,22914,7730,8469,1223608,,,,,,,,,,,,,,,,
0,1182,,8734,27768,30093,31566,2374,843967,,54048.0,2336,183609,23771,7730,8469,1224465,,,,,,,,,,,,,,,,
0,1182,,8699,28086,30093,31566,2374,843967,,54048.0,2336,183609,23771,7748,8526,1224821,,,,,,,,,,,,,,,,
0,1182,,8699,28068,30138,31744,2374,843967,,54271.0,2358,183609,23844,7796,8526,1225393,,,,,,,,,,,,,,,,
0,1182,,8699,28068,30138,31837,2374,849031,,54271.0,2358,183609,23844,7796,8526,1230550,,,,,,,,,,,,,,,,
0,1182,,8720,28068,30138,31837,2383,858823,,54271.0,2358,184408,23844,7796,8526,1241170,,,,,,,,,,,,,,,,
0,1204,,8720,28068,30138,31837,2383,858823,,54271.0,2274,185720,23844,7796,8540,1242413,,,,,,,,,,,,,,,,
0,1167,,8720,28068,30421,31837,2333,858823,,54792.0,2360,185720,23844,7796,8540,1243254,,,,,,,,,,,,,,,,
0,1189,,8720,28068,30421,31837,2408,858823,,54792.0,2360,185720,23844,7862,8602,1243457,,,,,,,,,,,,,,,,
0,1168,,8720,28068,30421,31837,2408,858823,,54792.0,2375,185720,23844,7885,8602,1243494,,,,,,,,,,,,,,,,
0,1168,,8691,28238,30421,32063,2419,862151,,54792.0,2375,185720,23984,7885,8602,1247340,,,,,,,,,,,,,,,,
0,1199,,8702,28350,30421,32063,2419,862151,,54792.0,2375,185720,23190,7885,8602,1246670,,,,,,,,,,,,,,,,
0,1199,,8702,28350,29404,31014,2419,862151,,52837.0,2374,186467,24115,7885,8602,1244319,,,,,,,,,,,,,,,,
0,1199,,8702,28350,30531,32209,2419,862151,,55107.0,2374,187395,24115,7885,8584,1249820,,,,,,,,,,,,,,,,
0,1199,,8702,28350,30531,32209,2419,866088,,55107.0,2374,187395,24115,7885,8579,1253753,,,,,,,,,,,,,,,,
0,1165,,8679,28350,30531,32209,2419,866088,,55474.0,2374,187395,24115,7887,8579,1254100,,,,,,,,,,,,,,,,
0,1137,,8679,28350,29648,32209,2442,866088,,55474.0,2374,187395,24115,7887,8579,1253239,,,,,,,,,,,,,,,,
0,1171,,8679,28350,30689,32209,2442,866088,,55474.0,2374,188301,24187,7918,8579,1255290,,,,,,,,,,,,,,,,
0,1205,,8701,28351,30689,31386,2442,839385,,55474.0,2374,188794,24187,7918,8579,1228280,,,,,,,,,,,,,,,,
0,1205,,8701,28497,30689,32468,2442,838850,,55474.0,2374,188794,24286,7918,8579,1229072,,,,,,,,,,,,,,,,
0,1205,,8701,28497,30752,32468,2442,877819,,55474.0,2384,188794,24286,7918,8564,1268098,,,,,,,,,,,,,,,,
0,1813,,8701,28497,30752,31420,2442,877819,,55996.0,2384,188794,24286,7918,8564,1267572,,,,,,,,,,,,,,,,
0,2425,,8701,28497,30752,32599,2442,877819,,55996.0,2384,188794,23565,7932,8564,1268044,,,,,,,,,,,,,,,,
0,2425,,8666,28497,30752,32599,2442,877819,,55996.0,2301,188794,23729,7932,8564,1268089,,,,,,,,,,,,,,,,
0,2425,,8666,28559,30752,32599,2368,877819,,55996.0,2317,188794,24481,7974,8564,1268889,,,,,,,,,,,,,,,,
0,2425,,8362,28559,30752,32599,2367,877819,,55996.0,2390,191169,24481,7974,8564,1271031,,,,,,,,,,,,,,,,
0,2487,,8670,28559,30806,32599,2464,877819,,56069.0,2390,191169,24567,7974,8584,1271669,,,,,,,,,,,,,,,,
0,2573,,8670,28559,30806,32712,2464,884568,,56069.0,2390,191169,24567,7974,8563,1278511,,,,,,,,,,,,,,,,
0,2573,,8670,28673,30806,32712,2464,854020,,56069.0,2394,191169,24567,7978,8563,1248084,,,,,,,,,,,,,,,,
0,2573,,8670,28673,30806,32712,2464,889615,,56553.0,2394,191169,24567,7978,8563,1284163,,,,,,,,,,,,,,,,
0,2486,,8670,28673,30806,31651,2464,889615,,56553.0,2394,191169,24567,8010,8563,1283134,,,,,,,,,,,,,,,,
0,2406,,8386,28673,30711,32883,2475,889615,,56553.0,2394,191169,24567,8010,8563,1283997,,,,,,,,,,,,,,,,
0,2406,,8628,28673,30711,32883,2489,889615,,56658.0,2394,191422,24727,8010,8563,1284774,,,,,,,,,,,,,,,,
