high_i_o_read,high_i_o_write,high_memory,network_outgoing_pod_adservice,network_outgoing_pod_cartservice,network_outgoing_pod_checkoutservice,network_outgoing_pod_currencyservice,network_outgoing_pod_emailservice,network_outgoing_pod_frontend,network_outgoing_pod_loadgenerator,network_outgoing_pod_loadgenerator,network_outgoing_pod_paymentservice,network_outgoing_pod_productcatalogservice,network_outgoing_pod_recommendationservice,network_outgoing_pod_redis,network_outgoing_pod_shippingservice,network_outgoing_system,cpu_pod_adservice,cpu_pod_cartservice,cpu_pod_checkoutservice,cpu_pod_currencyservice,cpu_pod_emailservice,cpu_pod_frontend,cpu_pod_loadgenerator,cpu_pod_loadgenerator,cpu_pod_loadgenerator,cpu_pod_paymentservice,cpu_pod_productcatalogservice,cpu_pod_recommendationservice,cpu_pod_redis,cpu_pod_shippingservice,cpu_system,high_pod_restart
813,928,12437262336.0,3818,13126,14158,17678,1288,374879,20640.0,7635.0,1141,82734,11137,3177,4058,555468,0.00598,0.0283,0.00731,0.0927,0.00393,0.0459,0.0281,,0.00452,0.014,0.0183,0.0171,0.00316,0.00394,0.0228,0.0
813,954,12442963968.0,3818,13126,12592,17060,1288,374879,20311.0,7719.0,1164,82734,11137,3282,4058,553169,0.00598,0.0283,0.00763,0.0927,0.00393,0.0459,0.0281,,0.00444,0.014,0.0189,0.0171,0.00324,0.00408,0.0229,0.0
482,938,12449148928.0,3818,12112,12999,17060,1288,374879,19983.0,7804.0,1164,82734,10551,3282,3796,551470,0.00598,0.0283,0.00763,0.0927,0.00393,0.0485,0.033,,0.00437,0.014,0.0189,0.0171,0.00324,0.00408,0.0235,0.0
482,899,12450951168.0,3818,12112,12999,17060,1229,374879,19654.0,7888.0,1164,82734,10551,3282,3796,551167,0.00598,0.0283,0.00763,0.0994,0.00401,0.0485,0.0333,,0.0043,0.0154,0.0189,0.0171,0.00324,0.00408,0.0242,0.0
489,899,12447490048.0,3503,12276,12999,17060,1229,374879,18979.0,7973.0,1164,82734,10551,3311,3855,550513,0.00598,0.0283,0.00818,0.0994,0.00401,0.0485,0.0337,,0.00423,0.0154,0.0189,0.0171,0.00324,0.00408,0.0243,0.0
480,899,12448927744.0,3503,12276,12999,17060,1234,374879,18656.0,8057.0,1164,78212,10167,3311,3855,545373,0.00615,0.0318,0.00818,0.0994,0.00401,0.0485,0.0341,,0.00415,0.0156,0.0183,0.0171,0.00324,0.00408,0.0246,0.0
497,922,12450918400.0,3503,12276,12999,17060,1234,341876,18333.0,8782.0,1032,75857,10644,3311,3855,510761,0.0067,0.0331,0.00818,0.103,0.00401,0.0528,0.0345,,0.00402,0.0161,0.0214,0.0171,0.00324,0.00408,0.0257,0.0
497,922,12451815424.0,3503,12276,13091,16441,1234,354780,18009.0,8873.0,1068,79164,9724,3311,3855,525328,0.0067,0.0331,0.00818,0.103,0.00401,0.0528,0.0348,,0.00395,0.0161,0.0214,0.0165,0.00324,0.00395,0.0257,0.0
483,939,12448620544.0,3587,12276,13091,16441,1234,354780,17686.0,8964.0,1068,79164,9724,3311,3855,525181,0.0067,0.0331,0.00828,0.103,0.00426,0.0528,0.0373,,0.00388,0.0161,0.0214,0.017,0.00336,0.00462,0.026,0.0
483,918,12446527488.0,3587,10511,13091,16441,1234,354780,17363.0,9055.0,1068,79164,9724,3145,3341,522504,0.0067,0.0331,0.00834,0.103,0.00426,0.0528,0.0377,,0.00381,0.0171,0.0223,0.0203,0.00332,0.00477,0.0265,0.0
483,918,12440420352.0,3587,10777,12209,16441,1151,354780,17040.0,9147.0,1089,72941,9724,3145,3364,515395,0.0067,0.0331,0.00859,0.103,0.00426,0.0528,0.0381,,0.00374,0.0171,0.0223,0.0203,0.00342,0.00477,0.0265,0.0
491,903,12447834112.0,3587,11136,12209,16441,1151,332831,16717.0,9752.0,1089,72941,9876,3145,3472,494347,0.0067,0.0331,0.00859,0.103,0.00428,0.0537,0.0385,,0.00312,0.0171,0.0223,0.0203,0.00342,0.00477,0.0266,0.0
499,900,12449861632.0,3101,11136,12209,16441,1151,332831,13515.0,9848.0,1089,72941,9876,3145,3583,490867,0.0067,0.0331,0.00832,0.11,0.00443,0.0594,0.0389,,0.00312,0.0171,0.0223,0.0203,0.00342,0.00477,0.0276,0.0
485,940,12454588416.0,3220,11136,12209,16441,1164,332831,13515.0,9944.0,1089,74480,9876,3145,3583,492634,0.0067,0.032,0.00826,0.11,0.00443,0.0594,0.0393,,0.00339,0.0174,0.0223,0.0203,0.00342,0.00477,0.0276,0.0
495,940,12461789184.0,3220,11136,12500,15568,1164,332831,14591.0,10041.0,1089,74480,9876,3145,3583,493223,0.00692,0.0377,0.00971,0.11,0.00464,0.0594,0.0397,,0.00332,0.0188,0.0246,0.0203,0.00342,0.00477,0.0286,0.0
484,940,12466466816.0,3220,11136,11373,16134,1164,321636,14291.0,10137.0,957,74480,9876,2842,3583,480829,0.00667,0.0385,0.00971,0.113,0.00464,0.0594,0.0426,,0.00325,0.0194,0.0246,0.0227,0.00352,0.00477,0.0294,0.0
484,917,12466393088.0,3333,11136,11373,16134,1164,266847,13990.0,10233.0,1014,74480,9209,2842,3583,425337,0.00765,0.0385,0.00971,0.113,0.00464,0.0594,0.043,,0.00319,0.0194,0.0246,0.0227,0.00352,0.00552,0.0296,0.0
484,917,12467003392.0,3333,11136,11373,16134,1028,299249,13690.0,10329.0,1014,69409,9209,2842,3583,452329,0.00765,0.0385,0.00989,0.113,0.00464,0.0594,0.0434,,0.00312,0.0194,0.0257,0.0227,0.00352,0.00552,0.0297,0.0
484,898,12466667520.0,3333,11412,11373,16134,1076,299249,13389.0,10426.0,1014,69409,9391,2842,3583,452631,0.00765,0.0385,0.0102,0.113,0.00464,0.0632,0.0438,,0.00305,0.0194,0.0257,0.0227,0.00355,0.00552,0.0301,0.0
484,898,12460572672.0,3333,10662,11373,16134,1076,299249,13089.0,11255.0,1014,69409,9391,2842,3350,452177,0.00765,0.0385,0.0102,0.117,0.00464,0.0632,0.0442,,0.00298,0.0194,0.0257,0.0227,0.00355,0.00552,0.0304,0.0
501,898,12462178304.0,3333,10662,11373,14178,1076,299249,12788.0,11358.0,1014,69409,9391,2842,3241,449913,0.00765,0.0398,0.011,0.117,0.00464,0.0649,0.0447,,0.00291,0.0194,0.0276,0.023,0.00355,0.00552,0.0309,0.0
501,941,12455235584.0,3333,10662,11373,14686,1076,299249,12487.0,11461.0,1014,67100,8482,2842,3474,447239,0.00806,0.0398,0.011,0.117,0.00472,0.0649,0.047,,0.00242,0.0194,0.0276,0.0238,0.00355,0.00552,0.0312,0.0
499,941,12448575488.0,2947,10662,9797,15179,1076,299249,10571.0,11564.0,1034,61473,8482,2842,3474,438349,0.00835,0.0398,0.011,0.117,0.00472,0.0649,0.0474,,0.00262,0.0188,0.0276,0.0238,0.00355,0.00552,0.0312,0.0
484,941,12449271808.0,3077,10662,9729,15179,1076,299249,10310.0,11667.0,1034,66784,8482,2713,3474,443435,0.00835,0.043,0.011,0.122,0.00513,0.068,0.0479,,0.00255,0.0226,0.0276,0.0229,0.00372,0.00552,0.0325,0.0
475,898,12451422208.0,3077,8734,10659,15179,1076,299249,10049.0,11770.0,968,66784,8692,2713,3229,442178,0.00835,0.043,0.011,0.122,0.00513,0.068,0.0483,,0.00249,0.0226,0.0276,0.0228,0.00372,0.00568,0.0326,0.0
489,898,12454514688.0,3077,9171,10659,15179,1076,273428,9788.0,11873.0,968,66784,8692,2713,3229,416636,0.00835,0.043,0.011,0.122,0.00513,0.068,0.0487,,0.00242,0.0226,0.028,0.0264,0.00372,0.00622,0.033,0.0
489,898,12458323968.0,3077,9496,10659,15179,1018,273428,9527.0,11976.0,968,66784,8692,2713,3229,416744,0.00835,0.043,0.0114,0.126,0.00513,0.0712,0.0492,,0.00236,0.0226,0.0291,0.0264,0.00372,0.00622,0.0337,0.0
489,898,12458496000.0,3077,9496,10659,15179,1018,273428,9266.0,12887.0,968,66784,8692,2713,3229,417395,0.00835,0.0446,0.0124,0.126,0.00516,0.0712,0.0518,,0.00229,0.0226,0.0291,0.0264,0.00372,0.00622,0.0341,0.0
479,940,12471271424.0,3077,9496,10659,15179,1018,273428,9005.0,12997.0,968,60101,7850,2790,3229,409797,0.00835,0.0446,0.0124,0.126,0.00533,0.0712,0.0523,,0.00223,0.0226,0.0282,0.0264,0.00372,0.00622,0.0341,0.0
489,923,12469723136.0,3077,9496,10659,15739,1018,273428,8744.0,13107.0,968,60101,7850,2471,3394,410053,0.00892,0.0446,0.0124,0.126,0.00554,0.0755,0.0527,,0.00199,0.024,0.028,0.0268,0.00372,0.00622,0.0347,0.0
489,923,12474744832.0,3077,9496,9406,14940,1018,273428,7442.0,13217.0,879,62995,8184,2471,3145,409697,0.00915,0.0446,0.0124,0.126,0.00554,0.0755,0.0532,,0.00193,0.0249,0.032,0.0269,0.00372,0.00688,0.0352,0.0
489,923,12474798080.0,2902,9867,9471,14940,1018,273428,7216.0,13327.0,960,62995,8184,2471,3145,409924,0.00915,0.0479,0.0126,0.126,0.00554,0.0755,0.0536,,0.00187,0.0249,0.032,0.0296,0.00365,0.00688,0.0358,0.0
489,907,12476583936.0,2902,9867,9748,14940,917,273428,6990.0,13437.0,960,62995,8184,2471,3145,409983,0.00915,0.0479,0.0127,0.131,0.00554,0.0755,0.0541,,0.00181,0.0249,0.032,0.0296,0.00394,0.00688,0.0362,0.0
494,895,12475527168.0,2902,9867,9748,14940,917,223149,6764.0,13547.0,960,62995,8184,2556,3145,359674,0.00915,0.0479,0.0138,0.134,0.00554,0.0769,0.0546,,0.00175,0.0249,0.032,0.0296,0.00394,0.00688,0.0368,0.0
485,907,12481449984.0,2902,8938,9748,14940,917,247488,6537.0,14345.0,960,54779,8184,2556,3145,375439,0.00915,0.0503,0.0138,0.134,0.00554,0.0793,0.053,,0.00169,0.0249,0.0332,0.0296,0.00394,0.00688,0.0371,0.0
499,936,12483067904.0,2902,8938,9748,14033,883,247488,2209.0,14461.0,904,54779,6673,2556,3145,368719,0.00915,0.0503,0.0138,0.134,0.00554,0.0793,0.053,,0.00127,0.0249,0.0332,0.0296,0.00394,0.00688,0.0371,0.0
491,952,12481765376.0,2902,8938,10139,14033,965,247488,2595.0,14576.0,904,54779,6888,2274,2678,369158,0.00937,0.0514,0.0138,0.134,0.00591,0.0793,0.0593,,0.00146,0.026,0.0332,0.0296,0.00394,0.00688,0.0379,0.0
489,937,12479971328.0,3027,8938,10139,13561,965,247488,2497.0,14691.0,937,54779,6888,2274,2769,368952,0.00988,0.0514,0.0138,0.134,0.00591,0.0767,0.0598,,0.0014,0.0268,0.0332,0.031,0.00396,0.00688,0.0379,0.0
482,923,12476817408.0,3027,8938,10139,14792,965,247488,2399.0,14807.0,937,54779,7336,2274,2968,370849,0.00988,0.0514,0.0138,0.134,0.00591,0.0846,0.0603,,0.00134,0.0268,0.035,0.031,0.00409,0.00703,0.0388,0.0
482,923,12480421888.0,3027,9601,8790,14792,965,247488,2302.0,14922.0,937,52856,7336,2274,2968,368258,0.00988,0.0514,0.0138,0.134,0.00591,0.0846,0.0608,,0.00129,0.0268,0.035,0.0319,0.00409,0.00768,0.039,0.0
482,899,12474089472.0,2810,9601,8851,14792,887,260409,2204.0,15038.0,880,59379,7336,2274,2968,387430,0.00988,0.0514,0.0138,0.139,0.00591,0.0846,0.0613,,0.00123,0.0268,0.0362,0.0319,0.00409,0.00768,0.0395,0.0
240,899,12469944320.0,2810,8843,9144,14237,887,235391,2106.0,15153.0,880,59379,7336,2203,2968,361338,0.00998,0.0514,0.0149,0.139,0.00591,0.0846,0.0634,,0.00117,0.0268,0.0362,0.0319,0.00409,0.00768,0.0398,0.0
240,899,12467687424.0,2942,8904,9144,14237,920,235391,2009.0,16122.0,880,56699,7336,2188,2968,359742,0.0103,0.0537,0.0149,0.143,0.00591,0.0885,0.0639,,0.00112,0.0278,0.0362,0.0319,0.00418,0.00768,0.0408,0.0
0,920,12468076544.0,2942,9187,9610,14237,920,235391,1911.0,16244.0,914,56699,7336,2412,2968,360772,0.0103,0.0537,0.0149,0.143,0.0061,0.0885,0.0644,,0.000936,0.0288,0.0362,0.0334,0.00418,0.00768,0.041,0.0
0,940,12471734272.0,2942,9187,9610,14237,920,235391,1079.0,16366.0,914,56699,7236,2412,2968,359962,0.0103,0.0537,0.0149,0.143,0.0061,0.0885,0.0649,,0.000886,0.0288,0.0362,0.0346,0.00418,0.00768,0.0411,0.0
0,940,12471468032.0,2942,9579,9610,14900,920,235391,1021.0,16488.0,914,56699,7720,2412,3071,361668,0.01,0.0518,0.0149,0.143,0.00588,0.0885,0.0654,,0.000837,0.0288,0.0362,0.0346,0.00418,0.00768,0.041,0.0
0,914,12470337536.0,2942,9579,9610,14900,926,235391,963.0,16610.0,914,56699,7961,2412,3258,362166,0.0108,0.0554,0.0153,0.143,0.00631,0.0927,0.0659,,0.000787,0.0288,0.0366,0.0346,0.00425,0.00768,0.0419,0.0
0,914,12467712000.0,3121,9579,9610,15754,956,264279,905.0,16732.0,914,56699,7961,2412,3258,392180,0.0108,0.0554,0.0153,0.143,0.00631,0.0927,0.0664,,0.000738,0.0288,0.0399,0.0346,0.00425,0.00804,0.0422,0.0
0,891,12473061376.0,3121,9579,9610,15754,956,264279,847.0,17599.0,914,56699,7961,2475,3258,393052,0.0108,0.0554,0.0153,0.151,0.00631,0.0927,0.0669,,0.00047,0.0294,0.0399,0.0346,0.00425,0.00846,0.043,0.0
0,907,12478636032.0,3121,9579,10023,15754,978,264279,788.0,17726.0,947,56618,7961,2553,3258,393587,0.0108,0.0554,0.0148,0.151,0.00631,0.0953,0.0698,,0.000436,0.0316,0.0399,0.0346,0.00434,0.00846,0.0436,0.0
0,928,12479275008.0,3016,9579,10589,15754,978,264279,730.0,17853.0,983,65300,7961,2553,3258,402836,0.0108,0.0581,0.0147,0.154,0.00631,0.0959,0.0703,,0.000402,0.0316,0.0399,0.0363,0.00434,0.00846,0.0443,0.0
0,928,12485193728.0,3339,10054,10589,16141,978,264279,672.0,17981.0,983,65300,7961,2734,3258,404269,0.0112,0.0581,0.0172,0.154,0.00651,0.0992,0.0708,,0.000368,0.0316,0.0399,0.0352,0.00434,0.00846,0.0447,0.0
0,928,12487708672.0,3339,9760,10589,16141,978,264279,,18108.0,983,65300,7961,2734,3497,403669,0.0112,0.0581,0.0172,0.154,0.00661,0.102,0.0714,,0.000334,0.0316,0.0399,0.035,0.00444,0.00846,0.045,0.0
0,903,12489183232.0,3339,10653,10589,16141,978,278444,,18235.0,983,65300,7705,2734,3615,418716,0.0112,0.0581,0.0172,0.154,0.00661,0.102,0.0719,,0.0003,0.0316,0.043,0.0382,0.00444,0.00846,0.0455,0.0
0,925,12487122944.0,3339,10653,10589,16141,978,278444,,18932.0,983,65300,8062,2734,3615,419770,0.0117,0.0581,0.0172,0.154,0.00661,0.102,0.0724,,,0.0323,0.043,0.0382,0.00444,0.00846,0.0457,0.0
0,925,12486537216.0,3520,10653,11203,17011,992,278444,,19063.0,1004,65300,9037,2734,3615,422576,0.0117,0.061,0.0172,0.154,0.00661,0.102,0.0729,,,0.0323,0.043,0.0382,0.00444,0.00846,0.0459,0.0
0,913,12486680576.0,3520,10653,11690,17011,1072,290877,,19194.0,1011,65300,9037,2734,3615,435715,0.0122,0.061,0.0172,0.154,0.00661,0.102,0.0754,,,0.0323,0.043,0.0382,0.00444,0.00937,0.0463,
0,913,12483682304.0,3687,10653,11690,17011,1072,290877,,19325.0,1044,65300,9037,2873,3615,436186,0.0122,0.061,0.0177,0.165,0.00685,0.102,0.076,,,0.0338,0.043,0.0397,0.00429,0.00937,0.0475,
0,913,12484476928.0,3687,11291,11690,17011,1072,290877,,19457.0,1044,63120,9037,2873,3615,434775,0.0122,0.0629,0.0177,0.165,0.00685,0.102,0.0765,,,0.0338,0.043,0.0397,0.00467,0.00937,0.0477,
0,913,12445949952.0,3687,11291,11690,17638,1072,290877,,20269.0,1091,74701,9037,3039,3615,448009,0.0122,0.0652,0.0185,0.159,0.00703,0.109,0.077,,,0.0338,0.044,0.0397,0.00467,0.00937,0.0483,
0,913,12448669696.0,3687,10964,11690,17638,1072,290877,,20417.0,1091,74701,9349,3039,3830,448356,0.0122,0.0652,0.0185,0.167,0.00703,0.109,0.0775,,,0.0338,0.0463,0.0397,0.00467,0.00937,0.0492,
0,928,12408156160.0,3687,11927,11690,17638,1072,281057,,20561.0,1091,74701,9715,3039,4052,440230,0.0122,0.0652,0.0185,0.167,0.00703,0.109,0.0781,,,0.0338,0.0463,0.0413,0.00467,0.00937,0.0494,
0,943,12408266752.0,3687,11927,11690,17638,1072,326499,,20705.0,1091,74701,9715,3039,4052,485816,0.0118,0.0652,0.0185,0.167,0.00703,0.109,0.0786,,,0.0346,0.0463,0.0413,0.00467,0.00937,0.0495,
0,946,12412833792.0,3913,11927,11911,18682,1072,326499,,20850.0,1091,74701,9715,3039,4052,487451,0.0117,0.0679,0.0188,0.167,0.00703,0.109,0.0791,,,0.0358,0.0463,0.0433,0.00467,0.00937,0.0501,
0,946,12410961920.0,3913,11927,11829,18682,1037,326499,,20994.0,1091,74701,9715,3132,4052,487571,0.0131,0.0679,0.0188,0.167,0.00725,0.109,0.0817,,,0.0358,0.0463,0.0433,0.00467,0.00969,0.0504,
0,918,12412428288.0,4088,11927,12969,18682,1161,326499,,21138.0,1117,74701,9998,3245,4052,489578,0.0131,0.0679,0.0188,0.167,0.00725,0.109,0.0817,,,0.0358,0.0463,0.0433,0.00475,0.0102,0.0505,
0,918,12415311872.0,4088,12847,12969,19080,1161,326499,,21282.0,1162,77462,9998,3245,4173,493967,0.0131,0.0679,0.0194,0.172,0.00725,0.11,0.0817,,,0.0358,0.0463,0.0433,0.00489,0.0102,0.051,
0,918,12415901696.0,4088,12847,12969,19080,1161,326499,,20741.0,1201,77462,10477,3394,4173,494092,0.0131,0.0679,0.0195,0.179,0.00725,0.117,0.0817,,,0.0358,0.0479,0.0433,0.00489,0.0102,0.0523,
0,918,12408840192.0,4088,12847,12969,19080,1161,326499,,20741.0,1201,81262,10477,3394,4173,497892,0.0131,0.0719,0.0201,0.179,0.007,0.12,0.0817,,,0.0379,0.0496,0.0433,0.00489,0.0102,0.0532,
0,918,12409151488.0,4088,12847,12969,19080,1161,343168,,22733.0,1201,81262,10477,3394,4173,516553,0.0131,0.0719,0.0201,0.173,0.00736,0.12,0.0817,,,0.0367,0.0496,0.0447,0.00489,0.0102,0.0528,
0,918,12406370304.0,4088,12847,13488,19080,1197,357641,,22892.0,1201,81262,10477,3394,4357,531924,0.0138,0.0719,0.0204,0.18,0.00762,0.12,0.0817,,,0.0385,0.0496,0.0466,0.00489,0.0102,0.0538,
0,936,12411252736.0,4244,12847,13488,20179,1197,357641,,23052.0,1201,81262,10477,3394,4357,533338,0.0141,0.0741,0.0204,0.18,0.00762,0.12,0.0838,,,0.0385,0.0496,0.0466,0.00494,0.0102,0.0542,
0,936,12412821504.0,4244,13236,13107,20179,1197,357641,,23212.0,1201,81262,10477,3394,4357,533507,0.0141,0.0741,0.0204,0.18,0.00762,0.12,0.0865,,,0.0385,0.0496,0.0466,0.00494,0.0102,0.0544,
0,910,12407672832.0,4244,13757,13018,20580,1242,357641,,23371.0,1201,84101,10477,3470,4357,537457,0.0141,0.0741,0.0204,0.18,0.00762,0.12,0.0865,,,0.0385,0.0524,0.0466,0.00508,0.011,0.0547,
0,910,12413116416.0,4463,13757,14381,20580,1242,357641,,23531.0,1257,84101,11181,3705,4542,540381,0.0141,0.0741,0.0204,0.18,0.00762,0.12,0.0865,,,0.0385,0.0524,0.0466,0.00508,0.011,0.0547,
0,910,12415262720.0,4463,13757,14683,20580,1242,367377,,23691.0,1280,88281,11576,3705,4542,555177,0.0141,0.0741,0.0215,0.18,0.00762,0.125,0.0865,,,0.0385,0.0538,0.0466,0.00508,0.011,0.0553,
0,910,12416974848.0,4463,13757,14785,20580,1242,374700,,23850.0,1327,88281,11576,3705,4619,562885,0.0143,0.0773,0.0215,0.188,0.00768,0.126,0.0865,,,0.0397,0.0538,0.0466,0.00508,0.011,0.0565,
0,0,12416049152.0,4560,13757,15290,20580,1242,377303,,24899.0,1327,88281,11576,3705,4651,567172,0.0143,0.0773,0.0215,0.188,0.00804,0.131,0.088,,,0.0406,0.0538,0.0498,0.00508,0.011,0.0573,
0,0,12422127616.0,4720,13757,15290,20580,1242,390407,,24899.0,1327,90527,11576,3705,4810,582840,0.0147,0.0792,0.0215,0.188,0.00804,0.131,0.0899,,,0.0406,0.0538,0.0498,0.00508,0.0111,0.0577,
0,0,12422922240.0,4720,14464,15690,21347,1284,390407,,25164.0,1327,90527,11867,3705,4810,585312,0.0147,0.0792,0.0215,0.188,0.00804,0.131,0.0927,,,0.0406,0.0538,0.0498,0.00493,0.0113,0.058,
0,0,12419149824.0,4720,14014,15690,21347,1288,390407,,25479.0,1327,90527,11867,3705,4810,585180,0.0147,0.0792,0.0222,0.188,0.00804,0.131,0.0927,,,0.0406,0.0538,0.0498,0.00513,0.0117,0.0581,
0,0,12419645440.0,4720,14982,15690,20670,1335,390407,,25653.0,1327,90527,11867,3705,4932,585815,0.0147,0.0792,0.0222,0.188,0.00804,0.131,0.0927,,,0.0422,0.0559,0.0498,0.00526,0.0117,0.0584,
0,0,12418129920.0,4720,14982,15690,21640,1335,390407,,25827.0,1368,90527,11867,3993,4932,587288,0.0147,0.0792,0.0222,0.189,0.00812,0.131,0.0927,,,0.0422,0.0559,0.0503,0.00526,0.0117,0.0585,
0,0,12417650688.0,4548,14982,15690,21640,1335,377515,,26001.0,1368,95410,12038,3993,4932,579453,0.0147,0.0802,0.0215,0.189,0.00812,0.132,0.0927,,,0.0422,0.0567,0.0503,0.00526,0.0117,0.0587,
0,0,12418101248.0,4900,14982,15690,21640,1335,408756,,26078.0,1368,95410,12447,3993,4932,611530,0.0143,0.0821,0.0213,0.189,0.00812,0.132,0.0927,,,0.0427,0.0567,0.051,0.00526,0.0118,0.0589,
0,524,12421464064.0,4900,14982,16207,21640,1335,408756,,25193.0,1398,98323,12447,3993,4932,614105,0.0155,0.0848,0.0227,0.187,0.00815,0.137,0.0927,,,0.0427,0.0567,0.0528,0.00526,0.0118,0.0598,
0,539,12426215424.0,4967,14982,16503,22336,1359,420736,,27216.0,1398,98323,12447,3993,4990,629250,0.0155,0.0848,0.023,0.194,0.00821,0.137,0.0898,,,0.0427,0.0567,0.0528,0.00526,0.0118,0.0601,
0,1082,12424151040.0,5151,15533,16503,22336,1359,420736,,27216.0,1398,98323,12058,4076,5239,629929,0.0155,0.0848,0.0232,0.194,0.00847,0.137,0.0967,,,0.0427,0.0567,0.0528,0.00526,0.0118,0.0607,
0,1102,12420489216.0,5151,15533,16503,22336,1359,420736,,27286.0,1415,98323,11975,4076,5239,629932,0.0155,0.0848,0.0239,0.194,0.00847,0.137,0.0967,,,0.043,0.058,0.0532,0.0054,0.0118,0.061,
0,1102,12415012864.0,5151,15942,16503,22620,1402,420736,,27476.0,1415,98323,12921,4198,5239,631926,0.0155,0.0848,0.0239,0.194,0.00847,0.137,0.0967,,,0.0433,0.058,0.0532,0.0054,0.0122,0.061,
0,1082,12421840896.0,5279,15942,16503,22620,1402,420736,,28407.0,1468,98323,12921,4198,5239,633038,0.0155,0.0848,0.0239,0.194,0.0082,0.139,0.0967,,,0.0436,0.058,0.0532,0.0054,0.0123,0.0612,
0,1082,12410093568.0,5279,15942,17117,22620,1402,424839,,28455.0,1468,100370,12921,4198,5239,639851,0.0155,0.0848,0.0239,0.194,0.00859,0.139,0.0967,,,0.0449,0.0589,0.0532,0.0054,0.0123,0.0614,
0,1082,12410441728.0,5279,15942,17117,23350,1402,427789,,28455.0,1468,104577,13384,4198,5239,648201,0.0155,0.0867,0.0242,0.194,0.00859,0.139,0.0996,,,0.0453,0.0589,0.0532,0.0054,0.0123,0.0619,
0,1118,12406026240.0,5279,15942,17117,23350,1402,455792,,28455.0,1468,104577,13384,4198,5323,676287,0.0163,0.0895,0.0242,0.194,0.00859,0.142,0.0996,,,0.0453,0.0605,0.0549,0.0054,0.0123,0.0627,
0,1118,12406984704.0,5279,16017,16574,23350,1354,455792,,29236.0,1492,104577,13384,4198,5323,676576,0.0163,0.0895,0.0242,0.194,0.00859,0.142,0.0996,,,0.0453,0.0605,0.0557,0.0054,0.0123,0.0628,
0,1099,12490969088.0,5279,16128,17621,23350,1441,455792,,29236.0,1492,104577,13384,4180,5484,677964,0.0163,0.0895,0.0248,0.197,0.00885,0.142,0.101,,,0.0453,0.0605,0.0557,0.0054,0.0124,0.0632,
0,1105,12494192640.0,5333,16666,17621,23350,1441,455792,,29236.0,1492,106804,13741,4457,5484,681416,0.0163,0.0895,0.0248,0.197,0.00885,0.142,0.101,,,0.0453,0.0605,0.0557,0.0054,0.0128,0.0632,
0,1076,12504383488.0,5660,16145,17621,23630,1486,455792,,29236.0,1538,106804,13741,4457,5484,681594,0.0163,0.0895,0.0248,0.197,0.00883,0.144,0.101,,,0.0453,0.061,0.0557,0.00556,0.0128,0.0634,
0,1076,12503670784.0,5660,17238,18165,23630,1486,467183,,29917.0,1538,106804,13741,4457,5484,695303,0.0163,0.0904,0.0247,0.197,0.00883,0.144,0.101,,,0.0465,0.061,0.0557,0.00556,0.0128,0.0636,
0,1076,12500119552.0,5660,17238,18165,23630,1486,467183,,29917.0,1538,106804,13741,4457,5606,695425,0.0163,0.0904,0.0247,0.197,0.00883,0.147,0.104,,,0.0465,0.061,0.0559,0.00556,0.0129,0.0642,
0,1076,12505399296.0,5660,17238,18165,24089,1486,467183,,30684.0,1538,110476,14209,4457,5606,700792,0.0164,0.0904,0.0247,0.197,0.00883,0.147,0.104,,,0.045,0.0626,0.056,0.00556,0.0129,0.0642,
0,1076,12507373568.0,5660,17238,18165,24089,1486,482659,,30684.0,1538,110476,14515,4570,5781,716862,0.0168,0.0904,0.0253,0.197,0.00883,0.147,0.104,,,0.0447,0.0626,0.0564,0.00556,0.0129,0.0643,
0,1098,12505268224.0,5660,17238,18165,24089,1486,482659,,30684.0,1582,110476,14515,4570,5781,716907,0.0168,0.0921,0.0253,0.197,0.00883,0.147,0.104,,,0.0466,0.0626,0.0582,0.00556,0.0129,0.0648,
0,1118,12498796544.0,5660,17238,17560,24089,1439,482659,,30684.0,1582,110476,14515,4704,5781,716388,0.0168,0.0921,0.0253,0.191,0.00884,0.148,0.104,,,0.0466,0.0626,0.0582,0.00555,0.0129,0.0644,
0,1118,12491436032.0,5788,17849,17885,24089,1521,482659,,31394.0,1620,113474,14515,4704,5781,721281,0.0168,0.0921,0.0253,0.198,0.00878,0.148,0.104,,,0.0466,0.0626,0.0582,0.00555,0.0133,0.0649,
0,1085,12488916992.0,5928,17849,19265,23361,1563,482659,,31394.0,1620,113474,14515,4704,5896,722230,0.0168,0.0921,0.0253,0.198,0.0091,0.148,0.104,,,0.0477,0.0607,0.0582,0.00546,0.0133,0.0649,
0,1055,12485574656.0,5928,17323,19265,24170,1563,498584,,31394.0,1620,113474,14515,4840,5896,738574,0.0168,0.0891,0.0253,0.198,0.0091,0.147,0.107,,,0.0477,0.0628,0.0582,0.00549,0.0133,0.0649,
0,1079,12486434816.0,5928,18330,19265,25048,1563,498584,,31394.0,1620,113474,14860,4840,5896,740803,0.0168,0.0914,0.0258,0.198,0.0091,0.148,0.107,,,0.0477,0.0624,0.0585,0.00566,0.0133,0.0652,
0,1103,12485582848.0,5928,18330,19265,25048,1563,516884,,32173.0,1620,117674,14860,4840,6011,764197,0.0173,0.0914,0.0258,0.198,0.0091,0.152,0.107,,,0.0477,0.0628,0.0585,0.00566,0.0133,0.0657,
