Timestamp,Requests je Sekunde,Durchschnittliche Antwortzeitintervalle,i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_system,cpu_system_lag_1,cpu_system_lag_2,cpu_system_lag_3,cpu_system_lag_4,cpu_system_lag_5,Requests je Sekunde_lag_1,Requests je Sekunde_lag_2,Requests je Sekunde_lag_3,Requests je Sekunde_lag_4,Requests je Sekunde_lag_5,cpu_system_rolling_avg_5,memory_rolling_avg_5,cpu_pod-pod-1_rolling_avg_5,cpu_pod-pod-11_rolling_avg_5,cpu_system_cumsum,network_outgoing_system_log_scaled,memory_log_scaled,i_o_read_log_scaled,i_o_write_log_scaled
388,63,178.0,0,1634,12726874112,3736,11614,11990,19643,1033,297516,,20040,1068,73493,9243,3038.0,3778,456191,0.0139,0.07,0.018,0.197,0.00677,0.121,,0.0815,0.0344,0.0487,0.0427,0.00503,0.00961,0.054,0.0539,0.0536,0.053,0.0529,0.0528,50.0,34.0,59.0,48.0,47.0,0.05348000000000001,12723929907.2,0.01378,0.0427,4.862310000000002,13.030669052510317,23.266981666574015,0.0,7.399398083331354
390,49,178.0,0,1597,12732452864,3736,11614,11990,20311,1039,309019,,19785,1068,73493,9428,3038.0,3787,468306,0.0139,0.0712,0.018,0.197,0.00686,0.121,,0.0815,0.0344,0.0487,0.0435,0.00503,0.00963,0.0542,0.054,0.0539,0.0536,0.053,0.0529,63.0,50.0,34.0,59.0,48.0,0.053739999999999996,12725927936.0,0.013819999999999999,0.042859999999999995,4.9165100000000015,13.056879342743027,23.267419914772336,0.0,7.37650812632622
392,30,430.9,0,1597,12728197120,3803,11398,11610,20311,1039,309019,,20439,1068,73493,9433,3038.0,3787,468438,0.0139,0.0712,0.0186,0.197,0.00686,0.121,,0.0815,0.0344,0.0495,0.0435,0.00503,0.00963,0.0543,0.0542,0.054,0.0539,0.0536,0.053,49.0,63.0,50.0,34.0,59.0,0.054000000000000006,12727048601.6,0.01386,0.043019999999999996,4.970810000000001,13.057161169408683,23.26708561505556,0.0,7.37650812632622
394,46,179.0,0,1597,12728561664,3803,11758,12005,20311,1037,309019,,20439,1068,73494,9433,2935.0,3787,469089,0.0139,0.0712,0.0186,0.197,0.00686,0.121,,0.0814,0.0344,0.0495,0.0435,0.00503,0.00963,0.0543,0.0543,0.0542,0.054,0.0539,0.0536,30.0,49.0,63.0,50.0,34.0,0.05414,12728223334.4,0.0139,0.043179999999999996,5.025110000000001,13.058549926673,23.267114255308083,0.0,7.37650812632622
396,74,491.44594594594594,0,1597,12721160192,3803,11758,12188,20311,1037,302633,,20439,1068,73494,9433,3039.0,3787,462991,0.0135,0.0712,0.0186,0.197,0.00685,0.121,,0.0814,0.0344,0.0495,0.0435,0.00503,0.00972,0.0543,0.0543,0.0543,0.0542,0.054,0.0539,46.0,30.0,49.0,63.0,50.0,0.054220000000000004,12727449190.4,0.013819999999999999,0.04334,5.07941,13.045465054301383,23.266532600840506,0.0,7.37650812632622
398,33,0.0,0,1597,12723707904,3803,11758,12188,20324,1037,304729,,20439,1080,74430,9433,2967.0,3706,465894,0.014,0.0712,0.0187,0.197,0.00685,0.121,,0.0814,0.0344,0.0495,0.042,0.00503,0.00972,0.0542,0.0543,0.0543,0.0543,0.0542,0.054,74.0,46.0,30.0,49.0,63.0,0.054259999999999996,12726815948.8,0.01384,0.0432,5.13361,13.05171556583058,23.266732854345353,0.0,7.37650812632622
400,46,181.0,0,1597,12724342784,3803,11758,12188,20324,1017,314337,,20412,1045,74430,9433,3078.0,3843,475668,0.014,0.0712,0.0187,0.19,0.00685,0.121,,0.0814,0.0344,0.0494,0.0418,0.00503,0.00972,0.0536,0.0542,0.0543,0.0543,0.0543,0.0542,33.0,74.0,46.0,30.0,49.0,0.05414,12725193932.8,0.01386,0.042859999999999995,5.18721,13.072477513174768,23.266782750505012,0.0,7.37650812632622
402,33,181.0,0,1633,12729372672,3799,11758,12188,20324,1050,313623,,20412,1078,74430,9433,3078.0,3843,475017,0.014,0.0712,0.0187,0.197,0.00695,0.118,,0.0823,0.0337,0.0494,0.0435,0.00506,0.00972,0.0541,0.0536,0.0542,0.0543,0.0543,0.0543,46.0,33.0,74.0,46.0,30.0,0.0541,12725429043.2,0.01388,0.042859999999999995,5.24131,13.071107977035632,23.26717796888276,0.0,7.3987862754199485
404,45,355.75555555555553,0,1633,12729438208,3689,11758,12188,20324,1050,313623,,20412,1078,74430,9433,3078.0,3837,474901,0.014,0.0681,0.0187,0.197,0.00695,0.122,,0.0823,0.0337,0.0494,0.0425,0.00506,0.00972,0.0541,0.0541,0.0536,0.0542,0.0543,0.0543,33.0,46.0,33.0,74.0,46.0,0.05406,12725604352.0,0.013900000000000001,0.042660000000000003,5.29541,13.070863745941274,23.267183117277185,0.0,7.3987862754199485
406,57,182.0,0,1607,12729856000,3715,11851,12239,20441,1051,313623,,20412,1078,74430,9220,3063.0,3837,474959,0.014,0.0705,0.0187,0.197,0.00695,0.122,,0.0819,0.035,0.0494,0.0439,0.0049,0.0097,0.0545,0.0541,0.0541,0.0536,0.0542,0.0543,45.0,33.0,46.0,33.0,74.0,0.0541,12727343513.6,0.014,0.04274,5.34991,13.070985868944557,23.26721593766856,0.0,7.382746449738912
408,39,182.0,0,1581,12735803392,3840,11851,12239,20441,1051,313623,,19915,1078,74255,9465,3063.0,3837,474658,0.014,0.0705,0.0187,0.197,0.00702,0.122,,0.0819,0.035,0.0497,0.0439,0.00502,0.00976,0.0545,0.0545,0.0541,0.0541,0.0536,0.0542,57.0,45.0,33.0,46.0,33.0,0.05416,12729762611.2,0.014,0.04312,5.40441,13.070351930470116,23.267683028821875,0.0,7.366445148327599
410,61,182.0,0,1581,12738084864,3840,11826,12358,20441,1051,313623,,20053,1078,74255,9465,3063.0,3837,474891,0.014,0.0705,0.019,0.191,0.00702,0.119,,0.0819,0.035,0.0497,0.0439,0.00502,0.00976,0.0537,0.0545,0.0545,0.0541,0.0541,0.0536,39.0,57.0,45.0,33.0,46.0,0.054180000000000006,12732511027.2,0.014,0.04354,5.4581100000000005,13.070842688743607,23.267862151222268,0.0,7.366445148327599
412,35,182.0,0,1581,12738158592,3840,11826,12358,20441,1051,313623,,20685,1078,74255,9465,3063.0,3837,475524,0.014,0.0705,0.019,0.197,0.00702,0.122,,0.0819,0.035,0.0497,0.0439,0.00502,0.00976,0.0545,0.0537,0.0545,0.0545,0.0541,0.0541,61.0,39.0,57.0,45.0,33.0,0.054259999999999996,12734268211.2,0.014,0.043620000000000006,5.5126100000000005,13.072174735821042,23.267867939202755,0.0,7.366445148327599
414,53,182.0,0,1590,12732977152,3840,11826,12358,19805,1051,313049,,20685,1078,72474,9465,3063.0,3837,472532,0.014,0.0705,0.019,0.197,0.00702,0.122,,0.0819,0.035,0.0497,0.0438,0.00502,0.00976,0.0545,0.0545,0.0537,0.0545,0.0545,0.0541,35.0,61.0,39.0,57.0,45.0,0.05434,12734976000.0,0.014,0.043879999999999995,5.5671100000000004,13.065862864746988,23.267461091222113,0.0,7.372118028337787
416,50,18.82,0,1614,12723089408,3840,11826,12358,19668,1051,315043,,20549,1087,74836,9465,3063.0,3851,476638,0.014,0.0705,0.019,0.197,0.00704,0.122,,0.0827,0.035,0.0481,0.0438,0.00487,0.00976,0.0545,0.0545,0.0545,0.0537,0.0545,0.0545,53.0,35.0,61.0,39.0,57.0,0.05434,12733622681.6,0.014,0.043859999999999996,5.62161,13.074514669925438,23.266684243434323,0.0,7.387090235656757
418,42,181.0,0,1619,12719665152,3826,11826,12435,20368,1054,315043,,20549,1087,74751,9465,3089.0,3855,477349,0.014,0.0706,0.019,0.189,0.00704,0.122,,0.0827,0.035,0.0478,0.0438,0.00491,0.00976,0.0538,0.0545,0.0545,0.0545,0.0537,0.0545,50.0,53.0,35.0,61.0,39.0,0.054200000000000005,12730395033.6,0.014,0.043840000000000004,5.67541,13.07600525342618,23.26641507006221,0.0,7.3901814282264295
420,54,181.0,0,1643,12720439296,3826,11826,12435,20368,1054,315043,,20549,1087,74751,9465,3087.0,3855,477347,0.014,0.0706,0.019,0.191,0.00704,0.119,,0.0827,0.0349,0.0496,0.0438,0.00505,0.00978,0.0538,0.0538,0.0545,0.0545,0.0545,0.0537,42.0,50.0,53.0,35.0,61.0,0.054220000000000004,12726865920.0,0.014,0.043820000000000005,5.72921,13.07600106361956,23.26647593018971,0.0,7.404887575616125
422,47,181.0,0,1643,12711288832,3826,11920,12435,19819,1054,315043,,20549,1087,74751,9465,3087.0,3855,476891,0.0141,0.0712,0.019,0.197,0.00704,0.123,,0.0827,0.0338,0.0496,0.0442,0.00505,0.00951,0.0547,0.0538,0.0538,0.0545,0.0545,0.0545,54.0,42.0,50.0,53.0,35.0,0.054259999999999996,12721491968.0,0.01402,0.043879999999999995,5.7839100000000006,13.075045329140371,23.26575632007528,0.0,7.404887575616125
424,56,181.0,0,1618,12708823040,3856,11920,12435,20452,1054,315043,,20549,1087,74751,9549,3087.0,3855,477638,0.0141,0.0712,0.019,0.197,0.00707,0.123,,0.0827,0.0353,0.0483,0.0442,0.0049,0.00981,0.0547,0.0547,0.0538,0.0538,0.0545,0.0545,47.0,54.0,42.0,50.0,53.0,0.0543,12716661145.6,0.01404,0.04396,5.838610000000001,13.07661049601813,23.26556231683722,0.0,7.389563953677635
426,44,181.0,0,1612,12709937152,3856,11931,12544,20452,1054,315043,,20549,1089,74751,9549,3087.0,3855,477761,0.0141,0.0712,0.0184,0.197,0.00707,0.123,,0.0827,0.0353,0.0499,0.0442,0.00486,0.00981,0.0548,0.0547,0.0547,0.0538,0.0538,0.0545,56.0,47.0,54.0,42.0,50.0,0.05436,12714030694.4,0.01406,0.04404,5.893410000000001,13.076867979526478,23.265649977446326,0.0,7.385851078125209
428,52,181.0,0,1626,12714799104,3856,11931,12544,20452,1054,315043,,20639,1089,74751,9549,3087.0,3855,477852,0.0136,0.0712,0.0194,0.19,0.00707,0.123,,0.0827,0.0353,0.0499,0.0441,0.00507,0.00981,0.0543,0.0548,0.0547,0.0547,0.0538,0.0538,44.0,56.0,47.0,54.0,42.0,0.054459999999999995,12713057484.8,0.013980000000000001,0.0441,5.947710000000001,13.077058432795367,23.26603243585297,0.0,7.394493107219038
430,53,20.49056603773585,0,1599,12713635840,3856,11931,12544,20452,1054,316855,,20639,1064,74751,9549,3087.0,3855,479638,0.014,0.072,0.0194,0.197,0.00715,0.123,,0.0827,0.0353,0.0499,0.0441,0.00507,0.00981,0.0549,0.0543,0.0548,0.0547,0.0547,0.0538,52.0,44.0,56.0,47.0,54.0,0.05467999999999999,12711696793.6,0.013980000000000001,0.04416,6.002610000000001,13.08078901659419,23.265940942687678,0.0,7.3777589082278725
432,54,180.0,0,1572,12716060672,3856,11931,12544,20452,1057,316855,,20599,1099,75248,9549,2995.0,3855,480040,0.014,0.072,0.0194,0.197,0.00715,0.123,,0.0827,0.0353,0.0499,0.0441,0.00507,0.00981,0.0549,0.0549,0.0543,0.0548,0.0547,0.0547,53.0,52.0,44.0,56.0,47.0,0.054720000000000005,12712651161.6,0.01396,0.04414,6.057510000000001,13.081626795902945,23.266131651373957,0.0,7.360739903058278
434,54,180.0,0,1608,12712386560,3856,11931,12144,19778,1025,316855,,20599,1099,75248,9549,3113.0,3873,479071,0.014,0.072,0.0194,0.197,0.00715,0.123,,0.0827,0.0353,0.0499,0.0441,0.00508,0.00981,0.0549,0.0549,0.0549,0.0543,0.0548,0.0547,54.0,53.0,52.0,44.0,56.0,0.054759999999999996,12713363865.6,0.01394,0.04412,6.112410000000001,13.079606178249563,23.265842674859446,0.0,7.3833681469923835
436,36,180.0,0,1608,12709060608,3717,11947,12759,20536,1032,316855,,20599,1099,75248,9549,3113.0,3889,480343,0.0141,0.072,0.0194,0.197,0.00715,0.123,,0.0827,0.0346,0.0483,0.0441,0.00508,0.00949,0.0548,0.0549,0.0549,0.0549,0.0543,0.0548,54.0,54.0,53.0,52.0,44.0,0.054759999999999996,12713188556.8,0.01394,0.0441,6.167210000000001,13.082257792867814,23.265581009817584,0.0,7.3833681469923835
438,45,180.0,0,1608,12716679168,3862,11947,12759,20536,1068,316855,,20517,1110,75248,9544,3113.0,3889,480448,0.0141,0.0722,0.0194,0.197,0.00715,0.123,,0.0827,0.0358,0.0479,0.0441,0.00508,0.00986,0.0549,0.0548,0.0549,0.0549,0.0549,0.0543,36.0,54.0,54.0,53.0,52.0,0.05488,12713564569.6,0.01404,0.0441,6.222110000000001,13.082476362321211,23.266180289153763,0.0,7.3833681469923835
440,57,180.0,0,1573,12721025024,3862,11947,12759,20540,1068,316855,,20517,1110,75248,9540,3113.0,3889,480447,0.0141,0.0722,0.019,0.197,0.00718,0.123,,0.0827,0.0362,0.0499,0.0441,0.00508,0.0095,0.055,0.0549,0.0548,0.0549,0.0549,0.0549,45.0,36.0,54.0,54.0,53.0,0.05489999999999999,12715042406.4,0.01406,0.0441,6.27711,13.082474280932674,23.266521975338108,0.0,7.3613754289773485
442,43,180.0,0,1616,12721156096,3862,11960,12270,20540,1068,316855,,20457,1110,75248,9540,3113.0,3889,479911,0.0141,0.0722,0.0198,0.197,0.00723,0.123,,0.0827,0.0362,0.0499,0.0441,0.00508,0.00957,0.0551,0.055,0.0549,0.0548,0.0549,0.0549,57.0,45.0,36.0,54.0,54.0,0.05494,12716061491.2,0.014079999999999999,0.0441,6.332210000000001,13.08135803274313,23.26653227885724,0.0,7.388327859577107
444,53,13.037735849056604,0,1616,12719452160,3862,11960,12355,20540,1068,316855,,20457,1110,72842,9540,3113.0,3889,477591,0.0141,0.0722,0.0198,0.197,0.00723,0.123,,0.0827,0.0362,0.0499,0.0441,0.00508,0.00987,0.0551,0.0551,0.055,0.0549,0.0548,0.0549,43.0,57.0,45.0,36.0,54.0,0.054979999999999994,12717474611.2,0.0141,0.0441,6.387310000000001,13.07651209050148,23.26639832482711,0.0,7.388327859577107
446,46,179.0,0,1616,12717604864,3862,11944,12783,20540,1071,315604,,20457,1110,74995,9540,3099.0,3889,478892,0.0141,0.0719,0.0198,0.197,0.00723,0.123,,0.0827,0.0362,0.0499,0.0441,0.00508,0.00987,0.0551,0.0551,0.0551,0.055,0.0549,0.0548,53.0,43.0,57.0,45.0,36.0,0.05504,12719183462.4,0.0141,0.0441,6.4424100000000015,13.079232469393638,23.266253080351593,0.0,7.388327859577107
448,46,179.0,0,1646,12710354944,3862,11944,12783,20540,1071,315604,,20457,1105,74995,9540,3099.0,3893,478891,0.014,0.0719,0.0198,0.197,0.00723,0.123,,0.0828,0.0362,0.0499,0.0441,0.00508,0.00987,0.0551,0.0551,0.0551,0.0551,0.055,0.0549,46.0,53.0,43.0,57.0,45.0,0.05508,12717918617.6,0.014079999999999999,0.0441,6.497510000000002,13.079230381242331,23.265682848193716,0.0,7.4067107301776405
450,51,179.0,0,1615,12711063552,3715,11944,12662,19751,1071,315604,,20457,1105,74995,9540,3089.0,3893,477825,0.014,0.0719,0.0198,0.197,0.00723,0.123,,0.0828,0.0362,0.0499,0.0441,0.00508,0.00987,0.0551,0.0551,0.0551,0.0551,0.0551,0.055,46.0,46.0,53.0,43.0,57.0,0.0551,12715926323.2,0.01406,0.0441,6.552610000000002,13.077001928467016,23.2657385970891,0.0,7.38770923908104
452,50,179.0,0,1589,12710772736,3741,11944,12662,19888,1071,315604,,20457,1105,74995,9540,3089.0,3892,477986,0.014,0.0722,0.0198,0.191,0.00721,0.123,,0.0828,0.0362,0.0499,0.0441,0.00508,0.00987,0.0546,0.0551,0.0551,0.0551,0.0551,0.0551,51.0,46.0,46.0,53.0,43.0,0.05500000000000001,12713849651.2,0.01404,0.0441,6.607210000000002,13.077338814451037,23.26571571786065,0.0,7.371489295214277
454,48,0.0,0,1589,12707475456,3861,11968,12662,20533,1025,315604,,20386,1105,74995,9530,3089.0,3892,478649,0.014,0.0722,0.0198,0.197,0.00722,0.123,,0.0828,0.0358,0.0499,0.0426,0.00508,0.00987,0.0549,0.0546,0.0551,0.0551,0.0551,0.0551,50.0,51.0,46.0,46.0,53.0,0.05496000000000001,12711454310.4,0.01402,0.0438,6.662110000000002,13.0787249203745,23.26545627590436,0.0,7.371489295214277
456,66,178.0,0,1589,12696969216,3861,11968,12662,20533,1059,315604,,20386,1105,75099,9555,3089.0,3892,478812,0.014,0.0722,0.0198,0.197,0.00722,0.123,,0.0828,0.0358,0.0499,0.0441,0.00509,0.00987,0.055,0.0549,0.0546,0.0551,0.0551,0.0551,48.0,50.0,51.0,46.0,46.0,0.05494,12707327180.8,0.014,0.0438,6.717110000000002,13.079065403508729,23.264629157600158,0.0,7.371489295214277
458,45,178.0,0,818,12691795968,3861,11967,12662,20533,1059,315604,,20386,1105,75099,9555,3089.0,3892,478812,0.014,0.0722,0.0196,0.197,0.00722,0.123,,0.0828,0.0358,0.0499,0.0441,0.00506,0.00987,0.0551,0.055,0.0549,0.0546,0.0551,0.0551,66.0,48.0,50.0,51.0,46.0,0.05494,12703615385.6,0.014,0.0438,6.772210000000002,13.079065403508729,23.26422163497874,0.0,6.70808408385307
460,52,355.9423076923077,0,818,12693671936,3861,11967,12662,20533,1059,306677,,19663,1105,75284,9555,3100.0,3892,469358,0.014,0.0722,0.0197,0.197,0.00722,0.123,,0.0828,0.0358,0.0499,0.0441,0.00506,0.00952,0.055,0.0551,0.055,0.0549,0.0546,0.0551,45.0,66.0,48.0,50.0,51.0,0.054920000000000004,12700137062.4,0.014,0.0438,6.827210000000002,13.059123213036708,23.26436943355471,0.0,6.70808408385307
462,39,0.0,0,818,12693807104,3861,11967,12538,20556,1057,317555,,20501,1097,75284,9555,3100.0,3912,480984,0.014,0.0732,0.0197,0.197,0.00722,0.123,,0.083,0.0358,0.0499,0.0441,0.00506,0.0099,0.0552,0.055,0.0551,0.055,0.0549,0.0546,52.0,45.0,66.0,48.0,50.0,0.05504,12696743936.0,0.014,0.0438,6.882410000000002,13.08359136357045,23.264380081953455,0.0,6.70808408385307
464,46,178.0,0,818,12694515712,3861,11970,12538,20556,1057,317555,,20501,1060,75284,9555,3115.0,3916,480970,0.014,0.0732,0.0197,0.197,0.00699,0.123,,0.0831,0.0358,0.05,0.0441,0.00506,0.0099,0.0552,0.0552,0.055,0.0551,0.055,0.0549,39.0,52.0,45.0,66.0,48.0,0.0551,12694151987.2,0.014,0.0441,6.937610000000002,13.083562256210028,23.26443590352192,0.0,6.70808408385307
466,49,178.0,0,782,12708474880,3861,11970,12466,20556,1057,317555,,20501,1052,75284,9555,3115.0,3916,480890,0.0134,0.0732,0.0197,0.197,0.0072,0.12,,0.0831,0.036,0.0501,0.0441,0.00506,0.0099,0.0548,0.0552,0.0552,0.055,0.0551,0.055,46.0,39.0,52.0,45.0,66.0,0.05506,12696453120.0,0.01388,0.0441,6.992410000000002,13.083395912181084,23.265534921320896,0.0,6.663132695990803
468,57,178.0,0,782,12703436800,3864,11970,12466,20556,1057,317555,,20491,1090,75284,9555,3115.0,3916,480920,0.0139,0.0723,0.0197,0.197,0.0072,0.124,,0.0831,0.0356,0.0501,0.0428,0.00506,0.0099,0.055,0.0548,0.0552,0.0552,0.055,0.0551,49.0,46.0,39.0,52.0,45.0,0.05504,12698781286.4,0.01386,0.043840000000000004,7.047410000000002,13.0834582944346,23.26513840805349,0.0,6.663132695990803
470,54,178.0,0,782,12709150720,3875,12010,12466,19967,1057,317505,,20491,1090,75407,9560,3115.0,3916,480460,0.0139,0.0745,0.0197,0.197,0.0072,0.124,,0.0831,0.0356,0.0501,0.0425,0.00506,0.0099,0.0552,0.055,0.0548,0.0552,0.0552,0.055,57.0,49.0,46.0,39.0,52.0,0.055080000000000004,12701877043.2,0.01384,0.04352,7.102610000000002,13.082501338645738,23.265588100167005,0.0,6.663132695990803
472,51,0.0,0,0,12704854016,3875,12010,12466,20651,1012,317505,,20491,1090,75407,9265,3115.0,3916,480803,0.0139,0.0745,0.0197,0.197,0.0072,0.124,,0.0831,0.0356,0.0501,0.0442,0.0049,0.0099,0.0554,0.0552,0.055,0.0548,0.0552,0.0552,54.0,57.0,49.0,46.0,39.0,0.05511999999999999,12704086425.6,0.013819999999999999,0.04354,7.158010000000002,13.083214981636083,23.26524996345182,0.0,0.0
474,40,177.0,0,0,12708171776,3875,12010,12466,20651,1021,317505,,20491,1090,73027,9595,3115.0,3916,478763,0.0139,0.0745,0.0196,0.197,0.0072,0.124,,0.0831,0.0356,0.0501,0.0442,0.00488,0.0099,0.0554,0.0554,0.0552,0.055,0.0548,0.0552,51.0,54.0,57.0,49.0,46.0,0.05516,12706817638.4,0.013799999999999998,0.04356,7.213410000000001,13.078963061869274,23.265511070495563,0.0,0.0
476,54,177.0,0,799,12707176448,3875,12010,12556,20651,1054,317505,,20474,1093,75575,9595,3120.0,3936,481444,0.0139,0.0755,0.0191,0.197,0.0072,0.124,,0.0831,0.0356,0.0501,0.0442,0.00512,0.0099,0.0554,0.0554,0.0554,0.0552,0.055,0.0548,40.0,51.0,54.0,57.0,49.0,0.055279999999999996,12706557952.0,0.0139,0.04358,7.268810000000001,13.084547277320079,23.265432745540764,0.0,6.684611727667927
478,49,177.0,0,1578,12710834176,3875,12010,12556,20696,1054,318659,,20474,1093,75575,9595,3120.0,3936,482643,0.0139,0.0755,0.0198,0.197,0.0072,0.124,,0.0833,0.0345,0.0501,0.0442,0.00512,0.00986,0.0554,0.0554,0.0554,0.0554,0.0552,0.055,54.0,40.0,51.0,54.0,57.0,0.05536,12708037427.2,0.0139,0.04386,7.324210000000001,13.087034600831005,23.265720551544078,0.0,7.364547014255642
480,58,177.0,0,1578,12715728896,3875,12010,12556,20696,1054,318659,,20474,1104,75575,9617,3120.0,3936,482676,0.0139,0.0755,0.0198,0.197,0.0072,0.124,,0.0833,0.0359,0.0503,0.0442,0.00512,0.00986,0.0556,0.0554,0.0554,0.0554,0.0554,0.0552,49.0,54.0,40.0,51.0,54.0,0.05544,12709353062.4,0.0139,0.0442,7.379810000000001,13.087102971870301,23.266105559934417,0.0,7.364547014255642
482,57,4.947368421052632,0,1578,12714950656,3875,11588,12556,20696,1054,319045,,20474,1104,75575,9617,3133.0,3936,482652,0.0139,0.0755,0.0198,0.198,0.00672,0.124,,0.0835,0.0359,0.0487,0.0442,0.00512,0.00986,0.0554,0.0556,0.0554,0.0554,0.0554,0.0554,58.0,49.0,54.0,40.0,51.0,0.05544,12711372390.4,0.0139,0.0442,7.4352100000000005,13.087053247941688,23.26604435512087,0.0,7.364547014255642
484,40,176.0,0,1615,12712468480,3870,12094,12556,20696,1054,319045,,20450,1104,75575,9617,3133.0,3936,483129,0.0135,0.0755,0.0198,0.198,0.00706,0.124,,0.0835,0.0359,0.0504,0.0442,0.00512,0.00986,0.0555,0.0554,0.0556,0.0554,0.0554,0.0554,57.0,58.0,49.0,54.0,40.0,0.055459999999999995,12712231731.2,0.013819999999999999,0.0442,7.490710000000001,13.088041047558756,23.26584911894732,0.0,7.38770923908104
486,46,176.0,0,1615,12718772224,3893,12094,12556,20696,1061,319045,,20450,1104,73029,9617,3133.0,3936,480613,0.014,0.0735,0.0199,0.198,0.00728,0.124,,0.0835,0.0359,0.0504,0.0443,0.00512,0.00993,0.0554,0.0555,0.0554,0.0556,0.0554,0.0554,40.0,57.0,58.0,49.0,54.0,0.055459999999999995,12714550886.4,0.01384,0.04422,7.5461100000000005,13.082819732114077,23.266344867007902,0.0,7.38770923908104
488,42,176.0,0,1651,12715495424,3893,12139,12556,20731,1061,319045,,20450,1100,72525,9617,3133.0,3948,480198,0.014,0.0762,0.0199,0.198,0.00728,0.12,,0.0835,0.0359,0.0504,0.0443,0.00512,0.00993,0.0554,0.0554,0.0555,0.0554,0.0556,0.0554,46.0,40.0,57.0,58.0,49.0,0.055459999999999995,12715483136.0,0.01386,0.04424,7.60151,13.081955880301482,23.26608719888368,0.0,7.409741954080923
490,68,28.897058823529413,0,1612,12711546880,3893,12139,12556,20731,1061,319045,,20450,1100,75831,9617,3133.0,3948,483503,0.014,0.0762,0.0199,0.198,0.00728,0.124,,0.0836,0.0359,0.0504,0.0443,0.00513,0.00957,0.0556,0.0554,0.0554,0.0555,0.0554,0.0556,42.0,46.0,40.0,57.0,58.0,0.055459999999999995,12714646732.8,0.01388,0.04426,7.65711,13.088814866850573,23.26577662056441,0.0,7.385851078125209
492,45,175.0,0,1612,12711485440,3893,12139,12673,20731,1068,318644,,20450,1100,73089,9629,3027.0,3948,480390,0.014,0.0762,0.0199,0.198,0.00728,0.124,,0.0836,0.0359,0.0506,0.0443,0.00513,0.00963,0.0557,0.0556,0.0554,0.0554,0.0555,0.0554,68.0,42.0,46.0,40.0,57.0,0.05551999999999999,12713953689.6,0.013900000000000001,0.04428,7.71281,13.082355634624465,23.265771787151994,0.0,7.385851078125209
494,46,175.0,0,1569,12716011520,3893,12139,12886,20731,1068,307292,,20573,1100,73595,9629,3133.0,3803,469841,0.014,0.0762,0.0199,0.198,0.00728,0.124,,0.0836,0.0359,0.0506,0.0443,0.00513,0.00994,0.0557,0.0557,0.0556,0.0554,0.0554,0.0555,45.0,68.0,42.0,46.0,40.0,0.05556,12714662297.6,0.014,0.0443,7.76851,13.060151746955603,23.266127786018465,0.0,7.358830898342354
496,36,175.0,0,1591,12717056000,3893,12124,12886,20769,1068,309415,,19866,1100,75808,9629,3133.0,3940,473631,0.014,0.0762,0.02,0.198,0.00728,0.124,,0.0836,0.0366,0.0506,0.0443,0.00513,0.00994,0.0558,0.0557,0.0557,0.0556,0.0554,0.0554,46.0,45.0,68.0,42.0,46.0,0.05564,12714319052.8,0.014,0.0443,7.82431,13.068185927836915,23.266209921608258,0.0,7.3727463664043285
498,39,435.7435897435897,0,1597,12722065408,3883,12124,12886,20827,1068,318422,,20559,1061,75808,9629,3130.0,3940,483337,0.014,0.0762,0.02,0.198,0.00729,0.124,,0.0836,0.0366,0.0506,0.0443,0.00513,0.00994,0.0558,0.0558,0.0557,0.0557,0.0556,0.0554,36.0,46.0,45.0,68.0,42.0,0.055720000000000006,12715633049.6,0.014,0.0443,7.880109999999999,13.08847148085445,23.26660375659839,0.0,7.37650812632622
500,80,304.1125,0,1623,12721311744,3889,12124,12886,20827,1068,318422,,20559,1120,75808,9629,3130.0,3940,483403,0.0139,0.0762,0.02,0.198,0.00729,0.124,,0.0834,0.0366,0.0506,0.0443,0.00513,0.00966,0.0557,0.0558,0.0558,0.0557,0.0557,0.0556,39.0,36.0,46.0,45.0,68.0,0.05574,12717586022.4,0.013980000000000001,0.0443,7.935809999999999,13.088608021938013,23.26654451414833,0.0,7.392647520721623
502,29,177.0,0,1629,12716597248,3889,12124,12886,20827,1031,318422,,20559,1086,75808,9629,3130.0,3940,483332,0.0139,0.0762,0.02,0.198,0.00731,0.124,,0.0834,0.0366,0.0506,0.0443,0.00513,0.0096,0.0557,0.0557,0.0558,0.0558,0.0557,0.0557,80.0,39.0,36.0,46.0,45.0,0.05574,12718608384.0,0.01396,0.0443,7.991509999999999,13.088461136073237,23.266173847199635,0.0,7.396335293800808
