Timestamp,Requests je Sekunde,Durchschnittliche Antwortzeitintervalle,i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_system,cpu_system_lag_1,cpu_system_lag_2,cpu_system_lag_3,cpu_system_lag_4,cpu_system_lag_5,Requests je Sekunde_lag_1,Requests je Sekunde_lag_2,Requests je Sekunde_lag_3,Requests je Sekunde_lag_4,Requests je Sekunde_lag_5,cpu_system_rolling_avg_5,memory_rolling_avg_5,cpu_pod-pod-1_rolling_avg_5,cpu_pod-pod-11_rolling_avg_5,cpu_system_cumsum,network_outgoing_system_log_scaled,memory_log_scaled,i_o_read_log_scaled,i_o_write_log_scaled
618,39,177.0,1484,1578,12899504128,3822,11983,12781,20704,1072,315531,,19986,1125,75147,9607,3063.0,3972,478792,0.0123,0.0769,0.0195,0.197,0.00713,0.123,,0.0798,0.0368,0.0502,0.0443,0.00511,0.00964,0.0552,0.0555,0.0555,0.055,0.0547,0.0553,57.0,58.0,31.0,42.0,52.0,0.05518000000000001,12879439462.4,0.012759999999999999,0.044020000000000004,11.206510000000002,13.079023632676043,23.280454707962814,7.3031700512368,7.364547014255642
620,42,177.0,1488,1610,12900708352,3822,11983,12781,20704,1072,304607,,19986,1125,75147,9607,3063.0,3972,467869,0.0128,0.0759,0.0189,0.197,0.00716,0.123,,0.0826,0.0368,0.0486,0.0443,0.00511,0.0101,0.0552,0.0552,0.0555,0.0555,0.055,0.0547,39.0,57.0,58.0,31.0,42.0,0.055279999999999996,12886623846.4,0.012740000000000001,0.0443,11.26171,13.055945758534612,23.28054805789175,7.305860032684009,7.384610383176974
622,55,177.0,1501,1610,12901773312,3822,11974,12355,20640,1077,314542,,19986,1125,72582,9597,3063.0,3972,474736,0.0128,0.0759,0.0195,0.197,0.00716,0.123,,0.0826,0.0368,0.0502,0.0443,0.00511,0.0101,0.0554,0.0552,0.0552,0.0555,0.0555,0.055,42.0,39.0,57.0,58.0,31.0,0.05536,12894145740.8,0.01272,0.0443,11.317110000000001,13.070516245466546,23.280630604990467,7.31455283232408,7.384610383176974
624,28,177.0,1491,1610,12902039552,3822,11974,12270,20640,1077,305132,,19986,1134,75076,9597,3054.0,3972,467733,0.0128,0.0759,0.0195,0.197,0.00716,0.123,,0.0826,0.0372,0.0502,0.0443,0.00511,0.00982,0.0554,0.0554,0.0552,0.0552,0.0555,0.0555,55.0,42.0,39.0,57.0,58.0,0.05534,12898395750.4,0.0127,0.0443,11.372510000000002,13.055655037244499,23.2806512407005,7.307872780763706,7.384610383176974
626,68,567.5294117647059,1502,1610,12902010880,3822,11935,12794,20640,1077,313931,,19986,1134,75076,9282,3054.0,3999,476728,0.0128,0.0764,0.0195,0.197,0.00716,0.123,,0.0828,0.0372,0.0502,0.0443,0.00511,0.0101,0.0555,0.0554,0.0554,0.0552,0.0552,0.0555,28.0,55.0,42.0,39.0,57.0,0.05534,12901207244.8,0.0127,0.0443,11.428010000000002,13.0747034742492,23.280649018413726,7.315218389752975,7.384610383176974
628,49,179.0,1498,1573,12897591296,3822,11935,12389,20640,1077,313931,,19938,1134,75272,9594,3054.0,3999,476783,0.0128,0.0764,0.0193,0.197,0.00692,0.123,,0.0828,0.0372,0.0502,0.0444,0.00511,0.0101,0.0554,0.0555,0.0554,0.0554,0.0552,0.0552,68.0,28.0,55.0,42.0,39.0,0.05538,12900824678.4,0.0128,0.04432,11.483410000000003,13.074818837123248,23.28030640971668,7.312553498102598,7.3613754289773485
630,52,0.0,1519,1617,12896501760,3822,11935,12474,20640,1046,313931,,19938,1134,75272,9594,3054.0,3997,476835,0.0127,0.0764,0.0193,0.197,0.00717,0.123,,0.0828,0.0372,0.0502,0.0444,0.00511,0.0101,0.0555,0.0554,0.0555,0.0554,0.0554,0.0552,49.0,68.0,28.0,55.0,42.0,0.05544,12899983360.0,0.01278,0.044340000000000004,11.538910000000003,13.074927895238746,23.280221930219906,7.326465613840322,7.388946097618437
632,49,178.0,1487,1656,12894785536,3824,11935,12854,20640,1053,313931,,19938,1096,75272,9594,3047.0,3997,477181,0.0126,0.0764,0.0193,0.197,0.00717,0.123,,0.0826,0.0369,0.0486,0.0444,0.00511,0.0101,0.0553,0.0555,0.0554,0.0555,0.0554,0.0554,52.0,49.0,68.0,28.0,55.0,0.055420000000000004,12898585804.8,0.012740000000000001,0.04436,11.594210000000004,13.07565324846095,23.280088844656344,7.305188215393037,7.4127640174265625
634,55,178.0,1487,1607,12894412800,3824,11935,12854,20651,1086,313931,,19907,1089,75413,9594,3047.0,3997,477330,0.0126,0.0764,0.0193,0.197,0.00717,0.123,,0.0826,0.0369,0.0483,0.0444,0.00511,0.0101,0.0553,0.0553,0.0555,0.0554,0.0555,0.0554,49.0,52.0,49.0,68.0,28.0,0.05539999999999999,12897060454.4,0.0127,0.044379999999999996,11.649510000000005,13.075965449554515,23.280059938290574,7.305188215393037,7.382746449738912
636,39,178.0,1487,1607,12891471872,3824,11935,12854,20691,1054,313931,,19907,1137,75413,9594,3047.0,3997,477386,0.0126,0.0739,0.0193,0.197,0.00692,0.123,,0.0826,0.0369,0.0502,0.0446,0.00511,0.0101,0.0552,0.0553,0.0553,0.0555,0.0554,0.0555,55.0,49.0,52.0,49.0,68.0,0.05534,12894952652.8,0.01266,0.04444,11.704710000000004,13.076082761682418,23.279831834578026,7.305188215393037,7.382746449738912
638,51,178.0,1500,1607,12888027136,3824,11455,12854,20691,1047,313033,,19907,1135,75413,9594,3047.0,3997,476000,0.0126,0.0753,0.0186,0.197,0.00716,0.123,,0.0826,0.0369,0.0501,0.0446,0.00511,0.0101,0.0552,0.0552,0.0553,0.0553,0.0555,0.0554,39.0,55.0,49.0,52.0,49.0,0.055299999999999995,12893039820.8,0.012620000000000001,0.04448,11.759910000000003,13.073175234051686,23.27956458842098,7.313886831633462,7.382746449738912
640,51,178.0,1491,1607,12886130688,3824,11885,12854,20691,1089,313347,,19902,1135,75413,9571,2954.0,3826,476491,0.0126,0.0747,0.0193,0.197,0.00716,0.123,,0.0826,0.0368,0.0501,0.0431,0.00511,0.0101,0.0551,0.0552,0.0552,0.0553,0.0553,0.0555,51.0,39.0,55.0,49.0,52.0,0.055220000000000005,12890965606.4,0.0126,0.04422,11.815010000000003,13.074206212848361,23.279417429548417,7.307872780763706,7.382746449738912
642,46,178.0,1524,1565,12886360064,3824,11885,12907,20691,1089,313347,,19902,1135,75197,9571,3055.0,3853,476455,0.0126,0.0747,0.0193,0.197,0.00716,0.123,,0.0796,0.037,0.0501,0.0445,0.00511,0.01,0.055,0.0551,0.0552,0.0552,0.0553,0.0553,51.0,51.0,39.0,55.0,49.0,0.05516,12889280512.0,0.0126,0.04424,11.870010000000002,13.074130657833782,23.279435229613007,7.329749689041512,7.356279876550748
644,44,178.0,1524,1565,12886425600,3817,11445,12907,20691,1089,313347,,19902,1135,75197,9589,2950.0,3988,476056,0.012,0.0747,0.0193,0.197,0.00716,0.119,,0.0823,0.037,0.0501,0.0445,0.00511,0.01,0.0549,0.055,0.0551,0.0552,0.0552,0.0553,46.0,51.0,51.0,39.0,55.0,0.05508,12887683072.0,0.01248,0.04426,11.924910000000002,13.07329287394351,23.27944031528755,7.329749689041512,7.356279876550748
646,51,178.0,1483,1647,12889808896,3817,11931,12907,19859,1089,313347,,19902,1135,75197,9589,3048.0,3994,475815,0.0121,0.0747,0.0193,0.197,0.00716,0.123,,0.0823,0.037,0.0501,0.0445,0.0051,0.01,0.0552,0.0549,0.055,0.0551,0.0552,0.0552,44.0,46.0,51.0,51.0,39.0,0.05508,12887350476.8,0.012379999999999999,0.044239999999999995,11.980110000000002,13.072786503860211,23.279702828108785,7.302496423727326,7.4073177104694174
648,51,178.0,1483,1606,12887859200,3817,11931,12892,20670,1089,313347,,19902,1135,75197,9589,3048.0,3994,476611,0.0125,0.0747,0.0193,0.197,0.00715,0.123,,0.0825,0.037,0.05,0.0445,0.00512,0.01,0.0552,0.0552,0.0549,0.055,0.0551,0.0552,51.0,44.0,46.0,51.0,51.0,0.05508,12887316889.6,0.01236,0.044219999999999995,12.03531,13.074458021676431,23.279551557947627,7.302496423727326,7.382124365737512
650,52,178.0,1483,1606,12880764928,3817,11931,12892,20670,1089,313347,,19946,1135,72883,9601,3048.0,3994,474354,0.0125,0.0747,0.0193,0.197,0.00715,0.123,,0.0825,0.037,0.05,0.0445,0.00512,0.01,0.0552,0.0552,0.0552,0.0549,0.055,0.0551,51.0,51.0,44.0,46.0,51.0,0.0551,12886243737.6,0.01234,0.0445,12.09051,13.069711265505429,23.279000944756685,7.302496423727326,7.382124365737512
652,42,0.0,1483,1606,12899184640,3817,11931,12865,20670,1089,313770,,19946,1104,75212,9601,3048.0,3994,477049,0.0125,0.0744,0.0193,0.19,0.00709,0.123,,0.0825,0.037,0.05,0.043,0.00512,0.01,0.0545,0.0552,0.0552,0.0552,0.0549,0.055,52.0,51.0,51.0,44.0,46.0,0.05499999999999999,12888808652.8,0.012320000000000001,0.044199999999999996,12.145010000000001,13.075376586179992,23.280429940192416,7.302496423727326,7.382124365737512
654,48,177.0,1476,1606,12904734720,3817,11931,12865,20670,1082,304536,,19946,1112,75212,9601,3049.0,3994,467816,0.0125,0.0747,0.0193,0.189,0.00709,0.123,,0.0825,0.037,0.05,0.0427,0.00512,0.0101,0.0544,0.0545,0.0552,0.0552,0.0552,0.0549,42.0,52.0,51.0,51.0,44.0,0.05489999999999999,12892470476.8,0.01242,0.043840000000000004,12.19941,13.055832472788296,23.280860113609695,7.29776828253138,7.382124365737512
656,39,177.0,1511,1606,12906557440,3810,11931,12865,20670,1082,314188,,19946,1147,75365,9601,3049.0,3991,477647,0.0125,0.0747,0.0194,0.197,0.00709,0.123,,0.0825,0.0374,0.05,0.0445,0.00512,0.0101,0.0553,0.0544,0.0545,0.0552,0.0552,0.0552,48.0,42.0,52.0,51.0,51.0,0.054920000000000004,12895820185.6,0.0125,0.043840000000000004,12.254710000000001,13.076629338523054,23.28100134791843,7.321188556739478,7.382124365737512
658,55,177.0,1497,1562,12907638784,3780,11930,12865,20670,1082,314188,,19272,1147,75365,9601,3049.0,3991,476942,0.0125,0.0747,0.0194,0.197,0.00709,0.118,,0.0825,0.0362,0.0501,0.0447,0.00512,0.0101,0.0548,0.0553,0.0544,0.0545,0.0552,0.0552,39.0,48.0,42.0,52.0,51.0,0.05484,12899776102.4,0.0125,0.04388,12.309510000000001,13.075152265874815,23.28108512693608,7.311886164077165,7.354362330421477
660,56,177.0,1477,1625,12908290048,3780,11904,13049,20670,1082,314188,,19923,1147,75365,9607,3049.0,3896,477661,0.0125,0.0747,0.0193,0.197,0.00709,0.119,,0.0798,0.0375,0.0501,0.0447,0.00498,0.0101,0.0547,0.0548,0.0553,0.0544,0.0545,0.0552,55.0,39.0,48.0,42.0,52.0,0.05474,12905281126.4,0.0125,0.04392,12.364210000000002,13.076658648380588,23.28113558136709,7.298445101508147,7.3938782901077555
662,62,177.0,1461,1651,12913229824,3780,11904,13049,20670,1082,314188,,19923,1147,75365,9301,3048.0,4031,477489,0.0125,0.0742,0.0193,0.19,0.0069,0.12,,0.0824,0.0375,0.0502,0.0447,0.00514,0.0101,0.0544,0.0547,0.0548,0.0553,0.0544,0.0545,56.0,55.0,39.0,48.0,42.0,0.054720000000000005,12908090163.2,0.0125,0.044259999999999994,12.418610000000001,13.07629849627525,23.281518190608093,7.2875606403097235,7.409741954080923
664,47,177.0,1490,1651,12909817856,3780,11904,13049,20670,1090,314188,,19923,1147,75365,9628,3048.0,4031,477824,0.0124,0.0742,0.0193,0.196,0.00715,0.123,,0.0799,0.0375,0.0502,0.0447,0.00514,0.0102,0.055,0.0544,0.0547,0.0548,0.0553,0.0544,62.0,56.0,55.0,39.0,48.0,0.05484,12909106790.4,0.012480000000000002,0.04466,12.47361,13.0769998356528,23.281253933029987,7.307202314764738,7.409741954080923
666,43,0.0,1476,1621,12911906816,3780,11904,13049,20632,1096,314062,,19188,1149,75365,9628,3048.0,4031,476932,0.0124,0.0742,0.0193,0.196,0.00715,0.123,,0.0825,0.0375,0.0502,0.0448,0.00496,0.0102,0.0552,0.055,0.0544,0.0547,0.0548,0.0553,47.0,62.0,56.0,55.0,39.0,0.05482,12910176665.6,0.012459999999999999,0.044719999999999996,12.52881,13.075131298788945,23.28141573167287,7.29776828253138,7.3914152346753585
668,31,176.0,1501,1597,12919840768,3780,11904,12634,20632,1096,314062,,19950,1149,72669,9628,3048.0,4031,474583,0.0124,0.0742,0.0195,0.197,0.0069,0.123,,0.0825,0.0363,0.0502,0.0448,0.00514,0.0102,0.0552,0.0552,0.055,0.0544,0.0547,0.0548,43.0,47.0,62.0,56.0,55.0,0.05489999999999999,12912617062.4,0.01244,0.044739999999999995,12.58401,13.070193909815433,23.282030010844117,7.31455283232408,7.37650812632622
670,74,370.1216216216216,1496,1597,12915306496,3780,11929,12547,20632,1096,314062,,19950,1149,75384,9628,2952.0,4031,477139,0.0124,0.0741,0.0195,0.197,0.00685,0.12,,0.0825,0.0366,0.0501,0.0449,0.00514,0.0102,0.0549,0.0552,0.0552,0.055,0.0544,0.0547,31.0,43.0,47.0,62.0,56.0,0.05494,12914020352.0,0.012419999999999999,0.04478,12.63891,13.075565227855689,23.281678995074795,7.311218384419629,7.37650812632622
672,42,177.0,1509,1597,12917010432,3660,11929,13144,20632,1096,302541,,19950,1152,75384,9628,2932.0,3904,465951,0.0124,0.0741,0.0195,0.197,0.00716,0.119,,0.0825,0.0378,0.0501,0.0449,0.00514,0.0102,0.0549,0.0549,0.0552,0.0552,0.055,0.0544,74.0,31.0,43.0,47.0,62.0,0.05504,12914776473.6,0.0124,0.044820000000000006,12.69381,13.05183790351063,23.28181091789125,7.31986492980897,7.37650812632622
674,61,177.0,1497,1616,12919619584,3779,11929,13144,20632,1096,304630,,19950,1152,75384,9666,3055.0,4060,468478,0.0124,0.0738,0.0195,0.197,0.00716,0.123,,0.0825,0.0367,0.0501,0.0449,0.00514,0.00982,0.0552,0.0549,0.0549,0.0552,0.0552,0.055,42.0,74.0,31.0,43.0,47.0,0.05508,12916736819.2,0.0124,0.04486,12.749009999999998,13.05724655574991,23.28201289098194,7.311886164077165,7.388327859577107
676,16,177.0,1485,1611,12914855936,3779,11989,13199,20632,1096,313343,,19950,1152,75384,9666,3055.0,4060,477306,0.0124,0.0738,0.0195,0.197,0.00716,0.123,,0.0825,0.0365,0.0501,0.0449,0.00514,0.0102,0.0552,0.0552,0.0549,0.0549,0.0552,0.0552,61.0,42.0,74.0,31.0,43.0,0.05508,12917326643.2,0.0124,0.04488,12.804209999999998,13.075915168715065,23.28164410872817,7.303843225277705,7.385230923066573
678,83,352.50602409638554,1494,1622,12917080064,3779,11989,13199,20632,1098,313343,,20072,1152,75384,9666,2963.0,4063,477340,0.0124,0.0738,0.0195,0.197,0.00716,0.12,,0.0827,0.0362,0.0502,0.0449,0.00514,0.0103,0.0549,0.0552,0.0552,0.0549,0.0549,0.0552,16.0,61.0,42.0,74.0,31.0,0.05502,12916774502.4,0.0124,0.0449,12.859109999999998,13.075986399158149,23.281816308597765,7.3098814858247865,7.392031567514591
680,47,178.0,1494,1585,12915372032,3779,12029,13199,20632,1103,313343,,20072,1152,75384,9670,3055.0,4063,477481,0.0125,0.0738,0.0195,0.197,0.00716,0.123,,0.0827,0.0381,0.0502,0.0449,0.00514,0.0103,0.0553,0.0549,0.0552,0.0552,0.0549,0.0549,83.0,16.0,61.0,42.0,74.0,0.0551,12916787609.6,0.01242,0.0449,12.914409999999998,13.076281741857319,23.281684069351098,7.3098814858247865,7.368970402194793
682,38,178.0,1478,1585,12917645312,3779,12029,13199,20636,1103,302930,,20072,1159,75384,9670,3055.0,4063,467079,0.0125,0.0738,0.0195,0.197,0.00719,0.123,,0.0827,0.0381,0.0502,0.0433,0.00514,0.0103,0.0552,0.0553,0.0549,0.0552,0.0552,0.0549,47.0,83.0,16.0,61.0,42.0,0.05516,12916914585.6,0.01244,0.04458,12.969609999999998,13.054255828189651,23.281860067375288,7.2991214627108,7.368970402194793
684,58,178.0,1497,1585,12920135680,3779,12029,13199,20611,1103,314360,,20072,1130,75458,9670,3055.0,4063,478530,0.0125,0.0729,0.0195,0.19,0.00719,0.123,,0.0827,0.0381,0.0504,0.0436,0.00514,0.0103,0.0547,0.0552,0.0553,0.0549,0.0552,0.0552,38.0,47.0,83.0,16.0,61.0,0.05506,12917017804.8,0.012459999999999999,0.04432,13.024309999999998,13.078476273565562,23.282052836871113,7.311886164077165,7.368970402194793
686,46,0.0,1497,1585,12922339328,3783,12029,13199,20611,1103,314360,,20082,1166,72908,9668,3055.0,4063,476029,0.0125,0.0729,0.0195,0.189,0.00718,0.123,,0.0827,0.0381,0.0504,0.045,0.00514,0.0103,0.0547,0.0547,0.0552,0.0553,0.0549,0.0552,58.0,38.0,47.0,83.0,16.0,0.054959999999999995,12918514483.2,0.012480000000000002,0.044340000000000004,13.079009999999998,13.073236156437636,23.28222338152711,7.311886164077165,7.368970402194793
688,59,177.0,1511,1622,12920045568,3783,12029,12764,20611,1103,314360,,20082,1166,75600,9668,3055.0,4063,478286,0.0125,0.0729,0.0195,0.196,0.00718,0.123,,0.0827,0.0368,0.0504,0.045,0.00514,0.0103,0.0551,0.0547,0.0547,0.0552,0.0553,0.0549,46.0,58.0,38.0,47.0,83.0,0.05500000000000001,12919107584.0,0.0125,0.04436,13.134109999999998,13.07796624970462,23.28204586230703,7.321188556739478,7.392031567514591
690,35,177.0,1530,1646,12921188352,3783,12029,13201,20611,1103,315086,,20082,1166,75600,9668,3063.0,4073,479466,0.0124,0.0738,0.0195,0.196,0.00718,0.123,,0.0827,0.038,0.0504,0.045,0.005,0.0103,0.0553,0.0551,0.0547,0.0547,0.0552,0.0553,59.0,46.0,58.0,38.0,47.0,0.05500000000000001,12920270848.0,0.012480000000000002,0.04438,13.189409999999999,13.080430349248049,23.282134308857547,7.333676395657684,7.4067107301776405
692,42,177.0,1489,1675,12925804544,3783,12029,13201,20611,1103,315086,,20082,1166,75600,9720,3063.0,4073,479518,0.0124,0.0738,0.0195,0.196,0.00718,0.123,,0.0827,0.0379,0.0504,0.0451,0.00518,0.0103,0.0553,0.0553,0.0551,0.0547,0.0547,0.0552,35.0,59.0,46.0,58.0,38.0,0.05502,12921902694.4,0.01246,0.04474,13.24471,13.080538797129563,23.282491502598987,7.306531398939505,7.424165281042028
694,57,177.0,1475,1629,12930813952,3783,12065,13198,20611,1070,314864,,20082,1160,75837,9720,3063.0,4073,479526,0.0124,0.0738,0.0195,0.19,0.00718,0.119,,0.0831,0.0379,0.0504,0.0451,0.00518,0.0103,0.0545,0.0553,0.0553,0.0551,0.0547,0.0547,42.0,35.0,59.0,46.0,58.0,0.05498000000000001,12924038348.8,0.01244,0.045040000000000004,13.29921,13.080555480375207,23.282878978483588,7.297091005160418,7.396335293800808
696,50,177.0,1495,1584,12935831552,3783,11697,13198,20634,1107,314864,,20222,1160,75837,9720,3077.0,4073,479374,0.0124,0.0738,0.0195,0.196,0.00712,0.12,,0.0806,0.0379,0.0504,0.0451,0.00517,0.0103,0.0549,0.0545,0.0553,0.0553,0.0551,0.0547,57.0,42.0,35.0,59.0,46.0,0.05502,12926736793.6,0.01242,0.04506,13.35411,13.080238451103657,23.28326693756872,7.310550158534422,7.368339686311381
698,49,177.0,1511,1584,12936912896,3783,12059,13198,19987,1107,314864,,20222,1160,75837,9716,3077.0,4073,479083,0.0125,0.0738,0.0194,0.196,0.00712,0.124,,0.083,0.0379,0.0504,0.0451,0.00517,0.0103,0.0554,0.0549,0.0545,0.0553,0.0553,0.0551,50.0,57.0,42.0,35.0,59.0,0.05508,12930110259.2,0.01242,0.04508,13.409510000000001,13.079631226362816,23.28335052700027,7.321188556739478,7.368339686311381
700,44,177.0,1495,1584,12936871936,3783,12059,13198,20725,1107,314864,,20337,1160,75837,9716,3077.0,4073,479936,0.0125,0.0738,0.0187,0.196,0.00712,0.124,,0.083,0.0379,0.0486,0.0451,0.00517,0.0103,0.0552,0.0554,0.0549,0.0545,0.0553,0.0553,49.0,50.0,57.0,42.0,35.0,0.05506,12933246976.0,0.012440000000000001,0.0451,13.46471,13.081410124270038,23.28334736086124,7.310550158534422,7.368339686311381
702,52,0.0,1483,1618,12938665984,3795,12059,13122,20725,1107,315523,,20337,1156,75690,9716,3077.0,4057,480365,0.0125,0.0743,0.0192,0.191,0.00712,0.124,,0.083,0.0379,0.0489,0.0452,0.00517,0.0103,0.0548,0.0552,0.0554,0.0549,0.0545,0.0553,44.0,49.0,50.0,57.0,42.0,0.054959999999999995,12935819264.0,0.01246,0.04512,13.51951,13.082303592328639,23.28348602835548,7.302496423727326,7.389563953677635
704,59,176.0,1483,1618,12938096640,3802,12059,13122,20725,1107,315523,,20337,1156,75690,9716,3077.0,4053,480367,0.0125,0.0744,0.0192,0.189,0.00706,0.124,,0.083,0.0379,0.0506,0.0451,0.00517,0.0103,0.0549,0.0548,0.0552,0.0554,0.0549,0.0545,52.0,44.0,49.0,50.0,57.0,0.05504,12937275801.6,0.01248,0.04512,13.57441,13.082307755811975,23.28344202408738,7.302496423727326,7.389563953677635
706,44,176.0,1485,1618,12937895936,3802,12059,13073,20725,1105,315523,,20337,1156,75690,9716,3079.0,4053,480317,0.0125,0.0744,0.0192,0.196,0.00706,0.124,,0.083,0.0354,0.0506,0.0451,0.00517,0.0103,0.0552,0.0549,0.0548,0.0552,0.0554,0.0549,59.0,52.0,44.0,49.0,50.0,0.055099999999999996,12937688678.4,0.0125,0.04512,13.62961,13.082203663527826,23.283426511329797,7.303843225277705,7.389563953677635
708,50,176.0,1465,1605,12938579968,3802,12059,13073,20725,1105,315523,,20337,1156,75809,9735,2970.0,4053,480346,0.0125,0.0744,0.0192,0.196,0.00703,0.124,,0.083,0.0376,0.0506,0.0451,0.00496,0.0103,0.0554,0.0552,0.0549,0.0548,0.0552,0.0554,44.0,59.0,52.0,44.0,49.0,0.055099999999999996,12938022092.8,0.0125,0.04512,13.68501,13.082264038372353,23.283479380352816,7.290292882446597,7.381501894506707
710,49,176.0,1478,1611,12937814016,3802,12055,13073,20725,1105,315788,,20287,1157,75809,9759,3080.0,4053,480692,0.012,0.0744,0.0184,0.196,0.00703,0.124,,0.083,0.0376,0.0506,0.0451,0.00499,0.0103,0.0553,0.0554,0.0552,0.0549,0.0548,0.0552,50.0,44.0,59.0,52.0,44.0,0.05512,12938210508.8,0.012400000000000001,0.04512,13.740310000000001,13.082984091679082,23.283420179522853,7.2991214627108,7.385230923066573
712,42,176.0,1508,1610,12941549568,3802,12055,13073,20834,1103,315788,,20287,1157,75809,9759,3080.0,4053,480800,0.0125,0.0744,0.019,0.191,0.00703,0.124,,0.083,0.0376,0.0506,0.0451,0.00499,0.0103,0.0549,0.0553,0.0554,0.0552,0.0549,0.0548,49.0,50.0,44.0,59.0,52.0,0.05514,12938787225.6,0.0124,0.0451,13.79521,13.08320874206786,23.28370886915879,7.319202458767849,7.384610383176974
714,59,176.0,1489,1607,12944470016,3802,12086,13073,20834,1103,307091,,20287,1157,75809,9759,3080.0,4053,472134,0.0125,0.0744,0.0189,0.196,0.00703,0.124,,0.083,0.0376,0.0506,0.0452,0.00516,0.0103,0.0554,0.0549,0.0553,0.0554,0.0552,0.0549,42.0,49.0,50.0,44.0,59.0,0.05524,12940061900.8,0.012400000000000001,0.04512,13.850610000000001,13.065020240621795,23.283934508176227,7.306531398939505,7.382746449738912
716,48,176.0,1501,1634,12940779520,3802,12086,13088,20834,1103,316245,,20311,1157,75809,9759,3080.0,4046,481319,0.0125,0.0744,0.0189,0.196,0.00704,0.124,,0.083,0.0376,0.0506,0.0453,0.00516,0.0103,0.0554,0.0554,0.0549,0.0553,0.0554,0.0552,59.0,42.0,49.0,50.0,44.0,0.055279999999999996,12940638617.6,0.0124,0.04516,13.906010000000002,13.0842876085521,23.283649365394847,7.31455283232408,7.399398083331354
718,45,176.0,1488,1601,12939767808,3657,12086,12491,20075,1103,316245,,20311,1157,76024,9759,3080.0,4035,480021,0.0125,0.0736,0.0189,0.196,0.00704,0.124,,0.083,0.0376,0.0509,0.0453,0.00516,0.0103,0.0554,0.0554,0.0554,0.0549,0.0553,0.0554,48.0,59.0,42.0,49.0,50.0,0.055279999999999996,12940876185.6,0.012400000000000001,0.045200000000000004,13.961410000000003,13.081587215167092,23.283571182195114,7.305860032684009,7.379008127628304
720,42,0.0,1493,1601,12938772480,3697,12086,12899,20771,1103,316245,,20311,1157,76024,9759,3067.0,4035,481153,0.0125,0.071,0.0189,0.196,0.00704,0.124,,0.083,0.0376,0.0489,0.0453,0.00516,0.00988,0.055,0.0554,0.0554,0.0554,0.0549,0.0553,45.0,48.0,59.0,42.0,49.0,0.055220000000000005,12941067878.4,0.0125,0.04524,14.016410000000002,13.083942664165765,23.283494259154686,7.309212365692763,7.379008127628304
722,47,175.0,1505,1601,12936990720,3811,12086,12899,20771,1103,316245,,20311,1157,76024,9759,3067.0,4035,481267,0.0125,0.0743,0.0189,0.196,0.00704,0.124,,0.083,0.0366,0.0492,0.0453,0.00516,0.0102,0.0552,0.055,0.0554,0.0554,0.0554,0.0549,42.0,45.0,48.0,59.0,42.0,0.055279999999999996,12940156108.8,0.0125,0.04528,14.071610000000002,13.084179566482074,23.28335654263681,7.317212408359839,7.379008127628304
724,47,175.0,1492,1601,12937547776,3811,12086,12899,20771,1100,307395,,20311,1157,76024,9762,3067.0,4035,472418,0.0125,0.0743,0.0189,0.196,0.007,0.124,,0.083,0.036,0.0509,0.0453,0.00516,0.0102,0.0553,0.0552,0.055,0.0554,0.0554,0.0554,47.0,42.0,45.0,48.0,59.0,0.05526,12938771660.8,0.0125,0.0453,14.126910000000002,13.06562158264895,23.28339960087339,7.30854279753919,7.379008127628304
726,50,175.0,1510,1601,12938383360,3811,12080,12899,20771,1100,305287,,20311,1140,76024,9762,3062.0,4035,470282,0.0125,0.0743,0.0189,0.196,0.007,0.124,,0.083,0.0372,0.0509,0.0453,0.00516,0.0102,0.0554,0.0553,0.0552,0.055,0.0554,0.0554,47.0,47.0,42.0,45.0,48.0,0.05526,12938292428.8,0.0125,0.0453,14.182310000000003,13.061089920139693,23.283464184752198,7.32052696227274,7.379008127628304
728,51,175.0,1518,1637,12932542464,3811,12054,12899,20771,1100,303179,,19554,1140,76024,9762,3062.0,4035,467391,0.0125,0.0743,0.0188,0.196,0.007,0.124,,0.0831,0.0372,0.0509,0.0454,0.00516,0.0102,0.0554,0.0554,0.0553,0.0552,0.055,0.0554,50.0,47.0,47.0,42.0,45.0,0.05526,12936847360.0,0.0125,0.04532,14.237710000000003,13.054923584979782,23.283012643424414,7.325807502595773,7.401231264413015
