"Time","sum (container_memory_working_set_bytes{id!=""/"",pod_name=~""^()()().*$"",kubernetes_io_hostname=~""^.*$""}) by (pod_name)"
2024-06-07 12:39:28,11247333376
2024-06-07 12:39:30,11248824320
2024-06-07 12:39:32,11248771072
2024-06-07 12:39:34,11256643584
2024-06-07 12:39:36,11259490304
2024-06-07 12:39:38,11261349888
2024-06-07 12:39:40,11258294272
2024-06-07 12:39:42,11255279616
2024-06-07 12:39:44,11254026240
2024-06-07 12:39:46,11332743168
2024-06-07 12:39:48,11346358272
2024-06-07 12:39:50,11361832960
2024-06-07 12:39:52,11365707776
2024-06-07 12:39:54,11401801728
2024-06-07 12:39:56,11460464640
2024-06-07 12:39:58,11636690944
2024-06-07 12:40:00,11635335168
2024-06-07 12:40:02,11643043840
2024-06-07 12:40:04,11780313088
2024-06-07 12:40:06,11932917760
2024-06-07 12:40:08,11985907712
2024-06-07 12:40:10,12009086976
2024-06-07 12:40:12,12061642752
2024-06-07 12:40:14,12126830592
2024-06-07 12:40:16,12173463552
2024-06-07 12:40:18,12199641088
2024-06-07 12:40:20,12234199040
2024-06-07 12:40:22,12286758912
2024-06-07 12:40:24,12310278144
2024-06-07 12:40:26,12348416000
2024-06-07 12:40:28,12366372864
2024-06-07 12:40:30,12374867968
2024-06-07 12:40:32,12384370688
2024-06-07 12:40:34,12391526400
2024-06-07 12:40:36,12395302912
2024-06-07 12:40:38,12397723648
2024-06-07 12:40:40,12399566848
2024-06-07 12:40:42,12402176000
2024-06-07 12:40:44,12403470336
2024-06-07 12:40:46,12404056064
2024-06-07 12:40:48,12405465088
2024-06-07 12:40:50,12402929664
2024-06-07 12:40:52,12413345792
2024-06-07 12:40:54,12412649472
2024-06-07 12:40:56,12417245184
2024-06-07 12:40:58,12430204928
2024-06-07 12:41:00,12432297984
2024-06-07 12:41:02,12434317312
2024-06-07 12:41:04,12435537920
2024-06-07 12:41:06,12441366528
2024-06-07 12:41:08,12451287040
2024-06-07 12:41:10,12445552640
2024-06-07 12:41:12,12449931264
2024-06-07 12:41:14,12453818368
2024-06-07 12:41:16,12453896192
2024-06-07 12:41:18,12447944704
2024-06-07 12:41:20,12441985024
2024-06-07 12:41:22,12434378752
2024-06-07 12:41:24,12436742144
2024-06-07 12:41:26,12435378176
2024-06-07 12:41:28,12440764416
2024-06-07 12:41:30,12442013696
2024-06-07 12:41:32,12441477120
2024-06-07 12:41:34,12442120192
2024-06-07 12:41:36,12447576064
2024-06-07 12:41:38,12446334976
2024-06-07 12:41:40,12454821888
2024-06-07 12:41:42,12456579072
2024-06-07 12:41:44,12460806144
2024-06-07 12:41:46,12463931392
2024-06-07 12:41:48,12464562176
2024-06-07 12:41:50,12465729536
2024-06-07 12:41:52,12463591424
2024-06-07 12:41:54,12473610240
2024-06-07 12:41:56,12480180224
2024-06-07 12:41:58,12478926848
2024-06-07 12:42:00,12482920448
2024-06-07 12:42:02,12488511488
2024-06-07 12:42:04,12490825728
2024-06-07 12:42:06,12489113600
2024-06-07 12:42:08,12498247680
2024-06-07 12:42:10,12499939328
2024-06-07 12:42:12,12498243584
2024-06-07 12:42:14,12499779584
2024-06-07 12:42:16,12496556032
2024-06-07 12:42:18,12494315520
2024-06-07 12:42:20,12487536640
2024-06-07 12:42:22,12491231232
2024-06-07 12:42:24,12489658368
2024-06-07 12:42:26,12492152832
2024-06-07 12:42:28,12464025600
2024-06-07 12:42:30,12464394240
2024-06-07 12:42:32,12435763200
2024-06-07 12:42:34,12406935552
2024-06-07 12:42:36,12407427072
2024-06-07 12:42:38,12385681408
2024-06-07 12:42:40,12387778560
2024-06-07 12:42:42,12388823040
2024-06-07 12:42:44,12391936000
2024-06-07 12:42:46,12401815552
2024-06-07 12:42:48,12406116352
2024-06-07 12:42:50,12407631872
2024-06-07 12:42:52,12411920384
2024-06-07 12:42:54,12413345792
2024-06-07 12:42:56,12413198336
2024-06-07 12:42:58,12413652992
2024-06-07 12:43:00,12413521920
2024-06-07 12:43:02,12416196608
2024-06-07 12:43:04,12418904064
2024-06-07 12:43:06,12419940352
2024-06-07 12:43:08,12416315392
2024-06-07 12:43:10,12418551808
2024-06-07 12:43:12,12420153344
2024-06-07 12:43:14,12425576448
2024-06-07 12:43:16,12427173888
2024-06-07 12:43:18,12428886016
2024-06-07 12:43:20,12425482240
2024-06-07 12:43:22,12421787648
2024-06-07 12:43:24,12424876032
2024-06-07 12:43:26,12430950400
2024-06-07 12:43:28,12434706432
2024-06-07 12:43:30,12432154624
2024-06-07 12:43:32,12434292736
2024-06-07 12:43:34,12441751552
2024-06-07 12:43:36,12441112576
2024-06-07 12:43:38,12448731136
2024-06-07 12:43:40,12450021376
2024-06-07 12:43:42,12444655616
2024-06-07 12:43:44,12447133696
2024-06-07 12:43:46,12445859840
2024-06-07 12:43:48,12450758656
2024-06-07 12:43:50,12452237312
2024-06-07 12:43:52,12454789120
2024-06-07 12:43:54,12385181696
2024-06-07 12:43:56,12386545664
2024-06-07 12:43:58,12384296960
2024-06-07 12:44:00,12315443200
2024-06-07 12:44:02,12313006080
2024-06-07 12:44:04,12313309184
2024-06-07 12:44:06,12311273472
2024-06-07 12:44:08,12310773760
2024-06-07 12:44:10,12307845120
2024-06-07 12:44:12,12308201472
2024-06-07 12:44:14,12309819392
2024-06-07 12:44:16,12310159360
2024-06-07 12:44:18,12308955136
2024-06-07 12:44:20,12310532096
2024-06-07 12:44:22,12315987968
2024-06-07 12:44:24,12310593536
2024-06-07 12:44:26,12311859200
2024-06-07 12:44:28,12305530880
2024-06-07 12:44:30,12300918784
2024-06-07 12:44:32,12297543680
2024-06-07 12:44:34,12287537152
2024-06-07 12:44:36,12286914560
2024-06-07 12:44:38,12280324096
2024-06-07 12:44:40,12284223488
2024-06-07 12:44:42,12283789312
2024-06-07 12:44:44,12291543040
2024-06-07 12:44:46,12240961536
2024-06-07 12:44:48,12232245248
2024-06-07 12:44:50,12220882944
2024-06-07 12:44:52,12215795712
2024-06-07 12:44:54,12199825408
2024-06-07 12:44:56,12160438272
2024-06-07 12:44:58,12068585472
2024-06-07 12:45:00,12076232704
2024-06-07 12:45:02,12077789184
2024-06-07 12:45:04,12084301824
2024-06-07 12:45:06,12083040256
2024-06-07 12:45:08,12086657024
2024-06-07 12:45:10,12089950208
2024-06-07 12:45:12,12093018112
2024-06-07 12:45:14,12084326400
2024-06-07 12:45:16,12076253184
2024-06-07 12:45:18,12075229184
2024-06-07 12:45:20,12070084608
2024-06-07 12:45:22,12063232000
2024-06-07 12:45:24,12061360128
2024-06-07 12:45:26,12059475968
2024-06-07 12:45:28,12057600000
2024-06-07 12:45:30,12059836416
2024-06-07 12:45:32,12061724672
2024-06-07 12:45:34,12060635136
2024-06-07 12:45:36,12061609984
2024-06-07 12:45:38,12066902016
2024-06-07 12:45:40,12067663872
2024-06-07 12:45:42,12072300544
2024-06-07 12:45:44,12078743552
2024-06-07 12:45:46,12086693888
2024-06-07 12:45:48,12084727808
2024-06-07 12:45:50,12085776384
2024-06-07 12:45:52,12085993472
2024-06-07 12:45:54,12086824960
2024-06-07 12:45:56,12088582144
2024-06-07 12:45:58,12104716288
2024-06-07 12:46:00,12112248832
2024-06-07 12:46:02,12116770816
2024-06-07 12:46:04,12117684224
2024-06-07 12:46:06,12123619328
2024-06-07 12:46:08,12120526848
2024-06-07 12:46:10,12116938752
2024-06-07 12:46:12,12113993728
2024-06-07 12:46:14,12119465984
2024-06-07 12:46:16,12109402112
2024-06-07 12:46:18,12109176832
2024-06-07 12:46:20,12117585920
2024-06-07 12:46:22,12113645568
2024-06-07 12:46:24,12118736896
2024-06-07 12:46:26,12117794816
2024-06-07 12:46:28,12124635136
2024-06-07 12:46:30,12129157120
2024-06-07 12:46:32,12127076352
2024-06-07 12:46:34,12124106752
2024-06-07 12:46:36,12121026560
2024-06-07 12:46:38,12114972672
2024-06-07 12:46:40,12114919424
2024-06-07 12:46:42,12105748480
2024-06-07 12:46:44,12105338880
2024-06-07 12:46:46,12105035776
2024-06-07 12:46:48,12108988416
2024-06-07 12:46:50,12108656640
2024-06-07 12:46:52,12109778944
2024-06-07 12:46:54,12121255936
2024-06-07 12:46:56,12120055808
2024-06-07 12:46:58,12125872128
2024-06-07 12:47:00,12126449664
2024-06-07 12:47:02,12126863360
2024-06-07 12:47:04,12122058752
2024-06-07 12:47:06,12133195776
2024-06-07 12:47:08,12135268352
2024-06-07 12:47:10,12133531648
2024-06-07 12:47:12,12130476032
2024-06-07 12:47:14,12136108032
2024-06-07 12:47:16,12133556224
2024-06-07 12:47:18,12135505920
2024-06-07 12:47:20,12134531072
2024-06-07 12:47:22,12132327424
2024-06-07 12:47:24,12132491264
2024-06-07 12:47:26,12135407616
2024-06-07 12:47:28,12126265344
2024-06-07 12:47:30,12121903104
2024-06-07 12:47:32,12125401088
2024-06-07 12:47:34,12123000832
2024-06-07 12:47:36,12124299264
2024-06-07 12:47:38,12122898432
2024-06-07 12:47:40,12128260096
2024-06-07 12:47:42,12121882624
2024-06-07 12:47:44,12119867392
2024-06-07 12:47:46,12118958080
2024-06-07 12:47:48,12123459584
2024-06-07 12:47:50,12123336704
2024-06-07 12:47:52,12119195648
2024-06-07 12:47:54,12116488192
2024-06-07 12:47:56,12110176256
2024-06-07 12:47:58,12108460032
2024-06-07 12:48:00,12112773120
2024-06-07 12:48:02,12112392192
2024-06-07 12:48:04,12116611072
2024-06-07 12:48:06,12117921792
2024-06-07 12:48:08,12123107328
2024-06-07 12:48:10,12125675520
2024-06-07 12:48:12,12125356032
2024-06-07 12:48:14,12122009600
2024-06-07 12:48:16,12126322688
2024-06-07 12:48:18,12126593024
2024-06-07 12:48:20,12124491776
2024-06-07 12:48:22,12118798336
2024-06-07 12:48:24,12114817024
2024-06-07 12:48:26,12116512768
2024-06-07 12:48:28,12120526848
2024-06-07 12:48:30,12116844544
2024-06-07 12:48:32,12114059264
2024-06-07 12:48:34,12117921792
2024-06-07 12:48:36,12112703488
2024-06-07 12:48:38,12107755520
2024-06-07 12:48:40,12104220672
2024-06-07 12:48:42,12106215424
2024-06-07 12:48:44,12111282176
2024-06-07 12:48:46,12107177984
2024-06-07 12:48:48,12112060416
2024-06-07 12:48:50,12115972096
2024-06-07 12:48:52,12108783616
2024-06-07 12:48:54,12110999552
2024-06-07 12:48:56,12113805312
2024-06-07 12:48:58,12109381632
2024-06-07 12:49:00,12109004800
2024-06-07 12:49:02,12105695232
2024-06-07 12:49:04,12107317248
2024-06-07 12:49:06,12105928704
2024-06-07 12:49:08,12111343616
