i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_pod-pod-14,network_outgoing_pod-pod-15,network_outgoing_pod-pod-16,network_outgoing_pod-pod-17,network_outgoing_pod-pod-18,network_outgoing_pod-pod-19,network_outgoing_pod-pod-20,network_outgoing_pod-pod-21,network_outgoing_pod-pod-22,network_outgoing_pod-pod-23,network_outgoing_pod-pod-24,network_outgoing_pod-pod-25,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_pod-pod-14,cpu_pod-pod-15,cpu_pod-pod-16,cpu_pod-pod-17,cpu_pod-pod-18,cpu_pod-pod-19,cpu_pod-pod-20,cpu_pod-pod-21,cpu_pod-pod-22,cpu_pod-pod-23,cpu_pod-pod-24,cpu_pod-pod-25,cpu_system,pod-restart-count-pod-1,pod-restart-count-pod-2,pod-restart-count-pod-3,pod-restart-count-pod-4,pod-restart-count-pod-5,pod-restart-count-pod-6,pod-restart-count-pod-7,pod-restart-count-pod-8,pod-restart-count-pod-9,pod-restart-count-pod-10,pod-restart-count-pod-11,pod-restart-count-pod-12,pod-restart-count-pod-13,pod-restart-count-pod-14,pod-restart-count-pod-15,pod-restart-count-pod-16,pod-restart-count-pod-17,pod-restart-count-pod-18,pod-restart-count-pod-19,pod-restart-count-pod-20,pod-restart-count-pod-21,pod-restart-count-pod-22,pod-restart-count-pod-23,pod-restart-count-pod-24,pod-restart-count-pod-25
3965,0,12655239168,2817,,13117,,,2659,,13174,459,,,365706,160.0,21159.0,,,286,80181,,10694,,,4868.0,,2950,518231,0.0525,,0.0611,,,0.0046,,0.146,0.00249,,,0.107,0.000303,0.0962,,,0.00629,0.0506,,0.0511,,,0.00588,,0.00792,0.0494,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3839,0,12670283776,3098,,13208,,,2659,,13263,459,,,368184,153.0,21322.0,,,286,80742,,10768,,,4901.0,,2970,522013,0.0525,,0.0653,,,0.0046,,0.151,0.00249,,,0.112,0.000288,0.097,,,0.00705,0.0508,,0.0511,,,0.00604,,0.00792,0.0507,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3839,0,12734156800,3107,,12832,,,2659,,13353,464,,,370661,146.0,21485.0,,,290,81303,,10842,,,4905.0,,3102,525148,0.0524,,0.0653,,,0.0046,,0.152,0.00249,,,0.113,0.000274,0.0977,,,0.00705,0.0514,,0.0534,,,0.00604,,0.00822,0.0511,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3839,0,12730925056,3107,,14413,,,2659,,13946,464,,,373831,140.0,21647.0,,,290,81863,,10916,,,4975.0,,3102,531354,0.0524,,0.0653,,,0.0046,,0.153,0.00245,,,0.114,0.00018,0.0985,,,0.00705,0.0501,,0.0534,,,0.00604,,0.00874,0.0513,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3949,0,12740960256,3107,,14510,,,2779,,14070,464,,,376428,74.7,21810.0,,,290,82424,,10990,,,5010.0,,3102,535060,0.0524,,0.0653,,,0.0046,,0.154,0.00253,,,0.115,0.00017,0.0992,,,0.00742,0.0542,,0.0534,,,0.00624,,0.00874,0.0519,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3949,0,12750942208,3107,,14570,,,3059,,14169,464,,,400688,71.0,21973.0,,,281,80204,,11064,,,5044.0,,3102,557796,0.0524,,0.0653,,,0.00483,,0.154,0.00253,,,0.115,0.00016,0.1,,,0.00742,0.0545,,0.0534,,,0.00624,,0.00874,0.0521,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3949,0,12767551488,3208,,14717,,,3080,,14267,457,,,403434,67.2,22136.0,,,279,88601,,11500,,,5400.0,,3102,570248,0.0538,,0.0669,,,0.00506,,0.154,0.00253,,,0.116,0.00015,0.105,,,0.00742,0.0549,,0.0534,,,0.00624,,0.00874,0.0529,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3967,0,12774838272,3343,,14818,,,3100,,14365,460,,,406179,63.4,23535.0,,,303,89195,,11500,,,5437.0,,3102,575402,0.0542,,0.0711,,,0.00506,,0.154,0.00256,,,0.117,0.000141,0.105,,,0.00742,0.0553,,0.0534,,,0.00635,,0.00874,0.0534,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3871,0,12776181760,3365,,14919,,,3110,,14464,474,,,408925,59.7,23707.0,,,303,89859,,11701,,,5473.0,,3199,579559,0.056,,0.0711,,,0.00506,,0.157,0.00256,,,0.121,0.000131,0.106,,,0.00782,0.0557,,0.0534,,,0.00635,,0.00918,0.0543,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3871,0,12774354944,3382,,15020,,,3110,,15035,474,,,411671,55.9,23878.0,,,302,90477,,11780,,,5488.0,,3270,583943,0.056,,0.0711,,,0.00506,,0.162,0.00256,,,0.122,0.000121,0.107,,,0.00782,0.0559,,0.06,,,0.00635,,0.00949,0.0554,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3871,0,12775239680,3382,,15121,,,3110,,15137,459,,,415371,52.2,24050.0,,,312,91095,,11860,,,5488.0,,3430,588867,0.056,,0.0711,,,0.00506,,0.163,0.00256,,,0.123,0.000111,0.108,,,0.00782,0.0565,,0.06,,,0.00635,,0.00949,0.0557,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3871,0,12775612416,3382,,15147,,,3110,,15238,487,,,418278,,24222.0,,,312,94735,,11915,,,5592.0,,3453,595871,0.056,,0.0711,,,0.00506,,0.164,0.00256,,,0.123,,0.109,,,0.00782,0.0569,,0.06,,,0.00635,,0.00949,0.0559,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3985,0,12772900864,3382,,16225,,,3110,,15251,487,,,442104,,24394.0,,,312,95373,,11915,,,5631.0,,3455,621639,0.056,,0.0711,,,0.00531,,0.164,0.0026,,,0.124,,0.112,,,0.00823,0.0588,,0.06,,,0.0066,,0.00949,0.0566,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3910,0,12768710656,3382,,16339,,,3236,,15473,487,,,445156,,25241.0,,,312,96082,,11915,,,5669.0,,3455,626746,0.056,,0.0731,,,0.00531,,0.164,0.0026,,,0.125,,0.113,,,0.00823,0.0592,,0.06,,,0.0066,,0.00949,0.0569,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
4003,0,12776005632,3494,,16453,,,3578,,15581,487,,,448207,,25418.0,,,326,96747,,11779,,,6006.0,,3455,631533,0.056,,0.0731,,,0.00573,,0.164,0.0026,,,0.126,,0.114,,,0.00823,0.0596,,0.0619,,,0.0066,,0.00949,0.0573,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
4003,0,12769267712,3425,,16567,,,3603,,16107,483,,,451259,,25594.0,,,326,97413,,12903,,,6047.0,,3455,637182,0.0563,,0.0731,,,0.00573,,0.164,0.00252,,,0.123,,0.115,,,0.00823,0.06,,0.0619,,,0.00638,,0.00991,0.0572,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3933,0,12773953536,3700,,16681,,,3627,,16219,500,,,454310,,25771.0,,,326,98078,,12991,,,6059.0,,3455,641717,0.0576,,0.0774,,,0.00573,,0.171,0.0025,,,0.131,,0.115,,,0.00795,0.0604,,0.0619,,,0.00676,,0.00995,0.059,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3872,0,12775997440,3725,,16794,,,3646,,16330,500,,,457362,,25947.0,,,326,98744,,13080,,,6134.0,,3586,646173,0.058,,0.0774,,,0.00573,,0.172,0.00265,,,0.132,,0.116,,,0.00875,0.0609,,0.0619,,,0.00676,,0.0104,0.0594,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3872,0,12697198592,3750,,16908,,,3646,,16442,500,,,476198,,26124.0,,,335,103032,,13168,,,6176.0,,3468,669747,0.0599,,0.0774,,,0.00573,,0.173,0.00267,,,0.133,,0.117,,,0.00875,0.0613,,0.0641,,,0.00676,,0.0104,0.06,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3872,0,12697862144,3763,,17022,,,3646,,16553,482,,,479523,,26300.0,,,335,103749,,13257,,,6218.0,,3713,674562,0.0599,,0.0789,,,0.00573,,0.173,0.00276,,,0.134,,0.118,,,0.00875,0.0637,,0.0641,,,0.00676,,0.0104,0.0605,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3872,0,12690169856,3763,,17720,,,3646,,16665,500,,,482849,,26528.0,,,335,104466,,13265,,,6260.0,,3713,679710,0.0599,,0.0789,,,0.00601,,0.173,0.00276,,,0.135,,0.114,,,0.00875,0.0641,,0.0641,,,0.00702,,0.0104,0.0604,,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3914,142,12689408000,3763,,17916,,,3741,,16730,500,,,486174,,26711.0,,,335,105182,,13265,,,6501.0,,3713,684532,0.0599,,0.0789,,,0.00601,,0.173,0.00276,,,0.136,,0.125,,,0.00902,0.0646,,0.0661,,,0.00711,,0.0104,0.0615,,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3980,286,12691775488,3763,,18043,,,3870,,16940,500,,,489499,,25922.0,,,336,105899,,13565,,,6544.0,,3713,688595,0.0599,,0.0789,,,0.0063,,0.178,0.00276,,,0.137,,0.126,,,0.00932,0.065,,0.0661,,,0.00711,,0.0107,0.0623,,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3896,288,12692750336,3968,,18169,,,3891,,16516,500,,,492825,,28170.0,,,336,106616,,13199,,,6545.0,,3849,694583,0.0579,,0.0789,,,0.0063,,0.18,0.00283,,,0.141,,0.126,,,0.00933,0.0652,,0.0687,,,0.00711,,0.0109,0.0628,,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3896,291,12694827008,3995,,18295,,,3891,,16516,505,,,496150,,28361.0,,,346,107332,,14203,,,6641.0,,3849,700084,0.0588,,0.0832,,,0.0063,,0.175,0.00283,,,0.142,,0.127,,,0.00933,0.066,,0.0687,,,0.00711,,0.011,0.0631,,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3896,294,12699123712,4022,,18422,,,3891,,17796,505,,,501191,,28552.0,,,346,110453,,14300,,,6687.0,,3849,710013,0.0588,,0.0832,,,0.0063,,0.183,0.00283,,,0.142,,0.127,,,0.00933,0.0664,,0.0687,,,0.00711,,0.0107,0.0638,,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3896,297,12695429120,4030,,18548,,,3891,,17918,505,,,486933,,28781.0,,,346,111218,,14398,,,6875.0,,3849,697292,0.0609,,0.0832,,,0.0063,,0.183,0.00283,,,0.144,,0.13,,,0.00933,0.0669,,0.0687,,,0.00711,,0.0113,0.0644,,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3956,291,12700131328,4030,,19153,,,4063,,18040,509,,,526967,,28984.0,,,346,111983,,14495,,,6922.0,,3849,739341,0.0609,,0.0806,,,0.00666,,0.183,0.00292,,,0.145,,0.13,,,0.00933,0.0652,,0.0701,,,0.00717,,0.0113,0.0643,,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
4022,293,12728631296,4030,,19283,,,4201,,18162,509,,,530638,,29186.0,,,346,112749,,14592,,,6969.0,,4086,744751,0.0609,,0.08,,,0.00666,,0.183,0.00292,,,0.146,,0.13,,,0.00933,0.0692,,0.0701,,,0.00717,,0.0113,0.0647,,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
