"Time","{container=""main"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""loadgenerator-7b495c87ff-grsmn"", uid=""715d04c3-10a3-437e-b7ba-beaacf2a6805""}"
2024-05-29 10:22:36,0
2024-05-29 10:22:38,0
2024-05-29 10:22:40,0
2024-05-29 10:22:42,0
2024-05-29 10:22:44,0
2024-05-29 10:22:46,0
2024-05-29 10:22:48,0
2024-05-29 10:22:50,0
2024-05-29 10:22:52,0
2024-05-29 10:22:54,0
2024-05-29 10:22:56,0
2024-05-29 10:22:58,0
2024-05-29 10:23:00,0
2024-05-29 10:23:02,0
2024-05-29 10:23:04,0
2024-05-29 10:23:06,0
2024-05-29 10:23:08,0
2024-05-29 10:23:10,0
2024-05-29 10:23:12,0
2024-05-29 10:23:14,0
2024-05-29 10:23:16,0
2024-05-29 10:23:18,0
2024-05-29 10:23:20,0
2024-05-29 10:23:22,0
2024-05-29 10:23:24,0
2024-05-29 10:23:26,0
2024-05-29 10:23:28,0
2024-05-29 10:23:30,0
2024-05-29 10:23:32,0
2024-05-29 10:23:34,0
2024-05-29 10:23:36,0
2024-05-29 10:23:38,0
2024-05-29 10:23:40,0
2024-05-29 10:23:42,0
2024-05-29 10:23:44,0
2024-05-29 10:23:46,0
2024-05-29 10:23:48,0
2024-05-29 10:23:50,0
2024-05-29 10:23:52,0
2024-05-29 10:23:54,0
2024-05-29 10:23:56,0
2024-05-29 10:23:58,0
2024-05-29 10:24:00,0
2024-05-29 10:24:02,0
2024-05-29 10:24:04,0
2024-05-29 10:24:06,0
2024-05-29 10:24:08,0
2024-05-29 10:24:10,0
2024-05-29 10:24:12,0
2024-05-29 10:24:14,0
2024-05-29 10:24:16,0
2024-05-29 10:24:18,0
2024-05-29 10:24:20,0
2024-05-29 10:24:22,0
2024-05-29 10:24:24,0
2024-05-29 10:24:26,0
2024-05-29 10:24:28,0
2024-05-29 10:24:30,0
2024-05-29 10:24:32,0
2024-05-29 10:24:34,0
2024-05-29 10:24:36,0
2024-05-29 10:24:38,0
2024-05-29 10:24:40,0
2024-05-29 10:24:42,0
2024-05-29 10:24:44,0
2024-05-29 10:24:46,0
2024-05-29 10:24:48,0
2024-05-29 10:24:50,0
2024-05-29 10:24:52,0
2024-05-29 10:24:54,0
2024-05-29 10:24:56,0
2024-05-29 10:24:58,0
2024-05-29 10:25:00,0
2024-05-29 10:25:02,0
2024-05-29 10:25:04,0
2024-05-29 10:25:06,0
2024-05-29 10:25:08,0
2024-05-29 10:25:10,0
2024-05-29 10:25:12,0
2024-05-29 10:25:14,0
2024-05-29 10:25:16,0
2024-05-29 10:25:18,0
2024-05-29 10:25:20,0
2024-05-29 10:25:22,0
2024-05-29 10:25:24,0
2024-05-29 10:25:26,0
2024-05-29 10:25:28,0
2024-05-29 10:25:30,0
2024-05-29 10:25:32,0
2024-05-29 10:25:34,0
2024-05-29 10:25:36,0
2024-05-29 10:25:38,0
2024-05-29 10:25:40,0
2024-05-29 10:25:42,0
2024-05-29 10:25:44,0
2024-05-29 10:25:46,0
2024-05-29 10:25:48,0
2024-05-29 10:25:50,0
2024-05-29 10:25:52,0
2024-05-29 10:25:54,0
2024-05-29 10:25:56,0
2024-05-29 10:25:58,0
2024-05-29 10:26:00,0
2024-05-29 10:26:02,0
2024-05-29 10:26:04,0
2024-05-29 10:26:06,0
2024-05-29 10:26:08,0
2024-05-29 10:26:10,0
2024-05-29 10:26:12,0
2024-05-29 10:26:14,0
2024-05-29 10:26:16,0
2024-05-29 10:26:18,0
2024-05-29 10:26:20,0
2024-05-29 10:26:22,0
2024-05-29 10:26:24,0
2024-05-29 10:26:26,0
2024-05-29 10:26:28,0
2024-05-29 10:26:30,0
2024-05-29 10:26:32,0
2024-05-29 10:26:34,0
2024-05-29 10:26:36,0
2024-05-29 10:26:38,0
2024-05-29 10:26:40,0
2024-05-29 10:26:42,0
2024-05-29 10:26:44,0
2024-05-29 10:26:46,0
2024-05-29 10:26:48,0
2024-05-29 10:26:50,0
2024-05-29 10:26:52,0
2024-05-29 10:26:54,0
2024-05-29 10:26:56,0
2024-05-29 10:26:58,0
2024-05-29 10:27:00,0
2024-05-29 10:27:02,0
2024-05-29 10:27:04,0
2024-05-29 10:27:06,0
2024-05-29 10:27:08,0
