Timestamp,Requests je Sekunde,Durchschnittliche Antwortzeitintervalle,checkout_i_o_read,checkout_i_o_write,checkout_memory,network_outgoing_pod_adservice,network_outgoing_pod_cartservice,network_outgoing_pod_checkoutservice,network_outgoing_pod_currencyservice,network_outgoing_pod_emailservice,network_outgoing_pod_frontend,network_outgoing_pod_loadgenerator,network_outgoing_pod_paymentservice,network_outgoing_pod_productcatalogservice,network_outgoing_pod_recommendationservice,network_outgoing_pod_redis,network_outgoing_pod_shippingservice,network_outgoing_system,cpu_pod_adservice,cpu_pod_cartservice,cpu_pod_checkoutservice,cpu_pod_currencyservice,cpu_pod_emailservice,cpu_pod_frontend,cpu_pod_loadgenerator,cpu_pod_paymentservice,cpu_pod_productcatalogservice,cpu_pod_recommendationservice,cpu_pod_redis,cpu_pod_shippingservice,cpu_system,"checkout_pod_restart_{container=""main"", instance=""kube","checkout_pod_restart_{container=""redis"", instance=""kube","checkout_pod_restart_{container=""server"", instance=""kube","checkout_pod_restart_{container=""server"", instance=""kube.2","checkout_pod_restart_{container=""server"", instance=""kube.3","checkout_pod_restart_{container=""server"", instance=""kube.4","checkout_pod_restart_{container=""server"", instance=""kube.5","checkout_pod_restart_{container=""server"", instance=""kube.6","checkout_pod_restart_{container=""server"", instance=""kube.7","checkout_pod_restart_{container=""server"", instance=""kube.8","checkout_pod_restart_{container=""server"", instance=""kube.9"
152,47,124.8936170212766,212381,0.0,13799038976,319.0,54.2,42.8,49.5,124.0,41629,2745.0,851.0,45.9,2320.0,20.9,1907.0,84850,0.0278,0.000998,7.86e-05,0.000223,0.000547,0.0209,0.00221,0.0318,8.01e-05,0.0136,0.000761,0.00557,0.021,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
154,41,154.0,212890,0.0,13794361344,322.0,53.2,41.9,48.6,122.0,42036,2708.0,859.0,45.0,2343.0,20.2,1926.0,88773,0.0281,0.00098,7.7e-05,0.000219,0.000537,0.0211,0.00218,0.0321,7.85e-05,0.0137,0.000744,0.00563,0.0221,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
156,42,118.33333333333331,214983,0.0,13795958784,325.0,52.3,41.0,47.6,120.0,42442,2670.0,867.0,44.0,2366.0,19.8,1945.0,89528,0.0284,0.000963,7.54e-05,0.000215,0.000526,0.0213,0.00215,0.0325,7.8e-05,0.0138,0.00073,0.00644,0.0224,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
158,55,181.23636363636365,216445,0.0,13798297600,359.0,53.2,41.2,46.6,104.0,52308,2675.0,876.0,43.1,2763.0,19.3,1963.0,101014,0.0282,0.00101,7.22e-05,0.000211,0.000509,0.024,0.00212,0.0328,7.65e-05,0.0139,0.000713,0.0065,0.0229,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
160,46,327.80434782608694,218256,0.0,13798338560,363.0,52.1,40.3,45.7,114.0,52804,2637.0,884.0,42.2,2790.0,18.9,2283.0,103621,0.0285,0.000995,7.06e-05,0.000206,0.000499,0.0242,0.00209,0.0331,7.49e-05,0.0155,0.000697,0.00656,0.0232,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
162,51,126.6470588235294,219724,0.0,13800787968,366.0,51.1,39.3,44.7,112.0,53300,2598.0,892.0,41.3,2816.0,18.5,2305.0,104605,0.0288,0.000977,6.9e-05,0.000202,0.000489,0.0244,0.00196,0.0375,7.33e-05,0.0156,0.000681,0.00662,0.0238,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
164,48,87.25,220409,0.0,13809627136,369.0,50.1,38.3,43.7,110.0,53796,2560.0,1003.0,40.7,2842.0,18.0,2326.0,106086,0.029,0.000958,6.73e-05,0.000198,0.000479,0.0246,0.00196,0.0378,7.17e-05,0.0158,0.000664,0.00669,0.0241,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
166,51,121.70588235294116,211033,0.0,13809651712,373.0,49.1,37.4,37.0,108.0,54292,2521.0,1013.0,39.8,2869.0,17.6,2348.0,107789,0.0293,0.000939,6.57e-05,0.000191,0.000469,0.0249,0.00206,0.0382,7.02e-05,0.0159,0.000559,0.00675,0.0249,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
168,49,155.0,212289,0.0,13815615488,376.0,48.1,36.4,41.1,106.0,54788,2483.0,1022.0,38.9,3174.0,18.4,2369.0,109098,0.0295,0.00092,6.41e-05,0.000187,0.000458,0.0275,0.00203,0.0386,6.86e-05,0.016,0.000625,0.00681,0.0252,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
170,64,125.90625,214240,0.0,13817311232,400.0,43.4,28.5,40.1,103.0,55283,2320.0,1031.0,38.0,3203.0,17.9,2391.0,113215,0.0298,0.000902,6.25e-05,0.000183,0.000448,0.0277,0.002,0.0389,6.7e-05,0.0162,0.000609,0.00768,0.0255,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
172,57,120.33333333333331,216186,0.0,13824319488,404.0,43.4,31.9,39.2,101.0,55779,2484.0,1040.0,37.1,3232.0,17.5,2413.0,114930,0.0301,0.000966,6.55e-05,0.000179,0.000446,0.028,0.00197,0.0393,7.32e-05,0.0163,0.000593,0.00775,0.026,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
174,60,153.0,217895,0.0,13824835584,408.0,47.0,31.0,38.2,99.0,56275,2445.0,1050.0,30.7,3261.0,17.0,2434.0,115886,0.0291,0.000946,6.38e-05,0.000174,0.000435,0.0282,0.00194,0.0397,7.15e-05,0.0181,0.000577,0.00782,0.0261,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
176,53,421.37735849056605,219845,0.0,13824020480,411.0,45.9,30.2,37.2,96.8,67004,2405.0,1059.0,34.7,3290.0,16.5,2354.0,127096,0.0302,0.000926,6.21e-05,0.00017,0.000425,0.0285,0.00191,0.04,6.97e-05,0.0183,0.00056,0.00789,0.0269,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
178,53,120.66037735849056,210243,0.0,13827133440,415.0,44.8,29.3,36.3,96.8,67589,2365.0,1068.0,33.8,3318.0,16.1,2354.0,127736,0.0304,0.000905,6.03e-05,0.000166,0.000415,0.0287,0.00188,0.0449,6.8e-05,0.0184,0.000544,0.00796,0.0277,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
180,54,396.6666666666667,211893,0.0,13834379264,418.0,43.8,28.4,35.3,94.5,68174,2326.0,1230.0,32.9,3747.0,16.1,3000.0,133686,0.0307,0.000885,5.86e-05,0.000182,0.000405,0.029,0.00175,0.0453,6.62e-05,0.0186,0.000528,0.00803,0.0279,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
182,50,252.56,213742,0.0,13840998400,460.0,42.7,27.5,34.4,92.3,68760,2286.0,1240.0,32.0,3779.0,15.7,3026.0,137121,0.0309,0.000864,5.69e-05,0.000177,0.000394,0.0292,0.00185,0.0457,6.44e-05,0.0188,0.000511,0.00878,0.028,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
184,56,567.8928571428571,215137,0.0,13841768448,464.0,41.6,26.6,33.4,90.1,69345,2246.0,1251.0,31.1,3812.0,15.2,3052.0,138179,0.0312,0.000844,4.7e-05,0.000173,0.000379,0.0282,0.00182,0.0461,6.27e-05,0.0189,0.000491,0.00886,0.028,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
186,75,146.06666666666666,216886,0.0,13855944704,467.0,40.6,25.7,33.9,87.8,69930,2207.0,1262.0,30.2,3844.0,14.7,3078.0,139310,0.0315,0.00088,4.7e-05,0.000168,0.000369,0.0282,0.00179,0.0465,6.09e-05,0.0191,0.000475,0.00893,0.029,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
188,56,133.57142857142858,218737,0.0,13864382464,471.0,42.5,22.5,32.9,85.6,70515,2167.0,1272.0,29.3,3876.0,14.2,3104.0,141070,0.0317,0.000858,5.4e-05,0.000163,0.000359,0.0349,0.00176,0.0469,5.56e-05,0.0192,0.000458,0.00901,0.03,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
190,58,133.0344827586207,220499,0.0,13864767488,475.0,41.4,26.4,31.9,83.4,71100,2170.0,1283.0,28.4,3909.0,13.7,3130.0,142755,0.032,0.000836,5.22e-05,0.000159,0.000349,0.0352,0.00172,0.0498,5.56e-05,0.0194,0.000442,0.00908,0.0305,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
192,49,123.3265306122449,222187,0.0,13861097472,509.0,40.2,25.5,31.0,81.1,82623,2130.0,1380.0,27.5,3941.0,13.2,3156.0,154917,0.0311,0.000814,5.03e-05,0.000154,0.000339,0.0355,0.00169,0.0503,6.28e-05,0.0187,0.000426,0.00983,0.0305,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
194,64,133.203125,211427,0.0,13869346816,513.0,39.1,24.5,30.0,66.1,83297,2089.0,1391.0,31.4,3973.0,12.7,3182.0,156241,0.0317,0.000792,4.85e-05,0.000181,0.000329,0.0357,0.00166,0.0507,6.08e-05,0.0219,0.00041,0.00991,0.0309,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
196,63,172.0,213037,0.0,13870665728,517.0,37.9,23.5,29.0,74.2,83972,2049.0,1402.0,30.3,3848.0,9.27,3568.0,159918,0.032,0.00077,4.67e-05,0.000176,0.000319,0.036,0.00168,0.0511,5.88e-05,0.0221,0.000393,0.00999,0.0319,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
198,70,133.71428571428572,214746,0.0,13874552832,521.0,36.8,22.5,26.8,72.0,84646,2009.0,1414.0,29.3,3848.0,8.9,3597.0,164859,0.0323,0.000748,4.49e-05,0.00017,0.000303,0.0363,0.00165,0.0516,5.68e-05,0.0223,0.000377,0.0101,0.0325,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
200,86,171.0,216355,0.0,13872791552,525.0,37.7,21.5,25.9,69.8,85321,1968.0,1425.0,28.2,4707.0,8.53,3626.0,166939,0.0325,0.000726,4.3e-05,0.000164,0.000293,0.0366,0.00162,0.052,5.47e-05,0.0225,0.000267,0.0102,0.0327,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
202,56,171.0,218091,0.0,13875490816,529.0,36.5,20.5,25.0,67.7,85995,1928.0,1546.0,27.2,4744.0,8.16,3655.0,169033,0.0328,0.000794,4.12e-05,0.000158,0.000283,0.0369,0.00159,0.0524,5.27e-05,0.0226,0.000267,0.0102,0.0329,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
204,58,121.34482758620688,218744,0.0,13881470976,533.0,35.3,19.5,24.0,65.5,86670,1984.0,1558.0,26.1,4781.0,7.79,3684.0,170693,0.0328,0.000769,2.91e-05,0.000152,0.000273,0.0418,0.00156,0.0528,5.07e-05,0.0228,0.000319,0.0103,0.0337,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
206,77,131.5974025974026,220399,0.0,13886529536,537.0,34.1,18.8,23.1,63.3,87344,1941.0,1571.0,25.1,4819.0,7.42,3713.0,171498,0.033,0.000744,2.77e-05,0.000147,0.000263,0.0422,0.00152,0.0511,4.87e-05,0.023,0.000303,0.0104,0.0338,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
208,69,125.14492753623188,211178,0.0,13878755328,607.0,32.9,17.8,22.1,61.1,99513,1899.0,1583.0,24.0,4856.0,7.06,3742.0,188155,0.0333,0.000719,2.64e-05,0.000131,0.000253,0.0425,0.00149,0.0587,4.35e-05,0.0252,0.000287,0.0117,0.0353,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
210,60,168.0,212032,0.0,13884264448,611.0,31.7,16.9,21.2,59.0,100276,1856.0,1595.0,23.0,4893.0,6.69,3771.0,189538,0.0335,0.000694,2.5e-05,0.000154,0.000244,0.0428,0.00136,0.0592,4.16e-05,0.0254,0.00027,0.0117,0.0359,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
212,68,121.61764705882354,213069,0.0,13887209472,616.0,35.3,15.9,20.2,56.1,101039,1813.0,1607.0,20.9,5368.0,3.73,3799.0,193091,0.0338,0.00067,2.37e-05,0.000148,0.000234,0.0431,0.00136,0.0596,3.98e-05,0.0256,0.000254,0.0118,0.0361,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
214,69,167.0,214699,0.0,13888118784,621.0,33.9,15.0,14.4,53.9,101801,1771.0,1619.0,19.9,5409.0,3.73,4319.0,195955,0.034,0.000645,1.55e-05,0.000141,0.000224,0.0435,0.00145,0.0601,3.79e-05,0.0258,0.000238,0.0119,0.0366,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
216,67,216.1044776119403,216206,0.0,13879328768,625.0,32.5,14.1,13.7,51.8,102564,1728.0,1631.0,18.9,5450.0,3.73,4352.0,197618,0.0343,0.00062,1.55e-05,0.000134,0.000156,0.0438,0.00142,0.0606,3.6e-05,0.026,0.000224,0.012,0.037,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
218,66,168.0,217810,0.0,13881462784,679.0,31.2,,13.0,49.7,103326,1686.0,1793.0,17.9,5490.0,4.57,4384.0,199507,0.0345,0.000744,1.97e-05,0.000128,0.000156,0.0441,0.00139,0.061,3.41e-05,0.0262,0.000207,0.0121,0.0381,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
220,74,168.0,218053,0.0,13891936256,684.0,29.8,,12.3,47.5,104089,1643.0,1806.0,16.9,5531.0,4.23,4417.0,200859,0.0336,0.000714,1.83e-05,0.000121,0.000195,0.0488,0.00135,0.0615,3.22e-05,0.0264,0.000191,0.0122,0.0386,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
222,68,168.0,219584,0.0,13906280448,689.0,34.7,,11.6,45.4,104852,1432.0,1820.0,15.9,5572.0,3.88,4449.0,203349,0.036,0.000683,1.69e-05,0.000114,0.000185,0.0492,0.00132,0.0653,3.33e-05,0.0266,0.000175,0.0133,0.0396,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
224,56,104.53571428571428,214576,0.0,13907296256,694.0,33.0,,10.9,43.3,118273,1432.0,1833.0,15.0,5613.0,3.54,4482.0,216214,0.0363,0.000652,1.55e-05,0.000157,0.000174,0.0496,0.00129,0.0658,3.13e-05,0.0293,0.000158,0.0134,0.0401,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
226,80,575.825,210805,0.0,13903360000,699.0,31.4,,10.2,40.5,119127,1602.0,1846.0,14.0,5653.0,3.2,4515.0,223562,0.0365,0.000621,1.41e-05,0.000148,0.000164,0.0499,0.00129,0.0662,2.92e-05,0.0295,0.000142,0.0135,0.0404,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
228,85,569.7764705882353,212336,0.0,13899173888,704.0,29.8,,9.5,38.4,119981,1556.0,1859.0,,6182.0,2.86,4547.0,226160,0.0368,0.00059,1.27e-05,0.000139,0.000154,0.0503,0.00126,0.0667,2.72e-05,0.0297,,0.0136,0.0412,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
230,36,289.30555555555554,213867,0.0,13900288000,756.0,28.1,,,36.3,120835,1511.0,1873.0,,6226.0,,4961.0,230051,0.037,0.000862,,0.000129,0.000144,0.0506,0.00122,0.0672,2.51e-05,0.0299,,0.0137,0.0419,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
232,87,274.32183908045977,215393,0.0,13886611456,761.0,26.5,,,34.3,121690,1466.0,1886.0,,6270.0,,4997.0,233067,0.0373,0.000816,,0.00012,0.000134,0.051,0.00119,0.0677,2.3e-05,0.0301,,0.0138,0.0423,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
234,84,188.0,216312,0.0,13885145088,767.0,24.8,,,32.2,130566,1421.0,1899.0,,6314.0,,5032.0,242653,0.0376,0.000771,,0.00011,0.000124,0.0546,0.00115,0.07,,0.0303,,0.0145,0.043,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
236,70,130.9142857142857,217225,0.0,13881344000,772.0,23.2,,,30.1,131476,1375.0,2041.0,,6358.0,,5067.0,244427,0.0378,0.000725,,,,0.0549,0.00118,0.0705,,0.0306,,0.0146,0.0433,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
238,65,124.52307692307691,218383,0.0,13878575104,777.0,,,,28.0,132386,1330.0,2055.0,,6811.0,,5103.0,246386,0.0381,0.000679,,,,0.0553,0.00114,0.071,,0.0308,,0.0147,0.0438,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
240,71,127.80281690140843,219186,0.0,13842698240,818.0,,,,26.0,133296,1285.0,2069.0,,6858.0,,5138.0,248073,0.0384,0.000633,,,,0.0557,0.00111,0.0716,,0.031,,0.0148,0.0441,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
242,88,137.04545454545453,219052,0.0,13811494912,824.0,,,,,134206,1123.0,2084.0,,6905.0,,5505.0,248456,0.0386,,,,,0.0561,0.00107,0.0721,,0.03,,0.0149,0.0442,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
244,76,184.0,218483,0.0,13805215744,830.0,,,,,135116,1082.0,2098.0,,6952.0,,5542.0,249545,0.0389,,,,,0.0565,0.00104,0.0726,,0.034,,0.015,0.0444,0.0,,0,0.0,0,,0,0.0,0,0.0,0
246,76,126.47368421052632,213425,0.0,13808590848,836.0,,,,,144630,1040.0,2112.0,,6999.0,,5580.0,267291,0.0268,,,,,0.0568,0.001,0.0731,,0.0342,,0.0151,0.0453,0.0,,0,0.0,0,,0,0.0,0,0.0,0
248,75,123.70666666666666,212918,0.0,13802000384,842.0,,,,,145691,999.0,2266.0,,7046.0,,5618.0,271342,0.0274,,,,,0.0556,0.000872,0.0736,,0.0344,,0.0163,0.0455,0.0,,0,0.0,0,,0,0.0,0,0.0,0
250,64,182.0,194133,0.0,13742231552,847.0,,,,,146718,958.0,2283.0,,7111.0,,5666.0,275865,0.0274,,,,,0.0556,0.00084,0.0716,,0.0328,,0.0164,0.0455,0.0,,0,0.0,0,,0,0.0,0,0.0,0
252,92,232.0326086956522,193804,68.3,13708201984,853.0,,,,,147745,917.0,2299.0,,7634.0,,5706.0,278225,0.0274,,,,,0.0634,0.000807,0.0787,,0.0328,,0.0165,0.0471,0.0,,0,0.0,0,,0,0.0,0,0.0,0
254,86,510.13953488372096,193590,68.8,13657260032,859.0,,,,,148772,876.0,2315.0,,7686.0,,6088.0,280458,0.0274,,,,,0.0639,0.000775,0.0793,,0.0328,,0.0166,0.0474,0.0,,0,0.0,0,,0,,0,0.0,0
256,69,120.04347826086956,193592,69.2,13588488192,837.0,,,,,149799,834.0,2331.0,,7739.0,,6131.0,282324,0.0274,,,,,0.0643,0.000743,0.0798,,0.0328,,0.0167,0.0478,0.0,,0,0.0,0,,0,,0,0.0,0
258,81,188.0,30972,69.7,13591621632,834.0,,,,,150826,793.0,2347.0,,7792.0,,6173.0,284683,0.0274,,,,,0.0647,0.000711,0.0804,,0.0328,,0.0168,0.048,0.0,,0,,0,,0,,0,,0
260,96,239.40625,30721,139.0,13505622016,946.0,,,,,151852,546.0,2465.0,,7845.0,,6215.0,286530,0.0272,,,,,0.0653,0.000514,0.0809,,0.0365,,0.0178,0.0489,0.0,,0,,0,,0,,0,,0
262,76,123.0657894736842,30747,140.0,13485522944,946.0,,,,,152879,673.0,2482.0,,7898.0,,6258.0,289160,0.0286,,,,,0.0657,0.000614,0.0811,,0.0368,,0.0179,0.0494,0.0,,0,,0,,0,,0,,0
264,92,132.5326086956522,30848,141.0,13482299392,967.0,,,,,168045,633.0,2499.0,,7948.0,,6300.0,312547,0.0286,,,,,0.0662,0.000583,0.0811,,0.038,,0.018,0.0499,0.0,,0,,0,,0,,0,,0
266,84,187.0,31144,139.0,13440516096,974.0,,,,,169312,593.0,2516.0,,8023.0,,6342.0,315088,0.0286,,,,,0.0666,0.000552,0.0811,,0.038,,0.018,0.0505,0.0,,0,,0,,0,,0,,0
268,80,384.5125,30958,139.0,13454413824,980.0,,,,,170513,553.0,2537.0,,8681.0,,6800.0,318295,0.0286,,,,,0.0715,0.000521,0.0784,,0.038,,0.0183,0.051,0.0,,0,,0,,0,,0,,0
270,78,395.5769230769231,31194,140.0,13462458368,985.0,,,,,171714,513.0,2555.0,,8740.0,,6848.0,320497,0.0286,,,,,0.072,0.00049,0.0805,,0.038,,0.0191,0.0516,0.0,,0,,0,,0,,0,,0
272,86,698.2093023255813,31045,142.0,13481705472,1038.0,,,,,172915,473.0,2662.0,,8800.0,,6895.0,323415,0.0282,,,,,0.0724,0.000459,0.0871,,0.0397,,0.0193,0.0521,0.0,,0,,0,,0,,0,,0
274,88,201.0,30891,143.0,13487030272,1038.0,,,,,174116,433.0,2680.0,,8859.0,,6943.0,326055,0.0282,,,,,0.073,0.000446,0.0871,,0.0397,,0.0194,0.0521,0.0,,0,,0,,0,,0,,0
276,64,637.171875,30855,139.0,13392629760,1060.0,,,,,185291,,2699.0,,8919.0,,6990.0,337987,0.0282,,,,,0.0735,0.000414,0.0871,,0.0397,,0.0195,0.053,0.0,,0,,0,,0,,0,,0
278,116,255.1293103448276,30102,140.0,13396848640,1068.0,,,,,186561,,2717.0,,9271.0,,7038.0,341736,0.0302,,,,,0.074,0.000382,0.0871,,0.0397,,0.0197,0.0537,0.0,,0,,0,,0,,0,,0
280,79,207.0,30483,141.0,13394190336,1075.0,,,,,187830,,2735.0,,9334.0,,7085.0,349775,0.0302,,,,,0.0745,0.000351,0.0898,,0.0413,,0.0198,0.0544,0.0,,0,,0,,0,,0,,0
282,84,137.21428571428572,30474,138.0,13376892928,1081.0,,,,,189100,,2754.0,,9398.0,,7348.0,352395,0.0302,,,,,0.075,0.000319,0.0904,,0.0413,,0.0199,0.0553,0.0,,0,,0,,0,,0,,0
284,81,132.62962962962962,30096,139.0,13256736768,1081.0,,,,,190370,,2845.0,,9461.0,,7402.0,354880,0.0298,,,,,0.0789,0.000287,0.0923,,0.0413,,0.02,0.0561,0.0,,0,,0,,0,,0,,0
286,93,140.09677419354838,28294,140.0,13230456832,1081.0,,,,,191880,,2873.0,,9523.0,,7454.0,357517,0.0298,,,,,0.0795,,0.093,,0.0434,,0.0207,0.0566,0.0,,0,,0,,0,,0,,0
288,78,125.6153846153846,28551,138.0,13202952192,1048.0,,,,,193195,,2893.0,,9606.0,,7506.0,360476,0.0298,,,,,0.08,,0.0935,,0.0434,,0.021,0.0569,0.0,,0,,0,,0,,0,,0
290,85,203.0,28677,139.0,13195636736,1171.0,,,,,194511,,2913.0,,9673.0,,7558.0,367227,0.0298,,,,,0.0806,,0.0935,,0.0434,,0.0211,0.0572,0.0,,0,,0,,0,,0,,0
292,86,129.91860465116278,28785,138.0,13188497408,1179.0,,,,,195827,,2933.0,,9739.0,,7609.0,369762,0.0298,,,,,0.0811,,0.0935,,0.0447,,0.0213,0.0577,0.0,,0,,0,,0,,0,,0
294,86,202.0,28742,139.0,13126770688,1201.0,,,,,190191,,2953.0,,9480.0,,7661.0,364471,0.0308,,,,,0.0817,,0.0935,,0.0464,,0.0214,0.0583,0.0,,0,,0,,0,,0,,0
296,97,135.31958762886595,27686,139.0,13126361088,1209.0,,,,,212327,,2973.0,,10536.0,,7713.0,388683,0.0308,,,,,0.0822,,0.0962,,0.0464,,0.0216,0.0591,0.0,,0,,0,,0,,0,,0
298,95,131.9157894736842,27397,141.0,13065785344,1217.0,,,,,213825,,2992.0,,10608.0,,8174.0,393583,0.0308,,,,,0.0863,,0.0969,,0.0483,,0.0217,0.06,,,0,,0,,0,,0,,0
300,73,200.0,27397,142.0,13066510336,1220.0,,,,,215323,,3150.0,,10679.0,,8244.0,396775,0.0324,,,,,0.0865,,0.097,,0.0483,,0.0229,0.0608,,,0,,0,,0,,0,,0
302,93,127.64516129032258,27237,142.0,13066084352,1220.0,,,,,216821,,3189.0,,10764.0,,8301.0,400891,0.0324,,,,,0.0875,,0.0937,,0.0483,,0.023,0.0611,,,0,,0,,0,,0,,0
304,81,114.92592592592592,27407,144.0,13065494528,1220.0,,,,,218319,,3211.0,,10840.0,,8358.0,406488,0.0324,,,,,0.0881,,0.1,,0.0483,,0.0231,0.062,,,0,,0,,0,,0,,0
306,105,263.85714285714283,27124,137.0,13071466496,1181.0,,,,,219817,,3233.0,,10915.0,,8414.0,410906,0.0324,,,,,0.0887,,0.103,,0.0483,,0.0231,0.0624,,,0,,0,,0,,0,,0
308,82,199.0,26996,138.0,13069697024,1290.0,,,,,221315,,3255.0,,10991.0,,8471.0,414123,0.0319,,,,,0.0893,,0.103,,0.0483,,0.0235,0.0625,,,0,,0,,0,,0,,0
310,92,121.94565217391305,26872,139.0,13060853760,1337.0,,,,,233252,,3277.0,,11516.0,,8784.0,428115,0.0319,,,,,0.0899,,0.104,,0.05,,0.0237,0.0629,,,0,,0,,0,,0,,0
312,89,117.34831460674155,26974,140.0,13061750784,1338.0,,,,,234820,,3381.0,,11594.0,,8883.0,431100,0.0319,,,,,0.0904,,0.105,,0.0515,,0.0245,0.0633,,,0,,0,,0,,0,,0
314,82,197.0,24637,141.0,13063974912,1338.0,,,,,236597,,3381.0,,11673.0,,8944.0,433482,0.0319,,,,,0.0951,,0.106,,0.0532,,0.0246,0.0654,,,0,,0,,0,,0,,0
316,90,197.0,24912,142.0,13062340608,1338.0,,,,,238239,,3429.0,,11751.0,,9006.0,439575,0.0325,,,,,0.0958,,0.108,,0.0532,,0.0248,0.0665,,,0,,0,,0,,0,,0
318,90,114.33333333333331,25171,140.0,13057318912,1338.0,,,,,239880,,3453.0,,11794.0,,9067.0,443109,0.0336,,,,,0.0965,,0.108,,0.0532,,0.025,0.0669,,,0,,0,,0,,0,,0
320,93,196.0,24748,141.0,13055139840,1338.0,,,,,241521,,3476.0,,12234.0,,9129.0,446502,0.0336,,,,,0.0971,,0.108,,0.0532,,0.0251,0.0666,,,0,,0,,0,,0,,0
322,98,118.13265306122447,21363,138.0,13079064576,1436.0,,,,,243162,,3500.0,,12319.0,,9191.0,445574,0.0348,,,,,0.0978,,0.108,,0.0532,,0.0251,0.0668,,,0,,0,,0,,0,,0
324,93,195.0,20055,139.0,13082152960,1464.0,,,,,254417,,3523.0,,12404.0,,9561.0,466981,0.0348,,,,,0.0985,,0.111,,0.0551,,0.0261,0.0684,,,0,,0,,0,,0,,0
326,90,108.17777777777778,20008,140.0,13082050560,1473.0,,,,,256262,,3525.0,,12489.0,,9639.0,471509,0.0348,,,,,0.0991,,0.111,,0.0551,,0.0263,0.069,,,0,,0,,0,,0,,0
328,78,194.0,19590,141.0,13085790208,1483.0,,,,,258064,,3689.0,,12574.0,,9705.0,475302,0.0348,,,,,0.103,,0.114,,0.0551,,0.0265,0.07,,,0,,0,,0,,0,,0
330,97,194.0,16333,142.0,13084585984,1484.0,,,,,259866,,3714.0,,12659.0,,9771.0,479659,0.0348,,,,,0.103,,0.115,,0.0574,,0.0267,0.0707,,,0,,0,,0,,0,,0
332,96,278.21875,12557,139.0,13079097344,1484.0,,,,,261668,,3739.0,,12744.0,,9837.0,483999,0.0348,,,,,0.104,,0.115,,0.0574,,0.0268,0.0713,,,0,,0,,0,,0,,0
334,88,102.125,9383,140.0,13067894784,1519.0,,,,,263470,,3760.0,,12751.0,,9903.0,487111,0.0363,,,,,0.105,,0.115,,0.0574,,0.027,0.0716,,,0,,0,,0,,0,,0
336,93,194.0,9383,141.0,13067702272,1519.0,,,,,273063,,3760.0,,13399.0,,9914.0,498912,0.0363,,,,,0.106,,0.115,,0.0587,,0.0272,0.0722,,,0,,0,,0,,0,,0
