i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_system,pod_restart
0.0,144.0,12693446656.0,670.0,1965.0,1951.0,4128.0,451.0,45247.0,3380.0,4985.0,271.0,11923.0,1750.0,536.0,816.0,78072.0,0.00611,0.0176,0.00269,0.0581,0.00227,0.0203,0.00303,0.0185,0.00621,0.00831,0.00759,0.00267,0.00176,0.0129,0.0
0.0,143.0,12692541440.0,697.0,2196.0,2042.0,4128.0,455.0,47724.0,3420.0,5055.0,320.0,11923.0,1750.0,536.0,816.0,81062.0,0.00593,0.0176,0.00279,0.0581,0.00239,0.0203,0.003,0.0188,0.00621,0.00873,0.00759,0.00267,0.00188,0.013,0.0
0.0,141.0,12701065216.0,697.0,2196.0,2042.0,4128.0,455.0,47724.0,3376.0,5125.0,320.0,11923.0,1853.0,536.0,849.0,81223.0,0.00589,0.0176,0.00279,0.0581,0.00239,0.0217,0.00296,0.0191,0.00621,0.00873,0.00793,0.00267,0.00195,0.0132,0.0
0.0,141.0,12675461120.0,697.0,2196.0,2189.0,4128.0,455.0,46319.0,3331.0,5195.0,320.0,11923.0,1853.0,561.0,849.0,80016.0,0.00654,0.0176,0.003,0.0581,0.00239,0.0217,0.00298,0.0193,0.00626,0.0092,0.00793,0.00267,0.00195,0.0133,0.0
0.0,144.0,12682801152.0,697.0,2196.0,2189.0,4128.0,455.0,52160.0,3287.0,5265.0,320.0,12725.0,1953.0,561.0,849.0,86786.0,0.00677,0.0176,0.003,0.0653,0.00239,0.0225,0.00294,0.0196,0.00702,0.0092,0.00793,0.00268,0.00195,0.0141,0.0
0.0,144.0,12685590528.0,697.0,2196.0,2189.0,4427.0,455.0,52160.0,3242.0,5335.0,320.0,12725.0,1953.0,561.0,849.0,87110.0,0.00677,0.0176,0.003,0.0653,0.00243,0.0225,0.0029,0.0198,0.00702,0.0092,0.00793,0.00268,0.00195,0.0141,0.0
0.0,147.0,12687609856.0,763.0,2196.0,2189.0,4679.0,470.0,52160.0,3198.0,5405.0,320.0,12725.0,1953.0,561.0,903.0,87523.0,0.00677,0.0176,0.00313,0.0653,0.00243,0.0225,0.00286,0.0201,0.00702,0.0092,0.00793,0.00268,0.00195,0.0141,0.0
0.0,142.0,12690878464.0,798.0,2196.0,2189.0,4679.0,470.0,52160.0,3232.0,5585.0,320.0,13847.0,1953.0,574.0,903.0,88907.0,0.00677,0.0189,0.00313,0.0653,0.00248,0.0225,0.00282,0.0204,0.00702,0.0092,0.00793,0.00273,0.00195,0.0143,0.0
0.0,140.0,12698914816.0,798.0,2196.0,2398.0,4679.0,470.0,54546.0,3186.0,5657.0,320.0,13847.0,2069.0,593.0,903.0,91662.0,0.00705,0.0189,0.00313,0.0653,0.00248,0.0225,0.00267,0.0206,0.00702,0.0092,0.0083,0.00273,0.00203,0.0143,0.0
0.0,140.0,12694896640.0,798.0,2367.0,2477.0,4679.0,470.0,54546.0,3141.0,5728.0,309.0,13847.0,2069.0,593.0,903.0,91926.0,0.00705,0.0189,0.00313,0.0653,0.00248,0.0232,0.00283,0.0209,0.00741,0.0103,0.0083,0.00273,0.00215,0.0146,0.0
0.0,142.0,12696031232.0,798.0,2510.0,2477.0,4679.0,470.0,58006.0,3096.0,5800.0,334.0,13847.0,2069.0,634.0,932.0,95652.0,0.00705,0.0189,0.00338,0.0653,0.00248,0.024,0.00279,0.0211,0.00741,0.0103,0.00804,0.00267,0.00215,0.0146,0.0
0.0,144.0,12699099136.0,798.0,2510.0,2477.0,4679.0,470.0,58006.0,3050.0,5871.0,344.0,13847.0,2069.0,634.0,932.0,95688.0,0.00724,0.0189,0.00338,0.068,0.00248,0.0231,0.00275,0.0214,0.00796,0.0103,0.00894,0.00269,0.00215,0.0149,0.0
0.0,147.0,12697006080.0,798.0,2510.0,2477.0,4679.0,470.0,58006.0,3005.0,5943.0,344.0,13847.0,2069.0,634.0,932.0,95714.0,0.00724,0.0189,0.00338,0.0658,0.00244,0.0262,0.00271,0.0216,0.00796,0.0103,0.00894,0.00277,0.00215,0.015,0.0
0.0,149.0,12698013696.0,798.0,2510.0,2477.0,5112.0,470.0,58006.0,3056.0,6014.0,344.0,14626.0,2177.0,634.0,932.0,97157.0,0.00724,0.0189,0.00347,0.0737,0.00246,0.0262,0.00267,0.0219,0.00796,0.0103,0.00894,0.00277,0.00215,0.0157,0.0
0.0,149.0,12698349568.0,850.0,2510.0,2477.0,5269.0,478.0,58006.0,3009.0,6086.0,344.0,15464.0,2251.0,634.0,975.0,98355.0,0.00724,0.0194,0.00358,0.0737,0.00259,0.0262,0.00263,0.0222,0.00796,0.0103,0.00894,0.00277,0.00225,0.0158,0.0
0.0,144.0,12696977408.0,870.0,2619.0,2477.0,5449.0,485.0,59896.0,2962.0,5816.0,344.0,15464.0,2251.0,634.0,975.0,100243.0,0.00724,0.0204,0.00358,0.0737,0.00259,0.0262,0.00259,0.0224,0.00796,0.0106,0.00894,0.00281,0.00233,0.0159,0.0
0.0,142.0,12693549056.0,900.0,2619.0,2565.0,5449.0,485.0,61697.0,2915.0,5816.0,344.0,15464.0,2251.0,677.0,992.0,102175.0,0.00723,0.0204,0.00358,0.0769,0.00259,0.0262,0.00255,0.0227,0.00796,0.011,0.00932,0.00281,0.00233,0.0163,0.0
0.0,142.0,12697366528.0,900.0,2619.0,2664.0,5449.0,485.0,61697.0,2868.0,6534.0,344.0,15464.0,2251.0,698.0,1026.0,102999.0,0.00718,0.0204,0.00358,0.0769,0.00259,0.0275,0.00257,0.0229,0.00839,0.0106,0.00932,0.00281,0.00233,0.0164,0.0
