i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_system,pod-restart-count-pod-1,pod-restart-count-pod-2,pod-restart-count-pod-3,pod-restart-count-pod-4,pod-restart-count-pod-5,pod-restart-count-pod-6,pod-restart-count-pod-7,pod-restart-count-pod-8,pod-restart-count-pod-9,pod-restart-count-pod-10,pod-restart-count-pod-11,pod-restart-count-pod-12,pod-restart-count-pod-13
566,2442,13856432128,974,4072,3299,5290,610,131971,8349,9705,410,26255,3656,1169.0,1294,197051,0.0043,0.0173,0.0051,0.0365,0.00338,0.035,0.00337,0.0428,0.00684,0.0117,0.025,0.00291,0.0033,0.0165,0,0,0,0,0,0,0,0,0.0,0,0,0,0
589,2442,13863628800,974,4072,3299,5326,610,131971,8266,9910,410,26255,3656,1169.0,1342,197259,0.00445,0.0173,0.0051,0.0365,0.00406,0.035,0.00337,0.0437,0.00664,0.0122,0.025,0.00291,0.0035,0.0166,0,0,0,0,0,0,0,0,0.0,0,0,0,0
579,2399,13856374784,1248,4227,4294,5498,610,131971,8183,10115,410,26255,3656,1169.0,1342,198976,0.00445,0.0173,0.0051,0.0365,0.00406,0.035,0.00349,0.0446,0.00919,0.0122,0.025,0.003,0.0035,0.0169,0,0,0,0,0,0,0,0,0.0,0,0,0,0
570,2399,13865381888,1248,4227,4294,5498,678,131971,8101,11785,410,25424,4592,1169.0,1342,200738,0.00445,0.0173,0.00597,0.0387,0.00406,0.035,0.00345,0.0455,0.00919,0.0122,0.025,0.003,0.0035,0.0173,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
557,2446,13866459136,1248,4227,4294,5498,695,136825,7939,12020,473,34906,4592,1169.0,1342,215226,0.00445,0.0173,0.00597,0.0387,0.00406,0.035,0.00342,0.0464,0.00919,0.0138,0.025,0.00303,0.00395,0.0175,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
557,2446,13869293568,1248,4967,4513,5343,695,149879,7857,12254,473,34906,4592,1169.0,1342,229236,0.00445,0.0173,0.00618,0.0387,0.00406,0.035,0.00338,0.0432,0.00966,0.0138,0.0264,0.00303,0.00395,0.0174,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
557,2446,13796040704,1248,4967,4513,5306,695,149879,7775,12488,473,34906,4592,1232.0,1342,229415,0.0048,0.0167,0.00618,0.0403,0.00406,0.0339,0.00334,0.0432,0.00966,0.0138,0.0274,0.00303,0.00395,0.0175,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
583,2462,13738131456,1248,4967,4513,5269,695,149879,7693,12723,473,34906,4855,1191.0,1392,229803,0.0048,0.0196,0.00618,0.0403,0.00406,0.035,0.00331,0.0561,0.00966,0.0144,0.0274,0.00303,0.00395,0.019,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
583,2454,13734268928,1248,5174,4513,6090,695,149879,7611,12957,473,34906,4855,1312.0,1402,231114,0.0048,0.0196,0.00597,0.0403,0.00406,0.0347,0.00327,0.0572,0.00966,0.0144,0.0274,0.00303,0.00395,0.019,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
583,2367,13682974720,1250,5174,4407,6090,695,153671,7529,13775,473,34906,4855,1312.0,1448,235586,0.0049,0.0196,0.00597,0.0403,0.00393,0.0345,0.00326,0.0582,0.00966,0.0144,0.0274,0.00299,0.00395,0.0191,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
583,2416,13683634176,1250,5174,4407,6338,676,154735,7448,14020,482,34906,4855,1312.0,1448,237050,0.0049,0.0196,0.00618,0.0403,0.00419,0.0342,0.00323,0.0593,0.00928,0.0144,0.0274,0.00303,0.00413,0.0192,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
568,2416,13680492544,1305,5174,4407,6338,703,153033,7366,14265,482,36466,4703,1312.0,1448,237001,0.0049,0.0196,0.00618,0.0417,0.00419,0.0342,0.00319,0.0603,0.00928,0.0144,0.0274,0.00303,0.00413,0.0194,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
582,2416,13678407680,1305,5174,4407,6338,703,153033,7324,14509,482,36466,4570,1312.0,1448,237072,0.00477,0.0196,0.00618,0.0417,0.00419,0.0359,0.00315,0.0573,0.00963,0.015,0.0274,0.00303,0.00399,0.0193,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
571,2449,13676232704,1305,5174,4539,6127,703,153033,7242,14754,482,35202,4570,1368.0,1448,235948,0.00477,0.0196,0.00618,0.0417,0.00419,0.0357,0.00312,0.0582,0.00963,0.0145,0.0273,0.00303,0.00388,0.0193,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
579,2492,13672058880,1305,5157,4690,6127,703,153033,7160,14999,482,34113,4570,1368.0,1448,235155,0.00477,0.0192,0.00618,0.0404,0.00419,0.0355,0.00308,0.0592,0.00963,0.0141,0.0273,0.00303,0.00388,0.0192,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
579,2492,13672398848,1258,5175,4690,6127,703,153033,7077,15244,482,34113,4570,1368.0,1387,235227,0.00479,0.0199,0.00648,0.0392,0.00419,0.0352,0.00304,0.0602,0.00963,0.0141,0.0273,0.00303,0.00388,0.0192,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
579,2502,13679878144,1258,5175,4690,6397,685,153033,6995,15488,482,34113,4753,1295.0,1387,235750,0.00482,0.0199,0.00614,0.0392,0.00419,0.035,0.00301,0.0612,0.00963,0.0141,0.0273,0.00306,0.00388,0.0193,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
579,2423,13680529408,1289,5175,4690,6397,685,153033,6913,14770,485,35416,4753,1295.0,1429,236329,0.00498,0.0199,0.00614,0.0405,0.00423,0.0347,0.00297,0.0621,0.00963,0.0141,0.0273,0.00301,0.0041,0.0195,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
565,2387,13668626432,1298,5175,4523,6397,685,151868,6830,15000,477,35416,4753,1295.0,1429,235145,0.00498,0.0199,0.00614,0.0419,0.00423,0.0345,0.00294,0.0631,0.00974,0.0141,0.0273,0.00301,0.0041,0.0197,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
574,2387,13666852864,1344,5175,4422,6397,697,151868,6278,15230,477,35416,4753,1295.0,1429,234779,0.00498,0.0199,0.00614,0.0419,0.00423,0.0348,0.0029,0.0585,0.00974,0.0145,0.0287,0.00301,0.0041,0.0195,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
585,2387,13668634624,1345,5175,4422,6512,697,151868,6278,15459,477,35416,4753,1361.0,1429,235192,0.00498,0.0199,0.00614,0.0438,0.00423,0.0362,0.00286,0.0593,0.00974,0.015,0.0282,0.00301,0.0041,0.0198,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
570,2453,13699072000,1345,5175,4422,6512,697,151868,6594,15689,477,35416,4584,1516.0,1429,235723,0.00481,0.0199,0.00614,0.0438,0.00423,0.036,0.00282,0.0602,0.00974,0.0156,0.0282,0.00305,0.0041,0.0199,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
578,2499,13697019904,1345,5175,4549,6768,697,151868,6512,15919,477,36591,5255,1516.0,1459,238129,0.005,0.0199,0.0072,0.0438,0.00423,0.0357,0.00279,0.0611,0.00974,0.0156,0.0282,0.00305,0.00396,0.02,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
580,2453,13700972544,1345,5175,4580,6768,756,151868,6429,16148,477,41988,5255,1516.0,1634,243939,0.005,0.0215,0.0072,0.0438,0.00423,0.0355,0.00272,0.062,0.00974,0.0156,0.0282,0.00305,0.00442,0.0203,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
590,2390,13770604544,1345,6367,4731,6768,756,157419,6346,16378,483,41988,5255,1516.0,1683,251035,0.005,0.0228,0.0072,0.0438,0.00468,0.0353,0.00268,0.0629,0.00974,0.0156,0.0282,0.00321,0.00442,0.0205,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
590,2390,13776064512,1345,6367,5735,7716,756,157419,6264,18451,486,41988,5255,1516.0,1683,254980,0.00519,0.0228,0.0072,0.0438,0.00468,0.0351,0.00265,0.0638,0.00974,0.0156,0.0325,0.00321,0.00442,0.0209,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
572,2390,13953060864,1345,6367,5735,7716,779,152210,6181,18706,484,41988,5255,1516.0,1683,249964,0.00519,0.0228,0.0072,0.0451,0.00483,0.0468,0.00261,0.0647,0.0101,0.0156,0.0325,0.00321,0.00453,0.0221,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
572,2444,13956968448,1396,6367,5735,7716,779,188433,6099,18961,592,41988,5255,1593.0,1683,286596,0.00519,0.0228,0.0072,0.0465,0.00483,0.047,0.00258,0.0609,0.00976,0.0156,0.0337,0.00321,0.00469,0.022,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
558,2444,13953048576,1396,6367,5735,7946,779,188433,6016,19216,592,47700,5255,1593.0,1683,292712,0.00552,0.0228,0.00806,0.0529,0.00483,0.0471,0.00256,0.0692,0.0128,0.0181,0.0337,0.00321,0.00469,0.0238,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
566,2501,13954101248,1561,6367,5735,8001,779,193914,5943,19471,592,47700,5255,1856.0,1683,298859,0.00552,0.0228,0.00806,0.0529,0.00483,0.0473,0.00252,0.0702,0.0128,0.0187,0.0337,0.00326,0.00469,0.0239,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
577,2447,13960667136,1561,6367,6252,8237,779,200712,5860,19727,592,47700,5392,1856.0,1683,306718,0.00552,0.0228,0.00806,0.0529,0.00483,0.0474,0.00249,0.0711,0.0128,0.0194,0.0337,0.00326,0.00469,0.0241,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
577,2447,13962780672,1561,6367,6252,9103,873,200712,5778,19982,592,49843,6663,1856.0,1705,311287,0.00552,0.0228,0.0083,0.0529,0.00483,0.0522,0.00245,0.072,0.0128,0.0194,0.0337,0.00326,0.00535,0.0246,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
594,2408,13960495104,1561,6157,6430,9103,873,200712,5695,20237,592,49843,6663,1856.0,1693,311416,0.00552,0.0248,0.00836,0.0529,0.00483,0.0525,0.00241,0.0729,0.0133,0.0194,0.0355,0.00316,0.00535,0.0251,0,0,0,0,0,0,0,0,0.00339,0,0,0,0
