"Time","sum (container_memory_working_set_bytes{id!=""/"",pod_name=~""^()()().*$"",kubernetes_io_hostname=~""^.*$""}) by (pod_name)"
2024-05-29 11:52:04,12160462848
2024-05-29 11:52:06,12187168768
2024-05-29 11:52:08,12432265216
2024-05-29 11:52:10,12449136640
2024-05-29 11:52:12,12499238912
2024-05-29 11:52:14,12509663232
2024-05-29 11:52:16,12723154944
2024-05-29 11:52:18,12798738432
2024-05-29 11:52:20,12845834240
2024-05-29 11:52:22,12859723776
2024-05-29 11:52:24,12874416128
2024-05-29 11:52:26,12916625408
2024-05-29 11:52:28,12982829056
2024-05-29 11:52:30,13010292736
2024-05-29 11:52:32,13018652672
2024-05-29 11:52:34,13045018624
2024-05-29 11:52:36,13116186624
2024-05-29 11:52:38,13138272256
2024-05-29 11:52:40,13142003712
2024-05-29 11:52:42,13147164672
2024-05-29 11:52:44,13168398336
2024-05-29 11:52:46,13168680960
2024-05-29 11:52:48,13181874176
2024-05-29 11:52:50,13182103552
2024-05-29 11:52:52,13191991296
2024-05-29 11:52:54,13201383424
2024-05-29 11:52:56,13203537920
2024-05-29 11:52:58,13214130176
2024-05-29 11:53:00,13218328576
2024-05-29 11:53:02,13233258496
2024-05-29 11:53:04,13251313664
2024-05-29 11:53:06,13263151104
2024-05-29 11:53:08,13263917056
2024-05-29 11:53:10,13276397568
2024-05-29 11:53:12,13287129088
2024-05-29 11:53:14,13296103424
2024-05-29 11:53:16,13306662912
2024-05-29 11:53:18,13306077184
2024-05-29 11:53:20,13310459904
2024-05-29 11:53:22,13326757888
2024-05-29 11:53:24,13345640448
2024-05-29 11:53:26,13365088256
2024-05-29 11:53:28,13366038528
2024-05-29 11:53:30,13371797504
2024-05-29 11:53:32,13373100032
2024-05-29 11:53:34,13388398592
2024-05-29 11:53:36,13394739200
2024-05-29 11:53:38,13396336640
2024-05-29 11:53:40,13402738688
2024-05-29 11:53:42,13416153088
2024-05-29 11:53:44,13425348608
2024-05-29 11:53:46,13446324224
2024-05-29 11:53:48,13452378112
2024-05-29 11:53:50,13451137024
2024-05-29 11:53:52,13465333760
2024-05-29 11:53:54,13464174592
2024-05-29 11:53:56,13488390144
2024-05-29 11:53:58,13478719488
2024-05-29 11:54:00,13475225600
2024-05-29 11:54:02,13473636352
2024-05-29 11:54:04,13484777472
2024-05-29 11:54:06,13492387840
2024-05-29 11:54:08,13495894016
2024-05-29 11:54:10,13514866688
2024-05-29 11:54:12,13524897792
2024-05-29 11:54:14,13533446144
2024-05-29 11:54:16,13534826496
2024-05-29 11:54:18,13535604736
2024-05-29 11:54:20,13549649920
2024-05-29 11:54:22,13543714816
2024-05-29 11:54:24,13575999488
2024-05-29 11:54:26,13572792320
2024-05-29 11:54:28,13589016576
2024-05-29 11:54:30,13590286336
2024-05-29 11:54:32,13590208512
2024-05-29 11:54:34,13597032448
2024-05-29 11:54:36,13616025600
2024-05-29 11:54:38,13613473792
2024-05-29 11:54:40,13637902336
2024-05-29 11:54:42,13645119488
2024-05-29 11:54:44,13664747520
2024-05-29 11:54:46,13700497408
2024-05-29 11:54:48,13697458176
2024-05-29 11:54:50,13698998272
2024-05-29 11:54:52,13700411392
2024-05-29 11:54:54,13714776064
2024-05-29 11:54:56,13714829312
2024-05-29 11:54:58,13731536896
2024-05-29 11:55:00,13731737600
2024-05-29 11:55:02,13736947712
2024-05-29 11:55:04,13654278144
2024-05-29 11:55:06,13560647680
2024-05-29 11:55:08,13562355712
2024-05-29 11:55:10,13572853760
2024-05-29 11:55:12,13576044544
2024-05-29 11:55:14,13455466496
2024-05-29 11:55:16,13456433152
2024-05-29 11:55:18,13456150528
2024-05-29 11:55:20,13447925760
2024-05-29 11:55:22,13445378048
2024-05-29 11:55:24,13450215424
2024-05-29 11:55:26,13444902912
2024-05-29 11:55:28,13451878400
2024-05-29 11:55:30,13453365248
2024-05-29 11:55:32,13460516864
2024-05-29 11:55:34,13461110784
2024-05-29 11:55:36,13504462848
2024-05-29 11:55:38,13505191936
2024-05-29 11:55:40,13587181568
2024-05-29 11:55:42,13668773888
2024-05-29 11:55:44,13778706432
2024-05-29 11:55:46,13783511040
2024-05-29 11:55:48,13868568576
2024-05-29 11:55:50,13866856448
