Timestamp,Requests je Sekunde,Durchschnittliche Antwortzeitintervalle,i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_system,pod_restart,cpu_system_lag_1,cpu_system_lag_2,cpu_system_lag_3,cpu_system_lag_4,cpu_system_lag_5,Requests je Sekunde_lag_1,Requests je Sekunde_lag_2,Requests je Sekunde_lag_3,Requests je Sekunde_lag_4,Requests je Sekunde_lag_5,memory_lag_1,memory_lag_2,memory_lag_3,memory_lag_4,memory_lag_5,Requests je Sekunde_rolling_avg_5,cpu_system_rolling_avg_5,memory_rolling_avg_5,cpu_pod-pod-1_rolling_avg_5,cpu_pod-pod-11_rolling_avg_5,cpu_pod-pod-8_rolling_avg_5,cpu_system_cumsum,memory_cumsum,network_outgoing_system_log_scaled,memory_log_scaled,cpu_system_log_scaled
78,22,89.72727272727273,0.0,141.0,12618792960.0,338.0,775.0,988.0,1753.0,375.0,16166.0,4446.0,2284.0,214.0,3879.0,954.0,219.0,454.0,32845.0,0.00286,0.00845,0.00132,0.0249,0.00195,0.00838,0.00399,0.0108,0.00298,0.00367,0.00363,0.00229,0.00101,0.00635,0.0,0.00633,0.00615,0.00605,0.0051,0.00504,14.0,14.0,15.0,26.0,24.0,12612575232.0,12573552640.0,12571799552.0,12551827456.0,12539670528.0,18.2,0.005996,12585709568.0,0.002628,0.003594,0.010236,0.10814,369833095168.0,10.399585250897506,23.258453044556525,0.006329923694869695
80,20,110.0,0.0,143.0,12618063872.0,338.0,809.0,988.0,1753.0,375.0,16166.0,4405.0,2341.0,214.0,3879.0,954.0,219.0,454.0,32896.0,0.00286,0.00845,0.00132,0.0249,0.00195,0.00838,0.00395,0.0111,0.00298,0.00367,0.00363,0.00236,0.00101,0.00638,0.0,0.00635,0.00633,0.00615,0.00605,0.0051,22.0,14.0,14.0,15.0,26.0,12618792960.0,12612575232.0,12573552640.0,12571799552.0,12551827456.0,17.0,0.006251999999999999,12598956851.2,0.002698,0.0036119999999999998,0.010516000000000001,0.11452,382451159040.0,10.401136747185486,23.258395264936425,0.0063597339525815815
82,22,110.0,0.0,143.0,12620693504.0,338.0,1045.0,988.0,1753.0,375.0,16166.0,4364.0,2398.0,214.0,5363.0,954.0,219.0,504.0,34681.0,0.00286,0.00845,0.00156,0.0263,0.00195,0.00838,0.00392,0.0113,0.00298,0.00367,0.00363,0.00236,0.00101,0.00653,0.0,0.00638,0.00635,0.00633,0.00615,0.00605,20.0,22.0,14.0,14.0,15.0,12618063872.0,12618792960.0,12612575232.0,12573552640.0,12571799552.0,18.4,0.0063479999999999995,12608735641.6,0.0027680000000000005,0.00363,0.01078,0.12104999999999999,395071852544.0,10.453976099358494,23.25860364540224,0.006508771912825858
84,15,180.0,0.0,143.0,12620124160.0,348.0,1045.0,988.0,1753.0,377.0,22945.0,4324.0,2455.0,214.0,5519.0,954.0,219.0,504.0,41647.0,0.00286,0.00845,0.00156,0.0263,0.00195,0.00838,0.00388,0.0116,0.00298,0.00367,0.00352,0.00236,0.00101,0.00654,0.0,0.00653,0.00638,0.00635,0.00633,0.00615,22.0,20.0,22.0,14.0,14.0,12620693504.0,12618063872.0,12618792960.0,12612575232.0,12573552640.0,18.6,0.006425999999999999,12618049945.6,0.002854,0.003608,0.01106,0.12758999999999998,407691976704.0,10.637008627234346,23.258558532442144,0.006518706987115458
86,15,76.0,0.0,144.0,12618252288.0,348.0,1045.0,1007.0,1753.0,377.0,22945.0,4283.0,2512.0,231.0,5706.0,954.0,217.0,504.0,41883.0,0.00286,0.00845,0.00156,0.0319,0.00195,0.0103,0.00384,0.0104,0.00298,0.00438,0.00441,0.00236,0.00101,0.00719,0.0,0.00654,0.00653,0.00638,0.00635,0.00633,15.0,22.0,20.0,22.0,14.0,12620124160.0,12620693504.0,12618063872.0,12618792960.0,12612575232.0,18.8,0.006598,12619185356.8,0.00286,0.003764,0.01104,0.13477999999999998,420310228992.0,10.642659171407352,23.25841019706826,0.007164275184018129
88,29,150.24137931034485,0.0,141.0,12614127616.0,348.0,1045.0,1014.0,1753.0,377.0,22945.0,4242.0,2733.0,231.0,5706.0,954.0,216.0,504.0,42068.0,0.00286,0.0083,0.00163,0.0319,0.00196,0.0103,0.00381,0.0118,0.00362,0.00438,0.00444,0.0024,0.00101,0.00736,0.0,0.00719,0.00654,0.00653,0.00638,0.00635,15.0,15.0,22.0,20.0,22.0,12618252288.0,12620124160.0,12620693504.0,12618063872.0,12618792960.0,20.2,0.0068000000000000005,12618252288.0,0.00286,0.003926000000000001,0.01124,0.14214,432924356608.0,10.64706640639476,23.258083262228812,0.007333047366791973
90,20,24.65,0.0,141.0,12607750144.0,348.0,1045.0,1150.0,1753.0,383.0,24061.0,4201.0,2794.0,231.0,5706.0,954.0,298.0,507.0,43431.0,0.00277,0.0109,0.00163,0.0319,0.00201,0.0106,0.00377,0.0121,0.00362,0.00438,0.00457,0.0024,0.00101,0.00763,0.0,0.00736,0.00719,0.00654,0.00653,0.00638,29.0,15.0,15.0,22.0,20.0,12614127616.0,12618252288.0,12620124160.0,12620693504.0,12618063872.0,20.2,0.007050000000000001,12616189542.4,0.002842,0.004114,0.01144,0.14977,445532106752.0,10.678951775585286,23.257577552686,0.007601038772819731
92,18,110.0,0.0,141.0,12608540672.0,435.0,1045.0,1150.0,2375.0,383.0,24061.0,4160.0,2854.0,235.0,5706.0,991.0,298.0,522.0,44215.0,0.00275,0.0113,0.00163,0.0319,0.00201,0.011,0.00374,0.0123,0.00362,0.00462,0.00457,0.0024,0.0012,0.00775,0.0,0.00763,0.00736,0.00719,0.00654,0.00653,20.0,29.0,15.0,15.0,22.0,12607750144.0,12614127616.0,12618252288.0,12620124160.0,12620693504.0,19.4,0.007294,12613758976.0,0.00282,0.004302,0.011640000000000001,0.15752,458140647424.0,10.696841993513099,23.257640252470516,0.007720123015138114
94,27,156.96296296296296,0.0,141.0,12612329472.0,454.0,1045.0,1150.0,2375.0,388.0,24061.0,4220.0,2915.0,235.0,6828.0,957.0,298.0,522.0,45448.0,0.00331,0.0113,0.00163,0.0319,0.00201,0.011,0.00374,0.0126,0.00362,0.00462,0.00457,0.0024,0.0012,0.00782,0.0,0.00775,0.00763,0.00736,0.00719,0.00654,18.0,20.0,29.0,15.0,15.0,12608540672.0,12607750144.0,12614127616.0,12618252288.0,12620124160.0,21.8,0.007549999999999999,12612200038.4,0.0029100000000000003,0.004512,0.01184,0.16534,470752976896.0,10.724346097163354,23.257940702059017,0.00778958227482956
96,21,80.80952380952381,0.0,143.0,12616060928.0,454.0,1316.0,1150.0,2375.0,388.0,24061.0,4179.0,2975.0,235.0,6828.0,1219.0,313.0,522.0,46015.0,0.00331,0.0113,0.00163,0.0319,0.00201,0.011,0.00371,0.0129,0.00362,0.00462,0.00457,0.00234,0.0012,0.00783,0.0,0.00782,0.00775,0.00763,0.00736,0.00719,27.0,18.0,20.0,29.0,15.0,12612329472.0,12608540672.0,12607750144.0,12614127616.0,12618252288.0,23.0,0.007678,12611761766.4,0.003,0.004544,0.01234,0.17317,483369037824.0,10.736744441080718,23.258236516097707,0.007799504632381795
98,19,75.52631578947368,0.0,145.0,12627361792.0,454.0,1316.0,1150.0,2375.0,388.0,24061.0,4137.0,3036.0,235.0,6828.0,1219.0,313.0,506.0,46018.0,0.00331,0.0113,0.00163,0.0384,0.00201,0.011,0.00367,0.0131,0.00379,0.00462,0.00457,0.00235,0.0012,0.00841,0.0,0.00783,0.00782,0.00775,0.00763,0.00736,21.0,27.0,18.0,20.0,29.0,12616060928.0,12612329472.0,12608540672.0,12607750144.0,12614127616.0,21.0,0.007888000000000001,12614408601.6,0.00309,0.00457,0.0126,0.18158,495996399616.0,10.736809633670518,23.259131867324786,0.008374832982179899
100,26,83.07692307692308,0.0,147.0,12624994304.0,454.0,1316.0,1150.0,2375.0,388.0,29737.0,4095.0,3285.0,235.0,6828.0,1219.0,313.0,603.0,51998.0,0.00331,0.0113,0.00157,0.0397,0.00203,0.011,0.00364,0.0134,0.00437,0.00462,0.00444,0.00243,0.0012,0.00858,0.0,0.00841,0.00783,0.00782,0.00775,0.00763,19.0,21.0,27.0,18.0,20.0,12627361792.0,12616060928.0,12612329472.0,12608540672.0,12607750144.0,22.2,0.008078,12617857433.6,0.0031980000000000003,0.004544000000000001,0.01286,0.19016,508621393920.0,10.85897976660942,23.258944361018624,0.008543400997294053
102,14,58.0,0.0,147.0,12625825792.0,454.0,1316.0,1150.0,2375.0,388.0,29737.0,4053.0,3349.0,248.0,7211.0,1219.0,313.0,603.0,52416.0,0.00331,0.0113,0.00191,0.0397,0.00203,0.0136,0.0036,0.0137,0.00437,0.00557,0.00534,0.00243,0.0012,0.009,0.0,0.00858,0.00841,0.00783,0.00782,0.00775,26.0,19.0,21.0,27.0,18.0,12624994304.0,12627361792.0,12616060928.0,12612329472.0,12608540672.0,21.4,0.008328,12621314457.6,0.00331,0.004698000000000001,0.013139999999999999,0.19916,521247219712.0,10.866986245174834,23.25901021931527,0.008959741371471904
104,25,78.44,0.0,143.0,12630368256.0,511.0,1316.0,1150.0,2375.0,388.0,30551.0,4011.0,3413.0,248.0,7211.0,1219.0,313.0,603.0,53310.0,0.00331,0.0113,0.00193,0.0397,0.00203,0.0136,0.00356,0.014,0.00437,0.00557,0.00534,0.00249,0.00134,0.00904,0.0,0.009,0.00858,0.00841,0.00783,0.00782,14.0,26.0,19.0,21.0,27.0,12625825792.0,12624994304.0,12627361792.0,12616060928.0,12612329472.0,21.0,0.008572,12624922214.4,0.00331,0.004852,0.013419999999999998,0.2082,533877587968.0,10.88389796784759,23.259369930207576,0.008999383796800677
106,26,77.57692307692308,0.0,143.0,12632973312.0,511.0,1316.0,1174.0,2440.0,388.0,30763.0,3969.0,3477.0,248.0,7211.0,1219.0,381.0,623.0,53721.0,0.00331,0.0113,0.002,0.0397,0.00196,0.0136,0.00353,0.0142,0.00437,0.00557,0.00552,0.00249,0.00134,0.00907,0.0,0.00904,0.009,0.00858,0.00841,0.00783,25.0,14.0,26.0,19.0,21.0,12630368256.0,12625825792.0,12624994304.0,12627361792.0,12616060928.0,22.0,0.00882,12628304691.2,0.00331,0.005042,0.013680000000000001,0.21727,546510561280.0,10.891577880026057,23.2595761623089,0.009029114584520088
108,27,106.0,0.0,143.0,12631375872.0,511.0,1316.0,1461.0,3078.0,409.0,31761.0,3928.0,3541.0,248.0,7211.0,1257.0,381.0,623.0,55726.0,0.00331,0.0137,0.002,0.0397,0.00214,0.0136,0.00349,0.0145,0.00437,0.00583,0.00552,0.00249,0.00136,0.00933,0.0,0.00907,0.00904,0.009,0.00858,0.00841,26.0,25.0,14.0,26.0,19.0,12632973312.0,12630368256.0,12625825792.0,12624994304.0,12627361792.0,23.6,0.009004,12629107507.2,0.00331,0.005232,0.01396,0.2266,559141937152.0,10.928220048143892,23.259449704271898,0.009286744391731824
110,17,10.823529411764708,0.0,143.0,12646785024.0,511.0,1349.0,1510.0,3078.0,400.0,31761.0,3961.0,3606.0,255.0,8812.0,1257.0,381.0,623.0,57503.0,0.00328,0.0137,0.002,0.0445,0.00214,0.0141,0.00333,0.0148,0.00437,0.00583,0.00552,0.00249,0.00136,0.00978,0.0,0.00933,0.00907,0.00904,0.009,0.00858,27.0,26.0,25.0,14.0,26.0,12631375872.0,12632973312.0,12630368256.0,12625825792.0,12624994304.0,21.8,0.009243999999999999,12633465651.2,0.003304,0.005448,0.01424,0.23638,571788722176.0,10.959609789583286,23.260668871597463,0.00973248534437996
112,16,155.5625,0.0,140.0,12651077632.0,521.0,1620.0,1510.0,3078.0,414.0,31761.0,3918.0,3827.0,255.0,8812.0,1467.0,381.0,623.0,58187.0,0.00326,0.0137,0.002,0.0445,0.00214,0.0161,0.00347,0.015,0.0048,0.00583,0.00552,0.00249,0.00136,0.01,0.0,0.00978,0.00933,0.00907,0.00904,0.009,17.0,27.0,26.0,25.0,14.0,12646785024.0,12631375872.0,12632973312.0,12630368256.0,12625825792.0,22.2,0.009444,12638516019.2,0.0032939999999999996,0.005484,0.014499999999999999,0.24638000000000002,584439799808.0,10.971434426893353,23.261008236871064,0.009950330853168083
114,21,64.71428571428571,0.0,142.0,12647161856.0,539.0,1672.0,1510.0,3078.0,414.0,31761.0,3875.0,3894.0,266.0,8812.0,1467.0,394.0,623.0,58304.0,0.00402,0.0137,0.00211,0.0445,0.00216,0.0161,0.00344,0.0153,0.00484,0.00583,0.00552,0.00249,0.00136,0.0101,0.0,0.01,0.00978,0.00933,0.00907,0.00904,16.0,17.0,27.0,26.0,25.0,12651077632.0,12646785024.0,12631375872.0,12632973312.0,12630368256.0,21.4,0.009656000000000001,12641874739.2,0.0034360000000000003,0.00552,0.01476,0.25648000000000004,597086961664.0,10.973443131954433,23.26069866781723,0.01004933585300144
116,16,50.125,0.0,146.0,12654252032.0,539.0,1672.0,1510.0,3078.0,414.0,38650.0,3833.0,3961.0,266.0,8812.0,1467.0,394.0,604.0,65199.0,0.00402,0.0137,0.00211,0.0459,0.00216,0.0161,0.0034,0.0156,0.00498,0.00688,0.00535,0.00251,0.00136,0.0103,0.0,0.0101,0.01,0.00978,0.00933,0.00907,21.0,16.0,17.0,27.0,26.0,12647161856.0,12651077632.0,12646785024.0,12631375872.0,12632973312.0,19.4,0.009902,12646130483.2,0.003578,0.0054859999999999996,0.015039999999999998,0.26678,609741213696.0,11.085214747914744,23.261259124732124,0.010247316451549523
118,23,141.47826086956522,0.0,146.0,12654952448.0,539.0,1672.0,1510.0,3078.0,414.0,38650.0,3790.0,4028.0,266.0,9188.0,1510.0,394.0,700.0,65739.0,0.00402,0.0137,0.00211,0.0474,0.00216,0.0161,0.00336,0.0158,0.00498,0.00688,0.00537,0.00251,0.00141,0.0105,0.0,0.0103,0.0101,0.01,0.00978,0.00933,16.0,21.0,16.0,17.0,27.0,12654252032.0,12647161856.0,12651077632.0,12646785024.0,12631375872.0,18.6,0.010136000000000001,12650845798.4,0.0037199999999999998,0.005456,0.0153,0.27728,622396166144.0,11.09346284721821,23.26131447344928,0.010445257861538649
120,17,104.0,0.0,144.0,12659515392.0,539.0,1672.0,1616.0,3341.0,414.0,38650.0,3747.0,4095.0,266.0,9188.0,1510.0,394.0,722.0,66155.0,0.00402,0.0143,0.00211,0.0474,0.00216,0.0169,0.00333,0.0161,0.00498,0.00688,0.00652,0.00243,0.00161,0.0107,0.0,0.0105,0.0103,0.0101,0.01,0.00978,23.0,16.0,21.0,16.0,17.0,12654952448.0,12654252032.0,12647161856.0,12651077632.0,12646785024.0,18.6,0.010320000000000001,12653391872.0,0.003868,0.005656,0.01556,0.28798,635055681536.0,11.099770868377684,23.2616749743358,0.010643160098479827
122,11,104.0,0.0,143.0,12653756416.0,614.0,1672.0,1616.0,3341.0,414.0,38650.0,3705.0,4162.0,266.0,9188.0,1510.0,458.0,722.0,66319.0,0.00402,0.0143,0.00215,0.0474,0.00216,0.0169,0.00329,0.0164,0.00498,0.00705,0.00671,0.00241,0.00161,0.0108,0.0,0.0107,0.0105,0.0103,0.0101,0.01,17.0,23.0,16.0,21.0,16.0,12659515392.0,12654952448.0,12654252032.0,12647161856.0,12651077632.0,17.6,0.01048,12653927628.8,0.00402,0.005894,0.01584,0.29878,647709437952.0,11.102246789809177,23.2612199579995,0.010742096531902109
124,19,54.94736842105263,0.0,145.0,12655980544.0,614.0,1672.0,1616.0,3341.0,422.0,39828.0,3662.0,4287.0,281.0,9188.0,1510.0,458.0,722.0,67602.0,0.00412,0.0143,0.00224,0.0523,0.00209,0.0169,0.00325,0.0166,0.00498,0.0071,0.00671,0.0026,0.00161,0.0112,0.0,0.0108,0.0107,0.0105,0.0103,0.0101,11.0,17.0,23.0,16.0,21.0,12653756416.0,12659515392.0,12654952448.0,12654252032.0,12647161856.0,17.2,0.010700000000000001,12655691366.4,0.00404,0.006132,0.0161,0.30998,660365418496.0,11.121407639744575,23.26139571075498,0.011137744410455924
126,26,103.0,0.0,141.0,12687138816.0,614.0,1672.0,1693.0,3454.0,422.0,41035.0,3684.0,4355.0,281.0,10346.0,1510.0,475.0,722.0,70263.0,0.00593,0.0138,0.00224,0.0523,0.00223,0.0169,0.00322,0.0169,0.00498,0.00736,0.00671,0.0026,0.00161,0.0114,0.0,0.0112,0.0108,0.0107,0.0105,0.0103,19.0,11.0,17.0,23.0,16.0,12655980544.0,12653756416.0,12659515392.0,12654952448.0,12654252032.0,19.2,0.010920000000000001,12662268723.2,0.004422000000000001,0.006404,0.01636,0.32138,673052557312.0,11.160014855596954,23.26385462571759,0.011335509663745602
128,13,177.69230769230768,0.0,141.0,12690481152.0,614.0,1672.0,1693.0,3454.0,426.0,41035.0,3641.0,4423.0,281.0,10346.0,1690.0,475.0,722.0,70472.0,0.00593,0.016,0.00224,0.0523,0.00223,0.0169,0.00308,0.0172,0.00482,0.00736,0.00671,0.0026,0.00161,0.0116,0.0,0.0114,0.0112,0.0108,0.0107,0.0105,26.0,19.0,11.0,17.0,23.0,12687138816.0,12655980544.0,12653756416.0,12659515392.0,12654952448.0,17.2,0.01114,12669374464.0,0.004804,0.006672,0.016640000000000002,0.33298,685743038464.0,11.162984936721875,23.264118033871963,0.01153323581367303
130,22,239.4090909090909,0.0,144.0,12694151168.0,634.0,1965.0,1693.0,3454.0,426.0,45247.0,3597.0,4491.0,281.0,10954.0,1750.0,475.0,722.0,75689.0,0.00593,0.016,0.00216,0.0523,0.00219,0.0163,0.00322,0.0174,0.00621,0.00714,0.00671,0.00255,0.00171,0.0117,0.0,0.0116,0.0114,0.0112,0.0108,0.0107,13.0,26.0,19.0,11.0,17.0,12690481152.0,12687138816.0,12655980544.0,12653756416.0,12659515392.0,18.2,0.01134,12676301619.2,0.0051860000000000005,0.00671,0.016900000000000002,0.34468,698437189632.0,11.234401330303212,23.264407186456804,0.011632084229707653
132,17,107.0,0.0,146.0,12683759616.0,634.0,1965.0,1951.0,3454.0,426.0,45247.0,3554.0,4559.0,281.0,10954.0,1750.0,475.0,742.0,75992.0,0.00593,0.016,0.00269,0.0523,0.0022,0.0193,0.00318,0.0177,0.00621,0.00709,0.00721,0.00264,0.00176,0.012,0.0,0.0117,0.0116,0.0114,0.0112,0.0108,22.0,13.0,26.0,19.0,11.0,12694151168.0,12690481152.0,12687138816.0,12655980544.0,12653756416.0,19.4,0.01158,12682302259.2,0.005568,0.006809999999999999,0.017159999999999998,0.35668,711120949248.0,11.23839650976336,23.26358824177153,0.011928570865273802
134,20,261.5,0.0,146.0,12683927552.0,670.0,1965.0,1951.0,3454.0,426.0,45247.0,3510.0,4627.0,281.0,10954.0,1750.0,475.0,816.0,76126.0,0.00593,0.0164,0.00269,0.0581,0.00227,0.0203,0.00315,0.018,0.00621,0.00831,0.00721,0.00264,0.00176,0.0127,0.0,0.012,0.0117,0.0116,0.0114,0.0112,17.0,22.0,13.0,26.0,19.0,12683759616.0,12694151168.0,12690481152.0,12687138816.0,12655980544.0,19.6,0.011879999999999998,12687891660.8,0.00593,0.0069099999999999995,0.01744,0.36938,723804876800.0,11.240158277245076,23.26360148192219,0.012620031356102263
136,12,23.166666666666668,0.0,146.0,12686352384.0,670.0,1965.0,1951.0,3522.0,426.0,45247.0,3467.0,4694.0,281.0,10954.0,1750.0,509.0,816.0,76252.0,0.00611,0.017,0.00269,0.0581,0.00227,0.0203,0.00311,0.018,0.00621,0.00831,0.0073,0.00264,0.00176,0.0128,0.0,0.0127,0.012,0.0117,0.0116,0.0114,20.0,17.0,22.0,13.0,26.0,12683927552.0,12683759616.0,12694151168.0,12690481152.0,12687138816.0,16.8,0.01216,12687734374.4,0.005966000000000001,0.0070279999999999995,0.017660000000000002,0.38217999999999996,736491229184.0,11.241812037957988,23.263792637243558,0.012718772407774689
138,24,331.0833333333333,0.0,143.0,12691410944.0,670.0,1965.0,1951.0,4128.0,426.0,45247.0,3423.0,4762.0,281.0,11923.0,1750.0,536.0,816.0,77879.0,0.00611,0.0176,0.00269,0.0581,0.00227,0.0203,0.00307,0.0183,0.00621,0.00831,0.00735,0.00267,0.00176,0.0129,0.0,0.0128,0.0127,0.012,0.0117,0.0116,12.0,20.0,17.0,22.0,13.0,12686352384.0,12683927552.0,12683759616.0,12694151168.0,12690481152.0,19.0,0.01242,12687920332.8,0.006002,0.007156,0.01788,0.39508,749182640128.0,11.262924459486136,23.264191298071246,0.012817503710614431
140,24,68.58333333333333,0.0,144.0,12693446656.0,670.0,1965.0,1951.0,4128.0,451.0,45247.0,3380.0,4985.0,271.0,11923.0,1750.0,536.0,816.0,78072.0,0.00611,0.0176,0.00269,0.0581,0.00227,0.0203,0.00303,0.0185,0.00621,0.00831,0.00759,0.00267,0.00176,0.0129,0.0,0.0129,0.0128,0.0127,0.012,0.0117,24.0,12.0,20.0,17.0,22.0,12691410944.0,12686352384.0,12683927552.0,12683759616.0,12694151168.0,19.4,0.01266,12687779430.4,0.006038,0.007332,0.018099999999999998,0.40798,761876086784.0,11.265399565428682,23.264351685971487,0.012817503710614431
142,12,113.0,0.0,143.0,12692541440.0,697.0,2196.0,2042.0,4128.0,455.0,47724.0,3420.0,5055.0,320.0,11923.0,1750.0,536.0,816.0,81062.0,0.00593,0.0176,0.00279,0.0581,0.00239,0.0203,0.003,0.0188,0.00621,0.00873,0.00759,0.00267,0.00188,0.013,0.0,0.0129,0.0129,0.0128,0.0127,0.012,24.0,24.0,12.0,20.0,17.0,12693446656.0,12691410944.0,12686352384.0,12683927552.0,12683759616.0,18.4,0.01286,12689535795.2,0.006038,0.0074080000000000005,0.01832,0.42098,774568628224.0,11.302981909119962,23.26428036977951,0.012916225266546328
144,26,69.61538461538461,0.0,141.0,12701065216.0,697.0,2196.0,2042.0,4128.0,455.0,47724.0,3376.0,5125.0,320.0,11923.0,1853.0,536.0,849.0,81223.0,0.00589,0.0176,0.00279,0.0581,0.00239,0.0217,0.00296,0.0191,0.00621,0.00873,0.00793,0.00267,0.00195,0.0132,0.0,0.013,0.0129,0.0129,0.0128,0.0127,12.0,24.0,24.0,12.0,20.0,12692541440.0,12693446656.0,12691410944.0,12686352384.0,12683927552.0,19.6,0.01296,12692963328.0,0.00603,0.0075520000000000006,0.01854,0.43418,787269693440.0,11.30496604898106,23.264951702247945,0.013113639145383105
146,17,112.0,0.0,141.0,12675461120.0,697.0,2196.0,2189.0,4128.0,455.0,46319.0,3331.0,5195.0,320.0,11923.0,1853.0,561.0,849.0,80016.0,0.00654,0.0176,0.003,0.0581,0.00239,0.0217,0.00298,0.0193,0.00626,0.0092,0.00793,0.00267,0.00195,0.0133,0.0,0.0132,0.013,0.0129,0.0129,0.0128,26.0,12.0,24.0,24.0,12.0,12701065216.0,12692541440.0,12693446656.0,12691410944.0,12686352384.0,20.6,0.013059999999999999,12690785075.2,0.006116,0.007678,0.0188,0.44748,799945154560.0,11.289994391081091,23.262933766116937,0.013212331472134811
148,26,66.96153846153847,0.0,144.0,12682801152.0,697.0,2196.0,2189.0,4128.0,455.0,52160.0,3287.0,5265.0,320.0,12725.0,1953.0,561.0,849.0,86786.0,0.00677,0.0176,0.003,0.0653,0.00239,0.0225,0.00294,0.0196,0.00702,0.0092,0.00793,0.00268,0.00195,0.0141,0.0,0.0133,0.0132,0.013,0.0129,0.0129,17.0,26.0,12.0,24.0,24.0,12675461120.0,12701065216.0,12692541440.0,12693446656.0,12691410944.0,21.0,0.013300000000000001,12689063116.8,0.006248,0.007794,0.01906,0.46158,812627955712.0,11.371212119846604,23.263512672678097,0.014001519635813609
150,14,111.0,0.0,144.0,12685590528.0,697.0,2196.0,2189.0,4427.0,455.0,52160.0,3242.0,5335.0,320.0,12725.0,1953.0,561.0,849.0,87110.0,0.00677,0.0176,0.003,0.0653,0.00243,0.0225,0.0029,0.0198,0.00702,0.0092,0.00793,0.00268,0.00195,0.0141,0.0,0.0141,0.0133,0.0132,0.013,0.0129,26.0,17.0,26.0,12.0,24.0,12682801152.0,12675461120.0,12701065216.0,12692541440.0,12693446656.0,19.0,0.01354,12687491891.2,0.006379999999999999,0.007862,0.019319999999999997,0.47568,825313546240.0,11.374938446485308,23.26373258224479,0.014001519635813609
152,24,60.625,0.0,147.0,12687609856.0,763.0,2196.0,2189.0,4679.0,470.0,52160.0,3198.0,5405.0,320.0,12725.0,1953.0,561.0,903.0,87523.0,0.00677,0.0176,0.00313,0.0653,0.00243,0.0225,0.00286,0.0201,0.00702,0.0092,0.00793,0.00268,0.00195,0.0141,0.0,0.0141,0.0141,0.0133,0.0132,0.013,14.0,26.0,17.0,26.0,12.0,12685590528.0,12682801152.0,12675461120.0,12701065216.0,12692541440.0,21.4,0.01376,12686505574.4,0.006548,0.00793,0.01958,0.48978,838001156096.0,11.379668320450541,23.263891752390734,0.014001519635813609
154,17,110.0,0.0,142.0,12690878464.0,798.0,2196.0,2189.0,4679.0,470.0,52160.0,3232.0,5585.0,320.0,13847.0,1953.0,574.0,903.0,88907.0,0.00677,0.0189,0.00313,0.0653,0.00248,0.0225,0.00282,0.0204,0.00702,0.0092,0.00793,0.00273,0.00195,0.0143,0.0,0.0141,0.0141,0.0141,0.0133,0.0132,24.0,14.0,26.0,17.0,26.0,12687609856.0,12685590528.0,12682801152.0,12675461120.0,12701065216.0,19.6,0.013980000000000001,12684468224.0,0.006723999999999999,0.00793,0.019840000000000003,0.50408,850692034560.0,11.395357406204658,23.264149341257067,0.014198719399812949
156,21,50.61904761904762,0.0,140.0,12698914816.0,798.0,2196.0,2398.0,4679.0,470.0,54546.0,3186.0,5657.0,320.0,13847.0,2069.0,593.0,903.0,91662.0,0.00705,0.0189,0.00313,0.0653,0.00248,0.0225,0.00267,0.0206,0.00702,0.0092,0.0083,0.00273,0.00203,0.0143,0.0,0.0143,0.0141,0.0141,0.0141,0.0133,17.0,24.0,14.0,26.0,17.0,12690878464.0,12687609856.0,12685590528.0,12682801152.0,12675461120.0,20.4,0.014180000000000002,12689158963.2,0.0068260000000000005,0.008004,0.0201,0.51838,863390949376.0,11.425874087180578,23.264782379279797,0.014198719399812949
158,17,109.0,0.0,140.0,12694896640.0,798.0,2367.0,2477.0,4679.0,470.0,54546.0,3141.0,5728.0,309.0,13847.0,2069.0,593.0,903.0,91926.0,0.00705,0.0189,0.00313,0.0653,0.00248,0.0232,0.00283,0.0209,0.00741,0.0103,0.0083,0.00273,0.00215,0.0146,0.0,0.0143,0.0143,0.0141,0.0141,0.0141,21.0,17.0,24.0,14.0,26.0,12698914816.0,12690878464.0,12687609856.0,12685590528.0,12682801152.0,18.6,0.014279999999999998,12691578060.8,0.006882000000000001,0.008077999999999998,0.02036,0.5329799999999999,876085846016.0,11.428750062799807,23.264465910360574,0.014494446150452563
