Timestamp,Requests je Sekunde,Durchschnittliche Antwortzeitintervalle,one_i_o_read,one_i_o_write,one_memory,network_outgoing_pod_adservice,network_outgoing_pod_cartservice,network_outgoing_pod_checkoutservice,network_outgoing_pod_currencyservice,network_outgoing_pod_emailservice,network_outgoing_pod_frontend,network_outgoing_pod_loadgenerator,network_outgoing_pod_loadgenerator.1,network_outgoing_pod_paymentservice,network_outgoing_pod_productcatalogservice,network_outgoing_pod_recommendationservice,network_outgoing_pod_redis,network_outgoing_pod_shippingservice,network_outgoing_system,cpu_pod_adservice,cpu_pod_cartservice,cpu_pod_checkoutservice,cpu_pod_currencyservice,cpu_pod_emailservice,cpu_pod_frontend,cpu_pod_loadgenerator,cpu_pod_loadgenerator.1,cpu_pod_paymentservice,cpu_pod_productcatalogservice,cpu_pod_recommendationservice,cpu_pod_redis,cpu_pod_shippingservice,cpu_system,"one_pod_restart_{container=""main"", instance=""kube","one_pod_restart_{container=""main"", instance=""kube.1","one_pod_restart_{container=""redis"", instance=""kube","one_pod_restart_{container=""server"", instance=""kube","one_pod_restart_{container=""server"", instance=""kube.1","one_pod_restart_{container=""server"", instance=""kube.2","one_pod_restart_{container=""server"", instance=""kube.3","one_pod_restart_{container=""server"", instance=""kube.4","one_pod_restart_{container=""server"", instance=""kube.5","one_pod_restart_{container=""server"", instance=""kube.6","one_pod_restart_{container=""server"", instance=""kube.7","one_pod_restart_{container=""server"", instance=""kube.8","one_pod_restart_{container=""server"", instance=""kube.9"
470,160,94.6875,76168.0,1065,12102467584,8907,25200,19389,35177,1769,894156,58773,,1484,172056,19436,7322.0,5686,1249354,0.0201,0.0733,0.0282,0.179,0.0101,0.185,0.227,,0.0344,0.0606,0.0849,0.00771,0.0141,0.0771,0,,0,0,0,0,0.00339,0,0,0,0,0,0
472,44,535.4545454545455,85820.0,1065,12130938880,8907,25200,19389,35177,1769,894156,58773,,1476,172056,19436,7322.0,5686,1249346,0.0201,0.0733,0.0282,0.178,0.0101,0.185,0.227,,0.0344,0.06,0.0849,0.00771,0.014,0.0769,0,,0,0,0,0,0.00335,0,0,0,0,0,0
474,38,2978.5526315789475,85718.0,1065,12122476544,8633,25263,19389,35177,1769,894156,59165,,1476,172056,19472,7340.0,5686,1249581,0.0201,0.0753,0.0282,0.177,0.0101,0.185,0.24,,0.0344,0.06,0.0819,0.00771,0.0135,0.0777,0,,0,0,0,0,0.00337,0,0,0,0,0,0
476,35,4709.028571428571,85704.0,1065,12136976384,8573,25263,19389,35177,1679,894156,59165,,1476,172056,18730,7340.0,5686,1248690,0.0201,0.0753,0.0282,0.181,0.0101,0.185,0.24,,0.0344,0.06,0.0819,0.00771,0.0135,0.0781,0,,0,0,0,0,0.00334,0,0,0,0,0,0
478,15,5685.066666666667,87635.0,1065,12141621248,8334,24514,19389,33767,1679,894156,59165,,1408,172056,18730,7340.0,5661,1246200,0.0201,0.0753,0.0282,0.18,0.0101,0.185,0.24,,0.033,0.06,0.0819,0.00771,0.0135,0.0779,0,,0,0,0,0,0.00336,0,0,0,0,0,0
480,36,8965.277777777777,88237.0,1038,12155002880,8334,24345,19389,34001,1679,894156,59165,,1408,172056,18730,7340.0,5661,1246265,0.0193,0.0753,0.0282,0.179,0.0101,0.185,0.24,,0.033,0.06,0.0822,0.00772,0.0135,0.0778,0,,0,0,0,0,0.00339,0,0,0,0,0,0
482,74,9220.837837837838,88873.0,1059,12157378560,8334,24962,19389,35042,1679,894156,57177,,1354,172056,18730,7340.0,5661,1245879,0.02,0.0753,0.0282,0.179,0.0101,0.185,0.241,,0.033,0.06,0.0822,0.00772,0.0135,0.0779,0,,0,0,0,0,0.00335,0,0,0,0,0,0
484,2,0.0,89446.0,1085,12168482816,8334,24962,19126,35042,1683,897929,60590,,1403,169296,18037,7304.0,5516,1249222,0.02,0.0753,0.0274,0.178,0.00981,0.183,0.241,,0.0328,0.0579,0.0822,0.00772,0.0135,0.0774,0,,0,0,0,0,0.00337,0,0,0,0,0,0
486,72,11945.166666666666,90027.0,1085,12183281664,8285,24962,19126,33998,1683,870582,60590,,1403,169296,18713,7304.0,5516,1221458,0.02,0.0753,0.0272,0.177,0.00982,0.183,0.239,,0.0328,0.0592,0.0822,0.00772,0.0135,0.0772,0,,0,0,0,0,0.00334,0,0,0,0,0,0
488,107,11762.88785046729,90891.0,1054,12198445056,8285,24952,19126,33764,1683,862741,58941,,1403,169296,18610,7304.0,5516,1211622,0.0198,0.0763,0.028,0.177,0.00982,0.183,0.239,,0.0328,0.0592,0.0822,0.00772,0.0135,0.0773,0,,0,0,0,0,0.00336,0,0,0,0,0,0
490,0,0.0,85946.0,1054,12217688064,8285,24952,19126,34088,1683,862741,61004,,1371,169296,18610,7312.0,5516,1213986,0.0198,0.074,0.028,0.169,0.00982,0.183,0.239,,0.0318,0.0588,0.0793,0.00772,0.0135,0.0761,0,,0,0,0,0,0.00339,0,0,0,0,0,0
492,0,0.0,85942.0,1054,12259278848,8285,24952,19126,34088,1650,862741,61004,,1371,169296,18610,7312.0,5231,1213669,0.0198,0.0745,0.028,0.181,0.00982,0.183,0.239,,0.0318,0.0588,0.081,0.00772,0.0132,0.0772,0,,0,0,0,0,0.00335,0,0,0,0,0,0
494,0,0.0,85989.0,1949,12271087616,8055,24952,17780,34088,1650,862741,60130,,1371,169296,18610,7312.0,5267,1211253,0.0198,0.0745,0.028,0.181,0.00982,0.183,0.239,,0.0316,0.0588,0.0805,0.00763,0.0132,0.0772,0,,0,0,0,0,0.00337,0,0,0,0,0,0
496,0,0.0,88492.0,1949,12277567488,8055,24952,17903,34088,1650,862741,60130,,1371,163356,18610,7312.0,5444,1205612,0.0198,0.0745,0.0268,0.18,0.0097,0.183,0.239,,0.0316,0.0588,0.0805,0.00763,0.0132,0.077,0,,0,0,0,0,0.00334,0,0,0,0,0,0
498,-13053,0.0,89096.0,1976,12258783232,7647,24164,18482,32739,1565,862741,60130,,1371,168573,18610,7312.0,5444,1208777,0.0198,0.0706,0.0277,0.18,0.0097,0.182,0.239,,0.0316,0.0572,0.0805,0.00763,0.0132,0.0767,0,,0,0,0,0,0.00336,0,0,0,0,0,0
500,23,234.17391304347825,89700.0,1976,12272214016,7926,24184,18482,33827,1576,859837,60130,,1371,163459,18610,7079.0,5291,1201771,0.0192,0.0731,0.0277,0.18,0.00942,0.177,0.239,,0.0316,0.0572,0.0805,0.00763,0.0132,0.0763,0,,0,0,0,0,0.00339,0,0,0,0,0,0
502,30,209.6,90352.0,1976,12255584256,7926,24184,18482,33827,1627,859837,60130,,1313,162335,18610,6989.0,5291,1200551,0.0192,0.0731,0.0277,0.179,0.00942,0.176,0.231,,0.0306,0.0572,0.0805,0.00763,0.0132,0.0754,0,,0,0,0,0,0.00335,0,0,0,0,0,0
504,40,285.8,90941.0,1957,12252790784,7926,23908,18482,32526,1627,834083,60130,,1313,162095,17126,6989.0,5291,1171496,0.0192,0.0731,0.0267,0.177,0.00942,0.176,0.231,,0.0283,0.0572,0.0776,0.00763,0.0126,0.0747,0,,0,0,0,0,0.00337,0,0,0,0,0,0
506,49,209.77551020408163,88518.0,2864,12247371776,7926,23908,18482,32526,1573,833264,60268,,1313,162095,17601,6989.0,5291,1171235,0.0192,0.0704,0.0263,0.176,0.00942,0.176,0.231,,0.0293,0.0566,0.0776,0.00725,0.0126,0.0744,0,,0,0,0,0,0.00334,0,0,0,0,0,0
508,43,276.5813953488372,85772.0,2839,12235276288,7605,23908,18482,32526,1573,833264,58207,,1313,162095,17601,6989.0,5291,1168853,0.0192,0.0704,0.0263,0.17,0.00942,0.176,0.231,,0.0293,0.0566,0.0776,0.00729,0.0126,0.0738,0,,0,0,0,0,0.00336,0,0,0,0,0,0
510,59,426.8474576271187,85815.0,2839,12228071424,7605,23908,17907,32526,1573,833264,58207,,1313,162095,17601,6989.0,5291,1168277,0.0188,0.0704,0.0263,0.175,0.00942,0.176,0.231,,0.0293,0.0566,0.0776,0.00729,0.0126,0.0742,0,,0,0,0,0,0.00339,0,0,0,0,0,0
512,48,801.625,85815.0,2925,12230828032,7605,23908,17688,32526,1573,833264,58207,,1313,162095,17601,6711.0,5083,1167572,0.0188,0.0704,0.0263,0.174,0.00942,0.176,0.231,,0.0293,0.0566,0.0772,0.00729,0.0126,0.0741,0,,0,0,0,0,0.00335,0,0,0,0,0,0
514,67,697.3432835820895,88117.0,2925,12201947136,7605,23908,16603,32526,1573,799368,58207,,1313,160528,17601,6920.0,5083,1131233,0.0179,0.0704,0.0245,0.174,0.00901,0.176,0.231,,0.0293,0.0566,0.0772,0.00729,0.0126,0.0738,0,,0,0,0,0,0.00337,0,0,0,0,0,0
516,98,617.0204081632653,88680.0,2873,12195336192,7605,23065,17167,32111,1573,826916,58207,,1286,160528,17601,6920.0,5083,1158061,0.0186,0.0691,0.0243,0.173,0.00901,0.171,0.223,,0.0293,0.0551,0.0752,0.00729,0.0126,0.0723,0,,0,0,0,0,0.00334,0,0,0,0,0,0
518,85,596.1176470588235,89222.0,2873,12180566016,7400,22961,17167,32111,1536,826916,56965,,1244,156359,17601,6700.0,5083,1152042,0.0186,0.0684,0.0252,0.173,0.00901,0.172,0.223,,0.0284,0.0551,0.0752,0.00729,0.0124,0.0722,0,,0,0,0,0,0.00336,0,0,0,0,0,0
520,64,495.640625,89660.0,2816,12175785984,7400,22613,17167,31103,1510,826916,56705,,1264,156359,17601,6664.0,5083,1150384,0.0186,0.0684,0.0252,0.173,0.00901,0.171,0.223,,0.0291,0.0551,0.0752,0.00726,0.0122,0.0722,0,,0,0,0,0,0.00339,0,0,0,0,0,0
522,106,596.1320754716982,89603.0,2816,12176035840,7302,22613,17167,30889,1510,800003,56705,,1264,156359,17601,6664.0,5083,1123160,0.0186,0.0684,0.0252,0.176,0.00901,0.171,0.223,,0.028,0.054,0.0752,0.00726,0.0122,0.0723,0,,0,0,0,0,0.00335,0,0,0,0,0,0
524,96,545.65625,85468.0,2816,12172828672,7302,22613,17167,31311,1510,800003,56705,,1264,156359,16771,6664.0,4765,1122433,0.0186,0.0684,0.0252,0.176,0.00901,0.171,0.223,,0.028,0.054,0.0713,0.00726,0.0122,0.072,0,,0,0,0,0,0.00337,0,0,0,0,0,0
526,83,497.13253012048193,87459.0,2866,12166135808,7302,22613,17167,31311,1510,800003,56705,,1264,156359,16932,6664.0,4939,1122769,0.0186,0.0684,0.0252,0.175,0.00901,0.171,0.223,,0.028,0.054,0.0737,0.00722,0.0122,0.0721,0,,0,0,0,0,0.00334,0,0,0,0,0,0
528,121,1073.4545454545455,88034.0,2925,12173987840,7302,22613,16582,29542,1510,800003,56705,,1173,155031,16932,6664.0,4932,1118990,0.0179,0.0684,0.0252,0.175,0.00882,0.171,0.219,,0.028,0.054,0.0737,0.00722,0.0122,0.0716,0,,0,0,0,0,0.00336,0,0,0,0,0,0
530,135,1062.9333333333334,88673.0,2925,12148416512,7302,22613,17029,29747,1510,800003,56705,,1213,153170,16932,6505.0,4932,1117661,0.0184,0.0656,0.0252,0.175,0.00882,0.171,0.218,,0.028,0.054,0.0737,0.00722,0.0119,0.0713,0,,0,0,0,0,0.00339,0,0,0,0,0,0
532,114,865.3157894736842,89173.0,2925,12158435328,7302,22613,16726,30663,1510,789776,56705,,1213,153170,16932,6448.0,4932,1107990,0.0184,0.0677,0.0251,0.174,0.00882,0.169,0.218,,0.0285,0.054,0.0714,0.00722,0.012,0.0712,0,,0,0,0,0,0.00335,0,0,0,0,0,0
534,117,1091.2564102564102,89151.0,2759,12155973632,7302,21940,16726,30666,1481,789776,54981,,1213,153170,15968,6448.0,4932,1104603,0.0183,0.0677,0.0245,0.174,0.00882,0.169,0.218,,0.0285,0.0546,0.0709,0.00721,0.012,0.0711,0,,0,0,0,0,0.00337,0,0,0,0,0,0
536,140,962.0357142857144,85315.0,2839,12153856000,6856,21550,16726,30666,1486,789776,54457,,1232,153170,16515,6448.0,4932,1103814,0.0183,0.0677,0.0245,0.174,0.00882,0.169,0.218,,0.0285,0.0546,0.0729,0.0071,0.012,0.0712,0,,0,0,0,0,0.00334,0,0,0,0,0,0
538,120,823.9333333333333,85315.0,2839,12159070208,7164,22249,16726,30666,1486,763656,55598,,1232,153170,16515,6448.0,4932,1079842,0.0183,0.0677,0.0245,0.173,0.00882,0.169,0.218,,0.0274,0.0546,0.0729,0.0071,0.012,0.0711,0,,0,0,0,0,0.00336,0,0,0,0,0,0
540,124,1279.6370967741937,87642.0,2894,12160610304,7164,22249,16726,30666,1486,758391,55598,,1232,151222,16533,6448.0,4932,1072646,0.0183,0.0677,0.0245,0.176,0.00883,0.169,0.215,,0.0274,0.0536,0.0729,0.0071,0.012,0.0711,0,,0,0,0,0,0.00339,0,0,0,0,0,0
542,127,1434.2283464566929,88258.0,2894,12162662400,7164,22249,16726,30666,1486,780748,55598,,1232,151222,16533,6448.0,4932,1095004,0.0183,0.0677,0.0245,0.176,0.00883,0.169,0.215,,0.0274,0.0536,0.0691,0.0071,0.012,0.0707,0,,0,0,0,0,0.00335,0,0,0,0,0,0
544,135,1891.3333333333333,88753.0,2894,12163317760,7164,22249,16393,30666,1486,780748,55598,,1232,151745,16533,6448.0,4679,1094941,0.0187,0.0696,0.0245,0.176,0.00863,0.17,0.215,,0.0274,0.0544,0.0712,0.0071,0.012,0.0712,0,,0,0,0,0,0.00337,0,0,0,0,0,0
546,129,2085.813953488372,88801.0,2894,12166213632,7164,22249,16585,30666,1507,780748,55598,,1143,151745,16533,6395.0,4646,1094980,0.0187,0.0696,0.0249,0.175,0.00863,0.169,0.215,,0.0274,0.0544,0.0712,0.0071,0.0114,0.071,0,,0,0,0,0,0.00334,0,0,0,0,0,0
548,213,1976.6854460093896,88828.0,2894,12175642624,7164,21979,16585,29071,1483,773152,53498,,1151,151745,16533,6395.0,4972,1083728,0.0187,0.0694,0.0249,0.175,0.00863,0.169,0.215,,0.0264,0.0544,0.0716,0.0071,0.0114,0.071,0,,0,0,0,0,0.00336,0,0,0,0,0,0
550,126,1737.2777777777778,88673.0,2894,12177506304,7164,21979,16585,29115,1483,773152,55223,,1189,151745,16533,6395.0,4972,1085535,0.0187,0.0694,0.0244,0.175,0.00863,0.169,0.215,,0.0283,0.0544,0.0716,0.0071,0.012,0.0711,0,,0,0,0,0,0.00339,0,0,0,0,0,0
552,160,1909.1875,91207.0,2922,12181782528,7164,21979,16585,28915,1483,773152,55223,,1223,149713,15471,6395.0,4972,1082275,0.0187,0.0694,0.0244,0.175,0.00863,0.169,0.215,,0.0272,0.0544,0.0716,0.00677,0.012,0.071,0,,0,0,0,0,0.00335,0,0,0,0,0,0
554,166,2081.3614457831327,86332.0,2870,12187734016,6925,22278,16359,30323,1483,774500,53391,,1223,149713,15579,6395.0,4922,1083092,0.0187,0.0694,0.0244,0.167,0.00863,0.169,0.213,,0.0272,0.0544,0.0716,0.00717,0.012,0.0702,0,,0,0,0,0,0.00337,0,0,0,0,0,0
556,154,2112.7662337662337,86872.0,2870,12196859904,7149,22278,16359,30323,1483,774500,55206,,1223,149713,15562,6395.0,4922,1085114,0.0187,0.0709,0.0244,0.173,0.00836,0.17,0.213,,0.0272,0.0545,0.0716,0.00717,0.012,0.0709,0,,0,0,0,0,0.00334,0,0,0,0,0,0
558,142,2441.387323943662,87371.0,2870,12193447936,7149,22106,16359,30323,1483,764155,55206,,1223,149713,16389,6074.0,4922,1075102,0.0187,0.0709,0.0244,0.173,0.00872,0.17,0.206,,0.0272,0.0545,0.0716,0.00717,0.012,0.0703,0,,0,0,0,0,0.00336,0,0,0,0,0,0
560,141,2583.1347517730496,87917.0,2870,12199428096,7149,22106,16359,30323,1483,764155,55206,,1223,145209,16389,6086.0,4922,1070610,0.0188,0.0709,0.0244,0.176,0.00872,0.163,0.214,,0.0272,0.0545,0.0675,0.00717,0.012,0.0704,0,,0,0,0,0,0.00339,0,0,0,0,0,0
562,178,2541.5955056179773,87922.0,2870,12206194688,7149,22106,16710,30323,1459,764155,55206,,1223,152082,16389,6365.0,4922,1078089,0.0188,0.0721,0.0249,0.176,0.00872,0.168,0.214,,0.0272,0.0545,0.0676,0.00717,0.012,0.0709,0,,0,0,0,0,0.00335,0,0,0,0,0,0
564,139,3105.2805755395684,87986.0,2870,12222255104,7149,22106,16710,30323,1490,768423,55206,,1223,150454,16389,6365.0,5058,1080896,0.0188,0.0721,0.0248,0.176,0.00872,0.168,0.214,,0.0279,0.0545,0.071,0.00717,0.012,0.0713,0,,0,0,0,0,0.00337,0,0,0,0,0,0
566,150,2938.3133333333335,87719.0,2870,12229877760,7149,22106,16710,29938,1490,768423,54917,,1218,150454,16389,6365.0,5046,1080205,0.0179,0.0721,0.0248,0.175,0.00872,0.168,0.214,,0.0279,0.0545,0.071,0.00717,0.0123,0.0712,0,,0,0,0,0,0.00334,0,0,0,0,0,0
568,131,3180.7862595419847,90255.0,2926,12226654208,7285,22451,16596,29938,1490,768423,54917,,1218,150454,16389,6365.0,5046,1080572,0.0185,0.073,0.0248,0.175,0.00872,0.168,0.214,,0.0276,0.0541,0.071,0.00719,0.0123,0.0713,0,,0,0,0,0,0.00336,0,0,0,0,0,0
570,164,3721.8048780487807,90863.0,2926,12229586944,7285,22451,16596,28937,1490,768423,54917,,1252,150454,16389,6365.0,5046,1079605,0.0185,0.073,0.0248,0.175,0.00868,0.168,0.215,,0.0276,0.0541,0.071,0.00719,0.0123,0.0713,0,,0,0,0,0,0.00339,0,0,0,0,0,0
572,178,3916.775280898876,88255.0,2835,12237762560,7243,22451,16596,30582,1490,768423,53181,,1252,150454,16259,6365.0,5046,1079342,0.0185,0.073,0.0248,0.176,0.00868,0.17,0.214,,0.0276,0.0541,0.071,0.00728,0.0123,0.0714,0,,0,0,0,0,0.00335,0,0,0,0,0,0
574,114,4457.526315789473,86228.0,2835,12243722240,7243,22259,16782,30582,1490,760281,52815,,1252,152295,16549,6365.0,5046,1072959,0.0185,0.073,0.0248,0.176,0.00882,0.17,0.214,,0.0276,0.0548,0.071,0.00728,0.0123,0.0715,0,,0,0,0,0,0.00337,0,0,0,0,0,0
576,0,0.0,86609.0,2835,12249161728,7243,22259,16782,29011,1501,760281,55295,,1185,150095,16549,6292.0,5046,1071540,0.0185,0.073,0.0248,0.176,0.00882,0.17,0.214,,0.0276,0.0548,0.071,0.00728,0.0118,0.0714,0,,0,0,0,0,0.00334,0,0,0,0,0,0
578,0,0.0,87227.0,2365,12247285760,7243,22259,16782,30000,1492,760281,55295,,1229,150095,16549,6372.0,5066,1072662,0.0179,0.0739,0.0241,0.176,0.00882,0.169,0.214,,0.0281,0.0548,0.0703,0.00728,0.0121,0.0713,0,,0,0,0,0,0.00336,0,0,0,0,0,0
580,0,0.0,87539.0,2327,12243591168,7243,22259,16782,30000,1492,768512,55062,,1229,150095,16549,6372.0,5066,1080661,0.0185,0.0744,0.0248,0.176,0.00882,0.169,0.214,,0.0281,0.0541,0.071,0.00728,0.0121,0.0714,0,,0,0,0,0,0.00339,0,0,0,0,0,0
582,0,0.0,87497.0,2327,12243795968,7159,22178,15914,30000,1492,768512,55062,,1229,150095,16223,6372.0,5066,1079302,0.0185,0.0744,0.0248,0.175,0.00866,0.169,0.214,,0.0277,0.0541,0.071,0.00728,0.0117,0.0713,0,,0,0,0,0,0.00335,0,0,0,0,0,0
584,0,0.0,84677.0,1836,12208156672,7096,22178,16448,30000,1492,768512,55062,,1229,146937,16223,6372.0,5066,1076615,0.0179,0.0744,0.0248,0.175,0.00866,0.169,0.214,,0.0277,0.0541,0.071,0.0072,0.0116,0.0712,0,,0,0,0,0,0.00337,0,0,0,0,0,0
586,0,0.0,86639.0,1836,12206972928,7096,22178,16448,30000,1492,768512,55062,,1229,146937,16223,6286.0,5066,1076530,0.0185,0.0744,0.0248,0.171,0.00853,0.164,0.214,,0.0277,0.0541,0.071,0.0072,0.012,0.0706,0,,0,0,0,0,0.00334,0,0,0,0,0,0
588,0,0.0,87203.0,1787,12200001536,7096,21896,16448,29236,1492,758651,55062,,1201,146937,16223,6286.0,5066,1065595,0.0185,0.0749,0.0248,0.171,0.00853,0.164,0.208,,0.0277,0.0541,0.071,0.00705,0.012,0.0702,0,,0,0,0,0,0.00336,0,0,0,0,0,0
590,0,0.0,87783.0,1787,12176662528,7096,21896,15905,29236,1414,758651,55062,,1201,146937,15678,6286.0,4879,1064242,0.0179,0.0749,0.0248,0.171,0.00853,0.163,0.205,,0.0266,0.052,0.07,0.00705,0.012,0.0694,0,,0,0,0,0,0.00339,0,0,0,0,0,0
592,0,0.0,89666.0,1787,12179800064,6992,21896,15719,29236,1413,758651,52875,,1201,146937,15501,5989.0,4809,1061219,0.0179,0.0719,0.0248,0.171,0.00853,0.163,0.205,,0.0263,0.052,0.07,0.00705,0.012,0.0691,0,,0,0,0,0,0.00335,0,0,0,0,0,0
594,0,0.0,90448.0,1768,12179087360,6992,21896,15719,28768,1413,758651,52875,,1201,133799,15501,5989.0,4809,1047612,0.0179,0.0719,0.0244,0.171,0.00853,0.163,0.205,,0.0263,0.052,0.07,0.00675,0.0119,0.0691,0,,0,0,0,0,0.00337,0,0,0,0,0,0
596,0,0.0,91076.0,1809,12165369856,6992,20811,15719,28768,1413,717194,52599,,1183,138271,15501,5989.0,4809,1009250,0.0179,0.0719,0.0236,0.171,0.00853,0.163,0.205,,0.0263,0.052,0.0676,0.0068,0.0115,0.0688,0,,0,0,0,0,0.00334,0,0,0,0,0,0
598,0,0.0,87611.0,1803,12153577472,6992,20811,15719,27682,1413,717194,52599,,1183,138271,15191,5989.0,4809,1007855,0.0179,0.0719,0.0229,0.17,0.00853,0.163,0.205,,0.0263,0.0495,0.0658,0.00685,0.0115,0.0683,0,,0,0,0,0,0.00336,0,0,0,0,0,0
600,0,0.0,87785.0,1803,12145299456,6764,20811,15475,27682,1413,717194,52599,,1138,138271,15191,5894.0,4809,1007242,0.0173,0.0722,0.0229,0.162,0.00844,0.154,0.205,,0.0263,0.0512,0.062,0.00685,0.0115,0.0667,0,,0,0,0,0,0.00339,0,0,0,0,0,0
602,0,0.0,87970.0,1803,12142555136,6562,20811,15475,27682,1413,709853,52599,,1138,138271,15191,5894.0,4609,999499,0.0172,0.0722,0.0229,0.162,0.00805,0.154,0.205,,0.0261,0.0512,0.0641,0.00685,0.0115,0.0668,0,,0,0,0,0,0.00335,0,0,0,0,0,0
604,0,0.0,88112.0,1803,12143599616,6562,20811,15475,27682,1413,709853,52599,,1138,138271,15191,5894.0,4609,999499,0.0172,0.0722,0.0229,0.161,0.00805,0.154,0.205,,0.0248,0.0512,0.0641,0.00685,0.0115,0.0666,0,,0,0,0,0,0.00337,0,0,0,0,0,0
606,0,0.0,89966.0,1822,12145909760,6562,20452,15475,27682,1413,709853,52599,,1138,133243,15191,5894.0,4609,994112,0.0172,0.0722,0.0229,0.161,0.00805,0.154,0.194,,0.0248,0.0512,0.0641,0.00685,0.0115,0.0657,0,,0,0,0,0,0.00334,0,0,0,0,0,0
608,0,0.0,90588.0,1822,12139454464,6370,20452,14665,27064,1335,709853,50994,,1138,133243,15191,5714.0,4543,990564,0.0172,0.07,0.0229,0.161,0.00805,0.154,0.191,,0.0248,0.0493,0.0641,0.00685,0.0113,0.0651,0,,0,0,0,0,0.00336,0,0,0,0,0,0
610,0,0.0,90579.0,1822,12137742336,6370,20452,14665,27064,1314,675852,49925,,1105,133243,14330,5675.0,4543,954539,0.0172,0.0681,0.0226,0.155,0.00805,0.154,0.191,,0.0248,0.0479,0.0641,0.00685,0.0113,0.0643,0,,0,0,0,0,0.00339,0,0,0,0,0,0
612,0,0.0,91114.0,1822,12147597312,6370,20452,14665,27064,1314,675852,49211,,1062,130858,14125,5511.0,4543,951028,0.0172,0.0681,0.0215,0.156,0.00791,0.154,0.191,,0.0248,0.0479,0.0641,0.00685,0.0109,0.0642,0,,0,0,0,0,0.00335,0,0,0,0,0,0
614,0,0.0,91478.0,1864,12213993472,6370,19237,14282,26276,1314,663809,49211,,1095,130858,14125,5511.0,4543,936631,0.0172,0.0678,0.0215,0.155,0.00791,0.147,0.191,,0.0248,0.0479,0.0607,0.00684,0.0107,0.0632,0,,0,0,0,0,0.00337,0,0,0,0,0,0
616,0,0.0,86019.0,1830,12212838400,6370,19237,14381,26096,1314,663809,49211,,1095,130858,14125,5460.0,4543,936499,0.0166,0.0678,0.0215,0.155,0.00791,0.148,0.184,,0.0238,0.0475,0.0607,0.00659,0.0107,0.0625,0,,0,0,0,0,0.00334,0,0,0,0,0,0
618,0,0.0,86077.0,1803,12214738944,6171,19237,14336,25323,1314,663809,49211,,1095,130858,14125,5460.0,4543,935482,0.0168,0.0678,0.0215,0.155,0.00767,0.148,0.184,,0.0237,0.0492,0.0616,0.00655,0.0107,0.0627,0,,0,0,0,0,0.00336,0,0,0,0,0,0
620,0,0.0,88144.0,1803,12218261504,6009,19237,14336,25323,1314,663809,49211,,1095,130858,13626,5460.0,4385,934663,0.0164,0.0678,0.0215,0.154,0.00753,0.148,0.184,,0.0246,0.0492,0.0616,0.00655,0.0107,0.0627,0,,0,0,0,0,0.00339,0,0,0,0,0,0
622,0,0.0,88271.0,1774,12217282560,6009,19237,14336,26178,1314,637812,49211,,1095,123964,14143,5460.0,4267,903026,0.0164,0.0678,0.0215,0.149,0.00753,0.148,0.184,,0.0246,0.0492,0.0616,0.00655,0.0108,0.0622,0,,0,0,0,0,0.00335,0,0,0,0,0,0
624,0,0.0,88393.0,1821,12218654720,6221,20028,14336,26178,1274,648050,49211,,1095,128812,14143,5460.0,4301,919108,0.0164,0.0676,0.0206,0.149,0.00753,0.148,0.191,,0.0246,0.0492,0.0616,0.00655,0.0104,0.0627,0,,0,0,0,0,0.00337,0,0,0,0,0,0
626,0,0.0,88945.0,1793,12234027008,6221,19190,14336,26178,1315,648050,49294,,1047,128812,14143,5460.0,4331,918376,0.0164,0.0676,0.0214,0.148,0.00756,0.148,0.191,,0.0246,0.0476,0.0593,0.00655,0.0104,0.0624,0,,0,0,0,0,0.00334,0,0,0,0,0,0
628,0,0.0,88976.0,1849,12234735616,6221,19190,14336,26178,1315,648050,48955,,1047,128812,14143,5502.0,4469,918217,0.0164,0.0676,0.0214,0.148,0.00784,0.148,0.191,,0.0246,0.0459,0.0593,0.00675,0.0104,0.0623,0,,0,0,0,0,0.00336,0,0,0,0,0,0
630,0,0.0,89003.0,1849,12235902976,6221,19190,14336,26178,1315,648050,47937,,1079,128812,14143,5464.0,4469,917193,0.0159,0.0676,0.0214,0.154,0.00784,0.14,0.191,,0.0234,0.0459,0.0593,0.00675,0.0104,0.062,0,,0,0,0,0,0.00339,0,0,0,0,0,0
632,0,0.0,88196.0,1849,12244832256,5967,19190,14336,26178,1315,648050,47937,,1079,128812,14143,5305.0,4469,916781,0.0162,0.0676,0.0214,0.154,0.00758,0.143,0.191,,0.0234,0.0459,0.0593,0.00675,0.0107,0.0623,0,,0,0,0,0,0.00335,0,0,0,0,0,0
634,0,0.0,86147.0,1797,12242132992,5967,19190,14219,25349,1279,635266,47937,,1079,128812,14143,5305.0,4469,903014,0.0162,0.0676,0.0206,0.153,0.00758,0.143,0.18,,0.0234,0.0459,0.058,0.00651,0.0107,0.0611,0,,0,0,0,0,0.00337,0,0,0,0,0,0
636,0,0.0,86759.0,1797,12241240064,5725,19190,13748,24622,1279,635266,47937,,1079,125107,13380,5305.0,4275,896912,0.0162,0.0676,0.0206,0.153,0.00758,0.143,0.18,,0.0234,0.0461,0.0584,0.00651,0.0107,0.0611,0,,0,0,0,0,0.00334,0,0,0,0,0,0
