Timestamp,Requests je Sekunde,Durchschnittliche Antwortzeitintervalle,one_i_o_read,one_i_o_write,one_memory,network_outgoing_pod_adservice,network_outgoing_pod_cartservice,network_outgoing_pod_checkoutservice,network_outgoing_pod_currencyservice,network_outgoing_pod_emailservice,network_outgoing_pod_frontend,network_outgoing_pod_loadgenerator,network_outgoing_pod_loadgenerator.1,network_outgoing_pod_paymentservice,network_outgoing_pod_productcatalogservice,network_outgoing_pod_recommendationservice,network_outgoing_pod_redis,network_outgoing_pod_shippingservice,network_outgoing_system,cpu_pod_adservice,cpu_pod_cartservice,cpu_pod_checkoutservice,cpu_pod_currencyservice,cpu_pod_emailservice,cpu_pod_frontend,cpu_pod_loadgenerator,cpu_pod_loadgenerator.1,cpu_pod_paymentservice,cpu_pod_productcatalogservice,cpu_pod_recommendationservice,cpu_pod_redis,cpu_pod_shippingservice,cpu_system,"one_pod_restart_{container=""main"", instance=""kube","one_pod_restart_{container=""main"", instance=""kube.1","one_pod_restart_{container=""redis"", instance=""kube","one_pod_restart_{container=""server"", instance=""kube","one_pod_restart_{container=""server"", instance=""kube.1","one_pod_restart_{container=""server"", instance=""kube.2","one_pod_restart_{container=""server"", instance=""kube.3","one_pod_restart_{container=""server"", instance=""kube.4","one_pod_restart_{container=""server"", instance=""kube.5","one_pod_restart_{container=""server"", instance=""kube.6","one_pod_restart_{container=""server"", instance=""kube.7","one_pod_restart_{container=""server"", instance=""kube.8","one_pod_restart_{container=""server"", instance=""kube.9"
16,3,64.0,87.1,0,11367145472,111,138,140,155,314,161,191,3777.0,152,159,323,69.0,215,5907,0.00158,0.00184,0.000297,0.000493,0.00148,0.000232,0.00702,0.00177,0.000451,0.000289,0.00171,0.00234,0.000445,0.00166,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
18,7,81.14285714285714,87.9,0,11365793792,111,138,140,158,314,161,212,3749.0,151,159,329,69.0,220,5911,0.00158,0.0019,0.000297,0.000487,0.00148,0.000232,0.00781,0.00182,0.000429,0.000317,0.00183,0.00234,0.000445,0.00175,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
20,9,59.111111111111114,87.3,294,11362508800,115,138,140,163,314,161,232,3995.0,151,159,329,73.0,224,6194,0.00158,0.0019,0.000277,0.000487,0.00148,0.000232,0.00861,0.0018,0.000432,0.000317,0.00183,0.00234,0.000457,0.00181,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
22,16,98.625,86.7,304,11361492992,116,138,140,163,314,161,171,3965.0,151,159,329,73.0,224,6104,0.00158,0.0019,0.000287,0.000487,0.00143,0.000232,0.0094,0.00179,0.000457,0.000317,0.00183,0.00234,0.000457,0.00188,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
24,12,46.75,239.0,593,11365306368,116,137,140,163,313,161,171,3935.0,151,159,326,73.0,224,6069,0.00158,0.0019,0.000287,0.000487,0.0015,0.000232,0.00593,0.00178,0.000457,0.000317,0.00183,0.0024,0.000457,0.0016,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
26,20,163.45,406.0,606,11369754624,116,137,180,163,313,2443,171,3906.0,152,712,326,73.0,224,8916,0.00167,0.00185,0.000287,0.000487,0.0015,0.000232,0.00639,0.00176,0.000457,0.000317,0.00177,0.00239,0.000456,0.00163,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
28,23,154.7826086956522,437.0,606,11375300608,116,137,180,163,302,2556,474,3876.0,152,724,326,70.9,224,9299,0.00167,0.00292,0.000287,0.000487,0.0015,0.000236,0.00685,0.00175,0.000457,0.000317,0.00183,0.00239,0.000456,0.00176,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
30,21,66.42857142857143,468.0,606,11377790976,116,137,182,163,321,2556,505,3846.0,152,747,326,73.4,224,9346,0.00167,0.00292,0.000287,0.00463,0.0015,0.000236,0.0073,0.00174,0.000457,0.000984,0.00183,0.00239,0.000456,0.0022,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
32,29,100.17241379310344,498.0,606,11382841344,111,133,182,555,321,2556,536,3816.0,152,747,472,73.4,224,9877,0.00167,0.00292,0.000512,0.0048,0.0015,0.00229,0.00776,0.00173,0.000457,0.000984,0.00183,0.00239,0.000456,0.00244,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
34,26,97.6153846153846,530.0,606,11389280256,198,132,182,555,321,2556,567,3787.0,147,747,472,73.4,217,9952,0.00167,0.00292,0.000512,0.0048,0.0015,0.00229,0.00822,0.00178,0.000457,0.00102,0.00177,0.00239,0.000456,0.00248,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
36,20,103.0,502.0,590,11393683456,198,420,182,575,321,2556,598,3757.0,165,747,471,71.1,291,10350,0.00167,0.00292,0.000512,0.0048,0.00156,0.00229,0.00868,0.00177,0.000993,0.00102,0.00284,0.00239,0.000615,0.00267,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
38,25,69.24,446.0,620,11395686400,198,420,182,575,319,2556,629,3879.0,164,2195,488,143.0,291,12040,0.00167,0.00292,0.000509,0.0048,0.00157,0.00229,0.0077,0.00176,0.000993,0.00102,0.00284,0.00239,0.000594,0.00259,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
40,30,147.2,407.0,603,11456217088,198,420,182,575,319,2556,660,4002.0,164,2195,488,143.0,291,12193,0.00167,0.00451,0.000512,0.0048,0.00157,0.00242,0.00809,0.00174,0.000993,0.00102,0.00284,0.00247,0.000598,0.00277,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
42,42,300.4047619047619,414.0,603,11463176192,198,420,176,575,319,2559,1137,3970.0,164,2195,488,143.0,291,12635,0.00162,0.00451,0.00053,0.0048,0.00157,0.00242,0.00848,0.00173,0.000993,0.00102,0.00284,0.00247,0.000618,0.0028,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
44,28,111.78571428571428,353.0,603,11482480640,198,420,176,575,339,2637,1189,3937.0,164,2195,671,143.0,291,12935,0.00205,0.00465,0.000854,0.00509,0.00157,0.00242,0.00886,0.00172,0.000993,0.00102,0.00288,0.00247,0.000618,0.00293,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
46,44,180.4090909090909,369.0,603,11488526336,198,420,483,575,339,14546,1240,3905.0,164,2314,671,142.0,291,25288,0.00205,0.00465,0.000854,0.00491,0.00157,0.00242,0.00925,0.0017,0.000993,0.00262,0.00288,0.00247,0.000618,0.00308,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
48,39,158.2051282051282,383.0,603,11495297024,198,778,483,1427,339,14546,1291,3873.0,164,2314,671,219.0,291,26594,0.00205,0.00465,0.000854,0.00488,0.00157,0.00742,0.00963,0.00171,0.000993,0.00262,0.00288,0.00247,0.000618,0.00353,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
50,48,176.83333333333334,397.0,578,11576913920,192,783,483,1437,339,14546,1342,3841.0,164,2314,671,219.0,291,26622,0.00205,0.00465,0.000854,0.017,0.00157,0.00742,0.01,0.00176,0.000993,0.00262,0.00288,0.00259,0.000618,0.00458,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
52,39,144.0,380.0,587,11744264192,368,808,483,1486,345,14546,1831,3808.0,200,2314,671,219.0,286,27366,0.00205,0.00749,0.000854,0.017,0.00153,0.00742,0.00879,0.00174,0.000961,0.00262,0.00279,0.00259,0.000963,0.00473,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
54,47,256.3404255319149,312.0,606,11813220352,380,808,483,1486,345,14546,1898,3776.0,200,2239,671,219.0,432,27485,0.00205,0.00749,0.000854,0.017,0.00152,0.00742,0.011,0.00173,0.000961,0.00262,0.00277,0.0026,0.000963,0.00491,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
56,42,194.71428571428572,321.0,615,11843461120,380,808,483,1486,345,24150,1966,4046.0,200,5581,945,219.0,432,41041,0.00207,0.00749,0.000854,0.017,0.00179,0.00782,0.0114,0.00172,0.00241,0.00262,0.00448,0.0026,0.000963,0.00527,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
58,52,192.8846153846154,329.0,615,11982090240,380,808,491,1486,373,24150,2033,4011.0,200,5581,945,219.0,432,41109,0.00249,0.00749,0.00139,0.017,0.00179,0.00782,0.0118,0.0017,0.00241,0.00269,0.00461,0.0026,0.000983,0.0054,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
60,53,185.4716981132075,337.0,615,12123955200,380,808,507,2421,373,25223,2100,3976.0,200,5581,945,219.0,432,43165,0.00249,0.00781,0.00139,0.0177,0.00179,0.012,0.0122,0.00169,0.00241,0.00278,0.00461,0.0026,0.000983,0.00587,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
62,62,173.88709677419354,349.0,615,12143775744,380,808,924,2421,373,25223,2167,3942.0,200,5889,945,219.0,432,43923,0.00249,0.00781,0.00139,0.0253,0.00179,0.012,0.0126,0.00167,0.00241,0.00278,0.00461,0.0026,0.000983,0.00654,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
64,50,131.52,359.0,605,12151738368,380,808,924,2421,373,25223,2235,3907.0,223,5889,945,212.0,432,43971,0.00249,0.00781,0.00139,0.0253,0.00179,0.012,0.013,0.00172,0.00241,0.00268,0.00461,0.0026,0.000983,0.00657,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
66,63,201.47619047619048,368.0,603,12163325952,610,1386,924,2421,375,25223,2302,3872.0,230,5889,945,396.0,536,45108,0.00249,0.00781,0.00139,0.0253,0.00176,0.012,0.0134,0.00171,0.00241,0.0052,0.00461,0.0026,0.00125,0.00683,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
68,63,265.44444444444446,376.0,583,12169785344,610,1466,924,2541,375,25223,3014,3837.0,230,9156,954,408.0,537,49275,0.00253,0.00757,0.00139,0.0253,0.00199,0.012,0.0138,0.0017,0.00241,0.0052,0.00461,0.00251,0.00127,0.00686,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
70,70,185.04285714285712,323.0,607,12279758848,636,1466,924,2541,375,25223,3100,3802.0,230,9156,986,408.0,540,49387,0.00299,0.0119,0.00145,0.0253,0.00199,0.0165,0.0155,0.00168,0.00241,0.0052,0.00461,0.00286,0.00131,0.00781,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
72,61,172.0,307.0,607,12279562240,636,1466,924,2541,375,24451,3185,3768.0,230,9156,1456,408.0,558,49153,0.00299,0.0119,0.00145,0.0265,0.00199,0.017,0.0159,0.00167,0.00238,0.0052,0.00676,0.00286,0.00131,0.00816,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
74,64,327.8125,313.0,607,12323250176,636,1466,924,2541,363,48358,3271,3979.0,230,9156,1456,408.0,558,73345,0.00299,0.0121,0.0014,0.0345,0.00199,0.0176,0.0164,0.00165,0.00415,0.0052,0.00676,0.00286,0.00131,0.00907,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
76,81,239.71604938271605,320.0,607,12352471040,636,1466,969,2465,409,48358,3357,3942.0,258,9156,1456,408.0,558,73436,0.00299,0.0122,0.00226,0.0345,0.00199,0.0176,0.0168,0.00169,0.00415,0.00547,0.00676,0.00286,0.00131,0.00922,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
78,75,269.26666666666665,326.0,607,12407287808,636,1466,969,3938,409,48358,3442,3905.0,258,9577,1456,408.0,558,75378,0.00299,0.0126,0.00226,0.0345,0.00199,0.0176,0.0172,0.00168,0.00415,0.00547,0.00676,0.00286,0.00131,0.00929,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
80,84,302.3333333333333,335.0,607,12428017664,636,1466,934,3938,415,48358,3528,3868.0,259,9577,1456,583.0,741,75756,0.00305,0.0126,0.00226,0.0345,0.00219,0.0176,0.0177,0.00166,0.00415,0.00547,0.00676,0.00286,0.00131,0.00934,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
82,75,178.02666666666667,341.0,607,12428836864,615,2293,1680,3938,415,48358,3237,3830.0,259,9577,1456,583.0,741,76981,0.00305,0.0126,0.00226,0.0345,0.00219,0.0176,0.0181,0.00165,0.00415,0.00852,0.00686,0.00286,0.00127,0.00964,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
84,87,404.2758620689655,346.0,606,12430790656,997,2293,1680,4138,415,48358,3237,3793.0,259,9577,1456,604.0,741,77546,0.00305,0.0168,0.00232,0.0359,0.00222,0.0176,0.0185,0.00163,0.00415,0.00852,0.00712,0.00286,0.00189,0.0102,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
86,76,291.4736842105263,314.0,606,12436578304,997,2370,1680,4138,415,48358,3237,4003.0,301,15086,2058,604.0,741,83989,0.00296,0.0168,0.0024,0.042,0.00222,0.0171,0.0169,0.00169,0.00415,0.00852,0.00712,0.00312,0.00196,0.0106,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
88,91,377.8571428571428,304.0,606,12450500608,997,2370,1680,4138,415,48358,5003,3964.0,301,15086,2058,604.0,770,85745,0.00384,0.0168,0.00323,0.042,0.00222,0.0258,0.0225,0.00167,0.00403,0.00852,0.00712,0.00312,0.00196,0.0119,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
90,84,451.6071428571428,308.0,606,12454244352,997,2370,1680,4138,415,73948,5114,3924.0,301,15503,2058,604.0,770,111824,0.00385,0.0168,0.00323,0.042,0.00222,0.027,0.023,0.00166,0.00597,0.00852,0.0102,0.00312,0.00196,0.0125,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
92,81,368.44444444444446,312.0,606,12468391936,997,2917,1755,4138,463,73948,5225,3885.0,304,15995,2058,604.0,770,113060,0.00399,0.0168,0.00323,0.042,0.00222,0.027,0.0235,0.00164,0.00616,0.00891,0.0102,0.00312,0.00196,0.0126,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
94,78,558.0,320.0,606,12473581568,997,2917,1755,4138,463,73948,5335,3845.0,314,15995,2058,604.0,770,113141,0.00399,0.0173,0.00323,0.042,0.00245,0.027,0.024,0.00162,0.00616,0.00891,0.0102,0.00312,0.00196,0.0127,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
96,87,527.8275862068965,324.0,595,12476129280,1019,3004,1755,5357,471,73948,5446,3806.0,314,19817,2058,612.0,1005,118611,0.00399,0.0174,0.00323,0.0436,0.00242,0.027,0.0245,0.00161,0.00616,0.00891,0.0102,0.00312,0.00196,0.0128,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
98,96,832.5625,316.0,595,12485488640,1026,3101,1755,5576,471,73948,5557,4011.0,314,19817,2106,608.0,1005,119293,0.00399,0.022,0.00323,0.0502,0.00251,0.027,0.025,0.0017,0.00616,0.0116,0.0102,0.00312,0.0026,0.0141,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
100,95,798.0105263157894,320.0,607,12485828608,1025,3101,2503,5576,471,90769,6455,3969.0,314,19817,2120,935.0,1005,138059,0.00399,0.022,0.00323,0.0502,0.00251,0.027,0.0255,0.00169,0.00616,0.0116,0.0102,0.00312,0.0026,0.0141,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
102,93,360.26881720430106,324.0,609,12475924480,1486,3101,2503,5576,471,90769,6581,3927.0,305,19817,2759,935.0,1039,139268,0.00473,0.022,0.00339,0.0502,0.00251,0.027,0.026,0.00167,0.00746,0.0116,0.0106,0.00305,0.0026,0.0144,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
104,89,366.4831460674157,315.0,599,12482437120,1486,3101,2503,5576,471,90769,6707,3885.0,303,19817,2759,935.0,1039,139350,0.00473,0.022,0.00327,0.0502,0.00251,0.0354,0.0239,0.00165,0.00746,0.0122,0.0106,0.00344,0.0026,0.015,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
106,101,486.9504950495049,307.0,599,12488835072,1486,3101,2640,5576,471,93305,6833,3843.0,377,23419,2759,935.0,1039,145783,0.00473,0.022,0.00452,0.0532,0.00251,0.0366,0.0303,0.00164,0.00746,0.0122,0.0106,0.00344,0.0026,0.016,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
108,91,717.6923076923077,313.0,587,12485079040,1486,4005,2640,5576,521,93954,6959,3801.0,377,24645,2759,935.0,1039,148697,0.00473,0.022,0.00452,0.0532,0.00251,0.0366,0.0309,0.00162,0.00778,0.0122,0.0135,0.00344,0.0026,0.0163,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
110,103,777.504854368932,319.0,587,12489887744,1486,4005,2640,7177,521,97312,7085,3995.0,383,24645,2759,960.0,1245,154213,0.00489,0.022,0.00452,0.0532,0.00242,0.0366,0.0314,0.0016,0.00778,0.0122,0.0135,0.00344,0.0026,0.0163,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
112,115,716.9130434782609,312.0,600,12497801216,1486,4005,3238,7177,521,117263,7211,4190.0,383,24645,2759,1184.0,1245,175306,0.00489,0.0264,0.00452,0.0532,0.00286,0.0366,0.032,0.00159,0.00778,0.0122,0.0135,0.00344,0.00314,0.0168,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
114,77,889.2727272727273,316.0,609,12501315584,1486,4154,3238,7177,533,117263,7337,4143.0,383,24645,2759,1222.0,1291,175630,0.00489,0.0277,0.00452,0.0617,0.00294,0.0366,0.0326,0.00165,0.00778,0.0118,0.0135,0.0034,0.00321,0.0177,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
116,106,1139.2735849056603,310.0,620,12503699456,1558,4154,3238,7177,533,117263,6872,4095.0,383,24645,3440,1222.0,1291,175871,0.00489,0.0277,0.00476,0.0617,0.00294,0.0366,0.0331,0.00163,0.00778,0.0152,0.014,0.00351,0.00332,0.0181,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
118,139,1035.8776978417266,313.0,605,12501295104,1507,4154,3238,7177,533,117263,6872,4048.0,383,24645,3440,1222.0,1291,175772,0.00474,0.0277,0.00476,0.0617,0.00294,0.0436,0.0337,0.00161,0.00944,0.0162,0.014,0.00371,0.00332,0.019,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
120,103,624.2815533980582,315.0,605,12502462464,2028,4154,3238,7177,533,117263,8932,4000.0,440,24645,3440,1222.0,1432,178503,0.00579,0.0277,0.00476,0.0617,0.00294,0.0436,0.0343,0.00159,0.00968,0.0162,0.014,0.00371,0.00332,0.0191,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
122,109,625.9724770642201,300.0,590,12507021312,2028,4154,3418,7177,533,117263,9078,3953.0,440,24573,3440,1222.0,1432,178710,0.00579,0.0277,0.00588,0.0617,0.00294,0.046,0.0386,0.00157,0.00997,0.0162,0.014,0.00371,0.00332,0.0198,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
124,110,667.5272727272727,303.0,601,12498530304,2028,4311,3418,7177,582,117263,9223,3905.0,440,25212,3440,1222.0,1432,179653,0.00598,0.0277,0.00588,0.0658,0.00294,0.046,0.0392,0.00156,0.00997,0.0162,0.0165,0.00371,0.00332,0.0204,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
126,121,896.702479338843,221.0,601,12504674304,2028,4159,3418,7177,582,145384,9369,3858.0,440,33704,3440,1222.0,1461,216241,0.00598,0.0309,0.00588,0.0658,0.00294,0.046,0.0399,0.00146,0.00997,0.0182,0.0173,0.00371,0.00381,0.021,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
128,115,822.0434782608696,224.0,601,12504313856,2028,5521,4184,7244,582,146393,9515,984.0,440,33704,3440,1185.0,1509,216727,0.00598,0.0324,0.00588,0.0658,0.00285,0.046,0.0405,0.00144,0.00997,0.0182,0.0173,0.00371,0.00381,0.0212,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
130,124,726.7741935483871,228.0,601,12505255936,2125,5521,4184,9038,597,151238,10443,971.0,440,33704,3586,1553.0,1509,224908,0.00598,0.0324,0.00588,0.0658,0.00345,0.046,0.0411,0.00142,0.00997,0.0182,0.0173,0.00371,0.00381,0.0213,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
132,120,946.6333333333332,222.0,602,12501184512,2125,5521,4184,9038,597,151238,10601,959.0,440,33704,3479,1601.0,1509,224995,0.00668,0.0324,0.00605,0.0739,0.00345,0.046,0.0417,0.00141,0.00997,0.0182,0.0173,0.00403,0.00397,0.0221,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
134,117,710.7179487179487,217.0,620,12504551424,2476,5521,4184,9038,597,151238,10758,947.0,457,33704,4366,1601.0,1509,226395,0.00668,0.0324,0.00626,0.0739,0.00345,0.0446,0.0423,0.00139,0.0124,0.0182,0.0196,0.00403,0.00397,0.0224,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
136,85,848.964705882353,220.0,620,12505522176,2476,5701,4184,9038,648,151238,10916,935.0,442,33704,4366,1601.0,1463,226711,0.00668,0.0324,0.00626,0.0739,0.00345,0.0547,0.043,0.00137,0.0129,0.0193,0.0196,0.00403,0.00397,0.0235,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
138,127,1285.4173228346456,208.0,610,12499959808,2476,5884,4323,9038,648,151238,11074,922.0,540,38779,4366,1601.0,1453,232341,0.00696,0.0324,0.00766,0.0739,0.00345,0.0579,0.0477,0.00136,0.0129,0.0193,0.0196,0.00403,0.00444,0.0243,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
140,142,1095.8450704225352,211.0,607,12501254144,2476,5884,4477,9488,648,178167,11232,910.0,540,40423,4366,1601.0,1847,262059,0.00696,0.0324,0.00766,0.0739,0.00345,0.0579,0.0484,0.00134,0.0129,0.0193,0.0196,0.00403,0.00444,0.0244,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
142,127,1268.5511811023623,214.0,599,12506279936,2476,5884,5267,9488,648,178167,11389,898.0,540,40423,4366,1601.0,1847,262995,0.00696,0.0313,0.00766,0.0783,0.00345,0.0579,0.0491,0.00132,0.0129,0.0225,0.0203,0.00403,0.00444,0.025,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
144,109,1129.1284403669724,217.0,599,12516786176,2565,5884,5267,9488,664,178167,12506,892.0,540,40423,4561,1601.0,1916,264475,0.00696,0.0323,0.00766,0.0783,0.00345,0.0579,0.0498,0.00132,0.0129,0.0225,0.0203,0.00403,0.00444,0.0251,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
146,120,1223.1333333333334,221.0,599,12517560320,2565,6907,5267,9183,664,186674,12676,880.0,540,40423,4561,1550.0,1916,273808,0.00696,0.0371,0.00766,0.0783,0.00342,0.0623,0.0505,0.0013,0.0133,0.0225,0.0203,0.00403,0.00459,0.026,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
148,112,1256.955357142857,215.0,591,12521168896,2565,6907,5267,10904,664,186674,12847,868.0,540,40423,4561,2023.0,1916,276160,0.00673,0.0371,0.00766,0.0783,0.00391,0.0623,0.0541,0.00128,0.0133,0.0225,0.0203,0.00424,0.00459,0.0264,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
150,152,1478.1184210526317,210.0,609,12525776896,2479,6907,5267,10904,664,207013,13018,855.0,549,40423,4416,2023.0,2094,296615,0.00784,0.0371,0.00788,0.0858,0.00391,0.0623,0.0549,0.00127,0.0153,0.0225,0.0233,0.00439,0.00459,0.0276,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
152,130,1043.0,205.0,619,12545331200,3036,6907,5267,10904,720,207013,13189,843.0,553,47936,4386,2023.0,2094,304873,0.00817,0.0371,0.00813,0.0858,0.00391,0.0623,0.0556,0.00125,0.0153,0.0225,0.0233,0.00439,0.00459,0.0277,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
154,133,1370.9624060150377,208.0,619,12543385600,3036,7272,5866,11241,720,207013,14120,850.0,641,47936,5429,2023.0,2094,308242,0.00817,0.0389,0.00813,0.0858,0.00391,0.0647,0.0563,0.00117,0.0153,0.0235,0.0242,0.00439,0.00445,0.0282,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
156,122,1471.2459016393443,211.0,619,12538462208,3139,7996,6154,11654,720,207013,14301,837.0,641,47936,5694,2023.0,2192,310301,0.00817,0.0389,0.00959,0.0858,0.00391,0.0647,0.057,0.00124,0.0153,0.0259,0.0242,0.00439,0.00451,0.0286,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
158,132,1823.5,214.0,608,12532461568,3139,7996,6154,11654,738,207013,14481,824.0,641,47936,5694,2023.0,2192,310486,0.00817,0.0389,0.00959,0.0885,0.00391,0.0647,0.0578,0.00123,0.0158,0.0259,0.0242,0.00439,0.00562,0.0291,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
160,132,1663.3333333333333,216.0,599,12538638336,3139,7996,6154,12516,738,214709,14662,812.0,641,47936,5694,2023.0,2192,319211,0.00817,0.0389,0.00959,0.0915,0.00401,0.0647,0.0585,0.00121,0.0164,0.0259,0.0242,0.00439,0.00562,0.0294,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
162,169,1535.4792899408285,219.0,599,12545843200,3139,7996,6154,12516,738,214709,14842,799.0,641,47936,5694,2317.0,2192,319674,0.00817,0.0419,0.00959,0.0915,0.00401,0.0711,0.0592,0.00119,0.0164,0.0259,0.0242,0.00439,0.00562,0.0303,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
164,112,977.9642857142856,210.0,589,12546203648,3139,7996,6154,12516,771,214709,15023,787.0,641,47936,5694,2333.0,2192,319890,0.00885,0.0419,0.00959,0.0965,0.00387,0.0711,0.0645,0.00118,0.0164,0.0259,0.0242,0.00425,0.00562,0.0311,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
166,135,1579.3333333333333,213.0,592,12545290240,3337,7996,6154,12516,771,208064,15203,774.0,641,55671,5694,2407.0,2404,321632,0.00885,0.0419,0.00959,0.0965,0.00384,0.0745,0.0652,0.00116,0.0181,0.0271,0.0255,0.00478,0.00562,0.0319,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
168,122,1752.327868852459,215.0,603,12545576960,3713,8350,6154,12516,771,248676,15384,762.0,641,55671,5694,2407.0,2404,363142,0.00927,0.043,0.0108,0.0965,0.00437,0.0745,0.066,0.00114,0.0181,0.0271,0.029,0.00478,0.00562,0.0325,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
170,132,1861.0,210.0,591,12546879488,3713,8350,6877,12516,773,263328,14749,757.0,663,55671,5512,2407.0,2500,377815,0.00927,0.0444,0.0108,0.0965,0.00437,0.0745,0.0668,0.00112,0.0181,0.0271,0.029,0.00478,0.00562,0.0327,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
172,185,1954.881081081081,207.0,591,12555640832,3713,8350,7220,12516,799,263328,14749,744.0,721,55671,5647,2407.0,2500,378365,0.00927,0.0444,0.0108,0.0965,0.00451,0.0745,0.0676,0.00104,0.0181,0.0297,0.029,0.00478,0.00609,0.033,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
174,146,1544.7328767123288,209.0,591,12557885440,3713,9332,7220,13175,799,263328,17468,732.0,721,55671,6971,2607.0,2500,384236,0.00927,0.0456,0.0108,0.0965,0.00451,0.0745,0.0684,0.00111,0.0181,0.0297,0.029,0.00478,0.00632,0.0332,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
176,120,1384.125,212.0,591,12553687040,3713,9332,7220,12719,799,263328,17666,719.0,721,55671,6971,2607.0,2500,383966,0.00927,0.0456,0.0108,0.105,0.00451,0.0799,0.0691,0.00109,0.0188,0.0297,0.029,0.00478,0.00632,0.0345,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
