Timestamp,Requests je Sekunde,Durchschnittliche Antwortzeitintervalle,i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_pod-pod-14,network_outgoing_pod-pod-15,network_outgoing_pod-pod-16,network_outgoing_pod-pod-17,network_outgoing_pod-pod-18,network_outgoing_pod-pod-19,network_outgoing_pod-pod-20,network_outgoing_pod-pod-21,network_outgoing_pod-pod-22,network_outgoing_pod-pod-23,network_outgoing_pod-pod-24,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_pod-pod-14,cpu_pod-pod-15,cpu_pod-pod-16,cpu_pod-pod-17,cpu_pod-pod-18,cpu_pod-pod-19,cpu_pod-pod-20,cpu_pod-pod-21,cpu_pod-pod-22,cpu_pod-pod-23,cpu_pod-pod-24,cpu_system,pod-restart-count-pod-1,pod-restart-count-pod-2,pod-restart-count-pod-3,pod-restart-count-pod-4,pod-restart-count-pod-5,pod-restart-count-pod-6,pod-restart-count-pod-7,pod-restart-count-pod-8,pod-restart-count-pod-9,pod-restart-count-pod-10,pod-restart-count-pod-11,pod-restart-count-pod-12,pod-restart-count-pod-13,pod-restart-count-pod-14,pod-restart-count-pod-15,pod-restart-count-pod-16,pod-restart-count-pod-17,pod-restart-count-pod-18,pod-restart-count-pod-19,pod-restart-count-pod-20,pod-restart-count-pod-21,pod-restart-count-pod-22,pod-restart-count-pod-23,pod-restart-count-pod-24,cpu_system_lag_1,cpu_system_lag_2,cpu_system_lag_3,cpu_system_lag_4,cpu_system_lag_5,Requests je Sekunde_lag_1,Requests je Sekunde_lag_2,Requests je Sekunde_lag_3,Requests je Sekunde_lag_4,Requests je Sekunde_lag_5,memory_lag_1,memory_lag_2,memory_lag_3,memory_lag_4,memory_lag_5,Requests je Sekunde_rolling_avg_5,cpu_system_rolling_avg_5,memory_rolling_avg_5,cpu_pod-pod-1_rolling_avg_5,cpu_pod-pod-11_rolling_avg_5,cpu_pod-pod-8_rolling_avg_5,cpu_system_cumsum,memory_cumsum,network_outgoing_system_log_scaled,memory_log_scaled,cpu_system_log_scaled
322,98,118.13265306122447,21363,138.0,13079064576,1436.0,,,14891.0,,40613.0,,13953.0,,3582.0,243162,,,23432,3500.0,,,76000.0,12319.0,,,3496.0,9191.0,,445574,0.0348,,,0.102,,0.0579,,0.163,,0.0251,0.0978,,,0.0725,0.108,,,0.0549,0.0532,,,0.00659,0.0251,,0.0668,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,,0.0666,0.0669,0.0665,0.0654,0.0633,93.0,90.0,90.0,82.0,89.0,13055139840.0,13057318912.0,13062340608.0,13063974912.0,13061750784.0,90.6,0.06644,13063567769.6,0.03328,0.09645999999999999,0.1666,4.399700000000001,2005993451520,13.007120861892052,23.29427866489823,0.06466351332572215
324,93,195.0,20055,139.0,13082152960,1464.0,,,16239.0,,40888.0,,13953.0,,3474.0,254417,,,23626,3523.0,,,83911.0,12404.0,,,3520.0,9561.0,,466981,0.0348,,,0.102,,0.0583,,0.176,,0.0251,0.0985,,,0.0725,0.111,,,0.0553,0.0551,,,0.00659,0.0261,,0.0684,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,,0.0668,0.0666,0.0669,0.0665,0.0654,98.0,93.0,90.0,90.0,82.0,13079064576.0,13055139840.0,13057318912.0,13062340608.0,13063974912.0,92.8,0.06704,13067203379.2,0.033859999999999994,0.09714,0.16820000000000002,4.468100000000001,2019075604480,13.054045992010982,23.29451476889529,0.06616220225366876
326,90,108.17777777777778,20008,140.0,13082050560,1473.0,,,16351.0,,41163.0,,15264.0,,3527.0,256262,,,23788,3525.0,,,84484.0,12489.0,,,3544.0,9639.0,,471509,0.0348,,,0.102,,0.06,,0.177,,0.0251,0.0991,,,0.0741,0.111,,,0.0556,0.0551,,,0.00659,0.0263,,0.069,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,,0.0684,0.0668,0.0666,0.0669,0.0665,93.0,98.0,93.0,90.0,90.0,13082152960.0,13079064576.0,13055139840.0,13057318912.0,13062340608.0,92.8,0.06754,13071145369.6,0.034319999999999996,0.0978,0.1698,4.537100000000001,2032157655040,13.063695589738485,23.294506941406873,0.06672363204290818
328,78,194.0,19590,141.0,13085790208,1483.0,,,16463.0,,41547.0,,15367.0,,3834.0,258064,,,23950,3689.0,,,85057.0,12574.0,,,3568.0,9705.0,,475302,0.0348,,,0.102,,0.0604,,0.178,,0.0251,0.103,,,0.0764,0.114,,,0.0577,0.0551,,,0.00659,0.0265,,0.07,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,,0.069,0.0684,0.0668,0.0666,0.0669,90.0,93.0,98.0,93.0,90.0,13082050560.0,13082152960.0,13079064576.0,13055139840.0,13057318912.0,90.4,0.06816000000000001,13076839628.8,0.034559999999999994,0.0991,0.1716,4.607100000000001,2045243445248,13.071707774385253,23.294792761552166,0.06765864847381481
330,97,194.0,16333,142.0,13084585984,1484.0,,,16575.0,,42923.0,,15482.0,,3860.0,259866,,,24111,3714.0,,,85630.0,12659.0,,,3581.0,9771.0,,479659,0.0348,,,0.103,,0.0609,,0.178,,0.0251,0.103,,,0.0786,0.115,,,0.0581,0.0574,,,0.00659,0.0267,,0.0707,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,,0.07,0.069,0.0684,0.0668,0.0666,78.0,90.0,93.0,98.0,93.0,13085790208.0,13082050560.0,13082152960.0,13079064576.0,13055139840.0,91.2,0.06898,13082728857.6,0.0348,0.10028,0.17439999999999997,4.677800000000001,2058328031232,13.080832798564156,23.29470073199998,0.0683126401820873
332,96,278.21875,12557,139.0,13079097344,1484.0,,,16687.0,,43224.0,,15590.0,,3870.0,261668,,,25128,3739.0,,,86325.0,12744.0,,,3702.0,9837.0,,483999,0.0348,,,0.108,,0.0613,,0.178,,0.0251,0.104,,,0.0786,0.115,,,0.0585,0.0574,,,0.00659,0.0268,,0.0713,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,,0.0707,0.07,0.069,0.0684,0.0668,97.0,78.0,90.0,93.0,98.0,13084585984.0,13085790208.0,13082050560.0,13082152960.0,13079064576.0,90.8,0.06988000000000001,13082735411.2,0.0348,0.10151999999999999,0.1774,4.749100000000001,2071407128576,13.089840185698769,23.29428117027304,0.0688728642863754
334,88,102.125,9383,140.0,13067894784,1519.0,,,16799.0,,43524.0,,15697.0,,3870.0,263470,,,25128,3760.0,,,86926.0,12751.0,,,3762.0,9903.0,,487111,0.0363,,,0.108,,0.0617,,0.178,,0.0256,0.105,,,0.0786,0.115,,,0.0589,0.0574,,,0.00659,0.027,,0.0716,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,,0.0713,0.0707,0.07,0.069,0.0684,96.0,97.0,78.0,90.0,93.0,13079097344.0,13084585984.0,13085790208.0,13082050560.0,13082152960.0,89.8,0.07052,13079883776.0,0.0351,0.10282,0.17779999999999999,4.820700000000001,2084475023360,13.096249355089622,23.29342427930602,0.06915285868831662
336,93,194.0,9383,141.0,13067702272,1519.0,,,16942.0,,43825.0,,15804.0,,3870.0,273063,,,25501,3760.0,,,87527.0,13399.0,,,3788.0,9914.0,,498912,0.0363,,,0.108,,0.0621,,0.184,,0.0248,0.106,,,0.0786,0.115,,,0.0593,0.0587,,,0.00679,0.0272,,0.0722,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,,0.0716,0.0713,0.0707,0.07,0.069,88.0,96.0,97.0,78.0,90.0,13067894784.0,13079097344.0,13084585984.0,13085790208.0,13082050560.0,90.4,0.07116,13077014118.4,0.0354,0.1042,0.1792,4.892900000000001,2097542725632,13.12018701083576,23.293409547520895,0.0697126124113003
338,92,103.15217391304348,9371,140.0,13067345920,1519.0,,,17058.0,,44125.0,,15911.0,,3940.0,274919,,,25676,3820.0,,,88128.0,13492.0,,,3814.0,10056.0,,502458,0.0363,,,0.108,,0.0625,,0.185,,0.0276,0.106,,,0.0786,0.115,,,0.0595,0.0587,,,0.00658,0.0266,,0.0726,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,,0.0722,0.0716,0.0713,0.0707,0.07,93.0,88.0,96.0,97.0,78.0,13067702272.0,13067894784.0,13079097344.0,13084585984.0,13085790208.0,93.2,0.07168,13073325260.8,0.035699999999999996,0.1048,0.18059999999999998,4.9655000000000005,2110610071552,13.127269323546756,23.29338227747361,0.07008560756668776
340,97,193.0,9210,139.0,13069041664,1578.0,,,17809.0,,44426.0,,16019.0,,4060.0,276774,,,25852,3846.0,,,88729.0,13585.0,,,3839.0,10125.0,,506643,0.0363,,,0.108,,0.0625,,0.185,,0.0276,0.109,,,0.0786,0.12,,,0.0602,0.0587,,,0.00695,0.0283,,0.0735,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,,0.0726,0.0722,0.0716,0.0713,0.0707,92.0,93.0,88.0,96.0,97.0,13067345920.0,13067702272.0,13067894784.0,13079097344.0,13084585984.0,93.2,0.07224,13070216396.8,0.036,0.10600000000000001,0.182,5.039000000000001,2123679113216,13.135563866311522,23.293512038634887,0.07092433833669866
342,99,193.0,9210,137.0,13071302656,1584.0,,,17930.0,,44727.0,,16517.0,,4088.0,278253,,,26027,3875.0,,,92681.0,13679.0,,,3863.0,10534.0,,513757,0.0363,,,0.108,,0.0613,,0.185,,0.0276,0.11,,,0.0786,0.12,,,0.0589,0.0607,,,0.00695,0.0283,,0.0735,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,,0.0735,0.0726,0.0722,0.0716,0.0713,97.0,92.0,93.0,88.0,96.0,13069041664.0,13067345920.0,13067702272.0,13067894784.0,13079097344.0,93.8,0.07268,13068657459.2,0.0363,0.1072,0.18339999999999998,5.112500000000001,2136750415872,13.149507616447499,23.293685027328365,0.07092433833669866
344,91,98.0,7967,138.0,13073723392,1584.0,,,18051.0,,45027.0,,16670.0,,4115.0,280759,,,26203,3780.0,,,93305.0,13772.0,,,3863.0,10605.0,,517734,0.0363,,,0.11,,0.0657,,0.185,,0.0276,0.11,,,0.0833,0.12,,,0.0589,0.0607,,,0.00695,0.0288,,0.0745,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,,0.0735,0.0735,0.0726,0.0722,0.0716,99.0,97.0,92.0,93.0,88.0,13071302656.0,13069041664.0,13067345920.0,13067702272.0,13067894784.0,94.4,0.07325999999999999,13069823180.8,0.0363,0.1082,0.18480000000000002,5.187,2149824139264,13.157218807326801,23.293870204883916,0.07185543710042809
346,84,192.0,6785,139.0,13073104896,1625.0,,,18116.0,,43594.0,,16784.0,,4128.0,282682,,,26327,3780.0,,,93555.0,14159.0,,,3863.0,10676.0,,519289,0.0372,,,0.11,,0.0662,,0.185,,0.0276,0.111,,,0.0833,0.12,,,0.0634,0.062,,,0.00695,0.029,,0.0752,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,,0.0745,0.0735,0.0735,0.0726,0.0722,91.0,99.0,97.0,92.0,93.0,13073723392.0,13071302656.0,13069041664.0,13067345920.0,13067702272.0,92.6,0.07386,13070903705.6,0.03648,0.1092,0.185,5.2622,2162897244160,13.160217772955297,23.29382289543642,0.07250669078674805
348,89,192.0,6785,140.0,13074989056,1625.0,,,18312.0,,47170.0,,16898.0,,4128.0,291340,,,26327,4052.0,,,94680.0,14254.0,,,3828.0,10695.0,,533307,0.0361,,,0.11,,0.0666,,0.186,,0.0276,0.112,,,0.0833,0.12,,,0.0638,0.062,,,0.00695,0.0291,,0.0753,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,,0.0752,0.0745,0.0735,0.0735,0.0726,84.0,91.0,99.0,97.0,92.0,13073104896.0,13073723392.0,13071302656.0,13069041664.0,13067345920.0,92.0,0.0744,13072432332.8,0.03644,0.11040000000000001,0.1852,5.3375,2175972233216,13.18685439741374,23.293967009956322,0.07259969241434357
350,96,99.14583333333331,6627,141.0,13077196800,1625.0,,,18437.0,,47494.0,,17012.0,,4128.0,293309,,,25383,4075.0,,,95338.0,14289.0,,,3828.0,10695.0,,535610,0.0368,,,0.106,,0.0671,,0.189,,0.0276,0.113,,,0.0833,0.12,,,0.0643,0.062,,,0.00714,0.0291,,0.0755,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,,0.0753,0.0752,0.0745,0.0735,0.0735,89.0,84.0,91.0,99.0,97.0,13074989056.0,13073104896.0,13073723392.0,13071302656.0,13069041664.0,91.8,0.0748,13074063360.0,0.03654,0.11120000000000001,0.186,5.413,2189049430016,13.191163430302971,23.294135848157246,0.07278566972564769
352,82,191.0,6627,142.0,13073186816,1625.0,,,18562.0,,47818.0,,17385.0,,4128.0,295277,,,28046,4075.0,,,95996.0,14289.0,,,4161.0,10901.0,,542262,0.0368,,,0.115,,0.0675,,0.189,,0.0276,0.114,,,0.0833,0.12,,,0.0643,0.062,,,0.00714,0.0291,,0.0763,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,,0.0755,0.0753,0.0752,0.0745,0.0735,96.0,89.0,84.0,91.0,99.0,13077196800.0,13074989056.0,13073104896.0,13073723392.0,13071302656.0,88.4,0.07536,13074440192.0,0.03664,0.11200000000000002,0.18680000000000002,5.4893,2202122616832,13.203506402583395,23.293829161717,0.0735292332881155
354,107,191.0,6482,208.0,13077630976,1625.0,,,18687.0,,48143.0,,17385.0,,3998.0,295310,,,28236,4075.0,,,96655.0,14428.0,,,4189.0,11149.0,,543878,0.0368,,,0.115,,0.0687,,0.189,,0.0285,0.117,,,0.087,0.125,,,0.0643,0.0628,,,0.00727,0.0289,,0.0775,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,,0.0763,0.0755,0.0753,0.0752,0.0745,82.0,96.0,89.0,84.0,91.0,13073186816.0,13077196800.0,13074989056.0,13073104896.0,13073723392.0,91.6,0.07596,13075221708.8,0.03674,0.11339999999999999,0.1876,5.5668,2215200247808,13.206482074627056,23.294169048605262,0.0746435429957658
356,88,191.0,6468,209.0,13085597696,1677.0,,,18765.0,,48467.0,,17632.0,,3986.0,299611,,,28427,4075.0,,,99767.0,14528.0,,,4213.0,11181.0,,552328,0.0368,,,0.115,,0.0687,,0.189,,0.0292,0.117,,,0.087,0.125,,,0.065,0.0648,,,0.00727,0.0289,,0.0778,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,,0.0775,0.0763,0.0755,0.0753,0.0752,107.0,82.0,96.0,89.0,84.0,13077630976.0,13073186816.0,13077196800.0,13074989056.0,13073104896.0,92.4,0.07647999999999999,13077720268.8,0.03666,0.11460000000000001,0.1884,5.6446,2228285845504,13.221899162205892,23.29477804991359,0.07492192651725926
358,89,295.2696629213483,6293,211.0,13092225024,1677.0,,,18061.0,,48644.0,,17751.0,,4304.0,301670,,,28528,4149.0,,,100442.0,15009.0,,,4213.0,11181.0,,555630,0.0375,,,0.115,,0.0687,,0.189,,0.0292,0.117,,,0.0888,0.125,,,0.067,0.0648,,,0.00727,0.0309,,0.0783,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,,0.0778,0.0775,0.0763,0.0755,0.0753,88.0,107.0,82.0,96.0,89.0,13085597696.0,13077630976.0,13073186816.0,13077196800.0,13074989056.0,92.4,0.07708,13081167462.4,0.03694,0.11560000000000001,0.189,5.722899999999999,2241378070528,13.22785968384217,23.295284381415023,0.07538572690588961
360,35,192.0,6040,276.0,13096177664,1722.0,,,19455.0,,49578.0,,17870.0,,4452.0,303728,,,28528,4178.0,,,101117.0,15110.0,,,4213.0,11181.0,,561134,0.0375,,,0.118,,0.0693,,0.189,,0.0292,0.119,,,0.0888,0.125,,,0.0675,0.0648,,,0.00727,0.031,,0.0789,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,,0.0783,0.0778,0.0775,0.0763,0.0755,89.0,88.0,107.0,82.0,96.0,13092225024.0,13085597696.0,13077630976.0,13073186816.0,13077196800.0,80.2,0.07776,13084963635.2,0.03708,0.11680000000000001,0.189,5.801799999999999,2254474248192,13.237716797266492,23.295586243279363,0.07594200357515736
