Timestamp,Requests je Sekunde,Durchschnittliche Antwortzeitintervalle,i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_pod-pod-14,network_outgoing_pod-pod-15,network_outgoing_pod-pod-16,network_outgoing_pod-pod-17,network_outgoing_pod-pod-18,network_outgoing_pod-pod-19,network_outgoing_pod-pod-20,network_outgoing_pod-pod-21,network_outgoing_pod-pod-22,network_outgoing_pod-pod-23,network_outgoing_pod-pod-24,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_pod-pod-14,cpu_pod-pod-15,cpu_pod-pod-16,cpu_pod-pod-17,cpu_pod-pod-18,cpu_pod-pod-19,cpu_pod-pod-20,cpu_pod-pod-21,cpu_pod-pod-22,cpu_pod-pod-23,cpu_pod-pod-24,cpu_system,pod-restart-count-pod-1,pod-restart-count-pod-2,pod-restart-count-pod-3,pod-restart-count-pod-4,pod-restart-count-pod-5,pod-restart-count-pod-6,pod-restart-count-pod-7,pod-restart-count-pod-8,pod-restart-count-pod-9,pod-restart-count-pod-10,pod-restart-count-pod-11,pod-restart-count-pod-12,pod-restart-count-pod-13,pod-restart-count-pod-14,pod-restart-count-pod-15,pod-restart-count-pod-16,pod-restart-count-pod-17,pod-restart-count-pod-18,pod-restart-count-pod-19,pod-restart-count-pod-20,pod-restart-count-pod-21,pod-restart-count-pod-22,pod-restart-count-pod-23,pod-restart-count-pod-24,cpu_system_lag_1,cpu_system_lag_2,cpu_system_lag_3,cpu_system_lag_4,cpu_system_lag_5,Requests je Sekunde_lag_1,Requests je Sekunde_lag_2,Requests je Sekunde_lag_3,Requests je Sekunde_lag_4,Requests je Sekunde_lag_5,memory_lag_1,memory_lag_2,memory_lag_3,memory_lag_4,memory_lag_5,Requests je Sekunde_rolling_avg_5,cpu_system_rolling_avg_5,memory_rolling_avg_5,cpu_pod-pod-1_rolling_avg_5,cpu_pod-pod-11_rolling_avg_5,cpu_pod-pod-8_rolling_avg_5,cpu_system_cumsum,memory_cumsum,network_outgoing_system_log_scaled,memory_log_scaled,cpu_system_log_scaled
84,31,122.87096774193547,221159,0.0,13667856384,121.0,88.9,86.7,577.0,78.2,1735.0,81.8,684.0,192.0,262.0,6542,569.0,3926.0,1491,203.0,94.1,79.2,2805.0,520.0,179.0,37.2,145.0,463.0,119.0,21080,0.0208,0.00154,0.00135,0.0194,0.000135,0.00282,0.000331,0.0173,0.000861,0.00421,0.00367,0.000156,0.00308,0.00861,0.0103,0.000334,0.000121,0.00234,0.00571,0.00113,0.00135,0.00132,0.00114,0.000219,0.00902,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00873,0.00862,0.00841,0.00829,0.00819,17.0,30.0,13.0,15.0,15.0,13665738752.0,13663977472.0,13663731712.0,13663899648.0,13659734016.0,21.2,0.008614,13665040793.6,0.02136,0.0035659999999999997,0.016819999999999998,0.18671999999999997,382140862464,9.956127439860307,23.33831266375473,0.008979562780576527
86,21,118.42857142857144,223787,0.0,13672226816,122.0,88.7,83.1,586.0,77.2,1760.0,80.8,694.0,190.0,304.0,6637,562.0,3889.0,1524,206.0,92.1,78.3,2846.0,528.0,177.0,35.5,147.0,470.0,118.0,21296,0.0215,0.00153,0.00134,0.0196,0.000133,0.00286,0.000327,0.0228,0.000853,0.00428,0.00348,0.000154,0.00305,0.00786,0.0105,0.00033,0.00012,0.00327,0.00579,0.00114,0.00133,0.00133,0.00115,0.000203,0.00958,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00902,0.00873,0.00862,0.00841,0.00829,31.0,17.0,30.0,13.0,15.0,13667856384.0,13665738752.0,13663977472.0,13663731712.0,13663899648.0,22.4,0.008872000000000001,13666706227.2,0.02146,0.0035699999999999994,0.01812,0.19629999999999997,395813089280,9.966321496707495,23.33863237251384,0.009534402782920937
88,25,89.0,226374,0.0,13679185920,124.0,87.8,82.2,561.0,76.3,1785.0,79.8,704.0,187.0,308.0,12101,556.0,3852.0,1557,260.0,91.1,77.3,2887.0,759.0,175.0,35.1,150.0,477.0,116.0,27089,0.0218,0.00152,0.00132,0.0199,0.000132,0.0029,0.000323,0.0231,0.000843,0.00434,0.00613,0.000152,0.00302,0.00933,0.0107,0.000326,0.000118,0.00332,0.00587,0.00112,0.00132,0.00135,0.0018,0.0002,0.0101,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00958,0.00902,0.00873,0.00862,0.00841,21.0,31.0,17.0,30.0,13.0,13672226816.0,13667856384.0,13665738752.0,13663977472.0,13663731712.0,24.8,0.00921,13669797068.8,0.02156,0.004094,0.01942,0.20639999999999997,409492275200,10.20691993507914,23.33914123867127,0.01004933585300144
90,30,101.83333333333331,229674,0.0,13679869952,126.0,87.0,81.3,561.0,75.5,1811.0,78.9,714.0,185.0,312.0,12273,549.0,3840.0,1590,263.0,90.1,76.4,4514.0,770.0,172.0,34.6,152.0,484.0,115.0,28955,0.0222,0.0015,0.00131,0.0202,0.00013,0.00383,0.000319,0.0234,0.000834,0.0044,0.00621,0.000151,0.00299,0.00954,0.0108,0.000323,0.000117,0.00337,0.00596,0.00111,0.0013,0.00137,0.00183,0.000198,0.0103,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0101,0.00958,0.00902,0.00873,0.00862,25.0,21.0,31.0,17.0,30.0,13679185920.0,13672226816.0,13667856384.0,13665738752.0,13663977472.0,24.8,0.009545999999999999,13672975564.8,0.021660000000000002,0.004621999999999999,0.02074,0.21669999999999998,423172145152,10.273532715413031,23.339191242735982,0.010247316451549523
92,25,106.4,232974,0.0,13680517120,128.0,86.1,80.3,561.0,74.5,1836.0,77.9,724.0,183.0,317.0,12444,543.0,3803.0,1624,267.0,89.1,75.4,4577.0,781.0,170.0,34.2,142.0,490.0,114.0,29221,0.0225,0.00149,0.00129,0.0205,0.000128,0.00388,0.000315,0.0237,0.000824,0.00447,0.0063,0.000154,0.00296,0.00975,0.011,0.000319,0.000115,0.00342,0.00604,0.0011,0.00128,0.00139,0.00185,0.000195,0.0104,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0103,0.0101,0.00958,0.00902,0.00873,30.0,25.0,21.0,31.0,17.0,13679869952.0,13679185920.0,13672226816.0,13667856384.0,13665738752.0,26.4,0.00988,13675931238.4,0.021759999999999998,0.005158,0.02206,0.22709999999999997,436852662272,10.28267712923203,23.339238549669055,0.0103462920541443
94,25,212.8,215372,0.0,13684314112,129.0,85.2,79.4,1060.0,73.5,2891.0,77.0,1099.0,182.0,321.0,12616,536.0,3766.0,1657,271.0,88.0,76.9,4641.0,791.0,168.0,33.7,248.0,497.0,112.0,31499,0.0228,0.00147,0.00128,0.0208,0.000127,0.00393,0.000311,0.0241,0.000814,0.00453,0.00638,0.000152,0.00295,0.00995,0.0112,0.000322,0.000119,0.00346,0.00612,0.00109,0.00126,0.00141,0.00188,0.000193,0.0105,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0104,0.0103,0.0101,0.00958,0.00902,25.0,30.0,25.0,21.0,31.0,13680517120.0,13679869952.0,13679185920.0,13672226816.0,13667856384.0,25.2,0.010176,13679222784.0,0.02216,0.005700000000000001,0.02342,0.23759999999999998,450536976384,10.357742824813725,23.339516058563003,0.010445257861538649
96,21,271.7142857142857,217937,0.0,13693399040,131.0,84.3,78.4,1074.0,72.5,2930.0,74.0,1113.0,180.0,325.0,12788,529.0,3729.0,2135,274.0,87.0,75.9,4704.0,802.0,167.0,33.3,251.0,504.0,111.0,32255,0.0231,0.00146,0.00129,0.021,0.000125,0.00398,0.000308,0.0244,0.000812,0.0046,0.00647,0.00015,0.00293,0.0102,0.0113,0.000319,0.000117,0.0048,0.00717,0.00107,0.00125,0.00143,0.0019,0.000191,0.0109,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0105,0.0104,0.0103,0.0101,0.00958,25.0,25.0,30.0,25.0,21.0,13684314112.0,13680517120.0,13679869952.0,13679185920.0,13672226816.0,25.2,0.01044,13683457228.8,0.02248,0.006298000000000001,0.02374,0.24849999999999997,464230375424,10.38145935143104,23.340179731842237,0.010841023177874857
98,24,146.0,219667,0.0,13695287296,133.0,83.5,77.5,1088.0,71.5,2969.0,73.1,1128.0,178.0,330.0,12959,523.0,3692.0,2177,278.0,86.0,75.0,4768.0,813.0,165.0,32.8,255.0,474.0,102.0,32531,0.0234,0.00144,0.00128,0.0213,0.000107,0.00404,0.000299,0.0247,0.000802,0.00466,0.00656,0.000149,0.0029,0.0104,0.0115,0.000315,0.000116,0.00486,0.00727,0.00106,0.00123,0.00136,0.00193,0.000192,0.011,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0109,0.0105,0.0104,0.0103,0.0101,21.0,25.0,25.0,30.0,25.0,13693399040.0,13684314112.0,13680517120.0,13679869952.0,13679185920.0,25.0,0.010620000000000001,13686677504.0,0.0228,0.006383999999999999,0.02406,0.25949999999999995,477925662720,10.389979499286666,23.340317617681645,0.010939940038334364
100,26,205.30769230769232,222264,0.0,13705375744,125.0,82.3,79.1,1103.0,70.5,3008.0,72.2,1143.0,176.0,334.0,13131,482.0,3655.0,2219,282.0,85.0,74.0,4831.0,824.0,162.0,32.4,258.0,819.0,102.0,33150,0.023,0.00135,0.00126,0.0221,0.000105,0.00409,0.000296,0.0322,0.000792,0.00437,0.00664,0.000147,0.00287,0.011,0.0108,0.000311,0.000115,0.00493,0.00737,0.00105,0.00121,0.00136,0.00195,0.00019,0.0116,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.011,0.0109,0.0105,0.0104,0.0103,24.0,21.0,25.0,25.0,30.0,13695287296.0,13693399040.0,13684314112.0,13680517120.0,13679869952.0,24.2,0.01088,13691778662.4,0.022959999999999998,0.006469999999999999,0.02582,0.27109999999999995,491631038464,10.408828161071545,23.341053982961597,0.01153323581367303
102,32,297.9375,222894,0.0,13720850432,163.0,81.5,78.1,1117.0,67.8,3047.0,71.2,1158.0,174.0,430.0,13303,482.0,3616.0,2261,286.0,84.0,73.0,4895.0,835.0,160.0,32.0,261.0,829.0,107.0,33613,0.0233,0.00141,0.00125,0.0224,0.000104,0.00414,0.000292,0.0326,0.000783,0.00508,0.00635,0.000145,0.00284,0.0112,0.0159,0.000307,0.000113,0.00499,0.00746,0.00103,0.0012,0.00163,0.00198,0.000187,0.0122,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0116,0.011,0.0109,0.0105,0.0104,26.0,24.0,21.0,25.0,25.0,13705375744.0,13695287296.0,13693399040.0,13684314112.0,13680517120.0,25.6,0.01124,13699845324.8,0.02312,0.00648,0.027600000000000003,0.28329999999999994,505351888896,10.422697925836513,23.3421824422357,0.012126179797840565
104,18,154.88888888888889,225892,0.0,13722951680,165.0,80.6,77.1,1131.0,66.9,3086.0,70.3,1173.0,171.0,436.0,19258,506.0,3579.0,2303,272.0,83.2,72.1,4958.0,1161.0,158.0,31.5,265.0,840.0,106.0,40050,0.0236,0.0014,0.00123,0.0227,0.000102,0.00571,0.000288,0.0331,0.000773,0.00515,0.00942,0.000143,0.00281,0.0114,0.0161,0.000304,0.000112,0.00506,0.00756,0.00102,0.00118,0.00165,0.00271,0.000185,0.0128,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0122,0.0116,0.011,0.0109,0.0105,32.0,26.0,24.0,21.0,25.0,13720850432.0,13705375744.0,13695287296.0,13693399040.0,13684314112.0,24.2,0.0117,13707572838.4,0.023280000000000002,0.007088,0.0294,0.2960999999999999,519074840576,10.597908920973804,23.342335573204608,0.012718772407774689
106,32,106.625,228835,0.0,13719154688,167.0,79.7,76.2,1145.0,65.9,3125.0,69.4,1188.0,169.0,441.0,19503,499.0,3542.0,2346,272.0,82.2,71.1,4717.0,1176.0,156.0,31.1,323.0,851.0,105.0,40201,0.0239,0.00138,0.00122,0.023,0.000101,0.00578,0.000284,0.0335,0.000763,0.00522,0.00954,0.000137,0.00278,0.0116,0.0163,0.0003,0.00011,0.00512,0.00765,0.001,0.00116,0.00167,0.00274,0.000182,0.013,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0128,0.0122,0.0116,0.011,0.0109,18.0,32.0,26.0,24.0,21.0,13722951680.0,13720850432.0,13705375744.0,13695287296.0,13693399040.0,26.4,0.01212,13712723968.0,0.02344,0.007701999999999999,0.031219999999999998,0.30909999999999993,532793995264,10.601672024613341,23.34205884575716,0.012916225266546328
108,33,274.54545454545456,214531,0.0,13718700032,169.0,78.9,75.2,1097.0,65.0,3883.0,68.4,1203.0,167.0,447.0,19748,492.0,3505.0,2689,420.0,81.2,70.1,7148.0,1190.0,153.0,30.7,327.0,862.0,103.0,44075,0.0242,0.00137,0.0012,0.0233,9.8e-05,0.00585,0.000281,0.0339,0.000706,0.00529,0.00966,0.000143,0.00276,0.0118,0.0165,0.000289,0.000107,0.00519,0.00775,0.00099,0.00105,0.00169,0.00277,0.00018,0.0131,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.013,0.0128,0.0122,0.0116,0.011,32.0,18.0,32.0,26.0,24.0,13719154688.0,13722951680.0,13720850432.0,13705375744.0,13695287296.0,28.2,0.01254,13717406515.2,0.0236,0.008322,0.03306,0.32219999999999993,546512695296,10.693670695607668,23.342025704973764,0.013014937077494654
110,29,199.24137931034485,216862,0.0,13716582400,171.0,78.0,74.2,1097.0,64.0,3931.0,67.5,1660.0,158.0,452.0,19994,486.0,3468.0,2737,425.0,80.2,69.1,7237.0,1205.0,151.0,30.2,331.0,873.0,102.0,44942,0.0239,0.00135,0.00119,0.0236,0.000104,0.00592,0.000278,0.0343,0.000748,0.00536,0.00978,0.000142,0.0026,0.0121,0.0168,0.000285,0.000106,0.00525,0.00785,0.000977,0.00112,0.00171,0.00281,0.000179,0.0132,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0131,0.013,0.0128,0.0122,0.0116,33.0,32.0,18.0,32.0,26.0,13718700032.0,13719154688.0,13722951680.0,13720850432.0,13705375744.0,28.8,0.01286,13719647846.4,0.023780000000000003,0.00895,0.033479999999999996,0.3353999999999999,560229277696,10.713150299185491,23.341871332077528,0.013113639145383105
112,26,135.0,218302,0.0,13716774912,174.0,77.1,73.2,1639.0,63.0,3979.0,67.7,1680.0,167.0,458.0,20239,479.0,3431.0,2784,431.0,79.2,64.8,7326.0,1220.0,145.0,29.8,335.0,884.0,100.0,45925,0.0242,0.00134,0.00117,0.0239,0.000102,0.006,0.000278,0.0393,0.000738,0.00543,0.0099,0.00014,0.00271,0.0123,0.017,0.000282,0.000104,0.00503,0.00794,0.000964,0.00111,0.00178,0.00284,0.000176,0.0137,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0132,0.0131,0.013,0.0128,0.0122,29.0,33.0,32.0,18.0,32.0,13716582400.0,13718700032.0,13719154688.0,13722951680.0,13720850432.0,27.6,0.01316,13718832742.4,0.02396,0.00966,0.034820000000000004,0.3490999999999999,573946052608,10.734786684478816,23.34188536696198,0.013607003406216902
114,31,135.0,220454,0.0,13725507584,176.0,76.2,72.3,1659.0,62.1,4027.0,66.7,1700.0,165.0,463.0,20484,472.0,3396.0,2831,436.0,78.7,63.8,7416.0,1235.0,142.0,30.4,339.0,895.0,98.9,46385,0.0245,0.00132,0.0012,0.0255,0.000101,0.00607,0.000291,0.0398,0.000728,0.0055,0.01,0.000138,0.00268,0.0115,0.0195,0.000278,0.000103,0.00678,0.00894,0.000951,0.00109,0.0018,0.00288,0.000174,0.0143,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0137,0.0132,0.0131,0.013,0.0128,26.0,29.0,33.0,32.0,18.0,13716774912.0,13716582400.0,13718700032.0,13719154688.0,13722951680.0,30.2,0.01346,13719343923.2,0.02414,0.009776000000000002,0.036160000000000005,0.3633999999999999,587671560192,10.74475296854853,23.34252180617183,0.014198719399812949
116,27,243.74074074074073,221323,0.0,13725646848,178.0,75.2,69.4,1678.0,61.1,4075.0,65.8,1721.0,163.0,533.0,20730,466.0,3359.0,2879,441.0,77.7,62.9,7505.0,1250.0,140.0,29.9,343.0,905.0,97.5,46904,0.0248,0.00131,0.00119,0.0259,9.91e-05,0.00614,0.000287,0.0403,0.000718,0.00556,0.0123,0.000136,0.00265,0.0115,0.0197,0.000274,0.000101,0.00686,0.00904,0.000939,0.00107,0.00182,0.00344,0.000171,0.0147,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0143,0.0137,0.0132,0.0131,0.013,31.0,26.0,29.0,33.0,32.0,13725507584.0,13716774912.0,13716582400.0,13718700032.0,13719154688.0,29.2,0.013800000000000002,13720642355.2,0.024319999999999998,0.010328,0.037520000000000005,0.3780999999999999,601397207040,10.755879558560052,23.342531952484645,0.01459300230290015
118,39,218.28205128205127,223984,0.0,13727498240,170.0,74.3,68.5,1698.0,62.2,4123.0,64.8,1741.0,160.0,539.0,20975,459.0,3321.0,2926,446.0,76.7,62.0,7594.0,1265.0,138.0,29.5,347.0,1179.0,96.7,47616,0.0251,0.00114,0.00117,0.0262,9.76e-05,0.00733,0.000283,0.0407,0.000708,0.00529,0.0124,0.000134,0.00263,0.0138,0.0199,0.000271,9.99e-05,0.00695,0.00915,0.000926,0.00106,0.00184,0.00348,0.000169,0.0151,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0147,0.0143,0.0137,0.0132,0.0131,27.0,31.0,26.0,29.0,33.0,13725646848.0,13725507584.0,13716774912.0,13716582400.0,13718700032.0,30.4,0.0142,13722401996.8,0.0245,0.010876,0.03888,0.3931999999999999,615124705280,10.770945119316325,23.34266682898034,0.014987129808248345
120,30,116.23333333333332,226423,0.0,13731573760,221.0,73.5,67.5,1718.0,61.2,4171.0,63.9,1761.0,158.0,545.0,21220,453.0,3284.0,2973,532.0,75.7,61.1,9371.0,1210.0,136.0,29.0,351.0,1193.0,95.3,49826,0.0254,0.00114,0.00116,0.0265,9.61e-05,0.00742,0.000279,0.0412,0.000698,0.00602,0.0126,0.000133,0.0026,0.014,0.0202,0.000267,9.84e-05,0.00703,0.00926,0.000913,0.00104,0.00187,0.00352,0.000166,0.0153,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0151,0.0147,0.0143,0.0137,0.0132,39.0,27.0,31.0,26.0,29.0,13727498240.0,13725646848.0,13725507584.0,13716774912.0,13716582400.0,30.6,0.01462,13725400268.8,0.0248,0.01144,0.040260000000000004,0.40849999999999986,628856279040,10.81631228476711,23.342963672226148,0.015184135325039965
122,27,142.0,227927,0.0,13736636416,224.0,72.6,66.6,1737.0,60.2,4218.0,62.9,1782.0,156.0,551.0,20150,446.0,3247.0,3472,539.0,74.7,60.4,9480.0,1598.0,134.0,28.5,436.0,1207.0,93.9,49897,0.0257,0.0012,0.00114,0.0268,9.46e-05,0.0075,0.000275,0.0417,0.000688,0.00609,0.0127,0.000134,0.00257,0.0143,0.0204,0.000246,9.7e-05,0.00711,0.00937,0.000897,0.00102,0.00196,0.00356,0.000163,0.0155,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0153,0.0151,0.0147,0.0143,0.0137,30.0,39.0,27.0,31.0,26.0,13731573760.0,13727498240.0,13725646848.0,13725507584.0,13716774912.0,30.8,0.014979999999999999,13729372569.6,0.0251,0.012,0.04074,0.4239999999999999,642592915456,10.817736200776059,23.343332291515466,0.015381102038302324
124,36,142.0,220550,0.0,13740072960,226.0,71.7,65.6,2064.0,59.2,4266.0,62.0,1802.0,154.0,558.0,29177,439.0,3071.0,3526,545.0,73.7,59.4,9589.0,1617.0,132.0,28.1,441.0,1220.0,92.5,59340,0.026,0.00119,0.00113,0.0271,9.31e-05,0.00758,0.000271,0.0422,0.000678,0.00617,0.0129,0.000132,0.00254,0.0145,0.0207,0.000246,9.63e-05,0.00719,0.00947,0.000885,0.00101,0.00199,0.0036,0.000161,0.0156,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0155,0.0153,0.0151,0.0147,0.0143,27.0,30.0,39.0,27.0,31.0,13736636416.0,13731573760.0,13727498240.0,13725646848.0,13725507584.0,31.8,0.01524,13732285644.8,0.0254,0.01258,0.04122,0.4395999999999999,656332988416,10.991055745741916,23.343582433842965,0.015479570848386318
126,33,114.75757575757576,212934,0.0,13744492544,229.0,70.9,64.7,2088.0,58.2,5715.0,62.8,1731.0,152.0,564.0,29506,433.0,3226.0,3581,551.0,72.7,58.5,9698.0,1635.0,129.0,27.8,446.0,1234.0,91.1,61425,0.0249,0.00117,0.00111,0.0274,9.13e-05,0.00767,0.000267,0.0481,0.000668,0.00624,0.013,0.000131,0.00251,0.0147,0.0209,0.000246,9.48e-05,0.00728,0.00958,0.000872,0.000985,0.00201,0.00364,0.000147,0.0161,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0156,0.0155,0.0153,0.0151,0.0147,36.0,27.0,30.0,39.0,27.0,13740072960.0,13736636416.0,13731573760.0,13727498240.0,13725646848.0,33.0,0.01552,13736054784.0,0.025419999999999998,0.012719999999999999,0.04278,0.4556999999999999,670077480960,11.025588477273143,23.343904038638726,0.015971769509698662
128,36,218.91666666666663,215235,0.0,13746929664,231.0,70.0,63.8,2111.0,57.2,5779.0,61.8,2343.0,146.0,570.0,29836,426.0,3188.0,3635,557.0,71.6,57.6,9807.0,1654.0,115.0,27.3,451.0,1248.0,91.1,62597,0.0249,0.00116,0.00109,0.0277,8.98e-05,0.00884,0.000256,0.0486,0.000658,0.00631,0.0131,0.000129,0.00238,0.015,0.0242,0.000257,9.34e-05,0.00736,0.00969,0.000859,0.000968,0.00203,0.0042,0.000156,0.0167,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0161,0.0156,0.0155,0.0153,0.0151,33.0,36.0,27.0,30.0,39.0,13744492544.0,13740072960.0,13736636416.0,13731573760.0,13727498240.0,32.4,0.01584,13739941068.8,0.025379999999999996,0.01286,0.04436,0.4723999999999999,683824410624,11.044488607696024,23.344081339033576,0.016562088298978293
130,39,518.6153846153846,217634,0.0,13751709696,234.0,70.8,63.8,2134.0,56.3,5842.0,60.9,2369.0,144.0,577.0,30166,419.0,3150.0,3689,563.0,70.6,56.7,9916.0,1672.0,124.0,26.8,456.0,1471.0,89.7,63421,0.0257,0.00114,0.00115,0.0266,8.83e-05,0.00893,0.000253,0.0492,0.000647,0.00638,0.0133,0.000127,0.0025,0.0152,0.0245,0.000254,9.19e-05,0.00894,0.00929,0.000846,0.000951,0.00205,0.00424,0.000154,0.0169,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0167,0.0161,0.0156,0.0155,0.0153,36.0,33.0,36.0,27.0,30.0,13746929664.0,13744492544.0,13740072960.0,13736636416.0,13731573760.0,34.2,0.01616,13743968256.0,0.02544,0.013000000000000001,0.04596,0.48929999999999985,697576120320,11.05756608338822,23.344428994929217,0.016758783814954704
132,43,206.30232558139537,219066,0.0,13759328256,236.0,69.9,67.4,2157.0,55.3,5905.0,59.9,2395.0,142.0,551.0,30495,402.0,3113.0,3744,569.0,69.6,55.7,10025.0,1892.0,122.0,26.4,461.0,1487.0,88.3,64189,0.0259,0.00113,0.00113,0.0306,8.68e-05,0.00903,0.000249,0.0497,0.000637,0.00646,0.0127,0.000125,0.00247,0.0162,0.0248,0.00025,9.04e-05,0.00904,0.011,0.000833,0.000935,0.00207,0.00429,0.000151,0.0175,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0169,0.0167,0.0161,0.0156,0.0155,39.0,36.0,33.0,36.0,27.0,13751709696.0,13746929664.0,13744492544.0,13740072960.0,13736636416.0,37.4,0.016560000000000002,13748506624.0,0.025480000000000003,0.013000000000000001,0.047560000000000005,0.5067999999999998,711335448576,11.069602714305823,23.34498284972797,0.017348638334613004
134,35,100.88571428571429,220272,0.0,13770039296,267.0,69.0,66.3,2180.0,54.6,5969.0,58.9,2420.0,139.0,551.0,30825,396.0,3075.0,3798,665.0,68.6,49.3,10134.0,1913.0,120.0,25.9,466.0,1503.0,86.8,64901,0.0262,0.00111,0.00111,0.0309,8.53e-05,0.00913,0.000245,0.0502,0.000627,0.00699,0.017,0.000131,0.00244,0.0164,0.025,0.000246,8.89e-05,0.00914,0.0111,0.00082,0.000918,0.0021,0.00434,0.000149,0.0181,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0175,0.0169,0.0167,0.0161,0.0156,43.0,39.0,36.0,33.0,36.0,13759328256.0,13751709696.0,13746929664.0,13744492544.0,13740072960.0,37.2,0.01706,13754499891.2,0.025519999999999998,0.013819999999999999,0.049159999999999995,0.5248999999999998,725105487872,11.080633718858344,23.34576100349554,0.017938145131012995
