Timestamp,Requests je Sekunde,Durchschnittliche Antwortzeitintervalle,high_i_o_read,high_i_o_write,high_memory,network_outgoing_pod_adservice,network_outgoing_pod_cartservice,network_outgoing_pod_checkoutservice,network_outgoing_pod_currencyservice,network_outgoing_pod_emailservice,network_outgoing_pod_frontend,network_outgoing_pod_loadgenerator,network_outgoing_pod_paymentservice,network_outgoing_pod_productcatalogservice,network_outgoing_pod_recommendationservice,network_outgoing_pod_redis,network_outgoing_pod_shippingservice,network_outgoing_system,cpu_pod_adservice,cpu_pod_cartservice,cpu_pod_checkoutservice,cpu_pod_currencyservice,cpu_pod_emailservice,cpu_pod_frontend,cpu_pod_loadgenerator,cpu_pod_paymentservice,cpu_pod_productcatalogservice,cpu_pod_recommendationservice,cpu_pod_redis,cpu_pod_shippingservice,cpu_system,"pod_restart_{container=""main"", instance=""kube""","pod_restart_{container=""redis"", instance=""kube""","pod_restart_{container=""server"", instance=""kube""","pod_restart_{container=""server"", instance=""kube.2""","pod_restart_{container=""server"", instance=""kube.3""","pod_restart_{container=""server"", instance=""kube.4""","pod_restart_{container=""server"", instance=""kube.5""","pod_restart_{container=""server"", instance=""kube.6""","pod_restart_{container=""server"", instance=""kube.7""","pod_restart_{container=""server"", instance=""kube.8""","pod_restart_{container=""server"", instance=""kube.9"""
370,107,1118.3457943925234,7649,232.0,12399816704,8828.0,21409.0,18071.0,29694.0,1431.0,,,,142228.0,,,5731.0,956516.0,0.0831,0.0809,0.0195,0.198,0.00684,,,,0.0617,,,0.0129,0.0695,0,0,0,0,0,0,0,0,0,0,0
372,130,1210.2076923076922,7546,238.0,12398329856,8828.0,21679.0,18071.0,29796.0,1431.0,,,,143678.0,,,5814.0,966920.0,0.0831,0.0809,0.0202,0.198,0.00684,,,,0.0617,,,0.0132,0.0704,0,0,0,0,0,0,0,0,0,0,0
374,120,892.775,7505,224.0,12397199360,8910.0,21695.0,18085.0,29796.0,1437.0,,,,143678.0,,,5815.0,966768.0,0.0804,0.0809,0.0202,0.198,0.00684,,,,0.0617,,,0.0132,0.0704,0,0,0,0,0,0,0,0,0,0,0
376,100,1187.55,7513,224.0,12403531776,8610.0,21695.0,18309.0,30029.0,1449.0,,,,145137.0,,,5815.0,976107.0,0.0804,0.0809,0.0202,0.198,0.00699,,,,0.0617,,,0.0132,0.0705,0,0,0,0,0,0,0,0,0,0,0
378,122,1093.22131147541,7570,233.0,12403761152,8944.0,21894.0,18438.0,30029.0,1449.0,,,,145137.0,,,5868.0,978986.0,0.0811,0.0809,0.0194,0.191,0.00699,,,,0.0617,,,0.0132,0.0699,0,0,0,0,0,0,0,0,0,0,0
380,134,883.7835820895523,7650,224.0,12404879360,8674.0,21939.0,18694.0,30313.0,1393.0,,,,145137.0,,,5868.0,984192.0,0.0811,0.0808,0.0208,0.199,0.00699,,,,0.0617,,,0.0132,0.071,0,0,0,0,0,0,0,0,0,0,0
382,122,915.827868852459,7705,232.0,12407132160,8980.0,21939.0,18694.0,30313.0,1467.0,,,,142289.0,,,5913.0,980525.0,0.0811,0.0827,0.0208,0.199,0.00699,,,,0.0625,,,0.0139,0.0715,0,0,0,0,0,0,0,0,0,0,0
384,124,819.7258064516129,7739,238.0,12407885824,9013.0,22007.0,18635.0,30313.0,1467.0,,,,146780.0,,,5910.0,963438.0,0.0811,0.0827,0.0208,0.199,0.00699,,,,0.0625,,,0.0139,0.0715,0,0,0,0,0,0,0,0,0,0,0
386,106,741.8962264150944,7676,223.0,12409356288,9013.0,22125.0,18635.0,30394.0,1476.0,,,,147137.0,,,5910.0,970878.0,0.0811,0.0827,0.0208,0.199,0.00718,,,,0.0638,,,0.0139,0.0715,0,0,0,0,0,0,0,0,0,0,0
388,131,1097.8473282442749,7690,223.0,12412731392,9037.0,22183.0,19036.0,30533.0,1476.0,,,,147137.0,,,5910.0,997699.0,0.0811,0.0827,0.0208,0.199,0.00718,,,,0.0638,,,0.0139,0.0715,0,0,0,0,0,0,0,0,0,0,0
390,115,741.0434782608696,7539,234.0,12413288448,9056.0,22183.0,19036.0,30533.0,1484.0,,,,147995.0,,,5944.0,998694.0,0.0811,0.0827,0.0215,0.199,0.00736,,,,0.0638,,,0.0139,0.0726,0,0,0,0,0,0,0,0,0,0,0
392,127,930.503937007874,7539,228.0,12409356288,9056.0,22311.0,19036.0,30638.0,1498.0,,,,143741.0,,,5964.0,996299.0,0.0788,0.0827,0.0215,0.199,0.00736,,,,0.0638,,,0.0139,0.0726,0,0,0,0,0,0,0,0,0,0,0
394,106,1114.660377358491,7481,228.0,12408877056,9099.0,22357.0,19233.0,30707.0,1498.0,,,,148804.0,,,5991.0,1005054.0,0.0788,0.0827,0.0222,0.199,0.00736,,,,0.0638,,,0.0141,0.0727,0,0,0,0,0,0,0,0,0,0,0
396,124,950.241935483871,7064,233.0,12412231680,9108.0,22357.0,19233.0,30825.0,1512.0,,,,148804.0,,,5991.0,1006625.0,0.0761,0.0833,0.0222,0.199,0.00736,,,,0.0647,,,0.0141,0.0723,0,0,0,0,0,0,0,0,0,0,0
398,93,1059.3225806451612,7197,222.0,12412362752,8828.0,21608.0,19233.0,30825.0,1512.0,,,,148804.0,,,6001.0,1007054.0,0.0788,0.0845,0.0222,0.199,0.00736,,,,0.0646,,,0.0145,0.0728,0,0,0,0,0,0,0,0,0,0,0
400,117,1313.2564102564102,7135,230.0,12415422464,9139.0,22443.0,19530.0,29900.0,1511.0,,,,149706.0,,,6046.0,1013419.0,0.0788,0.0845,0.0222,0.199,0.00736,,,,0.0668,,,0.0145,0.0739,0,0,0,0,0,0,0,0,0,0,0
402,121,1194.8595041322317,7144,230.0,12420657152,9139.0,22443.0,19530.0,30986.0,1521.0,,,,149706.0,,,6030.0,1014509.0,0.0788,0.0845,0.0222,0.199,0.0075,,,,0.0668,,,0.0145,0.0739,0,0,0,0,0,0,0,0,0,0,0
404,122,1091.9344262295083,7041,224.0,12417835008,9186.0,22443.0,19530.0,30986.0,1521.0,,,,149829.0,,,6030.0,1014753.0,0.0788,0.0845,0.0222,0.199,0.0075,,,,0.0668,,,0.0145,0.074,0,0,0,0,0,0,0,0,0,0,0
406,120,1218.4583333333333,6977,231.0,12414955520,9232.0,20996.0,18852.0,31228.0,1518.0,,,,150367.0,,,6046.0,1015708.0,0.0788,0.0845,0.0231,0.199,0.00765,,,,0.0668,,,0.0145,0.0736,0,0,0,0,0,0,0,0,0,0,0
408,89,1120.1685393258426,6907,232.0,12411277312,9232.0,22550.0,19579.0,31228.0,1527.0,,,,150367.0,,,6039.0,996553.0,0.0769,0.0845,0.0231,0.199,0.00765,,,,0.0668,,,0.0145,0.0742,0,0,0,0,0,0,0,0,0,0,0
410,96,1234.1666666666667,6237,232.0,12404248576,8922.0,22550.0,19579.0,31273.0,1527.0,,,,150295.0,,,6039.0,1019113.0,0.0769,0.0856,0.0236,0.199,0.00765,,,,0.0668,,,0.0147,0.0749,0,0,0,0,0,0,0,0,0,0,0
412,134,1490.358208955224,6142,233.0,12402921472,9241.0,22550.0,19573.0,31273.0,1527.0,,,,150491.0,,,6065.0,1022796.0,0.0769,0.0856,0.0236,0.199,0.00765,,,,0.0668,,,0.0151,0.0752,0,0,0,0,0,0,0,0,0,0,0
414,91,1287.0549450549452,5940,233.0,12402257920,9306.0,22659.0,19573.0,31473.0,1527.0,,,,150491.0,,,6057.0,1022883.0,0.0769,0.0856,0.0236,0.192,0.00771,,,,0.0644,,,0.0151,0.0744,0,0,0,0,0,0,0,0,0,0,0
416,138,1391.2246376811595,5956,226.0,12401905664,9309.0,22659.0,19625.0,31473.0,1526.0,,,,145441.0,,,6054.0,1018154.0,0.0761,0.0856,0.0236,0.199,0.00771,,,,0.0683,,,0.0151,0.0753,0,0,0,0,0,0,0,0,0,0,0
418,94,1437.521276595745,5931,226.0,12403290112,9309.0,22659.0,19756.0,31486.0,1531.0,,,,150899.0,,,6054.0,1002416.0,0.0761,0.0856,0.0236,0.199,0.00771,,,,0.0683,,,0.0151,0.0753,0,0,0,0,0,0,0,0,0,0,0
420,117,1301.162393162393,5922,231.0,12398534656,9310.0,22704.0,19756.0,31581.0,1531.0,,,,150899.0,,,6078.0,1026394.0,0.0761,0.0856,0.0236,0.199,0.00782,,,,0.0683,,,0.0151,0.0753,0,0,0,0,0,0,0,0,0,0,0
422,120,1058.85,5508,224.0,12393996288,9310.0,22704.0,19886.0,31581.0,1538.0,,,,151077.0,,,5869.0,1026438.0,0.0761,0.0856,0.0236,0.199,0.00782,,,,0.0683,,,0.0151,0.0758,0,0,0,0,0,0,0,0,0,0,0
424,109,969.1743119266056,5394,232.0,12399374336,9341.0,22013.0,19886.0,30620.0,1538.0,,,,150798.0,,,6070.0,1024747.0,0.0761,0.0863,0.0241,0.199,0.00782,,,,0.0683,,,0.0153,0.0755,0,0,0,0,0,0,0,0,0,0,0
426,122,826.5655737704918,4949,235.0,12404989952,9341.0,22668.0,19718.0,31671.0,1542.0,,,,145547.0,,,6070.0,1019888.0,0.0733,0.0876,0.0233,0.199,0.00782,,,,0.0683,,,0.0153,0.0755,0,0,0,0,0,0,0,0,0,0,0
428,120,830.5416666666666,4920,227.0,12404011008,9345.0,22659.0,19035.0,31671.0,1479.0,,,,150294.0,,,6057.0,1023591.0,0.07,0.0876,0.0232,0.193,0.00782,,,,0.0695,,,0.0153,0.0755,0,0,0,0,0,0,0,0,0,0,0
430,84,884.6309523809524,4973,227.0,12401725440,9361.0,22659.0,19712.0,31772.0,1527.0,,,,150294.0,,,6028.0,1024341.0,0.0724,0.0876,0.0246,0.191,0.0079,,,,0.0695,,,0.0157,0.0758,0,0,0,0,0,0,0,0,0,0,0
432,117,1090.128205128205,4937,233.0,12402900992,9361.0,22574.0,19606.0,31719.0,1517.0,,,,150136.0,,,6028.0,1022552.0,0.0724,0.0876,0.0246,0.199,0.0079,,,,0.0701,,,0.0157,0.0765,0,0,0,0,0,0,0,0,0,0,0
434,111,1250.8288288288288,4794,230.0,12394180608,9361.0,22514.0,19606.0,31719.0,1517.0,,,,150012.0,,,6028.0,1022266.0,0.0724,0.0876,0.0246,0.193,0.0079,,,,0.0701,,,0.0157,0.0758,0,0,0,0,0,0,0,0,0,0,0
436,95,1349.2421052631578,4753,230.0,12391526400,9347.0,22514.0,18914.0,31719.0,1528.0,,,,150012.0,,,6044.0,1021534.0,0.0724,0.0876,0.0251,0.199,0.00803,,,,0.0701,,,0.0157,0.0765,0,0,0,0,0,0,0,0,0,0,0
438,156,1207.5128205128206,4785,237.0,12394930176,9387.0,22514.0,19804.0,31782.0,1528.0,,,,149606.0,,,6044.0,1000270.0,0.0711,0.0876,0.0251,0.199,0.00803,,,,0.0701,,,0.0157,0.0769,0,0,0,0,0,0,0,0,0,0,0
440,117,857.4700854700855,4761,222.0,12394151936,9387.0,22608.0,19804.0,31782.0,1532.0,,,,149606.0,,,6040.0,1023186.0,0.0711,0.0876,0.0251,0.199,0.00803,,,,0.0701,,,0.0157,0.0771,0,0,0,0,0,0,0,0,0,0,0
442,116,993.1896551724138,4751,226.0,12396089344,9377.0,22608.0,19922.0,31782.0,1532.0,,,,149606.0,,,6033.0,1023255.0,0.0711,0.0883,0.0251,0.199,0.00803,,,,0.0701,,,0.0157,0.0772,0,0,0,0,0,0,0,0,0,0,0
444,137,956.5401459854014,4792,231.0,12405993472,9403.0,22670.0,19922.0,31846.0,1531.0,,,,150450.0,,,6058.0,1002227.0,0.0711,0.0862,0.0251,0.199,0.00809,,,,0.0701,,,0.0156,0.077,0,0,0,0,0,0,0,0,0,0,0
446,103,883.6601941747573,4586,229.0,12403269632,9411.0,22719.0,19922.0,31892.0,1531.0,,,,150450.0,,,6058.0,1026620.0,0.0702,0.0894,0.0251,0.199,0.00809,,,,0.0708,,,0.016,0.0774,0,0,0,0,0,0,0,0,0,0,0
448,111,733.0,4586,235.0,12404629504,9411.0,22719.0,19857.0,31892.0,1522.0,,,,150450.0,,,6076.0,1026564.0,0.0702,0.0894,0.0241,0.199,0.00821,,,,0.0708,,,0.016,0.0774,0,0,0,0,0,0,0,0,0,0,0
450,101,1046.5247524752476,4526,231.0,12407296000,9411.0,21980.0,19914.0,31264.0,1530.0,,,,145118.0,,,6076.0,1006992.0,0.0702,0.0894,0.0259,0.199,0.00821,,,,0.0684,,,0.0162,0.0771,0,0,0,0,0,0,0,0,0,0,0
452,106,1035.7358490566037,4540,229.0,12414332928,9098.0,22057.0,19914.0,31228.0,1530.0,,,,145331.0,,,5886.0,1002278.0,0.0702,0.0894,0.0259,0.199,0.00821,,,,0.0709,,,0.0162,0.0778,0,0,0,0,0,0,0,0,0,0,0
454,134,1216.7910447761194,4372,224.0,12415741952,9098.0,22057.0,18240.0,31228.0,1530.0,,,,145331.0,,,5886.0,976016.0,0.068,0.089,0.0259,0.199,0.00821,,,,0.0709,,,0.0162,0.0775,0,0,0,0,0,0,0,0,0,0,0
456,113,1027.4778761061948,4132,234.0,12414455808,9098.0,22058.0,18842.0,30194.0,1453.0,,,,140148.0,,,5867.0,969353.0,0.0675,0.089,0.0259,0.199,0.00821,,,,0.0709,,,0.0162,0.0779,0,0,0,0,0,0,0,0,0,0,0
458,133,1111.0977443609022,3614,228.0,12421185536,8756.0,21131.0,18842.0,29151.0,1453.0,,,,136328.0,,,5543.0,960485.0,0.0675,0.089,0.0259,0.199,0.00821,,,,0.0714,,,0.0162,0.078,0,0,0,0,0,0,0,0,0,0,0
460,122,1015.5245901639344,3612,229.0,12422193152,8480.0,20578.0,18842.0,29151.0,1453.0,,,,136328.0,,,5543.0,935673.0,0.0642,0.089,0.0259,0.199,0.00821,,,,0.0714,,,0.0162,0.078,0,0,0,0,0,0,0,0,0,0,0
462,101,1239.3465346534654,3469,230.0,12421652480,8480.0,20469.0,17554.0,29151.0,1403.0,,,,136328.0,,,5505.0,913777.0,0.0642,0.089,0.0264,0.199,0.0084,,,,0.0714,,,0.0164,0.0781,0,0,0,0,0,0,0,0,0,0,0
464,130,1007.4923076923076,3469,226.0,12423127040,8130.0,20469.0,17554.0,28036.0,1377.0,,,,129044.0,,,5505.0,901098.0,0.0642,0.0898,0.0264,0.199,0.0084,,,,0.0714,,,0.0164,0.0782,0,0,0,0,0,0,0,0,0,0,0
466,102,753.0,3469,228.0,12419907584,8130.0,19112.0,17554.0,26918.0,1377.0,,,,129044.0,,,5205.0,866298.0,0.0642,0.0898,0.0264,0.199,0.0084,,,,0.0714,,,0.0164,0.0781,0,0,0,0,0,0,0,0,0,0,0
468,116,1044.2068965517242,3425,232.0,12414689280,7760.0,18901.0,16552.0,26918.0,1272.0,,,,127810.0,,,5005.0,863176.0,0.0644,0.0895,0.0267,0.199,0.0084,,,,0.0695,,,0.0164,0.078,0,0,0,0,0,0,0,0,0,0,0
470,126,1025.095238095238,3849,224.0,12412100608,7656.0,18901.0,16552.0,26918.0,1322.0,,,,123626.0,,,4921.0,828385.0,0.0644,0.0895,0.0267,0.199,0.0084,,,,0.0725,,,0.0164,0.0786,0,0,0,0,0,0,0,0,0,0,0
472,110,1224.0727272727272,3913,113.0,12411727872,7656.0,18057.0,16552.0,25412.0,1322.0,,,,119740.0,,,4921.0,809856.0,0.0626,0.0895,0.0267,0.199,0.0084,,,,0.0725,,,0.0164,0.0786,0,0,0,0,0,0,0,0,0,0,0
474,137,1138.021897810219,3953,0.0,12414439424,7325.0,17787.0,15985.0,25412.0,1273.0,,,,118610.0,,,4921.0,805980.0,0.0649,0.0895,0.0263,0.199,0.0084,,,,0.0725,,,0.0162,0.0787,0,0,0,0,0,0,0,0,0,0,0
476,103,763.0,4005,0.0,12414623744,6953.0,17787.0,15235.0,23889.0,1253.0,,,,114508.0,,,4811.0,798525.0,0.0649,0.0895,0.0272,0.199,0.0084,,,,0.0725,,,0.0167,0.079,0,0,0,0,0,0,0,0,0,0,0
478,115,915.008695652174,3966,0.0,12415737856,7192.0,17224.0,15235.0,23889.0,1253.0,,,,114508.0,,,4524.0,764257.0,0.0649,0.0908,0.0272,0.199,0.00855,,,,0.0725,,,0.0162,0.0791,0,0,0,0,0,0,0,0,0,0,0
480,108,926.8611111111112,3878,112.0,12418801664,6778.0,16476.0,14674.0,23889.0,1204.0,,,,112306.0,,,4524.0,758860.0,0.0631,0.0908,0.0272,0.199,0.00855,,,,0.0725,,,0.0169,0.0786,0,0,0,0,0,0,0,0,0,0,0
482,125,1048.424,3903,112.0,12417888256,6778.0,16476.0,14438.0,22844.0,1186.0,,,,106858.0,,,4524.0,742542.0,0.0631,0.0908,0.0272,0.199,0.00855,,,,0.0728,,,0.0169,0.0793,0,0,0,0,0,0,0,0,0,0,0
484,111,927.5855855855856,3903,225.0,12417966080,6628.0,15665.0,14438.0,21962.0,1186.0,,,,106858.0,,,4323.0,723712.0,0.0631,0.0922,0.0275,0.199,0.00855,,,,0.0728,,,0.0169,0.0797,0,0,0,0,0,0,0,0,0,0,0
486,152,1004.5394736842104,3927,229.0,12417585152,6628.0,15665.0,13627.0,21962.0,1148.0,,,,105103.0,,,4203.0,701405.0,0.0631,0.0922,0.0275,0.199,0.00855,,,,0.0728,,,0.0169,0.0797,0,0,0,0,0,0,0,0,0,0,0
488,96,581.7395833333334,3946,239.0,12419751936,6193.0,15380.0,13417.0,21562.0,1129.0,,,,98474.0,,,4110.0,684999.0,0.0631,0.0922,0.0275,0.199,0.00855,,,,0.0735,,,0.0169,0.0797,0,0,0,0,0,0,0,0,0,0,0
490,110,1264.9,3948,229.0,12422168576,5965.0,14661.0,13417.0,20604.0,1129.0,,,,95931.0,,,4110.0,679439.0,0.0631,0.0922,0.0275,0.199,0.00855,,,,0.0735,,,0.0169,0.0797,0,0,0,0,0,0,0,0,0,0,0
492,123,1218.4878048780488,3931,225.0,12417519616,5965.0,14661.0,12877.0,20212.0,1090.0,,,,95931.0,,,3886.0,642318.0,0.0621,0.0922,0.0275,0.199,0.00862,,,,0.0735,,,0.0166,0.0796,0,0,0,0,0,0,0,0,0,0,0
494,130,1342.2615384615383,3952,234.0,12418895872,5670.0,14264.0,12476.0,20212.0,1060.0,,,,90876.0,,,3799.0,635356.0,0.0621,0.0922,0.0278,0.199,0.0087,,,,0.0735,,,0.0172,0.0798,0,0,0,0,0,0,0,0,0,0,0
496,112,779.0,4034,229.0,12416872448,5670.0,13410.0,11888.0,18989.0,1060.0,,,,88005.0,,,3799.0,607465.0,0.0621,0.0924,0.0278,0.199,0.0087,,,,0.0735,,,0.0172,0.0799,0,0,0,0,0,0,0,0,0,0,0
498,111,779.0,3810,225.0,12414365696,5466.0,13410.0,11598.0,18408.0,1021.0,,,,88005.0,,,3516.0,585412.0,0.0603,0.0933,0.0278,0.192,0.0087,,,,0.0734,,,0.0172,0.0796,0,0,0,0,0,0,0,0,0,0,0
500,124,930.4758064516128,3826,236.0,12417822720,5466.0,12478.0,11598.0,17636.0,1021.0,,,,84543.0,,,3516.0,579234.0,0.0603,0.0933,0.028,0.199,0.0087,,,,0.0739,,,0.0172,0.08,0,0,0,0,0,0,0,0,0,0,0
502,127,1077.7952755905512,3824,232.0,12419264512,5134.0,12478.0,11598.0,17636.0,1004.0,,,,81300.0,,,3516.0,574741.0,0.0603,0.0933,0.028,0.199,0.0087,,,,0.0739,,,0.0172,0.0803,0,0,0,0,0,0,0,0,0,0,0
504,97,586.0515463917526,3574,224.0,12419887104,4878.0,12012.0,10438.0,16639.0,964.0,,,,81300.0,,,3189.0,547374.0,0.0603,0.0933,0.028,0.199,0.0087,,,,0.0739,,,0.0172,0.0803,0,0,0,0,0,0,0,0,0,0,0
506,122,781.0,3487,232.0,12422508544,4686.0,11424.0,10438.0,15053.0,920.0,,,,69049.0,,,3189.0,515479.0,0.058,0.0933,0.028,0.199,0.0087,,,,0.0739,,,0.0173,0.0801,0,0,0,0,0,0,0,0,0,0,0
508,117,616.5042735042736,3452,232.0,12426756096,4686.0,10932.0,9963.0,14937.0,920.0,,,,71695.0,,,3189.0,516379.0,0.0584,0.0933,0.0284,0.199,0.00824,,,,0.0741,,,0.0173,0.0801,0,0,0,0,0,0,0,0,0,0,0
510,102,969.686274509804,3609,225.0,12427481088,4424.0,10932.0,9963.0,14937.0,889.0,,,,68730.0,,,3008.0,459416.0,0.0604,0.0933,0.0284,0.199,0.00848,,,,0.0741,,,0.0175,0.0805,0,0,0,0,0,0,0,0,0,0,0
512,140,1059.4,3609,231.0,12440576000,4424.0,10932.0,9309.0,14937.0,816.0,,,,68730.0,,,2805.0,466495.0,0.0604,0.0936,0.0284,0.199,0.00886,,,,0.0723,,,0.0175,0.0806,0,0,0,0,0,0,0,0,0,0,0
514,104,971.3846153846154,3609,231.0,12448133120,4183.0,9502.0,8718.0,13179.0,848.0,,,,64878.0,,,2805.0,458243.0,0.0604,0.0943,0.0284,0.199,0.00886,,,,0.0748,,,0.0175,0.081,0,0,0,0,0,0,0,0,0,0,0
516,101,784.0,3609,227.0,12461166592,3683.0,9502.0,8718.0,13179.0,830.0,,,,61662.0,,,2691.0,435646.0,0.0592,0.0943,0.0284,0.199,0.00886,,,,0.0748,,,0.0175,0.0809,0,0,0,0,0,0,0,0,0,0,0
518,123,1106.2113821138212,3605,234.0,12477083648,3800.0,9502.0,8263.0,13179.0,830.0,,,,61662.0,,,2578.0,416355.0,0.0592,0.0943,0.0288,0.192,0.00886,,,,0.0748,,,0.0175,0.0803,0,0,0,0,0,0,0,0,0,0,0
520,104,786.0,3506,229.0,12478955520,3564.0,8243.0,7656.0,13179.0,775.0,,,,57422.0,,,2578.0,409731.0,0.0592,0.0943,0.0283,0.193,0.00886,,,,0.0748,,,0.0176,0.0804,0,0,0,0,0,0,0,0,0,0,0
522,103,980.3980582524272,3506,234.0,12471508992,3564.0,8243.0,7656.0,11384.0,775.0,,,,57422.0,,,2305.0,353476.0,0.0592,0.0943,0.0293,0.199,0.0089,,,,0.0748,,,0.0176,0.0809,0,0,0,0,0,0,0,0,0,0,0
524,129,1255.6511627906978,3505,227.0,12537393152,3158.0,8243.0,7656.0,11384.0,775.0,,,,49828.0,,,2305.0,353645.0,0.0592,0.0943,0.0293,0.199,0.0089,,,,0.0748,,,0.0176,0.0811,0,0,0,0,0,0,0,0,0,0,0
526,99,790.0,3586,231.0,12534693888,3026.0,7802.0,7181.0,10242.0,684.0,,,,49828.0,,,2305.0,339591.0,0.0588,0.0961,0.0293,0.199,0.00895,,,,0.0723,,,0.0177,0.0808,0,0,0,0,0,0,0,0,0,0,0
528,135,1092.0148148148148,3586,235.0,12531732480,3026.0,6859.0,6733.0,10242.0,704.0,,,,48118.0,,,2079.0,335635.0,0.0579,0.0961,0.0293,0.199,0.00895,,,,0.0749,,,0.0177,0.081,0,0,0,0,0,0,0,0,0,0,0
530,125,956.088,3543,225.0,12525780992,2918.0,6564.0,6733.0,8491.0,704.0,,,,39457.0,,,1955.0,301517.0,0.0579,0.0961,0.0293,0.199,0.00895,,,,0.0749,,,0.0177,0.0809,0,0,0,0,0,0,0,0,0,0,0
532,111,978.7837837837836,3560,230.0,12527804416,2642.0,6564.0,5858.0,8383.0,679.0,,,,40739.0,,,1955.0,294651.0,0.0579,0.0961,0.0295,0.199,0.00895,,,,0.0754,,,0.0177,0.0816,0,0,0,0,0,0,0,0,0,0,0
534,114,975.8947368421052,3580,230.0,12524597248,2642.0,5689.0,5512.0,8383.0,641.0,,,,38344.0,,,1669.0,259041.0,0.0579,0.0961,0.0295,0.199,0.00895,,,,0.0754,,,0.0177,0.0815,0,0,0,0,0,0,0,0,0,0,0
536,91,1023.868131868132,3519,231.0,12528816128,2137.0,5414.0,5512.0,8383.0,641.0,,,,38344.0,,,1596.0,257249.0,0.0579,0.0961,0.0295,0.199,0.00895,,,,0.0754,,,0.0178,0.0817,0,0,0,0,0,0,0,0,0,0,0
538,120,1668.7916666666667,3475,231.0,12529459200,2069.0,5414.0,4718.0,6276.0,609.0,,,,31499.0,,,1596.0,245862.0,0.0579,0.096,0.0295,0.199,0.00908,,,,0.0754,,,0.0178,0.0817,0,0,0,0,0,0,0,0,0,0,0
540,139,1104.395683453237,3549,231.0,12528877568,2069.0,3987.0,4718.0,6276.0,590.0,,,,29923.0,,,1196.0,204958.0,0.0579,0.096,0.03,0.199,0.00908,,,,0.0754,,,0.018,0.0818,0,0,0,0,0,0,0,0,0,0,0
542,127,635.9685039370079,3606,231.0,12528406528,2069.0,3938.0,3644.0,6276.0,552.0,,,,29923.0,,,1243.0,200694.0,0.0569,0.0943,0.03,0.199,0.00908,,,,0.0754,,,0.018,0.0817,0,0,0,0,0,0,0,0,0,0,0
544,100,802.0,3578,231.0,12542578688,1654.0,3938.0,3644.0,6049.0,552.0,,,,22058.0,,,1243.0,186932.0,0.0569,0.0978,0.03,0.199,0.00908,,,,0.0754,,,0.018,0.0822,0,0,0,0,0,0,0,0,0,0,0
546,117,618.8376068376068,3559,226.0,12551708672,1654.0,3938.0,3434.0,4698.0,513.0,,,,22058.0,,,1200.0,155073.0,0.0562,0.0978,0.0301,0.199,0.00908,,,,0.0736,,,0.018,0.082,0,0,0,0,0,0,0,0,0,0,0
548,105,801.0,3543,231.0,12550123520,1095.0,3112.0,3434.0,4698.0,502.0,,,,22058.0,,,904.0,152496.0,0.0562,0.0978,0.0301,0.199,0.00908,,,,0.0762,,,0.018,0.0822,0,0,0,0,0,0,0,0,0,0,0
550,132,965.1439393939394,3178,231.0,12545609728,1079.0,2914.0,2115.0,4476.0,502.0,,,,20886.0,,,904.0,147651.0,0.0562,0.0978,0.0301,0.193,0.00916,,,,0.0762,,,0.0175,0.0816,0,0,0,0,0,0,0,0,0,0,0
552,121,982.0661157024794,2932,227.0,12548841472,1079.0,2914.0,2115.0,2759.0,454.0,,,,13016.0,,,861.0,98700.0,0.0534,0.0978,0.0301,0.199,0.00916,,,,0.0762,,,0.0181,0.0818,0,0,0,0,0,0,0,0,0,0,0
554,96,803.0,2932,231.0,12548456448,1079.0,1956.0,2046.0,2652.0,439.0,,,,12564.0,,,861.0,96025.0,0.0534,0.0978,0.0301,0.199,0.00916,,,,0.0762,,,0.0181,0.082,0,0,0,0,0,0,0,0,0,0,0
556,147,1102.7414965986395,3003,231.0,12547923968,597.0,1895.0,2046.0,2652.0,399.0,,,,12564.0,,,640.0,93615.0,0.0534,0.0973,0.0306,0.199,0.00916,,,,0.0762,,,0.0181,0.0818,0,0,0,0,0,0,0,0,0,0,0
558,107,1011.8971962616822,3003,223.0,12541902848,597.0,1840.0,1061.0,883.0,399.0,,,,5368.0,,,618.0,41936.0,0.0534,0.0973,0.0306,0.199,0.00916,,,,0.0762,,,0.0181,0.0822,0,0,0,0,0,0,0,0,0,0,0
560,126,452.6031746031746,2983,232.0,12542025728,597.0,816.0,1023.0,849.0,314.0,,,,5119.0,,,360.0,37862.0,0.0534,0.0973,0.0306,0.199,0.00916,,,,0.0763,,,0.0181,0.0817,0,0,0,0,0,0,0,0,0,0,0
562,118,614.3220338983051,2933,223.0,12533936128,206.0,816.0,160.0,849.0,326.0,,,,5119.0,,,360.0,35537.0,0.0516,0.0936,0.0306,0.199,0.00916,,,,0.0763,,,0.0181,0.0811,0,0,0,0,0,0,0,0,0,0,0
564,96,803.0,2936,223.0,12528615424,206.0,124.0,158.0,849.0,326.0,,,,139.0,,,206.0,29707.0,0.0516,0.0968,0.0295,0.199,0.00916,,,,0.0737,,,0.0181,0.0817,0,0,0,0,0,0,0,0,0,0,0
566,129,978.2480620155038,2891,233.0,12524810240,119.0,128.0,158.0,162.0,326.0,,,,143.0,,,206.0,11615.0,0.0516,0.0968,0.0305,0.199,0.00921,,,,0.0766,,,0.018,0.082,0,0,0,0,0,0,0,0,0,0,0
