Timestamp,Requests je Sekunde,Durchschnittliche Antwortzeitintervalle,high_i_o_read,high_i_o_write,high_memory,network_outgoing_pod_adservice,network_outgoing_pod_cartservice,network_outgoing_pod_checkoutservice,network_outgoing_pod_currencyservice,network_outgoing_pod_emailservice,network_outgoing_pod_frontend,network_outgoing_pod_loadgenerator,network_outgoing_pod_paymentservice,network_outgoing_pod_productcatalogservice,network_outgoing_pod_recommendationservice,network_outgoing_pod_redis,network_outgoing_pod_shippingservice,network_outgoing_system,cpu_pod_adservice,cpu_pod_cartservice,cpu_pod_checkoutservice,cpu_pod_currencyservice,cpu_pod_emailservice,cpu_pod_frontend,cpu_pod_loadgenerator,cpu_pod_paymentservice,cpu_pod_productcatalogservice,cpu_pod_recommendationservice,cpu_pod_redis,cpu_pod_shippingservice,cpu_system,"pod_restart_{container=""main"", instance=""kube""","pod_restart_{container=""redis"", instance=""kube""","pod_restart_{container=""server"", instance=""kube""","pod_restart_{container=""server"", instance=""kube.2""","pod_restart_{container=""server"", instance=""kube.3""","pod_restart_{container=""server"", instance=""kube.4""","pod_restart_{container=""server"", instance=""kube.5""","pod_restart_{container=""server"", instance=""kube.6""","pod_restart_{container=""server"", instance=""kube.7""","pod_restart_{container=""server"", instance=""kube.8""","pod_restart_{container=""server"", instance=""kube.9"""
568,112,1006.8482142857144,2926,227.0,12532191232,119.0,128.0,156.0,162.0,323.0,,,,143.0,,,206.0,11610.0,0.0504,0.0968,0.0305,0.193,0.00921,,,,0.0766,,,0.0175,0.0814,0,0,0,0,0,0,0,0,0,0,0
570,127,984.8897637795276,2967,225.0,12534292480,119.0,128.0,159.0,162.0,323.0,,,,141.0,,,206.0,11594.0,0.0521,0.0971,0.0305,0.192,0.00921,,,,0.0766,,,0.0181,0.0815,0,0,0,0,0,0,0,0,0,0,0
572,125,989.768,3010,230.0,12527456256,122.0,129.0,159.0,162.0,320.0,,,,141.0,,,204.0,11626.0,0.0521,0.0971,0.0309,0.199,0.00921,,,,0.0766,,,0.0181,0.0823,0,0,0,0,0,0,0,0,0,0,0
574,115,807.0,3010,231.0,12529184768,122.0,129.0,151.0,161.0,320.0,,,,141.0,,,204.0,11620.0,0.0521,0.0971,0.0309,0.199,0.00921,,,,0.0766,,,0.0181,0.0823,0,0,0,0,0,0,0,0,0,0,0
576,86,807.0,2908,225.0,12532314112,122.0,129.0,157.0,161.0,310.0,,,,139.0,,,204.0,11596.0,0.0521,0.0971,0.0309,0.199,0.00932,,,,0.0769,,,0.0181,0.0818,0,0,0,0,0,0,0,0,0,0,0
578,139,1142.410071942446,2795,225.0,12538314752,126.0,129.0,157.0,163.0,320.0,,,,141.0,,,196.0,11572.0,0.0511,0.0971,0.0309,0.199,0.00932,,,,0.0769,,,0.0181,0.0823,0,0,0,0,0,0,0,0,0,0,0
580,118,1007.5508474576272,2779,229.0,12546506752,125.0,128.0,157.0,162.0,320.0,,,,144.0,,,204.0,11323.0,0.0511,0.0935,0.031,0.199,0.00901,,,,0.0769,,,0.0181,0.0818,0,0,0,0,0,0,0,0,0,0,0
582,126,996.9444444444443,2675,227.0,12543356928,125.0,128.0,155.0,162.0,309.0,,,,144.0,,,204.0,11496.0,0.0511,0.0968,0.031,0.199,0.0093,,,,0.0769,,,0.0181,0.0817,0,0,0,0,0,0,0,0,0,0,0
584,121,811.0,2680,226.0,12545654784,119.0,128.0,155.0,162.0,325.0,,,,134.0,,,204.0,11515.0,0.0511,0.0968,0.031,0.199,0.0093,,,,0.0772,,,0.0181,0.0824,0,0,0,0,0,0,0,0,0,0,0
586,104,582.3461538461538,2770,230.0,12549148672,119.0,130.0,155.0,147.0,325.0,,,,137.0,,,205.0,11525.0,0.0509,0.098,0.031,0.199,0.0093,,,,0.0772,,,0.0183,0.0824,0,0,0,0,0,0,0,0,0,0,0
588,123,810.0,2810,226.0,12552216576,124.0,130.0,154.0,147.0,321.0,,,,137.0,,,205.0,11531.0,0.0509,0.098,0.0311,0.199,0.0093,,,,0.0772,,,0.0183,0.082,0,0,0,0,0,0,0,0,0,0,0
590,122,810.0,2810,,12554436608,,,,,,,,,,,,,,0.0509,0.098,0.0314,0.199,0.0093,,,,0.0772,,,0.0183,0.0822,0,0,0,0,0,0,0,0,0,0,0
592,107,810.0,2738,,12552921088,,,,,,,,,,,,,,0.0496,0.098,0.0314,0.199,0.00904,,,,0.0772,,,0.0177,0.0825,0,0,0,0,0,0,0,0,0,0,0
594,87,1088.3793103448277,2721,,12550811648,,,,,,,,,,,,,,0.0496,0.098,0.0314,0.199,0.00938,,,,0.0772,,,0.0176,0.0824,0,0,0,0,0,0,0,0,0,0,0
596,126,1390.642857142857,2649,,12554076160,,,,,,,,,,,,,,0.0496,0.098,0.0314,0.199,0.00938,,,,0.0772,,,0.0182,0.0825,0,0,0,0,0,0,0,0,0,0,0
598,146,1149.4931506849316,2649,,12555808768,,,,,,,,,,,,,,0.0496,0.0968,0.0314,0.193,0.00908,,,,0.0772,,,0.0182,0.0819,0,0,0,0,0,0,0,0,0,0,0
600,129,816.0,2696,,12548911104,,,,,,,,,,,,,,0.0444,0.0968,0.0314,0.199,0.0094,,,,0.077,,,0.0176,0.0819,0,0,0,0,0,0,0,0,0,0,0
602,97,816.0,2738,,12553576448,,,,,,,,,,,,,,0.0444,0.0968,0.0314,0.199,0.0094,,,,0.077,,,0.0183,0.082,0,0,0,0,0,0,0,0,0,0,0
604,144,988.6458333333334,2785,,12557860864,,,,,,,,,,,,,,0.0444,0.0933,0.0314,0.199,0.0094,,,,0.077,,,0.0183,0.0817,0,0,0,0,0,0,0,0,0,0,0
606,122,817.0,2780,,12562825216,,,,,,,,,,,,,,0.0444,0.0962,0.0316,0.199,0.0094,,,,0.077,,,0.0183,0.0818,0,0,0,0,0,0,0,0,0,0,0
608,97,1075.5567010309278,2774,,12561850368,,,,,,,,,,,,,,0.0435,0.0962,0.0316,0.199,0.0094,,,,0.077,,,0.0183,0.0813,0,0,0,0,0,0,0,0,0,0,0
610,113,595.0530973451328,2769,,12564049920,,,,,,,,,,,,,,0.0435,0.0962,0.0316,0.199,0.0094,,,,0.077,,,0.0183,0.0819,0,0,0,0,0,0,0,0,0,0,0
612,119,1242.4117647058824,2662,,12567085056,,,,,,,,,,,,,,0.0435,0.0962,0.0316,0.199,0.00948,,,,0.077,,,0.0182,0.082,0,0,0,0,0,0,0,0,0,0,0
614,137,1190.5182481751824,2473,,12565331968,,,,,,,,,,,,,,0.0435,0.0962,0.0316,0.199,0.00948,,,,0.077,,,0.0182,0.0817,0,0,0,0,0,0,0,0,0,0,0
616,122,821.0,2269,,12563476480,,,,,,,,,,,,,,0.0347,0.095,0.0316,0.199,0.00918,,,,0.0773,,,0.0182,0.0809,0,0,0,0,0,0,0,0,0,0,0
618,93,821.0,1900,,12560924672,,,,,,,,,,,,,,0.036,0.0947,0.0316,0.199,0.00912,,,,0.0773,,,0.0183,0.0812,0,0,0,0,0,0,0,0,0,0,0
620,123,1030.6504065040651,1900,,12557627392,,,,,,,,,,,,,,0.036,0.0947,0.0309,0.199,0.00945,,,,0.0774,,,0.0183,0.0812,0,0,0,0,0,0,0,0,0,0,0
622,119,822.0,1900,,12558729216,,,,,,,,,,,,,,0.036,0.0947,0.032,0.199,0.00945,,,,0.0774,,,0.0183,0.0813,0,0,0,0,0,0,0,0,0,0,0
624,117,1044.4188034188037,1864,,12556574720,,,,,,,,,,,,,,0.036,0.0947,0.0319,0.199,0.00948,,,,0.0774,,,0.0183,0.0812,0,0,0,0,0,0,0,0,0,0,0
626,109,583.256880733945,1864,,12560199680,,,,,,,,,,,,,,0.0354,0.0947,0.0319,0.199,0.00948,,,,0.0774,,,0.0183,0.0807,0,0,0,0,0,0,0,0,0,0,0
628,119,822.0,1846,,12561895424,,,,,,,,,,,,,,0.0354,0.0947,0.0319,0.199,0.00948,,,,0.0774,,,0.0183,0.0808,0,0,0,0,0,0,0,0,0,0,0
630,139,1201.7122302158273,1925,,12562616320,,,,,,,,,,,,,,0.0354,0.0926,0.0319,0.199,0.00948,,,,0.0774,,,0.0184,0.0812,0,0,0,0,0,0,0,0,0,0,0
632,103,824.0,1925,,12570677248,,,,,,,,,,,,,,0.0354,0.0957,0.0319,0.199,0.00948,,,,0.0774,,,0.0184,0.0812,0,0,0,0,0,0,0,0,0,0,0
634,106,824.0,1925,,12577206272,,,,,,,,,,,,,,0.0354,0.0957,0.0319,0.199,0.00948,,,,0.0774,,,0.0184,0.0815,0,0,0,0,0,0,0,0,0,0,0
636,137,1019.1532846715328,1925,,12574650368,,,,,,,,,,,,,,0.0352,0.0957,0.0319,0.199,0.00945,,,,0.0774,,,0.0184,0.0814,0,0,0,0,0,0,0,0,0,0,0
638,103,564.4271844660194,1897,,12571643904,,,,,,,,,,,,,,0.0352,0.0957,0.0319,0.193,0.00945,,,,0.0774,,,0.0178,0.0809,0,0,0,0,0,0,0,0,0,0,0
640,103,1085.5728155339805,1868,,12573962240,,,,,,,,,,,,,,0.0347,0.0957,0.032,0.193,0.00945,,,,0.0774,,,0.0183,0.0809,0,0,0,0,0,0,0,0,0,0,0
642,143,1203.811188811189,1868,,12575395840,,,,,,,,,,,,,,0.0347,0.0957,0.032,0.199,0.00945,,,,0.0774,,,0.0183,0.0814,0,0,0,0,0,0,0,0,0,0,0
644,121,827.0,1462,,12569710592,,,,,,,,,,,,,,0.0347,0.0957,0.0321,0.199,0.00945,,,,0.0774,,,0.0183,0.0813,0,0,0,0,0,0,0,0,0,0,0
646,119,827.0,1006,,12570886144,,,,,,,,,,,,,,0.0341,0.0957,0.0321,0.199,0.00945,,,,0.0774,,,0.0183,0.0808,0,0,0,0,0,0,0,0,0,0,0
648,115,1065.608695652174,1006,,12570365952,,,,,,,,,,,,,,0.0341,0.0954,0.0321,0.199,0.00945,,,,0.0774,,,0.0183,0.0804,0,0,0,0,0,0,0,0,0,0,0
650,101,555.3168316831683,1006,,12558307328,,,,,,,,,,,,,,0.0341,0.0963,0.0321,0.199,0.00945,,,,0.0774,,,0.0183,0.081,0,0,0,0,0,0,0,0,0,0,0
652,135,1032.0074074074073,987,,12559212544,,,,,,,,,,,,,,0.0341,0.0963,0.0321,0.199,0.00922,,,,0.0725,,,0.0184,0.0804,0,0,0,0,0,0,0,0,0,0,0
654,114,584.2280701754386,987,,12552007680,,,,,,,,,,,,,,0.0341,0.0963,0.0321,0.199,0.00953,,,,0.0779,,,0.0184,0.0815,0,0,0,0,0,0,0,0,0,0,0
656,96,1117.4791666666667,1014,,12548595712,,,,,,,,,,,,,,0.033,0.0963,0.0321,0.199,0.00953,,,,0.0779,,,0.0184,0.0812,0,0,0,0,0,0,0,0,0,0,0
658,133,1249.3383458646615,1014,,12546678784,,,,,,,,,,,,,,0.0335,0.0963,0.0321,0.199,0.00953,,,,0.0779,,,0.0184,0.0814,0,0,0,0,0,0,0,0,0,0,0
660,100,1111.19,1040,,12551364608,,,,,,,,,,,,,,0.0337,0.0963,0.0311,0.199,0.00953,,,,0.0779,,,0.0184,0.0814,0,0,0,0,0,0,0,0,0,0,0
662,118,1070.2966101694915,1012,,12545613824,,,,,,,,,,,,,,0.0337,0.0963,0.0312,0.199,0.00921,,,,0.0779,,,0.0184,0.0813,0,0,0,0,0,0,0,0,0,0,0
664,139,1240.2877697841727,991,,12547616768,,,,,,,,,,,,,,0.0337,0.094,0.0322,0.199,0.00953,,,,0.0779,,,0.0184,0.0813,0,0,0,0,0,0,0,0,0,0,0
666,101,834.0,991,,12551270400,,,,,,,,,,,,,,0.0337,0.0969,0.0322,0.199,0.00953,,,,0.0779,,,0.0184,0.0815,0,0,0,0,0,0,0,0,0,0,0
668,117,834.0,991,,12557344768,,,,,,,,,,,,,,0.0337,0.0969,0.0322,0.199,0.00953,,,,0.0779,,,0.0184,0.0815,0,0,0,0,0,0,0,0,0,0,0
670,103,834.0,991,,12558213120,,,,,,,,,,,,,,0.0337,0.0969,0.0322,0.199,0.00948,,,,0.0775,,,0.0184,0.0815,0,0,0,0,0,0,0,0,0,0,0
672,111,1093.5315315315315,1010,,12560445440,,,,,,,,,,,,,,0.0337,0.0969,0.0322,0.199,0.00948,,,,0.0775,,,0.0183,0.0815,0,0,0,0,0,0,0,0,0,0,0
674,135,1478.1777777777777,1040,,12562309120,,,,,,,,,,,,,,0.0309,0.0969,0.0322,0.199,0.00948,,,,0.0775,,,0.0183,0.0806,0,0,0,0,0,0,0,0,0,0,0
676,104,838.0,1013,,12558749696,,,,,,,,,,,,,,0.0324,0.0969,0.0323,0.199,0.00948,,,,0.0775,,,0.0183,0.0813,0,0,0,0,0,0,0,0,0,0,0
678,104,1118.298076923077,998,,12557078528,,,,,,,,,,,,,,0.0324,0.0969,0.0323,0.199,0.00948,,,,0.0775,,,0.0177,0.0811,0,0,0,0,0,0,0,0,0,0,0
680,129,1065.9767441860463,995,,12557438976,,,,,,,,,,,,,,0.0324,0.0971,0.0322,0.199,0.00916,,,,0.0775,,,0.0176,0.0804,0,0,0,0,0,0,0,0,0,0,0
682,95,1149.2105263157894,1000,,12552790016,,,,,,,,,,,,,,0.0324,0.0972,0.0322,0.199,0.00952,,,,0.0772,,,0.0181,0.0812,0,0,0,0,0,0,0,0,0,0,0
684,145,1248.1724137931035,1000,,12547960832,,,,,,,,,,,,,,0.0324,0.0972,0.0322,0.193,0.00952,,,,0.0767,,,0.0181,0.0806,0,0,0,0,0,0,0,0,0,0,0
686,98,843.0,1000,,12547665920,,,,,,,,,,,,,,0.0322,0.0972,0.0322,0.199,0.0095,,,,0.0767,,,0.0181,0.0811,0,0,0,0,0,0,0,0,0,0,0
688,116,1099.3275862068965,1000,,12553515008,,,,,,,,,,,,,,0.0322,0.0972,0.0319,0.199,0.0095,,,,0.0767,,,0.0181,0.0811,0,0,0,0,0,0,0,0,0,0,0
690,121,1090.7355371900826,1025,,12555194368,,,,,,,,,,,,,,0.0322,0.0972,0.0319,0.199,0.0095,,,,0.0767,,,0.0181,0.0805,0,0,0,0,0,0,0,0,0,0,0
692,89,845.0,977,,12553248768,,,,,,,,,,,,,,0.0314,0.0972,0.0319,0.199,0.0095,,,,0.0767,,,0.0181,0.0808,0,0,0,0,0,0,0,0,0,0,0
694,130,1076.3384615384616,990,,12559351808,,,,,,,,,,,,,,0.0314,0.0972,0.0319,0.199,0.0095,,,,0.0767,,,0.0175,0.0808,0,0,0,0,0,0,0,0,0,0,0
696,108,846.0,1005,,12555419648,,,,,,,,,,,,,,0.0312,0.0974,0.0319,0.199,0.00954,,,,0.0741,,,0.018,0.0806,0,0,0,0,0,0,0,0,0,0,0
698,117,1363.931623931624,1005,,12557217792,,,,,,,,,,,,,,0.0312,0.0978,0.0319,0.199,0.00954,,,,0.0768,,,0.018,0.0803,0,0,0,0,0,0,0,0,0,0,0
700,143,635.1188811188811,1005,,12554260480,,,,,,,,,,,,,,0.0312,0.0978,0.0319,0.199,0.00954,,,,0.0768,,,0.018,0.0809,0,0,0,0,0,0,0,0,0,0,0
702,104,847.0,1005,,12556365824,,,,,,,,,,,,,,0.0312,0.0978,0.0321,0.199,0.00956,,,,0.0768,,,0.018,0.0809,0,0,0,0,0,0,0,0,0,0,0
704,114,847.0,1032,,12558442496,,,,,,,,,,,,,,0.0312,0.0978,0.0321,0.199,0.00956,,,,0.0768,,,0.018,0.0809,0,0,0,0,0,0,0,0,0,0,0
706,123,596.7317073170732,1007,,12560510976,,,,,,,,,,,,,,0.0312,0.0978,0.0321,0.199,0.00959,,,,0.0768,,,0.018,0.0807,0,0,0,0,0,0,0,0,0,0,0
708,103,846.0,981,,12564164608,,,,,,,,,,,,,,0.0304,0.0978,0.0321,0.199,0.00959,,,,0.0768,,,0.018,0.0797,0,0,0,0,0,0,0,0,0,0,0
710,122,1100.1639344262296,1005,,12570959872,,,,,,,,,,,,,,0.0314,0.0984,0.0309,0.199,0.00959,,,,0.0768,,,0.018,0.0804,0,0,0,0,0,0,0,0,0,0,0
712,133,1081.142857142857,1005,,12573609984,,,,,,,,,,,,,,0.0314,0.0984,0.0311,0.192,0.00959,,,,0.0769,,,0.018,0.0803,0,0,0,0,0,0,0,0,0,0,0
714,100,848.0,1005,,12577828864,,,,,,,,,,,,,,0.0309,0.0984,0.0323,0.193,0.00961,,,,0.0769,,,0.018,0.0805,0,0,0,0,0,0,0,0,0,0,0
716,138,848.0,988,,12577116160,,,,,,,,,,,,,,0.0309,0.0984,0.0323,0.199,0.00963,,,,0.0768,,,0.018,0.0809,0,0,0,0,0,0,0,0,0,0,0
718,99,848.0,1009,,12571230208,,,,,,,,,,,,,,0.0309,0.0984,0.0323,0.193,0.00963,,,,0.0768,,,0.018,0.0803,0,0,0,0,0,0,0,0,0,0,0
720,137,1078.7664233576645,1009,,12563390464,,,,,,,,,,,,,,0.0309,0.0984,0.0323,0.192,0.00963,,,,0.0768,,,0.018,0.0804,0,0,0,0,0,0,0,0,0,0,0
722,110,849.0,985,,12561338368,,,,,,,,,,,,,,0.0309,0.0984,0.0323,0.199,0.00963,,,,0.0768,,,0.018,0.0809,0,0,0,0,0,0,0,0,0,0,0
724,67,849.0,1005,,12561338368,,,,,,,,,,,,,,0.0309,0.096,0.0323,0.199,0.00963,,,,0.0768,,,0.0181,0.0807,0,0,0,0,0,0,0,0,0,0,0
